id,target,dt,date,eDNA,eDNA_sd,log10eDNA,detected,BLOD,BLOQ,n_replicates,n_amplified,n_BLOD,n_BLOQ,Ct_Mean,dilution,inhibition,ESP,vol_actual,sample_duration,sample_rate,year,month,year_month,day_of_month,season,wet_season,week,year_week,day_of_year,hour,morn_midday_eve,ESP_file,qPCR_file
SCr-4,coho,2019-03-25 12:29:34,2019-03-25,0.0,0.0,0.0,1,1,1,3,1,3,3,37.74626922607422,1:5,1.0,Waldo,221.2,7.28,30.384615384615387,2019,3,2019-03,25,spring,1,13,2019-13,84,12,1.0,Waldo_2019_Scott_Creek_20210223.csv,20210208_Scott_Creek_Okisutch_Kevan_P3.xls
SCr-4,trout,2019-03-25 12:29:34,2019-03-25,0.0,0.0,0.0,1,1,1,3,3,3,3,35.505313873291016,1:5,1.0,Waldo,221.2,7.28,30.384615384615387,2019,3,2019-03,25,spring,1,13,2019-13,84,12,1.0,Waldo_2019_Scott_Creek_20210223.csv,20210208_Scott_Creek_Omykiss_Kevan_P3.xls
SCr-5,coho,2019-03-26 05:11:32,2019-03-26,0.0,0.0,0.0,1,1,1,3,1,3,3,38.33423233,1:5,1.0,Waldo,43.5,2.85,15.26315789473684,2019,3,2019-03,26,spring,1,13,2019-13,85,5,0.0,Waldo_2019_Scott_Creek_20210223.csv,20201118_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-5,trout,2019-03-26 05:11:32,2019-03-26,0.0,0.0,0.0,0,1,1,3,0,3,3,,1:1,,Waldo,43.5,2.85,15.26315789473684,2019,3,2019-03,26,spring,1,13,2019-13,85,5,0.0,Waldo_2019_Scott_Creek_20210223.csv,20201118_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-6,coho,2019-03-26 11:11:35,2019-03-26,0.0,0.0,0.0,0,1,1,3,0,3,3,,1:1,,Waldo,44.3,2.83,15.653710247349824,2019,3,2019-03,26,spring,1,13,2019-13,85,11,1.0,Waldo_2019_Scott_Creek_20210223.csv,20201207_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-6,trout,2019-03-26 11:11:35,2019-03-26,0.0,0.0,0.0,1,1,1,3,1,3,3,36.45521927,1:1,,Waldo,44.3,2.83,15.653710247349824,2019,3,2019-03,26,spring,1,13,2019-13,85,11,1.0,Waldo_2019_Scott_Creek_20210223.csv,20201207_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-7,coho,2019-03-26 17:07:31,2019-03-26,0.0,0.0,0.0,1,1,1,3,2,3,3,39.16242218,1:1,,Waldo,75.0,3.0,25.0,2019,3,2019-03,26,spring,1,13,2019-13,85,17,2.0,Waldo_2019_Scott_Creek_20210223.csv,20201207_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-7,trout,2019-03-26 17:07:31,2019-03-26,0.0,0.0,0.0,1,1,1,3,3,3,3,37.29151535,1:1,,Waldo,75.0,3.0,25.0,2019,3,2019-03,26,spring,1,13,2019-13,85,17,2.0,Waldo_2019_Scott_Creek_20210223.csv,20201207_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-8,coho,2019-03-27 05:12:10,2019-03-27,0.0,0.0,0.0,0,1,1,3,0,3,3,,1:1,,Waldo,92.3,4.15,22.240963855421683,2019,3,2019-03,27,spring,1,13,2019-13,86,5,0.0,Waldo_2019_Scott_Creek_20210223.csv,20201207_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-8,trout,2019-03-27 05:12:10,2019-03-27,0.0,0.0,0.0,1,1,1,3,2,3,3,37.696220399999994,1:1,,Waldo,92.3,4.15,22.240963855421683,2019,3,2019-03,27,spring,1,13,2019-13,86,5,0.0,Waldo_2019_Scott_Creek_20210223.csv,20201207_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-9,coho,2019-03-27 11:11:58,2019-03-27,0.0,0.0,0.0,1,1,1,3,2,3,3,39.04541016,1:1,,Waldo,100.0,3.92,25.510204081632647,2019,3,2019-03,27,spring,1,13,2019-13,86,11,1.0,Waldo_2019_Scott_Creek_20210223.csv,20201118_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-9,trout,2019-03-27 11:11:58,2019-03-27,0.0,0.0,0.0,1,1,1,3,1,3,3,37.49326324,1:5,1.0,Waldo,100.0,3.92,25.510204081632647,2019,3,2019-03,27,spring,1,13,2019-13,86,11,1.0,Waldo_2019_Scott_Creek_20210223.csv,20201118_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-10,coho,2019-03-27 17:12:04,2019-03-27,0.0,0.0,0.0,1,1,1,3,1,3,3,38.57687377929688,1:5,1.0,Waldo,100.0,3.92,25.510204081632647,2019,3,2019-03,27,spring,1,13,2019-13,86,17,2.0,Waldo_2019_Scott_Creek_20210223.csv,20210208_Scott_Creek_Okisutch_Kevan_P2.xls
SCr-10,trout,2019-03-27 17:12:04,2019-03-27,0.0,0.0,0.0,1,1,1,3,1,3,3,37.43685150146485,1:5,1.0,Waldo,100.0,3.92,25.510204081632647,2019,3,2019-03,27,spring,1,13,2019-13,86,17,2.0,Waldo_2019_Scott_Creek_20210223.csv,20210208_Scott_Creek_Omykiss_Kevan_P2.xls
SCr-11,coho,2019-03-28 05:12:37,2019-03-28,0.0,0.0,0.0,1,1,1,3,2,3,3,38.90095520000001,1:5,1.0,Waldo,118.0,4.93,23.935091277890468,2019,3,2019-03,28,spring,1,13,2019-13,87,5,0.0,Waldo_2019_Scott_Creek_20210223.csv,20201118_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-11,trout,2019-03-28 05:12:37,2019-03-28,0.0,0.0,0.0,1,1,1,3,3,3,3,37.77127075,1:1,,Waldo,118.0,4.93,23.935091277890468,2019,3,2019-03,28,spring,1,13,2019-13,87,5,0.0,Waldo_2019_Scott_Creek_20210223.csv,20201118_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-12,coho,2019-03-28 11:12:48,2019-03-28,0.0,0.0,0.0,0,1,1,3,0,3,3,,1:1,,Waldo,146.2,5.58,26.20071684587813,2019,3,2019-03,28,spring,1,13,2019-13,87,11,1.0,Waldo_2019_Scott_Creek_20210223.csv,20201118_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-12,trout,2019-03-28 11:12:48,2019-03-28,21.039184743085347,36.44093692485177,1.3431955253826569,1,0,0,3,3,2,2,35.38940811,1:5,1.0,Waldo,146.2,5.58,26.20071684587813,2019,3,2019-03,28,spring,1,13,2019-13,87,11,1.0,Waldo_2019_Scott_Creek_20210223.csv,20201118_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-13,coho,2019-03-28 17:08:40,2019-03-28,0.0,0.0,0.0,1,1,1,3,2,3,3,38.65603256225586,1:5,1.0,Waldo,173.3,5.42,31.97416974169742,2019,3,2019-03,28,spring,1,13,2019-13,87,17,2.0,Waldo_2019_Scott_Creek_20210223.csv,20210208_Scott_Creek_Okisutch_Kevan_P3.xls
SCr-13,trout,2019-03-28 17:08:40,2019-03-28,30.966459173532613,26.829373663876495,1.504694533470325,1,0,0,3,3,1,1,35.17322158813477,1:5,1.0,Waldo,173.3,5.42,31.97416974169742,2019,3,2019-03,28,spring,1,13,2019-13,87,17,2.0,Waldo_2019_Scott_Creek_20210223.csv,20210208_Scott_Creek_Omykiss_Kevan_P3.xls
SCr-14,coho,2019-03-29 05:13:20,2019-03-29,0.0,0.0,0.0,1,1,1,3,2,3,3,38.04120636,1:5,1.0,Waldo,191.9,6.42,29.89096573208723,2019,3,2019-03,29,spring,1,13,2019-13,88,5,0.0,Waldo_2019_Scott_Creek_20210223.csv,20201119_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-14,trout,2019-03-29 05:13:20,2019-03-29,13.631360699754298,2.7013159499283397,1.1652847168919132,1,0,0,3,3,0,0,34.2660675,1:1,-1.0,Waldo,191.9,6.42,29.89096573208723,2019,3,2019-03,29,spring,1,13,2019-13,88,5,0.0,Waldo_2019_Scott_Creek_20210223.csv,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-15,coho,2019-03-29 11:12:49,2019-03-29,0.0,0.0,0.0,1,1,1,3,1,3,3,39.71171951,1:5,1.0,Waldo,148.2,5.0,29.64,2019,3,2019-03,29,spring,1,13,2019-13,88,11,1.0,Waldo_2019_Scott_Creek_20210223.csv,20201210_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-15,trout,2019-03-29 11:12:49,2019-03-29,11.171175655729087,0.9245314741716256,1.0853325302543533,1,0,0,3,3,0,0,34.942001342773445,1:1,0.0,Waldo,148.2,5.0,29.64,2019,3,2019-03,29,spring,1,13,2019-13,88,11,1.0,Waldo_2019_Scott_Creek_20210223.csv,20201210_Scott_Creek_Omykiss_Chloe_P1_results.xls
SCr-16,coho,2019-03-29 17:13:09,2019-03-29,0.0,0.0,0.0,1,1,1,3,1,3,3,38.85337829589844,1:1,,Waldo,166.4,6.13,27.145187601957588,2019,3,2019-03,29,spring,1,13,2019-13,88,17,2.0,Waldo_2019_Scott_Creek_20210223.csv,20210203_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-16,trout,2019-03-29 17:13:09,2019-03-29,0.0,8.0808393244527,0.0,1,1,1,3,3,2,2,35.10608673095703,1:1,0.0,Waldo,166.4,6.13,27.145187601957588,2019,3,2019-03,29,spring,1,13,2019-13,88,17,2.0,Waldo_2019_Scott_Creek_20210223.csv,20210203_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-17,coho,2019-03-30 05:13:15,2019-03-30,0.0,0.0,0.0,0,1,1,3,0,3,3,,1:1,,Waldo,100.0,5.97,16.750418760469014,2019,3,2019-03,30,spring,1,13,2019-13,89,5,0.0,Waldo_2019_Scott_Creek_20210223.csv,20201119_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-17,trout,2019-03-30 05:13:15,2019-03-30,0.0,0.0,0.0,1,1,1,3,1,3,3,38.35808563,1:1,,Waldo,100.0,5.97,16.750418760469014,2019,3,2019-03,30,spring,1,13,2019-13,89,5,0.0,Waldo_2019_Scott_Creek_20210223.csv,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-18,coho,2019-03-30 11:14:38,2019-03-30,0.0,0.0,0.0,0,1,1,3,0,3,3,,1:1,,Waldo,200.0,8.87,22.547914317925603,2019,3,2019-03,30,spring,1,13,2019-13,89,11,1.0,Waldo_2019_Scott_Creek_20210223.csv,20201210_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-18,trout,2019-03-30 11:14:38,2019-03-30,10.188844868833081,0.6550210110885181,1.04878525248128,1,0,0,3,3,0,0,34.62540817260742,1:1,0.0,Waldo,200.0,8.87,22.547914317925603,2019,3,2019-03,30,spring,1,13,2019-13,89,11,1.0,Waldo_2019_Scott_Creek_20210223.csv,20201210_Scott_Creek_Omykiss_Chloe_P1_results.xls
SCr-19,coho,2019-03-30 17:10:46,2019-03-30,0.0,0.0,0.0,1,1,1,3,3,3,3,37.95328903198242,1:5,1.0,Waldo,223.2,9.48,23.544303797468352,2019,3,2019-03,30,spring,1,13,2019-13,89,17,2.0,Waldo_2019_Scott_Creek_20210223.csv,20210208_Scott_Creek_Okisutch_Kevan_P2.xls
SCr-19,trout,2019-03-30 17:10:46,2019-03-30,76.61376533865898,25.76001843548717,1.8899387532227665,1,0,0,3,3,0,0,33.890369415283196,1:5,1.0,Waldo,223.2,9.48,23.544303797468352,2019,3,2019-03,30,spring,1,13,2019-13,89,17,2.0,Waldo_2019_Scott_Creek_20210223.csv,20210208_Scott_Creek_Omykiss_Kevan_P2.xls
SCr-20,coho,2019-03-31 05:15:09,2019-03-31,6.025880849143694,1.8872508752847654,0.8467007803836774,1,0,0,3,3,0,0,36.21725845,1:1,,Waldo,223.3,9.7,23.020618556701034,2019,3,2019-03,31,spring,1,13,2019-13,90,5,0.0,Waldo_2019_Scott_Creek_20210223.csv,20201119_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-20,trout,2019-03-31 05:15:09,2019-03-31,10.283887954327048,3.2810908391096896,1.0524587650888695,1,0,0,3,3,0,0,34.49927902,1:1,0.0,Waldo,223.3,9.7,23.020618556701034,2019,3,2019-03,31,spring,1,13,2019-13,90,5,0.0,Waldo_2019_Scott_Creek_20210223.csv,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-21,coho,2019-03-31 11:15:05,2019-03-31,0.0,0.0,0.0,1,1,1,3,2,3,3,38.8784523,1:1,,Waldo,225.0,9.73,23.124357656731764,2019,3,2019-03,31,spring,1,13,2019-13,90,11,1.0,Waldo_2019_Scott_Creek_20210223.csv,20201119_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-21,trout,2019-03-31 11:15:05,2019-03-31,0.0,0.0,0.0,1,1,1,3,2,3,3,36.31021118,1:5,1.0,Waldo,225.0,9.73,23.124357656731764,2019,3,2019-03,31,spring,1,13,2019-13,90,11,1.0,Waldo_2019_Scott_Creek_20210223.csv,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-22,coho,2019-03-31 17:15:46,2019-03-31,0.0,0.0,0.0,0,1,1,3,0,3,3,,1:1,,Waldo,244.7,11.1,22.045045045045047,2019,3,2019-03,31,spring,1,13,2019-13,90,17,2.0,Waldo_2019_Scott_Creek_20210223.csv,20210208_Scott_Creek_Okisutch_Kevan_P3.xls
SCr-22,trout,2019-03-31 17:15:46,2019-03-31,0.0,0.0,0.0,1,1,1,3,2,3,3,37.056495666503906,1:5,1.0,Waldo,244.7,11.1,22.045045045045047,2019,3,2019-03,31,spring,1,13,2019-13,90,17,2.0,Waldo_2019_Scott_Creek_20210223.csv,20210208_Scott_Creek_Omykiss_Kevan_P3.xls
SCr-23,coho,2019-04-01 05:14:43,2019-04-01,0.0,3.6984238299735823,0.0,1,1,1,3,2,2,2,37.62589264,1:1,,Waldo,125.0,8.87,14.092446448703495,2019,4,2019-04,1,spring,1,14,2019-14,91,5,0.0,Waldo_2019_Scott_Creek_20210223.csv,20201119_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-23,trout,2019-04-01 05:14:43,2019-04-01,0.0,7.521639626785186,0.0,1,1,1,3,3,2,2,35.74310303,1:1,-1.0,Waldo,125.0,8.87,14.092446448703495,2019,4,2019-04,1,spring,1,14,2019-14,91,5,0.0,Waldo_2019_Scott_Creek_20210223.csv,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-25,coho,2019-04-01 17:42:13,2019-04-01,0.0,0.0,0.0,1,1,1,3,3,3,3,38.58394241,1:5,1.0,Waldo,316.6,10.07,31.43992055610725,2019,4,2019-04,1,spring,1,14,2019-14,91,18,2.0,Waldo_2019_Scott_Creek_20210223.csv,20201119_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-25,trout,2019-04-01 17:42:13,2019-04-01,8.795366588568665,15.234021802594683,0.991020693971727,1,0,0,3,3,2,2,35.55857849,1:5,1.0,Waldo,316.6,10.07,31.43992055610725,2019,4,2019-04,1,spring,1,14,2019-14,91,18,2.0,Waldo_2019_Scott_Creek_20210223.csv,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-26,coho,2019-04-02 05:13:34,2019-04-02,0.0,0.0,0.0,1,1,1,3,1,3,3,38.521873474121094,1:5,1.0,Waldo,223.5,6.88,32.485465116279066,2019,4,2019-04,2,spring,1,14,2019-14,92,5,0.0,Waldo_2019_Scott_Creek_20210223.csv,20210203_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-26,trout,2019-04-02 05:13:34,2019-04-02,6.923795560854948,6.086108544097613,0.8989332619273437,1,0,0,3,3,1,1,34.869247436523445,1:1,0.0,Waldo,223.5,6.88,32.485465116279066,2019,4,2019-04,2,spring,1,14,2019-14,92,5,0.0,Waldo_2019_Scott_Creek_20210223.csv,20210203_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-27,coho,2019-04-02 11:14:00,2019-04-02,0.0,0.0,0.0,0,1,1,3,0,3,3,,1:1,,Waldo,300.0,7.97,37.641154328732746,2019,4,2019-04,2,spring,1,14,2019-14,92,11,1.0,Waldo_2019_Scott_Creek_20210223.csv,20210203_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-27,trout,2019-04-02 11:14:00,2019-04-02,14.701430049580955,2.476552822149598,1.1959392087378025,1,0,0,3,3,0,0,33.46737670898437,1:1,0.0,Waldo,300.0,7.97,37.641154328732746,2019,4,2019-04,2,spring,1,14,2019-14,92,11,1.0,Waldo_2019_Scott_Creek_20210223.csv,20210203_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-28,coho,2019-04-02 17:14:35,2019-04-02,0.0,0.0,0.0,1,1,1,3,3,3,3,38.13592147827149,1:5,1.0,Waldo,267.1,9.03,29.57918050941307,2019,4,2019-04,2,spring,1,14,2019-14,92,17,2.0,Waldo_2019_Scott_Creek_20210223.csv,20210208_Scott_Creek_Okisutch_Kevan_P2.xls
SCr-28,trout,2019-04-02 17:14:35,2019-04-02,41.39128792094498,6.1034054665692725,1.6272766113892314,1,0,0,3,3,0,0,34.51025390625,1:5,1.0,Waldo,267.1,9.03,29.57918050941307,2019,4,2019-04,2,spring,1,14,2019-14,92,17,2.0,Waldo_2019_Scott_Creek_20210223.csv,20210208_Scott_Creek_Omykiss_Kevan_P2.xls
SCr-29,coho,2019-04-03 05:02:28,2019-04-03,0.0,0.0,0.0,1,1,1,3,3,3,3,38.10847092,1:1,,Waldo,125.0,4.68,26.709401709401714,2019,4,2019-04,3,spring,1,14,2019-14,93,5,0.0,Waldo_2019_Scott_Creek_20210223.csv,20201119_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-29,trout,2019-04-03 05:02:28,2019-04-03,0.0,0.0,0.0,1,1,1,3,2,3,3,37.70740509,1:5,1.0,Waldo,125.0,4.68,26.709401709401714,2019,4,2019-04,3,spring,1,14,2019-14,93,5,0.0,Waldo_2019_Scott_Creek_20210223.csv,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-30,coho,2019-04-03 12:07:30,2019-04-03,0.0,1.8396648835500153,0.0,1,1,1,3,2,2,2,37.12695694,1:1,0.0,Waldo,266.2,9.08,29.317180616740085,2019,4,2019-04,3,spring,1,14,2019-14,93,12,1.0,Waldo_2019_Scott_Creek_20210223.csv,20201119_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-30,trout,2019-04-03 12:07:30,2019-04-03,0.0,0.0,0.0,1,1,1,3,3,3,3,35.59428787,1:5,1.0,Waldo,266.2,9.08,29.317180616740085,2019,4,2019-04,3,spring,1,14,2019-14,93,12,1.0,Waldo_2019_Scott_Creek_20210223.csv,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-31,coho,2019-04-03 17:15:01,2019-04-03,0.0,0.0,0.0,1,1,1,3,3,3,3,38.0088996887207,1:5,1.0,Waldo,346.8,9.83,35.27975584944049,2019,4,2019-04,3,spring,1,14,2019-14,93,17,2.0,Waldo_2019_Scott_Creek_20210223.csv,20210208_Scott_Creek_Okisutch_Kevan_P3.xls
SCr-31,trout,2019-04-03 17:15:01,2019-04-03,75.95826119282124,7.487082634902355,1.8862552466220928,1,0,0,3,3,0,0,33.18714141845703,1:5,1.0,Waldo,346.8,9.83,35.27975584944049,2019,4,2019-04,3,spring,1,14,2019-14,93,17,2.0,Waldo_2019_Scott_Creek_20210223.csv,20210208_Scott_Creek_Omykiss_Kevan_P3.xls
SCr-32,coho,2019-04-04 04:36:00,2019-04-04,0.0,0.0,0.0,1,1,1,3,2,3,3,38.61170197,1:5,1.0,Waldo,391.6,11.45,34.20087336244542,2019,4,2019-04,4,spring,1,14,2019-14,94,5,0.0,Waldo_2019_Scott_Creek_20210223.csv,20201119_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-32,trout,2019-04-04 04:36:00,2019-04-04,10.96408805420389,2.093189127626463,1.077879600724554,1,0,0,3,3,0,0,33.51168823,1:1,0.0,Waldo,391.6,11.45,34.20087336244542,2019,4,2019-04,4,spring,1,14,2019-14,94,5,0.0,Waldo_2019_Scott_Creek_20210223.csv,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-33,coho,2019-04-04 10:14:24,2019-04-04,0.0,0.0,0.0,0,1,1,3,0,3,3,,1:1,,Waldo,296.5,8.8,33.69318181818181,2019,4,2019-04,4,spring,1,14,2019-14,94,10,0.0,Waldo_2019_Scott_Creek_20210223.csv,20201124_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-33,trout,2019-04-04 10:14:24,2019-04-04,0.0,0.0,0.0,1,1,1,3,3,3,3,36.28124619,1:5,1.0,Waldo,296.5,8.8,33.69318181818181,2019,4,2019-04,4,spring,1,14,2019-14,94,10,0.0,Waldo_2019_Scott_Creek_20210223.csv,20201124_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-34,coho,2019-04-04 16:18:32,2019-04-04,0.0,1.471216015910948,0.0,1,1,1,3,3,2,2,37.20901489,1:1,,Waldo,346.2,16.58,20.88057901085645,2019,4,2019-04,4,spring,1,14,2019-14,94,16,1.0,Waldo_2019_Scott_Creek_20210223.csv,20201210_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-34,trout,2019-04-04 16:18:32,2019-04-04,0.0,3.433130957096054,0.0,1,1,1,3,3,1,1,34.93031692504883,1:1,0.0,Waldo,346.2,16.58,20.88057901085645,2019,4,2019-04,4,spring,1,14,2019-14,94,16,1.0,Waldo_2019_Scott_Creek_20210223.csv,20201210_Scott_Creek_Omykiss_Chloe_P1_results.xls
SCr-35,coho,2019-04-05 05:16:48,2019-04-05,0.0,0.0,0.0,1,1,1,3,2,3,3,37.79100037,1:5,1.0,Waldo,200.0,13.18,15.174506828528076,2019,4,2019-04,5,spring,1,14,2019-14,95,5,0.0,Waldo_2019_Scott_Creek_20210223.csv,20201210_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-35,trout,2019-04-05 05:16:48,2019-04-05,12.209645590887968,1.8787118946246701,1.1208911658365976,1,0,0,3,3,0,0,34.36122512817383,1:1,0.0,Waldo,200.0,13.18,15.174506828528076,2019,4,2019-04,5,spring,1,14,2019-14,95,5,0.0,Waldo_2019_Scott_Creek_20210223.csv,20201210_Scott_Creek_Omykiss_Chloe_P1_results.xls
SCr-36,coho,2019-04-05 11:16:47,2019-04-05,2.792906052406799,0.445077103832495,0.5789720856696726,1,0,0,3,3,0,0,36.66776657,1:1,,Waldo,346.6,13.33,26.001500375093777,2019,4,2019-04,5,spring,1,14,2019-14,95,11,1.0,Waldo_2019_Scott_Creek_20210223.csv,20201124_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-36,trout,2019-04-05 11:16:47,2019-04-05,7.548656472688432,1.0706474329230025,0.9318978653309369,1,0,0,3,3,0,0,34.25396347,1:1,0.0,Waldo,346.6,13.33,26.001500375093777,2019,4,2019-04,5,spring,1,14,2019-14,95,11,1.0,Waldo_2019_Scott_Creek_20210223.csv,20201124_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-37,coho,2019-04-05 17:15:00,2019-04-05,0.0,0.0,0.0,1,1,1,3,2,3,3,38.21024703979492,1:5,1.0,Waldo,300.0,9.78,30.67484662576687,2019,4,2019-04,5,spring,1,14,2019-14,95,17,2.0,Waldo_2019_Scott_Creek_20210223.csv,20210208_Scott_Creek_Okisutch_Kevan_P2.xls
SCr-37,trout,2019-04-05 17:15:00,2019-04-05,29.760235501059242,0.6203780709025802,1.487989656110505,1,0,0,3,3,0,0,32.382457733154304,1:1,0.0,Waldo,300.0,9.78,30.67484662576687,2019,4,2019-04,5,spring,1,14,2019-14,95,17,2.0,Waldo_2019_Scott_Creek_20210223.csv,20210208_Scott_Creek_Omykiss_Kevan_P2.xls
SCr-38,coho,2019-04-06 05:18:29,2019-04-06,3.0636917182020955,2.654845991542742,0.6089207538619846,1,0,0,3,3,1,1,36.63182449,1:1,0.0,Waldo,446.4,16.63,26.84305472038485,2019,4,2019-04,6,spring,1,14,2019-14,96,5,0.0,Waldo_2019_Scott_Creek_20210223.csv,20201119_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-38,trout,2019-04-06 05:18:29,2019-04-06,8.003108382646724,0.7114402969316711,0.9543924783686717,1,0,0,3,3,0,0,33.7756691,1:1,-1.0,Waldo,446.4,16.63,26.84305472038485,2019,4,2019-04,6,spring,1,14,2019-14,96,5,0.0,Waldo_2019_Scott_Creek_20210223.csv,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-39,coho,2019-04-06 11:18:15,2019-04-06,0.0,1.9790823418320944,0.0,1,1,1,3,3,2,2,37.19882202,1:1,0.0,Waldo,400.0,16.0,25.0,2019,4,2019-04,6,spring,1,14,2019-14,96,11,1.0,Waldo_2019_Scott_Creek_20210223.csv,20201124_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-39,trout,2019-04-06 11:18:15,2019-04-06,7.2852402022818605,3.2810978963414543,0.9183051038251634,1,0,0,3,3,0,0,34.17950439,1:1,0.0,Waldo,400.0,16.0,25.0,2019,4,2019-04,6,spring,1,14,2019-14,96,11,1.0,Waldo_2019_Scott_Creek_20210223.csv,20201124_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-40,coho,2019-04-06 17:15:52,2019-04-06,0.0,0.0,0.0,1,1,1,3,3,3,3,38.154441833496094,1:5,1.0,Waldo,425.0,12.32,34.496753246753244,2019,4,2019-04,6,spring,1,14,2019-14,96,17,2.0,Waldo_2019_Scott_Creek_20210223.csv,20210208_Scott_Creek_Okisutch_Kevan_P3.xls
SCr-40,trout,2019-04-06 17:15:52,2019-04-06,26.26700336122846,3.6329616816057886,1.435637411678585,1,0,0,3,3,0,0,34.49502944946289,1:5,1.0,Waldo,425.0,12.32,34.496753246753244,2019,4,2019-04,6,spring,1,14,2019-14,96,17,2.0,Waldo_2019_Scott_Creek_20210223.csv,20210208_Scott_Creek_Omykiss_Kevan_P3.xls
SCr-41,coho,2019-04-07 05:15:18,2019-04-07,0.0,3.718209329619084,0.0,1,1,1,3,3,2,2,37.17012405,1:1,,Waldo,200.0,10.22,19.569471624266146,2019,4,2019-04,7,spring,1,14,2019-14,97,5,0.0,Waldo_2019_Scott_Creek_20210223.csv,20201119_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-41,trout,2019-04-07 05:15:18,2019-04-07,11.759087531399254,20.367337055033197,1.1058196168422048,1,0,0,3,2,2,2,35.93279266,1:5,1.0,Waldo,200.0,10.22,19.569471624266146,2019,4,2019-04,7,spring,1,14,2019-14,97,5,0.0,Waldo_2019_Scott_Creek_20210223.csv,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-42,coho,2019-04-07 11:18:20,2019-04-07,3.8722009597378104,1.286917090772555,0.6877251929879749,1,0,0,3,3,0,0,36.09740829,1:1,,Waldo,375.0,16.12,23.263027295285358,2019,4,2019-04,7,spring,1,14,2019-14,97,11,1.0,Waldo_2019_Scott_Creek_20210223.csv,20201210_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-42,trout,2019-04-07 11:18:20,2019-04-07,12.974516087223284,3.374073622630805,1.145336777969026,1,0,0,3,3,0,0,33.33507537841797,1:1,-1.0,Waldo,375.0,16.12,23.263027295285358,2019,4,2019-04,7,spring,1,14,2019-14,97,11,1.0,Waldo_2019_Scott_Creek_20210223.csv,20201210_Scott_Creek_Omykiss_Chloe_P1_results.xls
SCr-43,coho,2019-04-07 17:17:10,2019-04-07,0.0,0.0,0.0,0,1,1,3,0,3,3,,1:1,,Waldo,399.8,13.77,29.034132171387075,2019,4,2019-04,7,spring,1,14,2019-14,97,17,2.0,Waldo_2019_Scott_Creek_20210223.csv,20210203_Scott_Creek_Okisutch_Kevan_P2.xls
