id,target,dilution,replicate,conc,BLOD,BLOQ,Ct,well,source_file
SCr-232,trout,1:5,1.0,1539.8234397855713,0,0,31.19107628,D10,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-232,trout,1:5,2.0,2095.1813068516303,0,0,30.72267151,D11,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-232,trout,1:5,3.0,1445.063220552785,0,0,31.28767776,D12,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-227,trout,1:1,1.0,693.2693911248538,0,0,29.9569416,E4,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-227,trout,1:1,2.0,811.5863735993495,0,0,29.71728516,E5,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-227,trout,1:1,3.0,782.6608002761283,0,0,29.77248192,E6,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-227,trout,1:5,1.0,1061.8633369762697,0,0,31.75631905,E7,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-227,trout,1:5,2.0,1200.2651492120754,0,0,31.56997871,E8,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-227,trout,1:5,3.0,1225.2907328818242,0,0,31.53859329,E9,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-233,trout,1:1,1.0,465.1084893032037,0,0,30.56401825,E10,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-233,trout,1:1,2.0,655.9489604941898,0,0,30.04110336,E11,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-233,trout,1:1,3.0,451.4797447874192,0,0,30.60925102,E12,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-228,trout,1:1,1.0,550.2130313344546,0,0,30.30844879,F4,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-228,trout,1:1,2.0,477.2625841223828,0,0,30.52478409,F5,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-228,trout,1:1,3.0,593.7219108912776,0,0,30.19269753,F6,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-228,trout,1:5,1.0,1007.7808479889312,0,0,31.83582497,F7,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-228,trout,1:5,2.0,1591.4506234773412,0,0,31.14091873,F8,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-228,trout,1:5,3.0,1136.6592044924078,0,0,31.65279198,F9,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-233,trout,1:5,1.0,679.9480518618519,0,0,32.43429565,F10,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-233,trout,1:5,2.0,580.1136457130444,0,0,32.67580795,F11,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-233,trout,1:5,3.0,583.6571669778705,0,0,32.66654587,F12,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-229,trout,1:1,1.0,507.47737037806803,0,0,30.43142128,G4,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-229,trout,1:1,2.0,641.6023857877908,0,0,30.07473755,G5,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-229,trout,1:1,3.0,479.5724528675223,0,0,30.5174408,G6,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-229,trout,1:5,1.0,448.99455869017453,0,0,33.06549072,G7,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-229,trout,1:5,2.0,631.4026170772019,0,0,32.54695511,G8,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-229,trout,1:5,3.0,721.8955810574448,0,0,32.34324646,G9,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-234,trout,1:1,1.0,1075.98596223432,0,0,29.28837967,G10,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-234,trout,1:1,2.0,1090.7675840800014,0,0,29.26762772,G11,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-234,trout,1:1,3.0,852.2612669080224,0,0,29.6429081,G12,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-230,trout,1:1,1.0,616.4596727446416,0,0,30.1355381,H4,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-230,trout,1:1,2.0,512.9826925953957,0,0,30.41501045,H5,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-230,trout,1:1,3.0,547.5402583859081,0,0,30.31585503,H6,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-230,trout,1:5,1.0,914.6707704848046,0,0,31.98326683,H7,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-230,trout,1:5,2.0,1022.021454726335,0,0,31.81448364,H8,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-230,trout,1:5,3.0,1043.92876309998,0,0,31.78222656,H9,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-234,trout,1:5,1.0,2495.9705192241036,0,0,30.45645142,H10,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-234,trout,1:5,2.0,3438.210428043386,0,0,29.96933746,H11,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-234,trout,1:5,3.0,2228.1510309658693,0,0,30.62908554,H12,20201006_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-235,coho,1:1,1.0,5.599264724721099,1,1,Undetermined,A4,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-235,coho,1:1,2.0,5.599264724721099,1,1,Undetermined,A5,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-235,coho,1:1,3.0,5.599264724721099,1,1,Undetermined,A6,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-235,coho,1:5,1.0,27.996323623605495,1,1,Undetermined,A7,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-235,coho,1:5,2.0,17.595665182940085,1,1,38.70146561,A8,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-235,coho,1:5,3.0,50.082126250426604,1,1,37.12901688,A9,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-293,coho,1:1,1.0,25.80947901938959,0,0,35.70613861,A10,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-293,coho,1:1,2.0,36.163118158833036,0,0,35.19908524,A11,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-293,coho,1:1,3.0,23.7092386291559,0,0,35.8337326,A12,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-236,coho,1:1,1.0,65.21685865529612,0,0,34.31263351,B4,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-236,coho,1:1,2.0,37.462676623031015,0,0,35.14601135,B5,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-236,coho,1:1,3.0,75.70691178732064,0,0,34.08841705,B6,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-236,coho,1:5,1.0,170.80267838364045,0,0,35.28472519,B7,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-236,coho,1:5,2.0,41.62030613426151,1,1,37.40723801,B8,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-236,coho,1:5,3.0,130.0094635097698,0,0,35.69497299,B9,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-293,coho,1:5,1.0,106.93580007330911,0,0,35.98868179,B10,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-293,coho,1:5,2.0,69.39057766064218,0,0,36.63881683,B11,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-293,coho,1:5,3.0,100.51878618590992,0,0,36.08171082,B12,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-237,coho,1:1,1.0,5.599264724721099,1,1,Undetermined,C4,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-237,coho,1:1,2.0,5.599264724721099,1,1,Undetermined,C5,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-237,coho,1:1,3.0,5.599264724721099,1,1,Undetermined,C6,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-237,coho,1:5,1.0,23.048087456799756,1,1,38.29568481,C7,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-237,coho,1:5,2.0,38.04976096400266,1,1,37.5420723,C8,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-237,coho,1:5,3.0,44.72028150082734,1,1,37.29924393,C9,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-294,coho,1:1,1.0,5.599264724721099,1,1,Undetermined,C10,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-294,coho,1:1,2.0,5.599264724721099,1,1,Undetermined,C11,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-294,coho,1:1,3.0,5.599264724721099,1,1,Undetermined,C12,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-238,coho,1:1,1.0,34.341579051127795,0,0,35.27677917,D4,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-238,coho,1:1,2.0,43.61692557113081,0,0,34.91736221,D5,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-238,coho,1:1,3.0,41.90392049672128,0,0,34.97759247,D6,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-238,coho,1:5,1.0,26.06899999576654,1,1,38.11053467,D7,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-238,coho,1:5,2.0,131.7490656813805,0,0,35.67499161,D8,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-238,coho,1:5,3.0,10.898449531048762,1,1,39.42158508,D9,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-294,coho,1:5,1.0,40.27829615743987,1,1,37.45650864,D10,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-294,coho,1:5,2.0,26.045130076247503,1,1,38.11191177,D11,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-294,coho,1:5,3.0,24.277560124369426,1,1,38.21755981,D12,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-289,coho,1:1,1.0,5.599264724721099,1,1,Undetermined,E4,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-289,coho,1:1,2.0,5.599264724721099,1,1,Undetermined,E5,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-289,coho,1:1,3.0,5.599264724721099,1,1,Undetermined,E6,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-289,coho,1:5,1.0,23.197593516654518,1,1,38.28596497,E7,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-289,coho,1:5,2.0,25.871231267211083,1,1,38.12198257,E8,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-289,coho,1:5,3.0,41.992670493964795,1,1,37.39384842,E9,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-295,coho,1:1,1.0,5.599264724721099,1,1,Undetermined,E10,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-295,coho,1:1,2.0,5.599264724721099,1,1,Undetermined,E11,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-295,coho,1:1,3.0,5.599264724721099,1,1,Undetermined,E12,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-290,coho,1:1,1.0,5.599264724721099,1,1,Undetermined,F4,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-290,coho,1:1,2.0,5.599264724721099,1,1,Undetermined,F5,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-290,coho,1:1,3.0,5.599264724721099,1,1,Undetermined,F6,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-290,coho,1:5,1.0,27.996323623605495,1,1,Undetermined,F7,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-290,coho,1:5,2.0,27.996323623605495,1,1,Undetermined,F8,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-290,coho,1:5,3.0,27.996323623605495,1,1,Undetermined,F9,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-295,coho,1:5,1.0,48.8103925674012,1,1,37.16768265,F10,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-295,coho,1:5,2.0,21.760168898778968,1,1,38.38212585,F11,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-295,coho,1:5,3.0,23.703147464389925,1,1,38.2535553,F12,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-291,coho,1:1,1.0,38.17619167834441,0,0,35.11764908,G4,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-291,coho,1:1,2.0,44.41146382827859,0,0,34.89022446,G5,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-291,coho,1:1,3.0,28.8774289067201,0,0,35.53729248,G6,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-291,coho,1:5,1.0,108.48717567875883,0,0,35.96702957,G7,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-291,coho,1:5,2.0,19.51752549213722,1,1,38.54563522,G8,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-291,coho,1:5,3.0,58.64139721661961,0,0,36.89183426,G9,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-296,coho,1:1,1.0,56.92265703179256,0,0,34.51711655,G10,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-296,coho,1:1,2.0,34.351689198020104,0,0,35.27633667,G11,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-296,coho,1:1,3.0,51.13675195589629,0,0,34.67825317,G12,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-292,coho,1:1,1.0,5.599264724721099,1,1,Undetermined,H4,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-292,coho,1:1,2.0,5.599264724721099,1,1,Undetermined,H5,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-292,coho,1:1,3.0,5.599264724721099,1,1,Undetermined,H6,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-292,coho,1:5,1.0,19.22310011036017,1,1,38.56848526,H7,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-292,coho,1:5,2.0,11.444184214571976,1,1,39.34813309,H8,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-292,coho,1:5,3.0,16.17498250222319,1,1,38.828022,H9,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-296,coho,1:5,1.0,23.883554881617265,1,1,38.24215698,H10,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-296,coho,1:5,2.0,113.0364516441386,0,0,35.90527725,H11,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-296,coho,1:5,3.0,137.906452047616,0,0,35.60632706,H12,20201007_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-315,coho,1:1,1.0,5.599264724721099,1,1,Undetermined,A4,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-315,coho,1:1,2.0,5.599264724721099,1,1,Undetermined,A5,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-315,coho,1:1,3.0,5.599264724721099,1,1,Undetermined,A6,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-315,coho,1:5,1.0,28.860268129452265,1,1,37.95762253,A7,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-315,coho,1:5,2.0,13.678121185444445,1,1,39.08007431,A8,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-315,coho,1:5,3.0,23.755112754175993,1,1,38.25026321,A9,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-533,coho,1:1,1.0,5.599264724721099,1,1,Undetermined,A10,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-533,coho,1:1,2.0,5.599264724721099,1,1,Undetermined,A11,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-533,coho,1:1,3.0,5.599264724721099,1,1,Undetermined,A12,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-318,coho,1:1,1.0,5.599264724721099,1,1,Undetermined,B4,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-318,coho,1:1,2.0,5.599264724721099,1,1,Undetermined,B5,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-318,coho,1:1,3.0,5.599264724721099,1,1,Undetermined,B6,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-318,coho,1:5,1.0,27.996323623605495,1,1,Undetermined,B7,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-318,coho,1:5,2.0,27.996323623605495,1,1,Undetermined,B8,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-318,coho,1:5,3.0,27.996323623605495,1,1,Undetermined,B9,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-523,coho,1:5,1.0,27.19948605183886,1,1,38.0467186,B10,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-523,coho,1:5,2.0,17.2362886020113,1,1,38.73248672,B11,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-523,coho,1:5,3.0,15.349493091654768,1,1,38.9067688,B12,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-321,coho,1:1,1.0,5.599264724721099,1,1,Undetermined,C4,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-321,coho,1:1,2.0,5.599264724721099,1,1,Undetermined,C5,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-321,coho,1:1,3.0,5.599264724721099,1,1,Undetermined,C6,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-321,coho,1:5,1.0,27.996323623605495,1,1,Undetermined,C7,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-321,coho,1:5,2.0,27.996323623605495,1,1,Undetermined,C8,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-321,coho,1:5,3.0,27.996323623605495,1,1,Undetermined,C9,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-539,coho,1:1,1.0,35.25851585657662,0,0,35.23716736,C10,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-539,coho,1:1,2.0,52.841889380326776,0,0,34.6289444,C11,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-539,coho,1:1,3.0,55.551602586236484,0,0,34.55376816,C12,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-324,coho,1:1,1.0,5.599264724721099,1,1,Undetermined,D4,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-324,coho,1:1,2.0,2.3226197632400885,1,1,39.32610703,D5,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-324,coho,1:1,3.0,5.599264724721099,1,1,Undetermined,D6,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-324,coho,1:5,1.0,30.162577740033505,1,1,37.8912735,D7,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-324,coho,1:5,2.0,27.996323623605495,1,1,Undetermined,D8,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-324,coho,1:5,3.0,25.473782863034845,1,1,38.14525604,D9,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-539,coho,1:5,1.0,154.229590719097,0,0,35.43815994,D10,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-539,coho,1:5,2.0,53.423771147125464,1,1,37.03191757,D11,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-539,coho,1:5,3.0,46.205132445450346,1,1,37.25014114,D12,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-327,coho,1:1,1.0,5.599264724721099,1,1,Undetermined,E4,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-327,coho,1:1,2.0,5.599264724721099,1,1,Undetermined,E5,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-327,coho,1:1,3.0,5.599264724721099,1,1,Undetermined,E6,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-327,coho,1:5,1.0,27.996323623605495,1,1,Undetermined,E7,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-327,coho,1:5,2.0,27.996323623605495,1,1,Undetermined,E8,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-327,coho,1:5,3.0,27.996323623605495,1,1,Undetermined,E9,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-542,coho,1:1,1.0,5.599264724721099,1,1,Undetermined,E10,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-542,coho,1:1,2.0,5.599264724721099,1,1,Undetermined,E11,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-542,coho,1:1,3.0,5.599264724721099,1,1,Undetermined,E12,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-383,coho,1:1,1.0,5.599264724721099,1,1,Undetermined,F4,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-383,coho,1:1,2.0,5.599264724721099,1,1,Undetermined,F5,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-383,coho,1:1,3.0,5.599264724721099,1,1,Undetermined,F6,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-383,coho,1:5,1.0,27.996323623605495,1,1,Undetermined,F7,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-383,coho,1:5,2.0,27.996323623605495,1,1,Undetermined,F8,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-383,coho,1:5,3.0,27.996323623605495,1,1,Undetermined,F9,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-542,coho,1:5,1.0,55.38139922098462,1,1,36.97781754,F10,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-542,coho,1:5,2.0,66.16295232349835,0,0,36.7104187,F11,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-542,coho,1:5,3.0,35.81969251041785,1,1,37.63286591,F12,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-386,coho,1:1,1.0,5.599264724721099,1,1,Undetermined,G4,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-386,coho,1:1,2.0,5.599264724721099,1,1,Undetermined,G5,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-386,coho,1:1,3.0,5.599264724721099,1,1,Undetermined,G6,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-386,coho,1:5,1.0,27.996323623605495,1,1,Undetermined,G7,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-386,coho,1:5,2.0,27.996323623605495,1,1,Undetermined,G8,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-386,coho,1:5,3.0,27.996323623605495,1,1,Undetermined,G9,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-EB26,coho,1:1,1.0,5.599264724721099,1,1,Undetermined,G10,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-EB26,coho,1:1,2.0,5.599264724721099,1,1,Undetermined,G11,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-EB26,coho,1:1,3.0,5.599264724721099,1,1,Undetermined,G12,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-389,coho,1:1,1.0,5.599264724721099,1,1,Undetermined,H4,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-389,coho,1:1,2.0,5.599264724721099,1,1,Undetermined,H5,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-389,coho,1:1,3.0,5.599264724721099,1,1,Undetermined,H6,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-389,coho,1:5,1.0,27.996323623605495,1,1,Undetermined,H7,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-389,coho,1:5,2.0,27.996323623605495,1,1,Undetermined,H8,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-389,coho,1:5,3.0,27.996323623605495,1,1,Undetermined,H9,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-EB26,coho,1:5,1.0,27.996323623605495,1,1,Undetermined,H10,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-EB26,coho,1:5,2.0,27.996323623605495,1,1,Undetermined,H11,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-EB26,coho,1:5,3.0,27.996323623605495,1,1,Undetermined,H12,20201007_Scott_Creek_Okisutch_Kevan_P1_results.csv
SCr-235,trout,1:1,1.0,2.4201645365636826,1,1,38.56173706,A4,20201007_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-235,trout,1:1,2.0,2.7511835396768785,1,1,38.36676025,A5,20201007_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-235,trout,1:1,3.0,2.642765301946996,1,1,38.42790985,A6,20201007_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-235,trout,1:5,1.0,475.2567023206106,0,0,32.97903442,A7,20201007_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-235,trout,1:5,2.0,552.0400996611559,0,0,32.75125122,A8,20201007_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-235,trout,1:5,3.0,403.9487318407857,0,0,33.22628784,A9,20201007_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-293,trout,1:1,1.0,276.8340816804382,0,0,31.35315704,A10,20201007_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-293,trout,1:1,2.0,223.02805730239336,0,0,31.68186188,A11,20201007_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-293,trout,1:1,3.0,164.4991837193699,0,0,32.14482117,A12,20201007_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-236,trout,1:1,1.0,874.4095156108348,0,0,29.60388756,B4,20201007_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-236,trout,1:1,2.0,765.5274933792738,0,0,29.80614662,B5,20201007_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-236,trout,1:1,3.0,907.1478997737809,0,0,29.54798317,B6,20201007_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-236,trout,1:5,1.0,790.8126983457303,0,0,32.20456696,B7,20201007_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-236,trout,1:5,2.0,657.079797135236,0,0,32.48632813,B8,20201007_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-236,trout,1:5,3.0,907.0358787984437,0,0,31.99601555,B9,20201007_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-293,trout,1:5,1.0,1083.3169515865964,0,0,31.72589684,B10,20201007_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-293,trout,1:5,2.0,1403.1945913615045,0,0,31.33239555,B11,20201007_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-293,trout,1:5,3.0,1183.935814185681,0,0,31.59081268,B12,20201007_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-237,trout,1:1,1.0,14.171628026245804,1,1,Undetermined,C4,20201007_Scott_Creek_Omykiss_Chloe_P1_results.csv
