id,target,dilution,replicate,conc,BLOD,BLOQ,Ct,well,source_file
SCr-555,coho,1:1,1.0,24.43071710434048,0,0,35.78866959,H4,20201027_Scott_Creek_Okisutch_Kevan_P2_results.csv
SCr-555,coho,1:1,2.0,23.378439186064814,0,0,35.85485458,H5,20201027_Scott_Creek_Okisutch_Kevan_P2_results.csv
SCr-555,coho,1:1,3.0,37.486925999342276,0,0,35.1450386,H6,20201027_Scott_Creek_Okisutch_Kevan_P2_results.csv
SCr-555,coho,1:5,1.0,106.98302633274353,0,0,35.98801804,H7,20201027_Scott_Creek_Okisutch_Kevan_P2_results.csv
SCr-555,coho,1:5,2.0,61.489770771600064,0,0,36.82053375,H8,20201027_Scott_Creek_Okisutch_Kevan_P2_results.csv
SCr-555,coho,1:5,3.0,161.5335097030739,0,0,35.36860275,H9,20201027_Scott_Creek_Okisutch_Kevan_P2_results.csv
SCr-568,coho,1:5,1.0,112.5578719125808,0,0,35.91165543,H10,20201027_Scott_Creek_Okisutch_Kevan_P2_results.csv
SCr-568,coho,1:5,2.0,25.342061315268175,1,1,38.15304947,H11,20201027_Scott_Creek_Okisutch_Kevan_P2_results.csv
SCr-568,coho,1:5,3.0,63.65357805854789,0,0,36.76854324,H12,20201027_Scott_Creek_Okisutch_Kevan_P2_results.csv
SCr-380,trout,1:1,4.0,18.297459834233724,1,1,35.48500443,A4,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-380,trout,1:1,5.0,16.919187281161705,1,1,35.60411453,A5,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-380,trout,1:1,6.0,16.42100665259499,1,1,35.64957047,A6,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-380,trout,1:5,4.0,253.99155525651997,0,0,33.93198013,A7,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-380,trout,1:5,5.0,171.74654449919328,0,0,34.52709198,A8,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-380,trout,1:5,6.0,273.17828546211723,0,0,33.8212204,A9,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-336,trout,1:1,4.0,798.3022713449086,0,0,29.74238586,A10,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-336,trout,1:1,5.0,697.5460905755009,0,0,29.94758797,A11,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-336,trout,1:1,6.0,644.9494206949939,0,0,30.06682396,A12,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-381,trout,1:1,4.0,104.029793534624,0,0,32.84175491,B4,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-381,trout,1:1,5.0,120.5023121463777,0,0,32.61819077,B5,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-381,trout,1:1,6.0,106.61315085025805,0,0,32.80444717,B6,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-381,trout,1:5,4.0,273.7379557911022,0,0,33.8181076,B7,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-381,trout,1:5,5.0,287.426448659621,0,0,33.74389267,B8,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-381,trout,1:5,6.0,252.8233611816301,0,0,33.93899155,B9,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-336,trout,1:5,4.0,1120.6765015722956,0,0,31.67432976,B10,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-336,trout,1:5,5.0,1105.5575002290868,0,0,31.69498825,B11,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-336,trout,1:5,6.0,1073.7679155604692,0,0,31.73936272,B12,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-382,trout,1:1,4.0,245.57621804939444,0,0,31.53538132,C4,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-382,trout,1:1,5.0,191.40671718150304,0,0,31.91440773,C5,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-382,trout,1:1,6.0,158.7113223409235,0,0,32.19929886,C6,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-382,trout,1:5,4.0,265.9391594499811,0,0,33.86206818,C7,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-382,trout,1:5,5.0,175.82442299463108,0,0,34.49140167,C8,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-382,trout,1:5,6.0,173.11490092906624,0,0,34.51502228,C9,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-337,trout,1:1,4.0,258.8800099243935,0,0,31.45514107,C10,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-337,trout,1:1,5.0,267.27401089808274,0,0,31.40660858,C11,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-337,trout,1:1,6.0,210.89279570051312,0,0,31.76695442,C12,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-331,trout,1:1,4.0,14.171628026245804,1,1,Undetermined,D4,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-331,trout,1:1,5.0,14.171628026245804,1,1,Undetermined,D5,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-331,trout,1:1,6.0,14.171628026245804,1,1,Undetermined,D6,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-331,trout,1:5,4.0,70.85814013122902,1,1,Undetermined,D7,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-331,trout,1:5,5.0,70.85814013122902,1,1,Undetermined,D8,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-331,trout,1:5,6.0,70.85814013122902,1,1,Undetermined,D9,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-337,trout,1:5,4.0,521.294363512009,0,0,32.83840942,D10,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-337,trout,1:5,5.0,698.7390054370571,0,0,32.39283371,D11,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-337,trout,1:5,6.0,745.585786159503,0,0,32.29413605,D12,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-332,trout,1:1,4.0,14.171628026245804,1,1,Undetermined,E4,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-332,trout,1:1,5.0,14.171628026245804,1,1,Undetermined,E5,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-332,trout,1:1,6.0,14.171628026245804,1,1,Undetermined,E6,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-332,trout,1:5,4.0,70.85814013122902,1,1,Undetermined,E7,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-332,trout,1:5,5.0,70.85814013122902,1,1,Undetermined,E8,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-332,trout,1:5,6.0,70.85814013122902,1,1,Undetermined,E9,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-338,trout,1:1,4.0,506.4036116797995,0,0,30.43464279,E10,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-338,trout,1:1,5.0,387.52251703099915,0,0,30.84158325,E11,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-338,trout,1:1,6.0,361.9696171615889,0,0,30.94533157,E12,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-333,trout,1:1,4.0,213.67767998846892,0,0,31.74700165,F4,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-333,trout,1:1,5.0,194.95111169816866,0,0,31.88650131,F5,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-333,trout,1:1,6.0,221.8222202769105,0,0,31.69010735,F6,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-333,trout,1:5,4.0,1066.0355728793993,0,0,31.75035477,F7,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-333,trout,1:5,5.0,969.6616956548851,0,0,31.89447021,F8,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-333,trout,1:5,6.0,832.3054214761153,0,0,32.12678909,F9,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-338,trout,1:5,4.0,582.4682369832553,0,0,32.66964722,F10,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-338,trout,1:5,5.0,366.4913561986857,0,0,33.37429428,F11,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-338,trout,1:5,6.0,459.3222373807125,0,0,33.03090286,F12,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-334,trout,1:1,4.0,201.49930599974067,0,0,31.83625412,G4,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-334,trout,1:1,5.0,158.657989995767,0,0,32.19981003,G5,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-334,trout,1:1,6.0,135.64419409856458,0,0,32.43816376,G6,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-334,trout,1:5,4.0,247.19328246868028,0,0,33.97324371,G7,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-334,trout,1:5,5.0,421.00704999036134,0,0,33.16337967,G8,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-334,trout,1:5,6.0,325.69530092994347,0,0,33.55378342,G9,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-339,trout,1:1,4.0,487.4946710553904,0,0,30.49252129,G10,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-339,trout,1:1,5.0,545.9611821818204,0,0,30.32024765,G11,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-339,trout,1:1,6.0,476.9640156728402,0,0,30.52573586,G12,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-335,trout,1:1,4.0,506.6583373197451,0,0,30.43387794,H4,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-335,trout,1:1,5.0,358.86223455797284,0,0,30.9584446,H5,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-335,trout,1:1,6.0,429.9535162885744,0,0,30.6835537,H6,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-335,trout,1:5,4.0,730.7050099372465,0,0,32.32479858,H7,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-335,trout,1:5,5.0,675.7639893511378,0,0,32.44368362,H8,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-335,trout,1:5,6.0,664.8397521496286,0,0,32.46847153,H9,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-339,trout,1:5,4.0,701.3410872989862,0,0,32.38718033,H10,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-339,trout,1:5,5.0,560.7521209016074,0,0,32.72743607,H11,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-339,trout,1:5,6.0,419.5881499051793,0,0,33.16851425,H12,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-525,trout,1:1,1.0,16.239195728002347,1,1,35.66650391,A4,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-525,trout,1:1,2.0,48.15571807129721,0,0,34.01323318,A5,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-525,trout,1:1,3.0,48.54925136315501,0,0,34.00085449,A6,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-525,trout,1:5,1.0,124.81120861599169,1,1,35.01259995,A7,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-525,trout,1:5,2.0,179.79472869798684,0,0,34.45743942,A8,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-525,trout,1:5,3.0,221.79343837642426,0,0,34.13814926,A9,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-483,trout,1:1,1.0,220.03299154068935,0,0,31.702425,A10,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-483,trout,1:1,2.0,167.99324371966364,0,0,32.112854,A11,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-483,trout,1:1,3.0,105.38462870087194,0,0,32.82207489,A12,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-510,trout,1:1,1.0,129.22279301599002,0,0,32.51192474,B4,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-510,trout,1:1,2.0,23.418642291514093,1,1,35.10968399,B5,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-510,trout,1:1,3.0,58.37111541940441,0,0,33.72063446,B6,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-510,trout,1:5,1.0,102.5281191647121,1,1,35.31171417,B7,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-510,trout,1:5,2.0,118.66638479791851,1,1,35.08938599,B8,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-510,trout,1:5,3.0,152.41508519534963,0,0,34.70870972,B9,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-483,trout,1:5,1.0,165.2977206030893,0,0,34.58530045,B10,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-483,trout,1:5,2.0,189.8705653199288,0,0,34.3745079,B11,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-483,trout,1:5,3.0,155.44257954654188,0,0,34.67879486,B12,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-507,trout,1:1,1.0,99.08091017548712,0,0,32.91588593,C4,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-507,trout,1:1,2.0,44.34300321377239,0,0,34.13868713,C5,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-507,trout,1:1,3.0,52.81005106060032,0,0,33.87290955,C6,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-507,trout,1:5,1.0,94.0571413815893,1,1,35.44287109,C7,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-507,trout,1:5,2.0,15.646333768690571,1,1,38.1709137,C8,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-507,trout,1:5,3.0,66.44924014747068,1,1,35.97134018,C9,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-480,trout,1:1,1.0,38.13627805649197,0,0,34.36802673,C10,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-480,trout,1:1,2.0,50.142224310564416,0,0,33.95175171,C11,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-480,trout,1:1,3.0,39.818573486073305,0,0,34.30237198,C12,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-501,trout,1:1,1.0,87.2738060250348,0,0,33.10887146,D4,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-501,trout,1:1,2.0,85.11251320922591,0,0,33.1470108,D5,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-501,trout,1:1,3.0,104.10601011804079,0,0,32.84064102,D6,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-501,trout,1:5,1.0,227.9034565431267,0,0,34.09681702,D7,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-501,trout,1:5,2.0,145.32070774918998,0,0,34.78120422,D8,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-501,trout,1:5,3.0,253.5205788854097,0,0,33.93480301,D9,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-480,trout,1:5,1.0,42.25956831231561,1,1,36.65972519,D10,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-480,trout,1:5,2.0,35.15789669454489,1,1,36.93954849,D11,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-480,trout,1:5,3.0,56.74451131623388,1,1,36.21146393,D12,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-498,trout,1:1,1.0,248.11397033786747,0,0,31.51974487,E4,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-498,trout,1:1,2.0,163.68798378320562,0,0,32.15233994,E5,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-498,trout,1:1,3.0,189.7561812976248,0,0,31.92757988,E6,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-498,trout,1:5,1.0,230.62270554134835,0,0,34.07877731,E7,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-498,trout,1:5,2.0,324.200571718006,0,0,33.56077957,E8,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-498,trout,1:5,3.0,353.8590622311224,0,0,33.42764282,E9,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-477,trout,1:1,1.0,61.053427655121226,0,0,33.65230179,E10,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-477,trout,1:1,2.0,49.011845967582545,0,0,33.98643112,E11,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-477,trout,1:1,3.0,49.88331966962526,0,0,33.95962524,E12,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-492,trout,1:1,1.0,36.67303140497861,0,0,34.4275322,F4,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-492,trout,1:1,2.0,35.86122275367173,0,0,34.46157837,F5,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-492,trout,1:1,3.0,38.3920411613269,0,0,34.35786057,F6,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-492,trout,1:5,1.0,48.095578021049484,1,1,36.46297836,F7,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-492,trout,1:5,2.0,28.815016542285377,1,1,37.24214172,F8,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-492,trout,1:5,3.0,93.0360532312084,1,1,35.45947266,F9,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-477,trout,1:5,1.0,42.96785129520862,1,1,36.63444519,F10,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-477,trout,1:5,2.0,70.85814013122902,1,1,Undetermined,F11,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-477,trout,1:5,3.0,20.254482543589745,1,1,37.77830124,F12,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-489,trout,1:1,1.0,74.23090110214348,0,0,33.35506439,G4,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-489,trout,1:1,2.0,98.96567013146837,0,0,32.91765594,G5,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-489,trout,1:1,3.0,65.40098941178532,0,0,33.5476799,G6,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-489,trout,1:5,1.0,186.41596844040194,0,0,34.4024353,G7,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-489,trout,1:5,2.0,196.96460396368522,0,0,34.31871796,G8,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-489,trout,1:5,3.0,139.7943432932025,1,1,34.84017181,G9,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-474,trout,1:1,1.0,104.00813937820197,0,0,32.84207153,G10,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-474,trout,1:1,2.0,94.31468889748753,0,0,32.99086761,G11,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-474,trout,1:1,3.0,88.13168261572702,0,0,33.09399414,G12,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-486,trout,1:1,1.0,195.01639894947814,0,0,31.88599205,H4,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-486,trout,1:1,2.0,181.7054416491991,0,0,31.99351692,H5,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-486,trout,1:1,3.0,207.41071213000677,0,0,31.79227638,H6,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-486,trout,1:5,1.0,357.43599523678506,0,0,33.41234589,H7,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-486,trout,1:5,2.0,529.676582624034,0,0,32.81414795,H8,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-486,trout,1:5,3.0,648.3346680823017,0,0,32.50670624,H9,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-474,trout,1:5,1.0,134.29848407309422,1,1,34.90117264,H10,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-474,trout,1:5,2.0,50.229550128757225,1,1,36.39694977,H11,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-474,trout,1:5,3.0,76.34449739035267,1,1,35.76020813,H12,20201027_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-528,trout,1:1,1.0,564.9798992389004,0,0,30.2681675,A4,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-528,trout,1:1,2.0,494.29154094664904,0,0,30.47146225,A5,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-528,trout,1:1,3.0,475.4072017876805,0,0,30.53070831,A6,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-528,trout,1:5,1.0,768.2323458004647,0,0,32.24862671,A7,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-528,trout,1:5,2.0,758.5898653138157,0,0,32.26783752,A8,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-528,trout,1:5,3.0,648.5591107541559,0,0,32.50617981,A9,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-559,trout,1:1,1.0,22.151428867042355,1,1,35.19429398,A10,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-559,trout,1:1,2.0,40.38148916484177,0,0,34.28102112,A11,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-559,trout,1:1,3.0,39.33102034184985,0,0,34.32110977,A12,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-534,trout,1:1,1.0,55.932482693290574,0,0,33.78554153,B4,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-534,trout,1:1,2.0,55.684447124485786,0,0,33.79230118,B5,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-534,trout,1:1,3.0,41.05530857741075,0,0,34.25585175,B6,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-534,trout,1:5,1.0,31.73148067062948,1,1,37.09550476,B7,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-534,trout,1:5,2.0,12.340753786892192,1,1,38.53187561,B8,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-534,trout,1:5,3.0,30.72602043725516,1,1,37.14447784,B9,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-559,trout,1:5,1.0,11.557672857531074,1,1,38.63158417,B10,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-559,trout,1:5,2.0,62.045221545445244,1,1,36.07563782,B11,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-559,trout,1:5,3.0,59.67464265771998,1,1,36.1348877,B12,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-537,trout,1:1,1.0,205.87709809952182,0,0,31.80356407,C4,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-537,trout,1:1,2.0,168.68652557327823,0,0,32.10659027,C5,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-537,trout,1:1,3.0,138.0474105646828,0,0,32.41145325,C6,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-537,trout,1:5,1.0,438.19293664060046,0,0,33.10252762,C7,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-537,trout,1:5,2.0,214.17977432147404,0,0,34.19127655,C8,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-537,trout,1:5,3.0,218.65996542391244,0,0,34.15979004,C9,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-563,trout,1:1,1.0,17.97640107885017,1,1,35.51192856,C10,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-563,trout,1:1,2.0,14.116737509882904,1,1,35.87953568,C11,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-563,trout,1:1,3.0,17.638930143402934,1,1,35.54075241,C12,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-EB22,trout,1:1,1.0,14.171628026245804,1,1,Undetermined,D4,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-EB22,trout,1:1,2.0,14.171628026245804,1,1,Undetermined,D5,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-EB22,trout,1:1,3.0,14.171628026245804,1,1,Undetermined,D6,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-EB22,trout,1:5,1.0,70.85814013122902,1,1,Undetermined,D7,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-EB22,trout,1:5,2.0,70.85814013122902,1,1,Undetermined,D8,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-EB22,trout,1:5,3.0,70.85814013122902,1,1,Undetermined,D9,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-563,trout,1:5,1.0,38.94717078468783,1,1,36.7838707,D10,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-563,trout,1:5,2.0,70.85814013122902,1,1,Undetermined,D11,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-563,trout,1:5,3.0,70.85814013122902,1,1,Undetermined,D12,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-545,trout,1:1,1.0,19.07291623990654,1,1,35.421875,E4,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-545,trout,1:1,2.0,26.098194892217208,1,1,34.94491577,E5,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-545,trout,1:1,3.0,28.11201783268795,1,1,34.8318634,E6,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-545,trout,1:5,1.0,159.78324887297936,0,0,34.63690567,E7,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-545,trout,1:5,2.0,70.85814013122902,1,1,Undetermined,E8,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-545,trout,1:5,3.0,69.37092788751569,1,1,35.90589523,E9,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-564,trout,1:1,1.0,24.706799845414228,1,1,35.02824402,E10,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-564,trout,1:1,2.0,48.01184159991003,0,0,34.01778412,E11,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-564,trout,1:1,3.0,63.17414127621171,0,0,33.6003685,E12,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-546,trout,1:1,1.0,139.9719538534488,0,0,32.39039612,F4,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-546,trout,1:1,2.0,84.46496205615199,0,0,33.15862656,F5,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-546,trout,1:1,3.0,105.3663925797245,0,0,32.8223381,F6,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
SCr-546,trout,1:5,1.0,165.3524553515359,0,0,34.58479691,F7,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv
