id,target,dilution,Ct_Mean,delta_Ct
SCr-377,coho,1:1,37.59855652,-1.1569862399999948
SCr-377,coho,1:5,38.75554276,
SCr-378,coho,1:1,24.28596878,
SCr-378,coho,1:5,,
SCr-379,coho,1:1,38.01454163,-0.7079696600000034
SCr-379,coho,1:5,38.72251129,
SCr-38,coho,1:1,36.63182449,-2.059867859999997
SCr-38,coho,1:5,38.69169235,
SCr-38,trout,1:1,33.7756691,-3.396949769999999
SCr-38,trout,1:5,37.17261887,
SCr-380,coho,1:1,,
SCr-380,coho,1:5,,
SCr-380,trout,1:1,35.57956314,1.4861335699999998
SCr-380,trout,1:5,34.09342957,
SCr-381,coho,1:1,,
SCr-381,coho,1:5,,
SCr-381,trout,1:1,32.75479507,-1.0788688700000009
SCr-381,trout,1:5,33.83366394,
SCr-382,coho,1:1,39.81979752,-0.03445053000000087
SCr-382,coho,1:5,39.85424805,
SCr-382,trout,1:1,31.88303185,-2.406465530000002
SCr-382,trout,1:5,34.28949738,
SCr-383,coho,1:1,,
SCr-383,coho,1:5,,
SCr-383,trout,1:1,32.14777756,-1.180473329999998
SCr-383,trout,1:5,33.32825089,
SCr-384,coho,1:1,37.52241135,0.8687858599999956
SCr-384,coho,1:5,36.65362549,
SCr-384,trout,1:1,31.30515099,-2.3877658799999963
SCr-384,trout,1:5,33.69291687,
SCr-385,coho,1:1,37.22754288,-0.8486175500000002
SCr-385,coho,1:5,38.07616043,
SCr-385,trout,1:1,31.28353882,-1.8851814299999994
SCr-385,trout,1:5,33.16872025,
SCr-386,coho,1:1,,
SCr-386,coho,1:5,,
SCr-386,trout,1:1,31.12628174,-1.8421134899999991
SCr-386,trout,1:5,32.96839523,
SCr-387,coho,1:1,37.73355484,-0.1393852200000012
SCr-387,coho,1:5,37.87294006,
SCr-387,trout,1:1,31.17784691,-2.007345200000003
SCr-387,trout,1:5,33.18519211,
SCr-388,coho,1:1,36.7856636,-0.27427292000000136
SCr-388,coho,1:5,37.05993652,
SCr-388,trout,1:1,30.70277977,-2.311697010000003
SCr-388,trout,1:5,33.01447678,
SCr-389,coho,1:1,,
SCr-389,coho,1:5,,
SCr-389,trout,1:1,30.08453369,-1.960369110000002
SCr-389,trout,1:5,32.0449028,
SCr-39,coho,1:1,37.19882202,-2.3159599299999982
SCr-39,coho,1:5,39.51478195,
SCr-39,trout,1:1,34.17950439,-2.676311500000004
SCr-39,trout,1:5,36.85581589,
SCr-390,coho,1:1,,
SCr-390,coho,1:5,39.21797943115234,
SCr-390,trout,1:1,31.11809730529785,-1.6245288848877024
SCr-390,trout,1:5,32.742626190185554,
SCr-391,coho,1:1,,
SCr-391,coho,1:5,39.72621536254883,
SCr-391,trout,1:1,30.854833602905273,-2.241331100463867
SCr-391,trout,1:5,33.09616470336914,
SCr-392,coho,1:1,38.46923828125,0.4750823974609375
SCr-392,coho,1:5,37.99415588378906,
SCr-392,trout,1:1,31.08391761779785,-2.368917465209954
SCr-392,trout,1:5,33.452835083007805,
SCr-393,coho,1:1,,
SCr-393,coho,1:5,39.46825408935547,
SCr-393,trout,1:1,31.208023071289066,-2.0366096496581996
SCr-393,trout,1:5,33.244632720947266,
SCr-394,coho,1:1,,
SCr-394,coho,1:5,39.37563705444336,
SCr-394,trout,1:1,31.415998458862305,-2.235006332397468
SCr-394,trout,1:5,33.65100479125977,
SCr-395,coho,1:1,38.50216293334961,-0.29024505615234375
SCr-395,coho,1:5,38.79240798950195,
SCr-395,trout,1:1,32.347122192382805,-2.2552528381347727
SCr-395,trout,1:5,34.60237503051758,
SCr-396,coho,1:1,39.74962997436523,
SCr-396,coho,1:5,,
SCr-396,trout,1:1,32.9017333984375,-2.9305076599121094
SCr-396,trout,1:5,35.83224105834961,
SCr-397,coho,1:1,,
SCr-397,coho,1:5,,
SCr-397,trout,1:1,31.80904197692871,-2.1774959564208984
SCr-397,trout,1:5,33.98653793334961,
SCr-398,coho,1:1,,
SCr-398,coho,1:5,39.55126190185547,
SCr-398,trout,1:1,31.343048095703125,-1.8584022521972656
SCr-398,trout,1:5,33.20145034790039,
SCr-399,coho,1:1,,
SCr-399,coho,1:5,39.62340927124024,
SCr-399,trout,1:1,30.12516784667969,-2.3365364074706996
SCr-399,trout,1:5,32.46170425415039,
SCr-4,coho,1:1,38.698204040527344,0.951934814453125
SCr-4,coho,1:5,37.74626922607422,
SCr-4,trout,1:1,34.56977081298828,-0.9355430603027344
SCr-4,trout,1:5,35.505313873291016,
SCr-40,coho,1:1,,
SCr-40,coho,1:5,38.154441833496094,
SCr-40,trout,1:1,34.270431518554695,-0.22459793090819602
SCr-40,trout,1:5,34.49502944946289,
SCr-400,coho,1:1,,
SCr-400,coho,1:5,39.51742935180664,
SCr-400,trout,1:1,30.841970443725586,-2.217794418334968
SCr-400,trout,1:5,33.059764862060554,
SCr-401,coho,1:1,,
SCr-401,coho,1:5,,
SCr-401,trout,1:1,30.80714988708496,-2.446706771850593
SCr-401,trout,1:5,33.253856658935554,
SCr-402,coho,1:1,,
SCr-402,coho,1:5,37.73980712890625,
SCr-402,trout,1:1,32.36128616333008,-0.6803665161132812
SCr-402,trout,1:5,33.04165267944336,
SCr-403,coho,1:1,,
SCr-403,coho,1:5,39.330360412597656,
SCr-403,trout,1:1,37.66334533691406,4.5518455505371165
SCr-403,trout,1:5,33.111499786376946,
SCr-404,coho,1:1,,
SCr-404,coho,1:5,39.5246467590332,
SCr-404,trout,1:1,38.12945175170898,4.681282043457031
SCr-404,trout,1:5,33.448169708251946,
SCr-405,coho,1:1,,
SCr-405,coho,1:5,38.82267761230469,
SCr-405,trout,1:1,38.1630859375,4.880599975585945
SCr-405,trout,1:5,33.282485961914055,
SCr-406,coho,1:1,,
SCr-406,coho,1:5,,
SCr-406,trout,1:1,,
SCr-406,trout,1:5,33.38975143432617,
SCr-407,coho,1:1,,
SCr-407,coho,1:5,38.88628387451172,
SCr-407,trout,1:1,35.15200424194336,2.1861038208007812
SCr-407,trout,1:5,32.96590042114258,
SCr-408,coho,1:1,37.03489303588867,-0.5165672302246094
SCr-408,coho,1:5,37.55146026611328,
SCr-408,trout,1:1,29.73260498046875,-2.247140884399414
SCr-408,trout,1:5,31.979745864868164,
SCr-409,coho,1:1,,
SCr-409,coho,1:5,39.10786056518555,
SCr-409,trout,1:1,32.22870635986328,-0.5466079711914134
SCr-409,trout,1:5,32.775314331054695,
SCr-41,coho,1:1,37.17012405,
SCr-41,coho,1:5,,
SCr-41,trout,1:1,34.65852356,-1.274269099999998
SCr-41,trout,1:5,35.93279266,
SCr-410,coho,1:1,,
SCr-410,coho,1:5,39.4707260131836,
SCr-410,trout,1:1,32.08502197265625,-0.011489868164055395
SCr-410,trout,1:5,32.096511840820305,
SCr-411,coho,1:1,,
SCr-411,coho,1:5,38.49890899658203,
SCr-411,trout,1:1,31.878189086914066,-0.508956909179684
SCr-411,trout,1:5,32.38714599609375,
SCr-412,coho,1:1,37.67032242,-0.37177658000000235
SCr-412,coho,1:5,38.042099,
SCr-412,trout,1:1,30.29811859,-1.9310188299999993
SCr-412,trout,1:5,32.22913742,
SCr-413,coho,1:1,37.54111099,0.10068129999999798
SCr-413,coho,1:5,37.44042969,
SCr-413,trout,1:1,29.57546043,-2.3872871400000015
SCr-413,trout,1:5,31.96274757,
SCr-414,coho,1:1,37.04685974,-1.8629875199999972
SCr-414,coho,1:5,38.90984726,
SCr-414,trout,1:1,30.12482262,-2.33315086
SCr-414,trout,1:5,32.45797348,
SCr-415,coho,1:1,38.29538345,-1.5839500499999986
SCr-415,coho,1:5,39.8793335,
SCr-415,trout,1:1,29.62603569,-1.9997901900000024
SCr-415,trout,1:5,31.62582588,
SCr-416,coho,1:1,39.19404602,
SCr-416,coho,1:5,,
SCr-416,trout,1:1,29.82388115,-2.2896327999999997
SCr-416,trout,1:5,32.11351395,
SCr-417,coho,1:1,39.40614319,0.8254852299999982
SCr-417,coho,1:5,38.58065796,
SCr-417,trout,1:1,28.97992516,-2.1387176500000002
SCr-417,trout,1:5,31.11864281,
SCr-418,coho,1:1,35.98288727,
SCr-418,coho,1:5,,
SCr-418,trout,1:1,31.1011734,-2.1073646600000018
SCr-418,trout,1:5,33.20853806,
SCr-419,coho,1:1,38.36369324,0.5877990700000026
SCr-419,coho,1:5,37.77589417,
SCr-419,trout,1:1,29.59672737,-2.09110832
SCr-419,trout,1:5,31.68783569,
SCr-42,coho,1:1,36.09740829,
SCr-42,coho,1:5,,
SCr-42,trout,1:1,33.33507538,-3.8547096200000013
SCr-42,trout,1:5,37.189785,
SCr-420,coho,1:1,36.73020935,0.17955017000000595
SCr-420,coho,1:5,36.55065918,
SCr-420,trout,1:1,29.45101929,-2.244207379999999
SCr-420,trout,1:5,31.69522667,
SCr-421,coho,1:1,33.94471359,-0.7095375100000041
SCr-421,coho,1:5,34.6542511,
SCr-421,trout,1:1,29.2640686,-2.385766989999997
SCr-421,trout,1:5,31.64983559,
SCr-422,coho,1:1,34.80280685,-0.09851075000000975
SCr-422,coho,1:5,34.90131760000001,
SCr-422,trout,1:1,29.5919857,-2.1120548300000017
SCr-422,trout,1:5,31.70404053,
SCr-423,coho,1:1,36.85181046,-1.9018249499999982
SCr-423,coho,1:5,38.75363541,
SCr-423,trout,1:1,28.63238525,-1.9997482300000016
SCr-423,trout,1:5,30.63213348,
SCr-424,coho,1:1,36.74380875,-1.8837356499999984
SCr-424,coho,1:5,38.6275444,
SCr-424,trout,1:1,29.25063515,-2.1607360799999995
SCr-424,trout,1:5,31.41137123,
SCr-425,coho,1:1,34.58032608,
SCr-425,coho,1:5,,
SCr-425,trout,1:1,29.92412376,-2.3640842499999977
SCr-425,trout,1:5,32.28820801,
SCr-426,coho,1:1,37.03040695,-1.6796684299999995
SCr-426,coho,1:5,38.71007538,
SCr-426,trout,1:1,29.20145988,-2.063173299999999
SCr-426,trout,1:5,31.26463318,
SCr-427,coho,1:1,36.39353561,-1.6017684999999986
SCr-427,coho,1:5,37.99530411,
SCr-427,trout,1:1,29.28371239,-2.247955319999999
SCr-427,trout,1:5,31.53166771,
SCr-428,coho,1:1,37.37292099,-1.2524070700000038
SCr-428,coho,1:5,38.62532806,
SCr-428,trout,1:1,29.04450798,-1.775735860000001
SCr-428,trout,1:5,30.82024384,
SCr-429,coho,1:1,34.47885513,-1.2859687799999975
SCr-429,coho,1:5,35.76482391,
SCr-429,trout,1:1,29.14062691,-1.9956855699999991
SCr-429,trout,1:5,31.13631248,
SCr-43,coho,1:1,,
SCr-43,coho,1:5,,
SCr-43,trout,1:1,38.98814010620117,2.4072113037109304
SCr-43,trout,1:5,36.58092880249024,
SCr-430,coho,1:1,34.91830444,-0.6085853599999993
SCr-430,coho,1:5,35.5268898,
SCr-430,trout,1:1,29.34192085,-2.356290819999998
SCr-430,trout,1:5,31.69821167,
SCr-431,coho,1:1,35.26957321,-1.1911697399999994
SCr-431,coho,1:5,36.46074295,
SCr-431,trout,1:1,29.89292145,-2.3476562500000036
SCr-431,trout,1:5,32.2405777,
SCr-432,coho,1:1,34.34918594,-3.0099449200000024
SCr-432,coho,1:5,37.35913086,
SCr-432,trout,1:1,29.23450661,-2.3303680399999998
SCr-432,trout,1:5,31.56487465,
SCr-433,coho,1:1,33.17557144,-1.9093551699999978
SCr-433,coho,1:5,35.08492661,
SCr-433,trout,1:1,28.61974525,-2.004070289999998
SCr-433,trout,1:5,30.62381554,
SCr-434,coho,1:1,32.21379089,-2.814052590000003
SCr-434,coho,1:5,35.02784348,
SCr-434,trout,1:1,30.00020409,-1.9277343699999996
SCr-434,trout,1:5,31.92793846,
SCr-435,coho,1:1,34.74027252,-1.8868980400000055
SCr-435,coho,1:5,36.62717056,
SCr-435,trout,1:1,29.36271667,-2.107160569999998
SCr-435,trout,1:5,31.46987724,
SCr-436,coho,1:1,37.36645508,0.06451416000000165
SCr-436,coho,1:5,37.30194092,
SCr-436,trout,1:1,29.77475929,-1.802070620000002
SCr-436,trout,1:5,31.57682991,
SCr-437,coho,1:1,36.6085701,-1.410308839999999
SCr-437,coho,1:5,38.01887894,
SCr-437,trout,1:1,29.70942116,-1.7695445999999997
SCr-437,trout,1:5,31.47896576,
SCr-438,coho,1:1,32.787998200000004,-2.4760360699999993
SCr-438,coho,1:5,35.26403427,
SCr-438,trout,1:1,29.36490059,-2.3139877299999974
SCr-438,trout,1:5,31.67888832,
SCr-439,coho,1:5,36.12237929999999,
SCr-439,trout,1:1,29.29255676,-2.5213870999999983
SCr-439,trout,1:5,31.81394386,
SCr-43943,coho,1:1,32.98659134,
SCr-44,coho,1:1,,
SCr-44,coho,1:5,,
SCr-44,trout,1:1,39.23481369,
SCr-44,trout,1:5,,
SCr-440,coho,1:1,36.78061295,-0.746349330000001
SCr-440,coho,1:5,37.52696228,
SCr-440,trout,1:1,30.39084625,-2.32395172
SCr-440,trout,1:5,32.71479797,
SCr-441,coho,1:1,36.44155884,-1.8325157100000027
SCr-441,coho,1:5,38.27407455,
SCr-441,trout,1:1,29.59418678,-1.973300939999998
SCr-441,trout,1:5,31.56748772,
SCr-442,coho,1:1,,
SCr-442,coho,1:5,,
SCr-442,trout,1:1,,
SCr-442,trout,1:5,,
SCr-443,coho,1:1,34.18835831,-1.7624206500000028
SCr-443,coho,1:5,35.95077896,
SCr-443,trout,1:1,29.74704552,-2.469129559999999
SCr-443,trout,1:5,32.21617508,
SCr-444,coho,1:1,,
SCr-444,coho,1:5,,
SCr-444,trout,1:1,,
SCr-444,trout,1:5,,
SCr-445,coho,1:1,35.45379257,-2.1012687700000043
SCr-445,coho,1:5,37.55506134,
SCr-445,trout,1:1,29.21121979,-2.4162139899999993
SCr-445,trout,1:5,31.62743378,
SCr-446,coho,1:1,35.97537231,-2.140304570000005
SCr-446,coho,1:5,38.11567688,
SCr-446,trout,1:1,29.91732216,-2.3413715399999937
SCr-446,trout,1:5,32.258693699999995,
SCr-447,coho,1:1,33.09246445,-2.611488340000001
SCr-447,coho,1:5,35.70395279,
SCr-447,trout,1:1,29.48763847,-2.2837142999999998
SCr-447,trout,1:5,31.77135277,
SCr-448,coho,1:1,37.35348892,-0.7500114500000024
SCr-448,coho,1:5,38.10350037,
SCr-448,trout,1:1,29.60927773,-1.7895278900000022
SCr-448,trout,1:5,31.39880562,
SCr-449,coho,1:1,36.37914658,-2.197105400000005
SCr-449,coho,1:5,38.57625198,
SCr-449,trout,1:1,29.50978279,-2.038978580000002
SCr-449,trout,1:5,31.54876137,
SCr-45,coho,1:1,37.50828552,-0.9767990100000006
SCr-45,coho,1:5,38.48508453,
SCr-45,trout,1:1,33.84692001,-2.6555900600000015
SCr-45,trout,1:5,36.50251007,
SCr-450,coho,1:1,34.88433456,-2.2047958400000027
SCr-450,coho,1:5,37.0891304,
SCr-450,trout,1:1,30.73613739,-2.210941309999999
SCr-450,trout,1:5,32.9470787,
SCr-451,coho,1:1,34.61465836,-2.376399990000003
SCr-451,coho,1:5,36.99105835,
SCr-451,trout,1:1,29.81922913,-2.723213189999999
SCr-451,trout,1:5,32.54244232,
SCr-452,coho,1:1,35.1643219,-2.634445190000001
SCr-452,coho,1:5,37.79876709,
SCr-452,trout,1:1,30.18939209,-1.7474308
SCr-452,trout,1:5,31.93682289,
SCr-453,coho,1:1,34.93269348,-1.2498283400000005
SCr-453,coho,1:5,36.18252182,
SCr-453,trout,1:1,29.44413948,-2.289558409999998
SCr-453,trout,1:5,31.73369789,
SCr-454,coho,1:1,35.38342667,-1.8503265300000038
SCr-454,coho,1:5,37.2337532,
SCr-454,trout,1:1,29.70529747,-2.011604309999999
SCr-454,trout,1:5,31.71690178,
SCr-455,coho,1:1,35.14914322,-2.063468929999999
SCr-455,coho,1:5,37.21261215,
SCr-455,trout,1:1,29.56574059,-2.3675079299999986
SCr-455,trout,1:5,31.93324852,
SCr-456,coho,1:1,35.61728287,-1.4098472600000065
SCr-456,coho,1:5,37.02713013,
SCr-456,trout,1:1,29.60146523,-2.2153835199999996
SCr-456,trout,1:5,31.81684875,
SCr-457,coho,1:1,36.03097916,-2.0034599299999982
SCr-457,coho,1:5,38.03443909,
SCr-457,trout,1:1,29.30446053,-2.0968513400000006
SCr-457,trout,1:5,31.40131187,
SCr-458,coho,1:1,35.25101852,-3.4011306799999943
SCr-458,coho,1:5,38.6521492,
SCr-458,trout,1:1,30.31954956,-2.3422012300000006
SCr-458,trout,1:5,32.66175079,
SCr-459,coho,1:1,36.8633918762207,-2.233783721923828
SCr-459,coho,1:5,39.09717559814453,
SCr-459,trout,1:1,31.63764953613281,-2.4846687316894567
SCr-459,trout,1:5,34.122318267822266,
SCr-46,coho,1:1,,
SCr-46,coho,1:5,,
SCr-46,trout,1:1,,
SCr-46,trout,1:5,36.25651931762695,
SCr-460,coho,1:1,,
SCr-460,coho,1:5,,
SCr-460,trout,1:1,,
SCr-460,trout,1:5,,
SCr-461,coho,1:1,,
SCr-461,coho,1:5,,
SCr-461,trout,1:1,37.00463486,
SCr-461,trout,1:5,,
SCr-462,coho,1:1,,
SCr-462,coho,1:5,39.40690613,
SCr-462,trout,1:1,,
SCr-462,trout,1:5,,
SCr-463,coho,1:1,,
SCr-463,coho,1:5,,
SCr-463,trout,1:1,,
SCr-463,trout,1:5,,
SCr-464,coho,1:1,,
SCr-464,coho,1:5,,
SCr-464,trout,1:1,,
SCr-464,trout,1:5,,
SCr-4642,trout,1:1,,
SCr-465,coho,1:1,34.83098221,-4.563144680000001
SCr-465,coho,1:5,39.39412689,
SCr-465,trout,1:1,30.44308662,
SCr-465,trout,1:5,,
SCr-466,coho,1:1,30.72092628,-1.7438678799999963
SCr-466,coho,1:5,32.46479416,
SCr-466,trout,1:1,30.85569191,-2.0197772999999977
SCr-466,trout,1:5,32.87546921,
SCr-467,coho,1:1,35.67698669433594,-1.8887100219726562
SCr-467,coho,1:5,37.565696716308594,
SCr-467,trout,1:1,31.1726131439209,-1.817281723022461
SCr-467,trout,1:5,32.98989486694336,
SCr-468,coho,1:1,34.58852005,-2.449562069999999
SCr-468,coho,1:5,37.03808212,
SCr-468,trout,1:1,33.06150436,-2.3098449700000003
SCr-468,trout,1:5,35.37134933,
SCr-469,coho,1:1,34.690486907958984,-2.5933876037597656
SCr-469,coho,1:5,37.28387451171875,
SCr-469,trout,1:1,31.53890419006348,-1.869379043579098
SCr-469,trout,1:5,33.40828323364258,
SCr-47,coho,1:1,37.11841202,-1.469318389999998
SCr-47,coho,1:5,38.58773041,
SCr-47,trout,1:1,34.06474304,-2.442615509999996
SCr-47,trout,1:5,36.50735855,
SCr-470,coho,1:1,34.49291611,-2.0409240699999955
SCr-470,coho,1:5,36.53384018,
SCr-470,trout,1:1,30.6208744,-2.3936786699999963
SCr-470,trout,1:5,33.01455307,
SCr-471,coho,1:1,35.33798599,
SCr-471,trout,1:1,31.86737633,
SCr-472,coho,1:1,32.4561882,-2.1791877799999995
SCr-472,coho,1:5,34.63537598,
SCr-472,trout,1:1,30.86347008,-2.1365108500000005
SCr-472,trout,1:5,32.99998093,
SCr-473,coho,1:1,36.13195419311523,-1.3489837646484446
SCr-473,coho,1:5,37.48093795776367,
SCr-473,trout,1:1,31.47470283508301,-2.272943496704098
SCr-473,trout,1:5,33.74764633178711,
SCr-474,coho,1:1,36.23179245,-2.32950211
SCr-474,coho,1:5,38.56129456,
SCr-474,trout,1:1,32.97564316,-2.7104682900000014
SCr-474,trout,1:5,35.68611145,
SCr-475,coho,1:1,34.620899200000004,-1.7519149799999951
SCr-475,coho,1:5,36.37281418,
SCr-475,trout,1:1,32.42543793,-2.1878623899999994
SCr-475,trout,1:5,34.61330032,
SCr-476,coho,1:1,38.39537811,1.2051239000000038
SCr-476,coho,1:5,37.19025421,
SCr-476,trout,1:1,33.28538895,-2.8595695500000033
SCr-476,trout,1:5,36.1449585,
SCr-477,coho,1:1,35.92991257,-1.6017494200000044
SCr-477,coho,1:5,37.53166199,
SCr-477,trout,1:1,33.86611938,-3.3402557399999964
SCr-477,trout,1:5,37.20637512,
SCr-478,coho,1:1,26.029653549194336,-11.351972579956055
SCr-478,coho,1:5,37.38162612915039,
SCr-478,trout,1:1,32.01523208618164,-2.913105010986328
SCr-478,trout,1:5,34.92833709716797,
SCr-479,coho,1:1,,
SCr-479,coho,1:5,,
SCr-479,trout,1:1,36.62106705,
SCr-479,trout,1:5,,
SCr-48,coho,1:1,,
SCr-48,coho,1:5,37.35255051,
SCr-48,trout,1:1,,
SCr-48,trout,1:5,35.98707581,
SCr-480,coho,1:1,37.8286705,-0.5597839399999955
SCr-480,coho,1:5,38.38845444,
SCr-480,trout,1:1,34.207382200000005,-2.396198269999992
SCr-480,trout,1:5,36.60358047,
SCr-481,coho,1:1,32.8576622,-2.8446273799999986
SCr-481,coho,1:5,35.70228958,
SCr-481,trout,1:1,34.03726578,-2.2719039899999984
SCr-481,trout,1:5,36.30916977,
SCr-482,coho,1:1,,
SCr-482,coho,1:5,38.9350471496582,
SCr-482,trout,1:1,37.78691482543945,1.9289321899414062
SCr-482,trout,1:5,35.85798263549805,
SCr-483,coho,1:1,35.20359421,-0.854034420000005
SCr-483,coho,1:5,36.05762863,
SCr-483,trout,1:1,32.21245193,-2.3337478699999963
SCr-483,trout,1:5,34.5461998,
SCr-484,coho,1:1,32.89479446,-3.03612519
SCr-484,coho,1:5,35.93091965,
SCr-484,trout,1:1,31.38725853,-2.4738368999999985
SCr-484,trout,1:5,33.86109543,
SCr-485,coho,1:1,,
SCr-485,coho,1:5,38.76179504,
SCr-485,trout,1:1,33.05653763,-0.7794952399999957
SCr-485,trout,1:5,33.83603287,
SCr-486,coho,1:1,,
SCr-486,coho,1:5,36.35872269,
SCr-486,trout,1:1,31.89059448,-1.0204734799999962
SCr-486,trout,1:5,32.91106796,
SCr-487,coho,1:1,35.939971923828125,-1.2471771240234375
SCr-487,coho,1:5,37.18714904785156,
SCr-487,trout,1:1,31.70229530334473,-1.8489742279052699
SCr-487,trout,1:5,33.55126953125,
SCr-488,coho,1:1,39.64542007,0.4647483800000032
SCr-488,coho,1:5,39.18067169,
SCr-488,trout,1:1,32.78718948,-2.016033180000001
SCr-488,trout,1:5,34.80322266,
SCr-489,coho,1:1,,
SCr-489,coho,1:5,38.37847519,
SCr-489,trout,1:1,33.2734642,-1.2469787599999975
SCr-489,trout,1:5,34.52044296,
SCr-49,coho,1:1,,
SCr-49,coho,1:5,38.88926696777344,
SCr-49,trout,1:1,,
SCr-49,trout,1:5,35.576377868652344,
SCr-490,coho,1:1,31.33497429,-2.2032184599999987
SCr-490,coho,1:5,33.53819275,
SCr-490,trout,1:1,30.98778343,-2.1741237700000013
SCr-490,trout,1:5,33.1619072,
SCr-491,coho,1:1,,
SCr-491,coho,1:5,38.1097526550293,
SCr-491,trout,1:1,36.29899978637695,1.1670074462890625
SCr-491,trout,1:5,35.13199234008789,
SCr-492,coho,1:1,,
SCr-492,coho,1:5,38.58933258,
SCr-492,trout,1:1,34.41566086,-1.9725379899999993
SCr-492,trout,1:5,36.38819885,
SCr-493,coho,1:1,31.50301361,-1.556301119999997
SCr-493,coho,1:5,33.05931473,
SCr-493,trout,1:1,31.56394768,-1.9172267900000008
SCr-493,trout,1:5,33.48117447,
SCr-494,coho,1:1,,
SCr-494,coho,1:5,38.53327942,
SCr-494,trout,1:1,33.98212814,-0.7308883700000024
SCr-494,trout,1:5,34.71301651,
SCr-495,coho,1:1,30.5425415,-2.498455050000004
SCr-495,coho,1:5,33.04099655,
SCr-495,trout,1:1,30.86780739,-2.386621469999998
SCr-495,trout,1:5,33.25442886,
SCr-496,coho,1:1,35.90046310424805,-0.3973731994628906
SCr-496,coho,1:5,36.29783630371094,
SCr-496,trout,1:1,31.515655517578125,-1.784698486328125
SCr-496,trout,1:5,33.30035400390625,
SCr-497,coho,1:1,39.27161789,2.3788719200000017
SCr-497,coho,1:5,36.89274597,
SCr-497,trout,1:1,33.23936462,-1.9383850099999975
SCr-497,trout,1:5,35.17774963,
SCr-498,coho,1:1,35.149658200000005,
SCr-498,coho,1:5,,
SCr-498,trout,1:1,31.86655426,-1.822513579999999
SCr-498,trout,1:5,33.68906784,
SCr-499,coho,1:1,31.56128502,-1.7980327599999981
SCr-499,coho,1:5,33.35931778,
SCr-499,trout,1:1,31.64558411,-2.3867378200000005
SCr-499,trout,1:5,34.03232193,
SCr-5,coho,1:1,,
SCr-5,coho,1:5,38.33423233,
SCr-5,trout,1:1,,
SCr-5,trout,1:5,,
SCr-50,coho,1:1,36.66631699,-1.2966079700000037
SCr-50,coho,1:5,37.96292496,
SCr-50,trout,1:1,32.50117493,-2.131267540000003
SCr-50,trout,1:5,34.63244247,
SCr-500,coho,1:1,36.98096084594727,-0.8570404052734304
SCr-500,coho,1:5,37.8380012512207,
SCr-500,trout,1:1,33.530895233154304,-1.505481719970696
SCr-500,trout,1:5,35.036376953125,
SCr-501,coho,1:1,,
SCr-501,coho,1:5,35.91048813,
SCr-501,trout,1:1,33.03217697,-1.2387619
SCr-501,trout,1:5,34.27093887,
SCr-502,coho,1:1,32.03641129,-2.0576133700000057
SCr-502,coho,1:5,34.09402466,
SCr-502,trout,1:1,32.92411423,-2.5708694400000027
SCr-502,trout,1:5,35.49498367,
SCr-503,coho,1:1,35.82720184,-0.5380020200000004
SCr-503,coho,1:5,36.36520386,
SCr-503,trout,1:1,32.04192734,-1.9486541699999975
SCr-503,trout,1:5,33.99058151,
SCr-504,coho,1:1,31.70973778,-2.2641506199999917
SCr-504,coho,1:5,33.97388839999999,
SCr-504,trout,1:1,32.50051498,-2.709960940000002
SCr-504,trout,1:5,35.21047592,
SCr-505,coho,1:1,,
SCr-505,coho,1:5,37.830509185791016,
SCr-505,trout,1:1,36.06389236450195,0.198028564453125
SCr-505,trout,1:5,35.86586380004883,
SCr-506,coho,1:1,37.1774025,-0.08013533999999822
SCr-506,coho,1:5,37.25753784,
SCr-506,trout,1:1,34.96822739,-2.319431299999998
SCr-506,trout,1:5,37.28765869,
SCr-507,coho,1:1,36.31507492,-0.7580184899999978
SCr-507,coho,1:5,37.07309341,
SCr-507,trout,1:1,33.6424942,-2.8858833299999986
SCr-507,trout,1:5,36.52837753,
SCr-508,coho,1:1,,
SCr-508,coho,1:5,36.8004303,
SCr-508,trout,1:1,36.55554199,3.2365798899999945
SCr-508,trout,1:5,33.31896210000001,
SCr-509,coho,1:1,36.3862419128418,-0.7507209777832031
SCr-509,coho,1:5,37.136962890625,
SCr-509,trout,1:1,33.928096771240234,-1.4140548706054688
SCr-509,trout,1:5,35.3421516418457,
SCr-51,coho,1:1,36.84580612,-2.22232056
SCr-51,coho,1:5,39.06812668,
SCr-51,trout,1:1,33.98138428,-1.6600151000000025
SCr-51,trout,1:5,35.64139938,
SCr-510,coho,1:1,34.51373672,-0.6331520100000034
SCr-510,coho,1:5,35.14688873,
SCr-510,trout,1:1,33.78075027,-1.255851749999998
SCr-510,trout,1:5,35.03660202,
SCr-511,coho,1:1,36.43535995,-0.2473907500000081
SCr-511,coho,1:5,36.68275070000001,
SCr-511,trout,1:1,34.34523392,-0.8861351000000042
SCr-511,trout,1:5,35.23136902,
SCr-512,coho,1:1,35.01047897,-1.026191709999999
SCr-512,coho,1:5,36.03667068,
SCr-512,trout,1:1,32.74916077,-2.4583854599999952
SCr-512,trout,1:5,35.20754623,
SCr-513,coho,1:1,35.89923477,-0.9160766600000017
SCr-513,coho,1:5,36.81531143,
SCr-513,trout,1:1,34.61516953,-1.0426864599999988
SCr-513,trout,1:5,35.65785599,
SCr-514,coho,1:1,37.08330535888672,0.12929916381835938
SCr-514,coho,1:5,36.95400619506836,
SCr-514,trout,1:1,33.957530975341804,-1.7693099975585866
SCr-514,trout,1:5,35.72684097290039,
SCr-515,coho,1:1,38.47773361,0.8239440900000048
SCr-515,coho,1:5,37.65378952,
