id,target,dilution,Ct_Mean,delta_Ct
SCr-23,trout,1:5,39.47066498,
SCr-230,coho,1:1,35.16833496,-1.8447074899999976
SCr-230,coho,1:5,37.01304245,
SCr-230,trout,1:1,30.28880119,-1.5711917900000003
SCr-230,trout,1:5,31.85999298,
SCr-231,coho,1:1,35.10762405,-1.804031380000005
SCr-231,coho,1:5,36.91165543,
SCr-231,trout,1:1,29.89096069,-2.585571289999997
SCr-231,trout,1:5,32.47653198,
SCr-232,coho,1:1,33.67006302,-2.0126571599999963
SCr-232,coho,1:5,35.68272018,
SCr-232,trout,1:1,28.83122063,-2.2359199499999995
SCr-232,trout,1:5,31.06714058,
SCr-233,coho,1:1,35.48414229999999,-2.532505040000011
SCr-233,coho,1:5,38.01664734,
SCr-233,trout,1:1,30.40479088,-2.1874256099999982
SCr-233,trout,1:5,32.59221649,
SCr-234,coho,1:1,34.89788055,-0.9043426599999975
SCr-234,coho,1:5,35.80222321,
SCr-234,trout,1:1,29.39963722,-0.9519863199999996
SCr-234,trout,1:5,30.35162354,
SCr-235,coho,1:1,,
SCr-235,coho,1:5,37.91524124,
SCr-235,trout,1:1,38.45213699,5.466613770000002
SCr-235,trout,1:5,32.98552322,
SCr-236,coho,1:1,34.51568604,-1.6132926900000015
SCr-236,coho,1:5,36.12897873,
SCr-236,trout,1:1,29.65267181,-2.5762977599999957
SCr-236,trout,1:5,32.22896957,
SCr-237,coho,1:1,,
SCr-237,coho,1:5,37.71233368,
SCr-237,trout,1:1,39.83307266,5.902595519999998
SCr-237,trout,1:5,33.93047714,
SCr-238,coho,1:1,35.05724716,-2.67845535
SCr-238,coho,1:5,37.73570251,
SCr-238,trout,1:1,30.12681389,-1.6919059700000005
SCr-238,trout,1:5,31.81871986,
SCr-239,coho,1:1,34.55151749,-1.287197110000001
SCr-239,coho,1:5,35.8387146,
SCr-239,trout,1:1,30.25925446,-2.961368559999997
SCr-239,trout,1:5,33.22062302,
SCr-24,coho,1:1,12.06146336,
SCr-24,coho,1:5,,
SCr-24,trout,1:5,,
SCr-240,coho,1:1,33.56788254,-1.740707399999998
SCr-240,coho,1:5,35.30858994,
SCr-240,trout,1:1,30.69724846,-2.3595447500000013
SCr-240,trout,1:5,33.05679321,
SCr-241,coho,1:1,,
SCr-241,coho,1:5,37.91164016723633,
SCr-241,trout,1:1,35.82254409790039,1.707366943359375
SCr-241,trout,1:5,34.115177154541016,
SCr-242,coho,1:1,35.54837036,-1.153495790000001
SCr-242,coho,1:5,36.70186615,
SCr-242,trout,1:1,32.25902176,-0.2987594599999994
SCr-242,trout,1:5,32.55778122,
SCr-243,coho,1:1,35.31782913,-2.620021819999998
SCr-243,coho,1:5,37.93785095,
SCr-243,trout,1:1,30.99500084,-1.9096698799999992
SCr-243,trout,1:5,32.90467072,
SCr-244,coho,1:1,35.1742897,-2.283508299999994
SCr-244,coho,1:5,37.457798,
SCr-244,trout,1:1,30.84571838,-0.5142879499999999
SCr-244,trout,1:5,31.36000633,
SCr-245,coho,1:1,,
SCr-245,coho,1:5,,
SCr-245,trout,1:1,,
SCr-245,trout,1:5,34.417423248291016,
SCr-246,coho,1:1,36.52051163,-0.5119628899999995
SCr-246,coho,1:5,37.03247452,
SCr-246,trout,1:1,33.26498795,2.6287899099999983
SCr-246,trout,1:5,30.63619804,
SCr-247,coho,1:1,37.889347076416016,-0.2758941650390625
SCr-247,coho,1:5,38.16524124145508,
SCr-247,trout,1:1,31.75480842590332,-1.778043746948235
SCr-247,trout,1:5,33.532852172851555,
SCr-248,coho,1:1,,
SCr-248,coho,1:5,39.64543533325195,
SCr-248,trout,1:1,,
SCr-248,trout,1:5,33.80276870727539,
SCr-249,coho,1:1,38.53848648,0.768066410000003
SCr-249,coho,1:5,37.77042007,
SCr-249,trout,1:1,36.73320770000001,3.6170768700000053
SCr-249,trout,1:5,33.11613083,
SCr-25,coho,1:1,38.08609009,-0.4978523199999998
SCr-25,coho,1:5,38.58394241,
SCr-25,trout,1:1,33.7732811,-1.7852973900000038
SCr-25,trout,1:5,35.55857849,
SCr-250,coho,1:1,39.19171905517578,1.1417350769042898
SCr-250,coho,1:5,38.04998397827149,
SCr-250,trout,1:1,32.529613494873054,-1.4813690185546733
SCr-250,trout,1:5,34.01098251342773,
SCr-251,coho,1:1,39.57703018188477,1.9330978393554759
SCr-251,coho,1:5,37.6439323425293,
SCr-251,trout,1:1,31.85589027404785,-1.5232524871826172
SCr-251,trout,1:5,33.37914276123047,
SCr-252,coho,1:1,38.74947738647461,0.9769210815429688
SCr-252,coho,1:5,37.77255630493164,
SCr-252,trout,1:1,32.44356155395508,-1.3801116943359375
SCr-252,trout,1:5,33.823673248291016,
SCr-253,coho,1:1,35.715030670166016,-2.0882530212402344
SCr-253,coho,1:5,37.80328369140625,
SCr-253,trout,1:1,31.04195976257324,-2.1307201385498153
SCr-253,trout,1:5,33.172679901123054,
SCr-254,coho,1:1,37.77716064453125,-1.0014877319336009
SCr-254,coho,1:5,38.77864837646485,
SCr-254,trout,1:1,32.47166061401367,-2.4652557373046875
SCr-254,trout,1:5,34.93691635131836,
SCr-255,coho,1:1,36.55709457,-1.3981781000000026
SCr-255,coho,1:5,37.95527267,
SCr-255,trout,1:1,32.76155472,0.22545623999999975
SCr-255,trout,1:5,32.53609848,
SCr-256,coho,1:1,36.96780395507813,-1.4114608764648366
SCr-256,coho,1:5,38.37926483154297,
SCr-256,trout,1:1,31.40778541564941,-1.9677143096923935
SCr-256,trout,1:5,33.375499725341804,
SCr-257,coho,1:1,36.08879470825195,-2.0140342712402344
SCr-257,coho,1:5,38.10282897949219,
SCr-257,trout,1:1,31.172142028808594,-2.1340370178222656
SCr-257,trout,1:5,33.30617904663086,
SCr-258,coho,1:1,,
SCr-258,coho,1:5,37.09658813,
SCr-258,trout,1:1,39.60202026,6.895935050000006
SCr-258,trout,1:5,32.70608521,
SCr-259,coho,1:1,37.45002365112305,-0.6008949279785156
SCr-259,coho,1:5,38.05091857910156,
SCr-259,trout,1:1,31.57085227966309,-2.0284099578857386
SCr-259,trout,1:5,33.59926223754883,
SCr-26,coho,1:1,38.48208999633789,-0.039783477783203125
SCr-26,coho,1:5,38.521873474121094,
SCr-26,trout,1:1,34.869247436523445,-2.0466079711914062
SCr-26,trout,1:5,36.91585540771485,
SCr-260,coho,1:1,35.9680061340332,-2.651165008544929
SCr-260,coho,1:5,38.61917114257813,
SCr-260,trout,1:1,30.64293098449707,-2.1594486236572337
SCr-260,trout,1:5,32.802379608154304,
SCr-261,coho,1:1,38.28684235,
SCr-261,coho,1:5,,
SCr-261,trout,1:1,37.44313431,-0.32114792000000136
SCr-261,trout,1:5,37.76428223,
SCr-262,coho,1:1,,
SCr-262,coho,1:5,,
SCr-262,trout,1:1,,
SCr-262,trout,1:5,,
SCr-263,coho,1:1,,
SCr-263,coho,1:5,,
SCr-263,trout,1:1,37.141563415527344,-1.0669898986816335
SCr-263,trout,1:5,38.20855331420898,
SCr-264,coho,1:1,,
SCr-264,coho,1:5,,
SCr-264,trout,1:1,39.41205597,1.652015689999999
SCr-264,trout,1:5,37.76004028,
SCr-265,coho,1:1,,
SCr-265,coho,1:5,,
SCr-265,trout,1:1,,
SCr-265,trout,1:5,,
SCr-266,coho,1:1,,
SCr-266,coho,1:5,,
SCr-266,trout,1:1,,
SCr-266,trout,1:5,,
SCr-267,coho,1:1,32.8023262,-2.2938766499999943
SCr-267,coho,1:5,35.09620285,
SCr-267,trout,1:1,29.32210541,-3.404895780000004
SCr-267,trout,1:5,32.72700119,
SCr-268,coho,1:1,,
SCr-268,coho,1:5,,
SCr-268,trout,1:1,,
SCr-268,trout,1:5,,
SCr-269,coho,1:1,,
SCr-269,coho,1:5,34.81129837,
SCr-269,trout,1:1,,
SCr-269,trout,1:5,,
SCr-27,coho,1:1,,
SCr-27,coho,1:5,,
SCr-27,trout,1:1,33.46737670898437,-2.572257995605476
SCr-27,trout,1:5,36.039634704589844,
SCr-270,coho,1:1,32.59156418,-2.4789047200000027
SCr-270,coho,1:5,35.0704689,
SCr-270,trout,1:1,29.79078674,-2.8544158999999993
SCr-270,trout,1:5,32.64520264,
SCr-271,coho,1:1,31.96912956,-1.7588710799999987
SCr-271,coho,1:5,33.72800064,
SCr-271,trout,1:1,28.9150238,-2.377191549999999
SCr-271,trout,1:5,31.29221535,
SCr-272,coho,1:1,33.8763237,-1.1099929800000012
SCr-272,coho,1:5,34.98631668,
SCr-272,trout,1:1,29.42285156,-2.6607551599999972
SCr-272,trout,1:5,32.08360672,
SCr-273,coho,1:1,32.51120758,-2.302619930000006
SCr-273,coho,1:5,34.81382751,
SCr-273,trout,1:1,28.98731995,-2.841112129999999
SCr-273,trout,1:5,31.82843208,
SCr-274,coho,1:1,37.03922653,
SCr-274,coho,1:5,,
SCr-274,trout,1:1,33.41368484,-1.6373825099999948
SCr-274,trout,1:5,35.05106735,
SCr-275,coho,1:1,35.85812378,1.3943099999999973
SCr-275,coho,1:5,34.46381378,
SCr-275,trout,1:1,28.37815285,-2.605117800000002
SCr-275,trout,1:5,30.98327065,
SCr-276,coho,1:1,33.52360916,-1.7905960100000016
SCr-276,coho,1:5,35.31420517,
SCr-276,trout,1:1,28.38912773,-2.352182390000003
SCr-276,trout,1:5,30.74131012,
SCr-277,coho,1:1,32.22302628,-2.0847244200000077
SCr-277,coho,1:5,34.30775070000001,
SCr-277,trout,1:1,28.19299126,-2.8060188299999993
SCr-277,trout,1:5,30.99901009,
SCr-278,coho,1:1,33.62809753,-2.5465164200000032
SCr-278,coho,1:5,36.17461395,
SCr-278,trout,1:1,28.41058922,-2.8790988900000016
SCr-278,trout,1:5,31.28968811,
SCr-279,coho,1:1,35.29473877,0.0283432000000019
SCr-279,coho,1:5,35.26639557,
SCr-279,trout,1:1,28.15950012,-2.1459293399999986
SCr-279,trout,1:5,30.30542946,
SCr-28,coho,1:1,39.49826431274414,1.3623428344726491
SCr-28,coho,1:5,38.13592147827149,
SCr-28,trout,1:1,33.646881103515625,-0.863372802734375
SCr-28,trout,1:5,34.51025390625,
SCr-280,coho,1:1,37.24522018,2.2512779199999997
SCr-280,coho,1:5,34.99394226,
SCr-280,trout,1:1,28.72335815,-2.088644030000001
SCr-280,trout,1:5,30.81200218,
SCr-281,coho,1:1,33.72684479,-0.8799362199999976
SCr-281,coho,1:5,34.60678101,
SCr-281,trout,1:1,28.96036339,-2.044090269999998
SCr-281,trout,1:5,31.00445366,
SCr-282,coho,1:1,33.83800125,-1.5748558100000025
SCr-282,coho,1:5,35.41285706,
SCr-282,trout,1:1,28.52893066,-2.9688091300000004
SCr-282,trout,1:5,31.49773979,
SCr-283,coho,1:1,32.35692215,
SCr-283,trout,1:1,28.25892067,-2.412864680000002
SCr-283,trout,1:5,30.67178535,
SCr-28326,coho,1:5,34.40173721,
SCr-284,coho,1:1,33.51823044,-1.3541183499999931
SCr-284,coho,1:5,34.87234879,
SCr-284,trout,1:1,28.85368347,-1.6532039699999999
SCr-284,trout,1:5,30.50688744,
SCr-285,coho,1:1,,
SCr-285,coho,1:5,,
SCr-285,trout,1:1,,
SCr-285,trout,1:5,,
SCr-286,coho,1:1,33.14256287,-2.1820526099999995
SCr-286,coho,1:5,35.32461548,
SCr-286,trout,1:1,28.31978416,-2.648471839999999
SCr-286,trout,1:5,30.968256,
SCr-287,coho,1:1,36.43388367,-2.6699180600000005
SCr-287,coho,1:5,39.10380173,
SCr-287,trout,1:1,29.59640503,-1.6030368800000012
SCr-287,trout,1:5,31.19944191,
SCr-288,coho,1:1,,
SCr-288,coho,1:5,38.57234192,
SCr-288,trout,1:1,30.97556114,-0.9289550800000015
SCr-288,trout,1:5,31.90451622,
SCr-289,coho,1:1,,
SCr-289,coho,1:5,37.93393326,
SCr-289,trout,1:1,38.64494324,5.211971290000001
SCr-289,trout,1:5,33.43297195,
SCr-29,coho,1:1,38.10847092,
SCr-29,coho,1:5,,
SCr-29,trout,1:1,35.95077515,-1.7566299400000034
SCr-29,trout,1:5,37.70740509,
SCr-290,coho,1:1,,
SCr-290,coho,1:5,,
SCr-290,trout,1:1,,
SCr-290,trout,1:5,37.58366776,
SCr-291,coho,1:1,35.18172073,-1.953109739999995
SCr-291,coho,1:5,37.13483047,
SCr-291,trout,1:1,31.31246376,-0.7514858199999992
SCr-291,trout,1:5,32.06394958,
SCr-292,coho,1:1,,
SCr-292,coho,1:5,38.91488266,
SCr-292,trout,1:1,,
SCr-292,trout,1:5,35.33618546,
SCr-293,coho,1:1,35.57965469,-0.6567497300000014
SCr-293,coho,1:5,36.23640442,
SCr-293,trout,1:1,31.726614,0.17691040000000058
SCr-293,trout,1:5,31.5497036,
SCr-294,coho,1:1,,
SCr-294,coho,1:5,37.92866135,
SCr-294,trout,1:1,,
SCr-294,trout,1:5,33.8061142,
SCr-295,coho,1:1,,
SCr-295,coho,1:5,37.93445206,
SCr-295,trout,1:1,39.49639511,6.156703950000001
SCr-295,trout,1:5,33.33969116,
SCr-296,coho,1:1,34.82390213,-1.760684970000007
SCr-296,coho,1:5,36.58458710000001,
SCr-296,trout,1:1,29.27222252,-2.592262269999999
SCr-296,trout,1:5,31.86448479,
SCr-297,coho,1:1,35.12021255,-1.3867302000000024
SCr-297,coho,1:5,36.50694275,
SCr-297,trout,1:1,29.2995739,-1.5968418100000008
SCr-297,trout,1:5,30.89641571,
SCr-298,coho,1:1,35.26913452,-1.4073181199999993
SCr-298,coho,1:5,36.67645264,
SCr-298,trout,1:1,29.56340027,-2.271314620000002
SCr-298,trout,1:5,31.83471489,
SCr-299,coho,1:1,37.61029816,1.0996894899999958
SCr-299,coho,1:5,36.51060867,
SCr-299,trout,1:1,31.62265587,0.23415946999999804
SCr-299,trout,1:5,31.3884964,
SCr-3,coho,1:1,,
SCr-3,coho,1:5,,
SCr-3,trout,1:1,,
SCr-3,trout,1:5,,
SCr-30,coho,1:1,37.12695694,-2.265865330000004
SCr-30,coho,1:5,39.39282227,
SCr-30,trout,1:1,34.31592178,-1.2783660900000058
SCr-30,trout,1:5,35.59428787,
SCr-300,coho,1:1,37.52783585,0.6551513700000058
SCr-300,coho,1:5,36.87268448,
SCr-300,trout,1:1,31.20633507,-0.13289260999999897
SCr-300,trout,1:5,31.33922768,
SCr-301,coho,1:1,36.408741,0.5211830200000023
SCr-301,coho,1:5,35.88755798,
SCr-301,trout,1:1,30.67183685,-0.4328556100000007
SCr-301,trout,1:5,31.10469246,
SCr-302,coho,1:1,35.17279053,-1.6478080699999964
SCr-302,coho,1:5,36.8205986,
SCr-302,trout,1:1,29.90786934,-1.5682601900000002
SCr-302,trout,1:5,31.47612953,
SCr-303,coho,1:1,36.83842087,-1.2313423100000023
SCr-303,coho,1:5,38.06976318,
SCr-303,trout,1:1,31.90905762,-2.671672820000005
SCr-303,trout,1:5,34.58073044,
SCr-304,coho,1:1,36.65808487,0.06057739000000595
SCr-304,coho,1:5,36.59750748,
SCr-304,trout,1:1,30.60064888,-1.3932113599999987
SCr-304,trout,1:5,31.99386024,
SCr-305,coho,1:1,35.78315353,-1.3634605399999984
SCr-305,coho,1:5,37.14661407,
SCr-305,trout,1:1,30.19139862,-1.875328060000001
SCr-305,trout,1:5,32.06672668,
SCr-306,coho,1:1,35.52231216,-1.9491729800000002
SCr-306,coho,1:5,37.47148514,
SCr-306,trout,1:1,29.39864159,-2.5526542600000006
SCr-306,trout,1:5,31.95129585,
SCr-307,coho,1:1,34.97345352,-1.7695465099999979
SCr-307,coho,1:5,36.74300003,
SCr-307,trout,1:1,29.79352379,-1.6035003600000017
SCr-307,trout,1:5,31.39702415,
SCr-308,coho,1:1,35.72976303,-1.5675849900000003
SCr-308,coho,1:5,37.29734802,
SCr-308,trout,1:1,29.73764038,-2.2955474900000006
SCr-308,trout,1:5,32.03318787,
SCr-309,coho,1:1,,
SCr-309,coho,1:5,,
SCr-309,trout,1:1,,
SCr-309,trout,1:5,,
SCr-31,coho,1:1,,
SCr-31,coho,1:5,38.0088996887207,
SCr-31,trout,1:1,36.2614631652832,3.074321746826172
SCr-31,trout,1:5,33.18714141845703,
SCr-310,coho,1:1,39.60244751,1.7916984599999992
SCr-310,coho,1:5,37.81074905,
SCr-310,trout,1:1,30.30578041,-0.522850039999998
SCr-310,trout,1:5,30.82863045,
SCr-311,coho,1:1,,
SCr-311,coho,1:5,38.89939499,
SCr-311,trout,1:1,31.48658752,0.9623889900000009
SCr-311,trout,1:5,30.52419853,
SCr-312,coho,1:1,,
SCr-312,coho,1:5,,
SCr-312,trout,1:1,,
SCr-312,trout,1:5,,
SCr-313,coho,1:1,37.8817482,0.38301467999999517
SCr-313,coho,1:5,37.49873352,
SCr-313,trout,1:1,30.16207695,-0.7559394800000021
SCr-313,trout,1:5,30.91801643,
SCr-314,coho,1:1,38.65932083,1.1816940299999956
SCr-314,coho,1:5,37.4776268,
SCr-314,trout,1:1,30.20327187,-0.6818351700000029
SCr-314,trout,1:5,30.88510704,
SCr-315,coho,1:1,,
SCr-315,coho,1:5,38.42932129,
SCr-315,trout,1:1,29.80657959,-1.2869815800000026
SCr-315,trout,1:5,31.09356117,
SCr-316,coho,1:1,37.24708557,-0.19265365999999773
SCr-316,coho,1:5,37.43973923,
SCr-316,trout,1:1,29.38955116,-1.4973411600000013
SCr-316,trout,1:5,30.88689232,
SCr-317,coho,1:1,36.38209152,-2.2018966699999964
SCr-317,coho,1:5,38.58398819,
SCr-317,trout,1:1,29.26495934,-1.6283149699999981
SCr-317,trout,1:5,30.89327431,
SCr-318,coho,1:1,,
SCr-318,coho,1:5,,
SCr-318,trout,1:1,31.78121185,0.52109527
SCr-318,trout,1:5,31.26011658,
SCr-319,coho,1:1,35.30506516,-2.070198050000002
SCr-319,coho,1:5,37.37526321,
SCr-319,trout,1:1,28.40865517,-2.0290260300000007
SCr-319,trout,1:5,30.4376812,
SCr-32,coho,1:1,37.24119949,-1.370502479999999
SCr-32,coho,1:5,38.61170197,
SCr-32,trout,1:1,33.51168823,-2.6694679300000033
SCr-32,trout,1:5,36.18115616,
SCr-320,coho,1:1,36.94331741,-0.12987900000000252
SCr-320,coho,1:5,37.07319641,
SCr-320,trout,1:1,29.01082611,-1.81931114
SCr-320,trout,1:5,30.83013725,
SCr-321,coho,1:1,,
SCr-321,coho,1:5,,
SCr-321,trout,1:1,31.4564743,-0.6135597300000022
SCr-321,trout,1:5,32.07003403,
SCr-322,coho,1:1,36.01501846,-0.6709480299999981
SCr-322,coho,1:5,36.68596649,
SCr-322,trout,1:1,28.64193726,-1.7195129400000013
SCr-322,trout,1:5,30.3614502,
SCr-323,coho,1:1,37.63209534,1.8006248499999984
SCr-323,coho,1:5,35.83147049,
SCr-323,trout,1:1,29.57786751,-1.3399772599999977
SCr-323,trout,1:5,30.91784477,
SCr-324,coho,1:1,39.32610703,1.307842260000001
SCr-324,coho,1:5,38.01826477,
SCr-324,trout,1:1,29.65854454,-1.898853299999999
SCr-324,trout,1:5,31.55739784,
SCr-325,coho,1:1,36.53635406,0.5185279800000018
SCr-325,coho,1:5,36.01782608,
SCr-325,trout,1:1,29.24457359,-1.856658939999999
SCr-325,trout,1:5,31.10123253,
SCr-326,coho,1:1,,
SCr-326,coho,1:5,37.05882645,
SCr-326,trout,1:1,30.67764282,-0.67723084
SCr-326,trout,1:5,31.35487366,
SCr-327,coho,1:1,,
SCr-327,coho,1:5,,
SCr-327,trout,1:1,30.76135254,-1.1709308599999986
SCr-327,trout,1:5,31.9322834,
SCr-328,coho,1:1,36.78782272,0.7634506200000004
SCr-328,coho,1:5,36.0243721,
SCr-328,trout,1:1,29.48581886,-1.9953689600000004
SCr-328,trout,1:5,31.48118782,
SCr-329,coho,1:1,36.36433029,-0.6548004200000008
SCr-329,coho,1:5,37.01913071,
SCr-329,trout,1:1,29.6477108,-2.29743195
SCr-329,trout,1:5,31.94514275,
SCr-33,coho,1:1,,
SCr-33,coho,1:5,,
SCr-33,trout,1:1,,
SCr-33,trout,1:5,36.28124619,
SCr-330,coho,1:1,36.95095825195313,0.16872787475585938
SCr-330,coho,1:5,36.78223037719727,
SCr-330,trout,1:1,29.609560012817386,-1.9494152069091726
SCr-330,trout,1:5,31.55897521972656,
SCr-331,coho,1:1,,
SCr-331,coho,1:5,,
SCr-331,trout,1:1,,
SCr-331,trout,1:5,,
SCr-332,coho,1:1,,
SCr-332,coho,1:5,,
SCr-332,trout,1:1,,
SCr-332,trout,1:5,,
SCr-333,coho,1:1,,
SCr-333,coho,1:5,39.18933868,
SCr-333,trout,1:1,31.77453613,-0.14933204999999816
SCr-333,trout,1:5,31.92386818,
SCr-334,coho,1:1,,
SCr-334,coho,1:5,37.27741241,
SCr-334,trout,1:1,32.15807724,-1.4053916900000019
SCr-334,trout,1:5,33.56346893,
SCr-335,coho,1:1,38.95438004,-0.3133201600000035
SCr-335,coho,1:5,39.2677002,
SCr-335,trout,1:1,30.69195747,-1.7203617099999988
SCr-335,trout,1:5,32.41231918,
SCr-336,coho,1:1,37.69878006,-0.5442733799999999
SCr-336,coho,1:5,38.24305344,
SCr-336,trout,1:1,29.91893196,-1.7839622500000019
SCr-336,trout,1:5,31.70289421,
SCr-337,coho,1:1,,
SCr-337,coho,1:5,38.90389252,
SCr-337,trout,1:1,31.54290009,-0.9655570900000008
SCr-337,trout,1:5,32.50845718,
SCr-338,coho,1:1,37.42870712,-1.941631319999999
SCr-338,coho,1:5,39.37033844,
SCr-338,trout,1:1,30.74051857,-2.2844295499999987
SCr-338,trout,1:5,33.02494812,
SCr-339,coho,1:1,37.57842636,-1.8268852200000012
SCr-339,coho,1:5,39.40531158,
SCr-339,trout,1:1,30.4461689,-2.3148746499999966
SCr-339,trout,1:5,32.76104355,
SCr-34,coho,1:1,37.20901489,
SCr-34,coho,1:5,,
SCr-34,trout,1:1,34.93031693,-2.1912078800000003
SCr-34,trout,1:5,37.12152481,
SCr-340,coho,1:1,,
SCr-340,coho,1:5,,
SCr-340,trout,1:1,,
SCr-340,trout,1:5,,
SCr-341,coho,1:1,,
SCr-341,coho,1:5,38.31859207,
SCr-341,trout,1:1,34.57815552,1.875
SCr-341,trout,1:5,32.70315552,
SCr-342,coho,1:1,39.24148178,0.8883018499999977
SCr-342,coho,1:5,38.35317993,
SCr-342,trout,1:1,31.5750351,-1.5349616999999967
SCr-342,trout,1:5,33.1099968,
SCr-343,coho,1:1,,
SCr-343,coho,1:5,38.85686874,
SCr-343,trout,1:1,32.77908325,-0.30966186999999934
SCr-343,trout,1:5,33.08874512,
SCr-344,coho,1:1,,
SCr-344,coho,1:5,38.80650711,
SCr-344,trout,1:1,36.70386887,3.7253913899999986
SCr-344,trout,1:5,32.97847748,
SCr-345,coho,1:1,,
SCr-345,coho,1:5,38.28614426,
SCr-345,trout,1:1,32.89052963,-0.0005264299999936384
SCr-345,trout,1:5,32.89105606,
SCr-346,coho,1:1,,
SCr-346,coho,1:5,,
SCr-346,trout,1:1,,
SCr-346,trout,1:5,34.29060364,
SCr-347,coho,1:1,37.99014282,-1.2576904299999967
SCr-347,coho,1:5,39.24783325,
SCr-347,trout,1:1,33.19742203,0.22827148999999736
SCr-347,trout,1:5,32.96915054,
SCr-348,coho,1:1,,
SCr-348,coho,1:5,,
SCr-348,trout,1:1,32.97920227,0.11590576000000397
SCr-348,trout,1:5,32.86329651,
SCr-349,coho,1:1,39.28626633,1.2412605299999981
SCr-349,coho,1:5,38.0450058,
SCr-349,trout,1:1,30.27505302,-1.3414611899999969
SCr-349,trout,1:5,31.61651421,
SCr-35,coho,1:1,37.2781105,-0.5128898700000022
SCr-35,coho,1:5,37.79100037,
SCr-35,trout,1:1,34.36122513,-2.5787124599999984
SCr-35,trout,1:5,36.93993759,
SCr-350,coho,1:1,39.83912277,0.34827804000000384
SCr-350,coho,1:5,39.49084473,
SCr-350,trout,1:1,31.68804359,-1.4453372999999985
SCr-350,trout,1:5,33.13338089,
SCr-351,coho,1:1,,
SCr-351,coho,1:5,,
SCr-351,trout,1:1,36.71323013,0.8107986400000016
SCr-351,trout,1:5,35.90243149,
SCr-352,coho,1:1,,
SCr-352,coho,1:5,39.49719238,
SCr-352,trout,1:1,,
SCr-352,trout,1:5,,
SCr-353,coho,1:1,,
SCr-353,coho,1:5,,
SCr-353,trout,1:1,33.50252914,-1.815006259999997
SCr-353,trout,1:5,35.3175354,
SCr-354,coho,1:1,,
SCr-354,coho,1:5,39.29242706,
SCr-354,trout,1:1,31.79512787,-1.9898948700000005
SCr-354,trout,1:5,33.78502274,
SCr-355,coho,1:1,38.6612854,0.7244529699999944
SCr-355,coho,1:5,37.93683243,
SCr-355,trout,1:1,31.02351379,-1.9262199399999993
SCr-355,trout,1:5,32.94973373,
SCr-356,coho,1:1,38.59602737,
SCr-356,coho,1:5,,
SCr-356,trout,1:1,31.2682476,-0.8841953300000007
SCr-356,trout,1:5,32.15244293,
SCr-357,coho,1:1,,
SCr-357,coho,1:5,39.16947937,
SCr-357,trout,1:1,34.08919907,1.3000335699999965
SCr-357,trout,1:5,32.7891655,
SCr-358,coho,1:1,,
SCr-358,coho,1:5,38.79427719,
SCr-358,trout,1:1,32.99110794,0.20767974999999694
SCr-358,trout,1:5,32.78342819,
SCr-359,coho,1:1,,
SCr-359,coho,1:5,39.96105576,
SCr-359,trout,1:1,33.93022156,0.27647781999999665
SCr-359,trout,1:5,33.65374374,
SCr-36,coho,1:1,36.66776657,
SCr-36,coho,1:5,,
SCr-36,trout,1:1,34.25396347,-1.8558960000000013
SCr-36,trout,1:5,36.10985947,
SCr-360,coho,1:1,,
SCr-360,coho,1:5,39.31124115,
SCr-360,trout,1:1,32.156353,-0.9078788699999976
SCr-360,trout,1:5,33.06423187,
SCr-361,coho,1:1,38.31258774,-0.15396498999999864
SCr-361,coho,1:5,38.46655273,
SCr-361,trout,1:1,31.45098686,-2.03514672
SCr-361,trout,1:5,33.48613358,
SCr-362,coho,1:1,,
SCr-362,coho,1:5,,
SCr-362,trout,1:1,34.68004227,-3.7304801900000015
SCr-362,trout,1:5,38.41052246,
SCr-363,coho,1:1,,
SCr-363,coho,1:5,38.22393799,
SCr-363,trout,1:1,32.19492722,-1.8425674400000034
SCr-363,trout,1:5,34.03749466,
SCr-364,coho,1:1,38.19070435,-0.21062850999999938
SCr-364,coho,1:5,38.40133286,
SCr-364,trout,1:1,31.27289009,-2.5121478999999987
SCr-364,trout,1:5,33.78503799,
SCr-365,coho,1:1,,
SCr-365,coho,1:5,,
SCr-365,trout,1:1,35.69600296,1.8598174999999983
SCr-365,trout,1:5,33.83618546,
SCr-366,coho,1:1,,
SCr-366,coho,1:5,,
SCr-366,trout,1:1,33.46535873,-0.7984962499999995
SCr-366,trout,1:5,34.26385498,
SCr-367,coho,1:1,38.11116409,0.07547378000000293
SCr-367,coho,1:5,38.03569031,
SCr-367,trout,1:1,31.58106995,-1.898395530000002
SCr-367,trout,1:5,33.47946548,
SCr-368,coho,1:1,,
SCr-368,coho,1:5,39.06289673,
SCr-369,coho,1:1,,
SCr-369,coho,1:5,39.31937408,
SCr-37,coho,1:1,37.54173278808594,-0.6685142517089844
SCr-37,coho,1:5,38.21024703979492,
SCr-37,trout,1:1,32.382457733154304,-2.1928329467773366
SCr-37,trout,1:5,34.57529067993164,
SCr-370,coho,1:1,37.32442474,
SCr-370,coho,1:5,,
SCr-371,coho,1:1,39.17144775,0.47984313999999983
SCr-371,coho,1:5,38.69160461,
SCr-372,coho,1:1,,
SCr-372,coho,1:5,,
SCr-373,coho,1:1,39.7505188,0.11589813000000504
SCr-373,coho,1:5,39.63462067,
SCr-374,coho,1:1,38.97016144,
SCr-374,coho,1:5,,
SCr-375,coho,1:1,,
SCr-375,coho,1:5,,
SCr-376,coho,1:1,,
SCr-376,coho,1:5,,
