id,target,dilution,conc,conc_sd,detected,BLOD,BLOQ,n_replicates,n_amplified,n_BLOD,n_BLOQ,Ct_Mean,Ct_sd,delta_Ct,inhibition,source_file,sample_type,sample_mid,sample_wake,sample_start,sample_end,sample_duration,vol_target,vol_actual,vol_diff,lab_field,ESP,log_file,sample_rate,date,hour,morn_midday_eve,deployment
SCr-589,trout,1:1,0.0,0.0,1,1,1,3,1,3,3,36.6543808,,,,20201029_Scott_Creek_Omykiss_Chloe_P2_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-463,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210331_Scott_Creek_Omykiss_Kevan_P1_data.xls,Deployed,2019-11-25 16:27:27,2019-11-25 16:20:35,2019-11-25 16:26:07,2019-11-25 16:28:47,2.67,100.0,100.0,0.0,control,Gordon,Gordon_2019_Scott_Creek_20210223.csv,37.453183520599254,2019-11-25,16.0,1.0,13.0
SCr-464,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210331_Scott_Creek_Omykiss_Kevan_P2_data.xls,Deployed,2019-11-25 16:53:16,2019-11-25 16:46:27,2019-11-25 16:51:59,2019-11-25 16:54:35,2.58,100.0,100.0,0.0,control,Gordon,Gordon_2019_Scott_Creek_20210223.csv,38.75968992248062,2019-11-25,17.0,1.0,13.0
SCr-464,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210331_Scott_Creek_Okisutch_Kevan_P2_data.xls,Deployed,2019-11-25 16:53:16,2019-11-25 16:46:27,2019-11-25 16:51:59,2019-11-25 16:54:35,2.58,100.0,100.0,0.0,control,Gordon,Gordon_2019_Scott_Creek_20210223.csv,38.75968992248062,2019-11-25,17.0,1.0,13.0
SCr-587,trout,1:5,982.4032749661369,176.08594496508442,1,0,0,3,3,0,0,31.81734467,0.277057171,-2.1298446700000007,0.0,20201029_Scott_Creek_Omykiss_Chloe_P2_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-588,coho,1:1,0.0,0.0,1,1,1,3,1,3,3,37.95602417,,,,20201029_Scott_Creek_Okisutch_Chloe_P2_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-588,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201029_Scott_Creek_Okisutch_Chloe_P2_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-587,trout,1:1,795.8805289679303,103.2766915482864,1,0,0,3,3,0,0,29.6875,0.203230098,-2.1298446700000007,0.0,20201029_Scott_Creek_Omykiss_Chloe_P2_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-587,coho,1:5,111.7900848091386,26.92755925211849,1,0,0,3,3,0,0,36.03793716,0.392970651,-2.5200042700000007,0.0,20201029_Scott_Creek_Okisutch_Chloe_P2_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-587,coho,1:1,117.42282077758341,11.546414748908642,1,0,0,3,3,0,0,33.51793289,0.147446796,-2.5200042700000007,0.0,20201029_Scott_Creek_Okisutch_Chloe_P2_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-549,trout,1:5,0.0,0.0,1,1,1,3,2,3,3,38.25159836,0.12169582400000001,-2.793544770000004,0.0,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv,Deployed,2020-01-13 06:28:00,2020-01-13 06:04:57,2020-01-13 06:15:37,2020-01-12 18:40:24,24.77,2000.0,,,deployed,Gordon,Gordon_2019_Scott_Creek_20210223.csv,,2020-01-13,6.0,0.0,15.0
SCr-549,trout,1:1,0.0,17.530501353906516,1,1,1,3,2,2,2,35.45805359,1.166290283,-2.793544770000004,0.0,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv,Deployed,2020-01-13 06:28:00,2020-01-13 06:04:57,2020-01-13 06:15:37,2020-01-12 18:40:24,24.77,2000.0,,,deployed,Gordon,Gordon_2019_Scott_Creek_20210223.csv,,2020-01-13,6.0,0.0,15.0
SCr-549,coho,1:5,0.0,0.0,1,1,1,3,2,3,3,38.74797058,0.541839898,-0.25479889000000355,1.0,20210302_Scott_Creek_Okisutch_P3.csv,Deployed,2020-01-13 06:28:00,2020-01-13 06:04:57,2020-01-13 06:15:37,2020-01-12 18:40:24,24.77,2000.0,,,deployed,Gordon,Gordon_2019_Scott_Creek_20210223.csv,,2020-01-13,6.0,0.0,15.0
SCr-549,coho,1:1,0.0,0.0,1,1,1,3,2,3,3,38.49317169,0.6778130529999999,-0.25479889000000355,1.0,20210302_Scott_Creek_Okisutch_P3.csv,Deployed,2020-01-13 06:28:00,2020-01-13 06:04:57,2020-01-13 06:15:37,2020-01-12 18:40:24,24.77,2000.0,,,deployed,Gordon,Gordon_2019_Scott_Creek_20210223.csv,,2020-01-13,6.0,0.0,15.0
SCr-588,trout,1:1,0.0,0.0,1,1,1,3,2,3,3,35.75904465,0.011917106,-0.43682479999999657,1.0,20201029_Scott_Creek_Omykiss_Chloe_P2_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-479,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201005_Scott_Creek_Omykiss_Kevan_P1_results.csv,Deployed,2019-12-10 18:25:28,2019-12-10 18:04:18,2019-12-10 18:14:56,2019-12-10 06:36:14,21.07,2000.0,,,deployed,Gordon,Gordon_2019_Scott_Creek_20210223.csv,,2019-12-10,18.0,2.0,15.0
SCr-479,trout,1:1,0.0,0.0,1,1,1,3,1,3,3,36.62106705,,,,20201005_Scott_Creek_Omykiss_Kevan_P1_results.csv,Deployed,2019-12-10 18:25:28,2019-12-10 18:04:18,2019-12-10 18:14:56,2019-12-10 06:36:14,21.07,2000.0,,,deployed,Gordon,Gordon_2019_Scott_Creek_20210223.csv,,2019-12-10,18.0,2.0,15.0
SCr-479,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201005_Scott_Creek_Okisutch_Kevan_P1_results.csv,Deployed,2019-12-10 18:25:28,2019-12-10 18:04:18,2019-12-10 18:14:56,2019-12-10 06:36:14,21.07,2000.0,,,deployed,Gordon,Gordon_2019_Scott_Creek_20210223.csv,,2019-12-10,18.0,2.0,15.0
SCr-479,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201005_Scott_Creek_Okisutch_Kevan_P1_results.csv,Deployed,2019-12-10 18:25:28,2019-12-10 18:04:18,2019-12-10 18:14:56,2019-12-10 06:36:14,21.07,2000.0,,,deployed,Gordon,Gordon_2019_Scott_Creek_20210223.csv,,2019-12-10,18.0,2.0,15.0
SCr-4642,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201118_Scott_Creek_Omykiss_Chloe_P1_data.csv,Deployed,,,,,,,,,,,,,,,,
SCr-773,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,1.0,20201112_Scott_Creek_Omykiss_Kevan_P1.xls,Deployed,,,,,,,,,,,,,,,,
SCr-464,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210331_Scott_Creek_Okisutch_Kevan_P2_data.xls,Deployed,2019-11-25 16:53:16,2019-11-25 16:46:27,2019-11-25 16:51:59,2019-11-25 16:54:35,2.58,100.0,100.0,0.0,control,Gordon,Gordon_2019_Scott_Creek_20210223.csv,38.75968992248062,2019-11-25,17.0,1.0,13.0
SCr-590,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201028_Scott_Creek_Omykiss_Kevan_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-464,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210331_Scott_Creek_Omykiss_Kevan_P2_data.xls,Deployed,2019-11-25 16:53:16,2019-11-25 16:46:27,2019-11-25 16:51:59,2019-11-25 16:54:35,2.58,100.0,100.0,0.0,control,Gordon,Gordon_2019_Scott_Creek_20210223.csv,38.75968992248062,2019-11-25,17.0,1.0,13.0
SCr-591,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201028_Scott_Creek_Okisutch_Kevan_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-725,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210331_Scott_Creek_Okisutch_Kevan_P2_data.xls,Deployed,2020-02-11 15:46:14,2020-02-11 15:42:15,2020-02-11 15:43:17,2020-02-11 15:49:12,5.9,250.0,250.0,0.0,control,Gordon,Gordon_2019_Scott_Creek_20210223.csv,42.3728813559322,2020-02-11,16.0,1.0,17.0
SCr-725,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210331_Scott_Creek_Okisutch_Kevan_P2_data.xls,Deployed,2020-02-11 15:46:14,2020-02-11 15:42:15,2020-02-11 15:43:17,2020-02-11 15:49:12,5.9,250.0,250.0,0.0,control,Gordon,Gordon_2019_Scott_Creek_20210223.csv,42.3728813559322,2020-02-11,16.0,1.0,17.0
SCr-725,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210331_Scott_Creek_Omykiss_Kevan_P2_data.xls,Deployed,2020-02-11 15:46:14,2020-02-11 15:42:15,2020-02-11 15:43:17,2020-02-11 15:49:12,5.9,250.0,250.0,0.0,control,Gordon,Gordon_2019_Scott_Creek_20210223.csv,42.3728813559322,2020-02-11,16.0,1.0,17.0
SCr-725,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210331_Scott_Creek_Omykiss_Kevan_P2_data.xls,Deployed,2020-02-11 15:46:14,2020-02-11 15:42:15,2020-02-11 15:43:17,2020-02-11 15:49:12,5.9,250.0,250.0,0.0,control,Gordon,Gordon_2019_Scott_Creek_20210223.csv,42.3728813559322,2020-02-11,16.0,1.0,17.0
SCr-726,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210331_Scott_Creek_Okisutch_Kevan_P2_data.xls,Deployed,2020-02-11 16:08:04,2020-02-11 16:04:08,2020-02-11 16:05:13,2020-02-11 16:10:55,5.7,250.0,250.0,0.0,control,Gordon,Gordon_2019_Scott_Creek_20210223.csv,43.85964912280701,2020-02-11,16.0,1.0,17.0
SCr-726,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210331_Scott_Creek_Okisutch_Kevan_P2_data.xls,Deployed,2020-02-11 16:08:04,2020-02-11 16:04:08,2020-02-11 16:05:13,2020-02-11 16:10:55,5.7,250.0,250.0,0.0,control,Gordon,Gordon_2019_Scott_Creek_20210223.csv,43.85964912280701,2020-02-11,16.0,1.0,17.0
SCr-726,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210331_Scott_Creek_Omykiss_Kevan_P2_data.xls,Deployed,2020-02-11 16:08:04,2020-02-11 16:04:08,2020-02-11 16:05:13,2020-02-11 16:10:55,5.7,250.0,250.0,0.0,control,Gordon,Gordon_2019_Scott_Creek_20210223.csv,43.85964912280701,2020-02-11,16.0,1.0,17.0
SCr-726,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210331_Scott_Creek_Omykiss_Kevan_P2_data.xls,Deployed,2020-02-11 16:08:04,2020-02-11 16:04:08,2020-02-11 16:05:13,2020-02-11 16:10:55,5.7,250.0,250.0,0.0,control,Gordon,Gordon_2019_Scott_Creek_20210223.csv,43.85964912280701,2020-02-11,16.0,1.0,17.0
SCr-727,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210331_Scott_Creek_Okisutch_Kevan_P2_data.xls,Deployed,2020-02-11 16:32:20,2020-02-11 16:28:28,2020-02-11 16:29:31,2020-02-11 16:35:10,5.65,250.0,250.0,0.0,control ,Gordon,Gordon_2019_Scott_Creek_20210223.csv,44.24778761061947,2020-02-11,17.0,1.0,17.0
SCr-727,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210331_Scott_Creek_Okisutch_Kevan_P2_data.xls,Deployed,2020-02-11 16:32:20,2020-02-11 16:28:28,2020-02-11 16:29:31,2020-02-11 16:35:10,5.65,250.0,250.0,0.0,control ,Gordon,Gordon_2019_Scott_Creek_20210223.csv,44.24778761061947,2020-02-11,17.0,1.0,17.0
SCr-727,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210331_Scott_Creek_Omykiss_Kevan_P2_data.xls,Deployed,2020-02-11 16:32:20,2020-02-11 16:28:28,2020-02-11 16:29:31,2020-02-11 16:35:10,5.65,250.0,250.0,0.0,control ,Gordon,Gordon_2019_Scott_Creek_20210223.csv,44.24778761061947,2020-02-11,17.0,1.0,17.0
SCr-727,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210331_Scott_Creek_Omykiss_Kevan_P2_data.xls,Deployed,2020-02-11 16:32:20,2020-02-11 16:28:28,2020-02-11 16:29:31,2020-02-11 16:35:10,5.65,250.0,250.0,0.0,control ,Gordon,Gordon_2019_Scott_Creek_20210223.csv,44.24778761061947,2020-02-11,17.0,1.0,17.0
SCr-739,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,1.0,20201123_Scott_Creek_Okisutch_Kevan_P1.xls,Deployed,,,,,,,,,,,,,,,,
SCr-739,coho,1:5,0.0,0.0,1,1,1,3,1,3,3,39.2033805847168,,,1.0,20201123_Scott_Creek_Okisutch_Kevan_P1.xls,Deployed,,,,,,,,,,,,,,,,
SCr-739,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201123_Scott_Creek_Omykiss_Kevan_P1.xls,Deployed,,,,,,,,,,,,,,,,
SCr-739,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201123_Scott_Creek_Omykiss_Kevan_P1.xls,Deployed,,,,,,,,,,,,,,,,
SCr-740,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201118_Scott_Creek_Okisutch_Kevan_P1.xls,Deployed,,,,,,,,,,,,,,,,
SCr-740,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201118_Scott_Creek_Omykiss_Kevan_P1_results.xls,Deployed,,,,,,,,,,,,,,,,
SCr-742,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201119_Scott_Creek_Okisutch_Kevan_P1.xls,Deployed,,,,,,,,,,,,,,,,
SCr-742,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201119_Scott_Creek_Okisutch_Kevan_P1.xls,Deployed,,,,,,,,,,,,,,,,
SCr-742,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201119_Scott_Creek_Omykiss_Kevan_P1.xls,Deployed,,,,,,,,,,,,,,,,
SCr-591,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201028_Scott_Creek_Omykiss_Kevan_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-591,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201028_Scott_Creek_Omykiss_Kevan_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-592,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201029_Scott_Creek_Okisutch_Chloe_P2_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-592,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201029_Scott_Creek_Okisutch_Chloe_P2_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-592,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201029_Scott_Creek_Omykiss_Chloe_P2_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-592,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201029_Scott_Creek_Omykiss_Chloe_P2_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-593,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201029_Scott_Creek_Okisutch_Chloe_P2_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-593,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201029_Scott_Creek_Okisutch_Chloe_P2_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-591,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201028_Scott_Creek_Okisutch_Kevan_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-446,coho,1:5,19.6577986459324,34.048306019713586,1,0,0,3,3,2,2,38.11567688,1.278884172,-2.140304570000005,0.0,20201117_Scott_Creek_Okisutch_Chloe_P1_data.csv,Deployed,,,,,,,,,,,,,,,,
SCr-593,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201029_Scott_Creek_Omykiss_Chloe_P2_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-773,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201112_Scott_Creek_Okisutch_Kevan_P1.xls,Deployed,,,,,,,,,,,,,,,,
SCr-773,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201112_Scott_Creek_Okisutch_Kevan_P1.xls,Deployed,,,,,,,,,,,,,,,,
SCr-748,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201119_Scott_Creek_Omykiss_Kevan_P1.xls,Deployed,,,,,,,,,,,,,,,,
SCr-748,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201119_Scott_Creek_Omykiss_Kevan_P1.xls,Deployed,,,,,,,,,,,,,,,,
SCr-748,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201119_Scott_Creek_Okisutch_Kevan_P1.xls,Deployed,,,,,,,,,,,,,,,,
SCr-748,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201119_Scott_Creek_Okisutch_Kevan_P1.xls,Deployed,,,,,,,,,,,,,,,,
SCr-742,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201119_Scott_Creek_Omykiss_Kevan_P1.xls,Deployed,,,,,,,,,,,,,,,,
SCr-593,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201029_Scott_Creek_Omykiss_Chloe_P2_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-446,coho,1:1,24.21415233138529,10.724317188138436,1,0,0,3,3,0,0,35.97537231,0.6191408039999999,-2.140304570000005,0.0,20201117_Scott_Creek_Okisutch_Chloe_P1_data.csv,Deployed,,,,,,,,,,,,,,,,
SCr-332,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-444,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201117_Scott_Creek_Omykiss_Chloe_P1_data.csv,Deployed,,,,,,,,,,,,,,,,
SCr-181,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,1.0,20201020_Scott_Creek_Okisutch_Chloe_P1_results.csv,Deployed,2019-05-23 05:28:32,2019-05-23 05:04:38,2019-05-23 05:10:13,2019-05-22 17:46:45,36.62,2000.0,,,Field,Moe,Moe_2019_Scott_Creek_2_20210223.csv,,2019-05-23,5.0,0.0,4.0
SCr-181,coho,1:5,0.0,0.0,1,1,1,3,1,3,3,38.54431915,,,1.0,20201020_Scott_Creek_Okisutch_Chloe_P1_results.csv,Deployed,2019-05-23 05:28:32,2019-05-23 05:04:38,2019-05-23 05:10:13,2019-05-22 17:46:45,36.62,2000.0,,,Field,Moe,Moe_2019_Scott_Creek_2_20210223.csv,,2019-05-23,5.0,0.0,4.0
SCr-181,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201020_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,2019-05-23 05:28:32,2019-05-23 05:04:38,2019-05-23 05:10:13,2019-05-22 17:46:45,36.62,2000.0,,,Field,Moe,Moe_2019_Scott_Creek_2_20210223.csv,,2019-05-23,5.0,0.0,4.0
SCr-181,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201020_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,2019-05-23 05:28:32,2019-05-23 05:04:38,2019-05-23 05:10:13,2019-05-22 17:46:45,36.62,2000.0,,,Field,Moe,Moe_2019_Scott_Creek_2_20210223.csv,,2019-05-23,5.0,0.0,4.0
SCr-1814,trout,1:5,880.4351050265423,95.46524475077636,1,0,0,3,3,0,0,31.97311401,0.169442147,,,20201020_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-24,coho,1:1,0.0,0.0,1,1,1,3,1,3,3,12.06146336,,,,20201210_Scott_Creek_Okisutch_Chloe_P1_data.csv,Deployed,,,,,,,,,,,,,,,,
SCr-24,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201210_Scott_Creek_Okisutch_Chloe_P1_data.csv,Deployed,,,,,,,,,,,,,,,,
SCr-24,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201210_Scott_Creek_Omykiss_Chloe_P1_results.xls,Deployed,,,,,,,,,,,,,,,,
SCr-24,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201210_Scott_Creek_Omykiss_Chloe_P1_results.xls,Deployed,,,,,,,,,,,,,,,,
SCr-269,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,1.0,20200930_Scott_Creek_Okisutch_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-269,coho,1:5,278.3784242530182,164.99848034022924,1,0,0,3,3,0,0,34.81129837,0.892317235,,1.0,20200930_Scott_Creek_Okisutch_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-269,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20200930_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-269,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20200930_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-286,coho,1:1,155.90405530955675,48.79469210165831,1,0,0,3,3,0,0,33.14256287,0.5145705939999999,-2.1820526099999995,0.0,20201001_Scott_Creek_Okisutch_Chloe_P1_results.csv,Deployed,2019-07-09 05:37:05,2019-07-09 05:04:43,2019-07-09 05:15:19,2019-07-08 05:58:51,43.53,2000.0,,,deployed,Gordon,Gordon_2019_Scott_Creek_20210223.csv,,2019-07-09,6.0,0.0,9.0
SCr-286,coho,1:5,117.34145649333423,101.88064965591258,1,0,0,3,2,1,1,35.32461548,0.087867752,-2.1820526099999995,0.0,20201001_Scott_Creek_Okisutch_Chloe_P1_results.csv,Deployed,2019-07-09 05:37:05,2019-07-09 05:04:43,2019-07-09 05:15:19,2019-07-08 05:58:51,43.53,2000.0,,,deployed,Gordon,Gordon_2019_Scott_Creek_20210223.csv,,2019-07-09,6.0,0.0,9.0
SCr-286,trout,1:1,1950.7443565381107,92.87593948679708,1,0,0,3,3,0,0,28.31978416,0.073257402,-2.648471839999999,0.0,20201001_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,2019-07-09 05:37:05,2019-07-09 05:04:43,2019-07-09 05:15:19,2019-07-08 05:58:51,43.53,2000.0,,,deployed,Gordon,Gordon_2019_Scott_Creek_20210223.csv,,2019-07-09,6.0,0.0,9.0
SCr-286,trout,1:5,1704.5730593098658,141.91748007384032,1,0,0,3,3,0,0,30.968256,0.126933098,-2.648471839999999,0.0,20201001_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,2019-07-09 05:37:05,2019-07-09 05:04:43,2019-07-09 05:15:19,2019-07-08 05:58:51,43.53,2000.0,,,deployed,Gordon,Gordon_2019_Scott_Creek_20210223.csv,,2019-07-09,6.0,0.0,9.0
SCr-148,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201109_Scott_Creek_Omykiss_Chloe_P1_data.csv,Deployed,,,,,,,,,,,,,,,,
SCr-309,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201012_Scott_Creek_Okisutch_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-148,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201109_Scott_Creek_Omykiss_Chloe_P1_data.csv,Deployed,,,,,,,,,,,,,,,,
SCr-148,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201109_Scott_Creek_Okisutch_Chloe_P1_data.csv,Deployed,,,,,,,,,,,,,,,,
SCr-857,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201103_Scott_Creek_Omykiss_Chloe_P1_data.csv,Deployed,,,,,,,,,,,,,,,,
SCr-857,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201103_Scott_Creek_Omykiss_Chloe_P1_data.csv,Deployed,,,,,,,,,,,,,,,,
SCr-857,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201103_Scott_Creek_Okisutch_Chloe_P1_data.csv,Deployed,,,,,,,,,,,,,,,,
SCr-857,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201103_Scott_Creek_Okisutch_Chloe_P1_data.csv,Deployed,,,,,,,,,,,,,,,,
SCr-773,trout,1:5,0.0,0.0,1,1,1,3,2,3,3,36.45874786376953,1.3717700242996216,,1.0,20201112_Scott_Creek_Omykiss_Kevan_P1.xls,Deployed,,,,,,,,,,,,,,,,
SCr-129,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210208_Scott_Creek_Okisutch_Kevan_P2.xls,Deployed,,,,,,,,,,,,,,,,
SCr-129,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210208_Scott_Creek_Okisutch_Kevan_P2.xls,Deployed,,,,,,,,,,,,,,,,
SCr-129,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210208_Scott_Creek_Omykiss_Kevan_P2.xls,Deployed,,,,,,,,,,,,,,,,
SCr-129,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210208_Scott_Creek_Omykiss_Kevan_P2.xls,Deployed,,,,,,,,,,,,,,,,
SCr-130,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201109_Scott_Creek_Okisutch_Chloe_P1_data.csv,Deployed,,,,,,,,,,,,,,,,
SCr-130,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201109_Scott_Creek_Okisutch_Chloe_P1_data.csv,Deployed,,,,,,,,,,,,,,,,
SCr-130,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201109_Scott_Creek_Omykiss_Chloe_P1_data.csv,Deployed,,,,,,,,,,,,,,,,
SCr-130,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201109_Scott_Creek_Omykiss_Chloe_P1_data.csv,Deployed,,,,,,,,,,,,,,,,
SCr-131,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210204_Scott_Creek_Okisutch_Kevan_P3.xls,Deployed,,,,,,,,,,,,,,,,
SCr-131,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210204_Scott_Creek_Okisutch_Kevan_P3.xls,Deployed,,,,,,,,,,,,,,,,
SCr-131,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210204_Scott_Creek_Omykiss_Kevan_P3.xls,Deployed,,,,,,,,,,,,,,,,
SCr-131,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210204_Scott_Creek_Omykiss_Kevan_P3.xls,Deployed,,,,,,,,,,,,,,,,
SCr-148,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201109_Scott_Creek_Okisutch_Chloe_P1_data.csv,Deployed,,,,,,,,,,,,,,,,
SCr-444,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201117_Scott_Creek_Omykiss_Chloe_P1_data.csv,Deployed,,,,,,,,,,,,,,,,
SCr-309,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201012_Scott_Creek_Okisutch_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
