id,target,dilution,conc,conc_sd,detected,BLOD,BLOQ,n_replicates,n_amplified,n_BLOD,n_BLOQ,Ct_Mean,Ct_sd,delta_Ct,inhibition,source_file,sample_type,sample_mid,sample_wake,sample_start,sample_end,sample_duration,vol_target,vol_actual,vol_diff,lab_field,ESP,log_file,sample_rate,date,hour,morn_midday_eve,deployment
SCr-309,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201012_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-335,coho,1:5,0.0,0.0,1,1,1,3,1,3,3,39.2677002,,-0.3133201600000035,1.0,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-335,trout,1:1,412.14061749431517,70.72826683059778,1,0,0,3,3,0,0,30.69195747,0.262384295,-1.7203617099999988,1.0,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-335,trout,1:5,656.9927936433875,33.67772074161274,1,0,0,3,3,0,0,32.41231918,0.076800615,-1.7203617099999988,1.0,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-336,coho,1:1,0.0,8.274214053446059,1,1,1,3,3,2,2,37.69878006,1.051309586,-0.5442733799999999,1.0,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-336,coho,1:5,0.0,0.0,1,1,1,3,3,3,3,38.24305344,0.6742729540000001,-0.5442733799999999,1.0,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-336,trout,1:1,681.9528720675565,74.6668614161435,1,0,0,3,3,0,0,29.91893196,0.164106265,-1.783962250000002,1.0,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-336,trout,1:5,1047.988315013594,22.87003089307657,1,0,0,3,3,0,0,31.70289421,0.033229385,-1.783962250000002,1.0,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-337,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,1.0,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-337,coho,1:5,0.0,0.0,1,1,1,3,1,3,3,38.90389252,,,1.0,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-337,trout,1:1,234.13594132405066,29.062359595245148,1,0,0,3,3,0,0,31.54290009,0.19554713399999998,-0.9655570900000008,1.0,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-337,trout,1:5,623.401196165557,112.8455964456718,1,0,0,3,3,0,0,32.50845718,0.289974838,-0.9655570900000008,1.0,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-343,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,1.0,20201028_Scott_Creek_Okisutch_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-343,coho,1:5,0.0,0.0,1,1,1,3,1,3,3,38.85686874,,,1.0,20201028_Scott_Creek_Okisutch_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-343,trout,1:1,104.12680543248993,17.87373884437326,1,0,0,3,3,0,0,32.77908325,0.264122456,-0.3096618699999993,1.0,20201028_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-343,trout,1:5,435.3664846871284,135.31235222459767,1,0,0,3,3,0,0,33.08874512,0.504677415,-0.3096618699999993,1.0,20201028_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-444,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201117_Scott_Creek_Okisutch_Chloe_P1_data.csv,Deployed,,,,,,,,,,,,,,,,
SCr-444,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201117_Scott_Creek_Okisutch_Chloe_P1_data.csv,Deployed,,,,,,,,,,,,,,,,
SCr-335,coho,1:1,0.0,0.0,1,1,1,3,3,3,3,38.95438004,0.7992567420000001,-0.3133201600000035,1.0,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-309,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201012_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-334,trout,1:5,314.6664451472535,82.88325821885525,1,0,0,3,3,0,0,33.56346893,0.405018896,-1.405391690000002,1.0,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-334,coho,1:5,0.0,0.0,1,1,1,3,2,3,3,37.27741241,0.033952154,,1.0,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-312,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201012_Scott_Creek_Okisutch_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-312,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201012_Scott_Creek_Okisutch_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-312,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201012_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-312,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201012_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-331,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-331,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-331,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-334,trout,1:1,157.34078378749768,31.90207768375229,1,0,0,3,3,0,0,32.15807724,0.303117305,-1.405391690000002,1.0,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-331,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-740,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201118_Scott_Creek_Okisutch_Kevan_P1.xls,Deployed,,,,,,,,,,,,,,,,
SCr-332,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-332,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-333,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,1.0,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-333,coho,1:5,0.0,0.0,1,1,1,3,1,3,3,39.18933868,,,1.0,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-333,trout,1:1,200.1903770599057,13.159167019681046,1,0,0,3,3,0,0,31.77453613,0.10105089800000001,-0.14933204999999816,1.0,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-333,trout,1:5,910.4760850022805,112.15510208668778,1,0,0,3,3,0,0,31.92386818,0.18993161600000005,-0.14933204999999816,1.0,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-334,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,1.0,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-332,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv,Deployed,,,,,,,,,,,,,,,,
SCr-740,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201118_Scott_Creek_Omykiss_Kevan_P1_results.xls,Deployed,,,,,,,,,,,,,,,,
SCr-neg1,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210203_Scott_Creek_Omykiss_Kevan_P1.xls,ESP Negative,,,,,,,,,,,,,,,,
SCr-neg1,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210203_Scott_Creek_Omykiss_Kevan_P1.xls,ESP Negative,,,,,,,,,,,,,,,,
SCr-neg,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210202_Scott_Creek_Okisutch_Kevan_P2_results.xls,ESP Negative,,,,,,,,,,,,,,,,
SCr-neg1,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210203_Scott_Creek_Okisutch_Kevan_P1.xls,ESP Negative,,,,,,,,,,,,,,,,
SCr-neg1,coho,1:1,0.0,0.0,1,1,1,3,2,3,3,39.15242004394531,0.914965569972992,,,20210203_Scott_Creek_Okisutch_Kevan_P1.xls,ESP Negative,,,,,,,,,,,,,,,,
SCr-neg,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210202_Scott_Creek_Omykiss_Kevan_P2_results.xls,ESP Negative,,,,,,,,,,,,,,,,
SCr-neg,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210202_Scott_Creek_Okisutch_Kevan_P2_results.xls,ESP Negative,,,,,,,,,,,,,,,,
SCr-neg,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210202_Scott_Creek_Omykiss_Kevan_P2_results.xls,ESP Negative,,,,,,,,,,,,,,,,
SCr-EB20,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201028_Scott_Creek_Okisutch_Kevan_P1_results.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB20,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201028_Scott_Creek_Omykiss_Kevan_P1_results.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB20,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201028_Scott_Creek_Omykiss_Kevan_P1_results.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB201,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Okisutch_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB201,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Okisutch_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB201,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Omykiss_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB201,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Omykiss_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB7,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201207_Scott_Creek_Omykiss_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB202,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Okisutch_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB202,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Okisutch_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB202,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Omykiss_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB202,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Omykiss_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB204,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Okisutch_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB204,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Okisutch_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB204,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Omykiss_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB204,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Omykiss_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB205,coho,1:1,0.0,0.0,1,1,1,3,1,3,3,38.71916198730469,,,,20210222_Scott_Creek_ESP_Spatial_Okisutch_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB205,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Okisutch_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB20,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201028_Scott_Creek_Okisutch_Kevan_P1_results.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB2,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201110_Scott_Creek_Omykiss_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB2,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201110_Scott_Creek_Okisutch_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB2,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201110_Scott_Creek_Okisutch_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB15,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201111_Scott_Creek_Omykiss_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB16,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201001_Scott_Creek_Okisutch_Kevan_P1_results.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB16,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201001_Scott_Creek_Okisutch_Kevan_P1_results.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB16,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201001_Scott_Creek_Omykiss_Kevan_P1_results.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB16,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201001_Scott_Creek_Omykiss_Kevan_P1_results.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB17,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201103_Scott_Creek_Okisutch_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB17,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201103_Scott_Creek_Okisutch_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB17,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201103_Scott_Creek_Omykiss_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB2,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201110_Scott_Creek_Omykiss_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB17,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201103_Scott_Creek_Omykiss_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB18,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201104_Scott_Creek_Okisutch_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB18,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201104_Scott_Creek_Omykiss_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB18,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201104_Scott_Creek_Omykiss_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB19,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201104_Scott_Creek_Okisutch_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB19,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201104_Scott_Creek_Okisutch_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB19,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201104_Scott_Creek_Omykiss_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB19,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201104_Scott_Creek_Omykiss_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB205,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Omykiss_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB18,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201104_Scott_Creek_Okisutch_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB205,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Omykiss_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB21,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201022_Scott_Creek_Omykiss_Kevan_P1.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB21,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201022_Scott_Creek_Okisutch_Kevan_P1.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB4,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210203_Scott_Creek_Okisutch_Kevan_P1.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB4,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210203_Scott_Creek_Omykiss_Kevan_P1.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB4,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210203_Scott_Creek_Omykiss_Kevan_P1.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB5,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Okisutch_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB5,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Okisutch_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB5,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,1.0,20210222_Scott_Creek_ESP_Spatial_Omykiss_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB5,trout,1:5,0.0,0.0,1,1,1,3,1,3,3,22.060937881469727,,,1.0,20210222_Scott_Creek_ESP_Spatial_Omykiss_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB7,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201207_Scott_Creek_Okisutch_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB4,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210203_Scott_Creek_Okisutch_Kevan_P1.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB15,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201111_Scott_Creek_Omykiss_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB9,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201210_Scott_Creek_Omykiss_Chloe_P1_results.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB9,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201210_Scott_Creek_Okisutch_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB9,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201210_Scott_Creek_Okisutch_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB8,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201207_Scott_Creek_Omykiss_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB8,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201207_Scott_Creek_Omykiss_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB8,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201207_Scott_Creek_Okisutch_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB8,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201207_Scott_Creek_Okisutch_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB7,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201207_Scott_Creek_Omykiss_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB9,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201210_Scott_Creek_Omykiss_Chloe_P1_results.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB3,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210202_Scott_Creek_Omykiss_Kevan_P2_results.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB3,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210202_Scott_Creek_Omykiss_Kevan_P2_results.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB3,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210202_Scott_Creek_Okisutch_Kevan_P2_results.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB7,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201207_Scott_Creek_Okisutch_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB21,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201022_Scott_Creek_Omykiss_Kevan_P1.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB22,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201027_Scott_Creek_Okisutch_Kevan_P2_results.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB22,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201027_Scott_Creek_Okisutch_Kevan_P2_results.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB22,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB22,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201027_Scott_Creek_Omykiss_Kevan_P2_results.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB23,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201111_Scott_Creek_Okisutch_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB23,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201111_Scott_Creek_Okisutch_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB23,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201111_Scott_Creek_Omykiss_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB23,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201111_Scott_Creek_Omykiss_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB24,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210204_Scott_Creek_Okisutch_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB24,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210204_Scott_Creek_Okisutch_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB24,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210204_Scott_Creek_Omykiss_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB24,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20210204_Scott_Creek_Omykiss_Kevan_P2.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB26,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201007_Scott_Creek_Okisutch_Kevan_P1.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB26,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201007_Scott_Creek_Okisutch_Kevan_P1.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB26,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201007_Scott_Creek_Omykiss_Kevan_P1.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB26,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201007_Scott_Creek_Omykiss_Kevan_P1.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB3,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210202_Scott_Creek_Okisutch_Kevan_P2_results.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB21,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201022_Scott_Creek_Okisutch_Kevan_P1.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB15,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201111_Scott_Creek_Okisutch_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
EB3520A,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20210222_Scott_Creek_ESP_Spatial_Okisutch_Kevan_P1.xls,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB12,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201118_Scott_Creek_Omykiss_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
SCr-EB06,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201123_Scott_Creek_Omykiss_Chloe_P1_data.csv,Extraction Blank,,,,,,,,,,,,,,,,
