index,id,target,dilution,replicate,task,Ct,Ct_Mean,Ct_sd,quantity,quantity_mean,quantity_sd,well,source_file,logQ,detect
6924,,coho,,,STANDARD,21.16584015,21.16086769,0.019349648,100000.0,,,B1,20201116_Scott_Creek_Okisutch_Chloe_P1_data.csv,5.0,1
6925,,coho,,,STANDARD,21.13951874,21.16086769,0.019349648,100000.0,,,B2,20201116_Scott_Creek_Okisutch_Chloe_P1_data.csv,5.0,1
6926,,coho,,,STANDARD,21.177248,21.16086769,0.019349648,100000.0,,,B3,20201116_Scott_Creek_Okisutch_Chloe_P1_data.csv,5.0,1
6936,,coho,,,STANDARD,24.7657299,24.72967529,0.102796376,10000.0,,,C1,20201116_Scott_Creek_Okisutch_Chloe_P1_data.csv,4.0,1
6937,,coho,,,STANDARD,24.80958748,24.72967529,0.102796376,10000.0,,,C2,20201116_Scott_Creek_Okisutch_Chloe_P1_data.csv,4.0,1
6938,,coho,,,STANDARD,24.6137085,24.72967529,0.102796376,10000.0,,,C3,20201116_Scott_Creek_Okisutch_Chloe_P1_data.csv,4.0,1
6948,,coho,,,STANDARD,28.54637527,28.36490822,0.173735887,1000.0,,,D1,20201116_Scott_Creek_Okisutch_Chloe_P1_data.csv,3.0,1
6949,,coho,,,STANDARD,28.20010376,28.36490822,0.173735887,1000.0,,,D2,20201116_Scott_Creek_Okisutch_Chloe_P1_data.csv,3.0,1
6950,,coho,,,STANDARD,28.34824944,28.36490822,0.173735887,1000.0,,,D3,20201116_Scott_Creek_Okisutch_Chloe_P1_data.csv,3.0,1
6960,,coho,,,STANDARD,31.72258186,32.1879158,0.404859573,100.0,,,E1,20201116_Scott_Creek_Okisutch_Chloe_P1_data.csv,2.0,1
6961,,coho,,,STANDARD,32.38176346,32.1879158,0.404859573,100.0,,,E2,20201116_Scott_Creek_Okisutch_Chloe_P1_data.csv,2.0,1
6962,,coho,,,STANDARD,32.45941162,32.1879158,0.404859573,100.0,,,E3,20201116_Scott_Creek_Okisutch_Chloe_P1_data.csv,2.0,1
6972,,coho,,,STANDARD,34.38929749,35.57377243,1.025811911,10.0,,,F1,20201116_Scott_Creek_Okisutch_Chloe_P1_data.csv,1.0,1
6973,,coho,,,STANDARD,36.15878296,35.57377243,1.025811911,10.0,,,F2,20201116_Scott_Creek_Okisutch_Chloe_P1_data.csv,1.0,1
6974,,coho,,,STANDARD,36.17324066,35.57377243,1.025811911,10.0,,,F3,20201116_Scott_Creek_Okisutch_Chloe_P1_data.csv,1.0,1
6984,,coho,,,STANDARD,Undetermined,,,5.0,,,G1,20201116_Scott_Creek_Okisutch_Chloe_P1_data.csv,0.6989700043360189,0
6985,,coho,,,STANDARD,Undetermined,,,5.0,,,G2,20201116_Scott_Creek_Okisutch_Chloe_P1_data.csv,0.6989700043360189,0
6986,,coho,,,STANDARD,Undetermined,,,5.0,,,G3,20201116_Scott_Creek_Okisutch_Chloe_P1_data.csv,0.6989700043360189,0
7008,,coho,,,STANDARD,20.04538536,20.02826118,0.06051873400000001,1000000.0,,,A1,20201116_Scott_Creek_Okisutch_Chloe_P2_data.csv,6.0,1
7009,,coho,,,STANDARD,20.07837486,20.02826118,0.06051873400000001,1000000.0,,,A2,20201116_Scott_Creek_Okisutch_Chloe_P2_data.csv,6.0,1
7010,,coho,,,STANDARD,19.96102715,20.02826118,0.06051873400000001,1000000.0,,,A3,20201116_Scott_Creek_Okisutch_Chloe_P2_data.csv,6.0,1
7020,,coho,,,STANDARD,23.79156303,23.81531525,0.071092263,100000.0,,,B1,20201116_Scott_Creek_Okisutch_Chloe_P2_data.csv,5.0,1
7021,,coho,,,STANDARD,23.89524269,23.81531525,0.071092263,100000.0,,,B2,20201116_Scott_Creek_Okisutch_Chloe_P2_data.csv,5.0,1
7022,,coho,,,STANDARD,23.75914001,23.81531525,0.071092263,100000.0,,,B3,20201116_Scott_Creek_Okisutch_Chloe_P2_data.csv,5.0,1
7032,,coho,,,STANDARD,27.29694366,27.4000988,0.239382908,10000.0,,,C1,20201116_Scott_Creek_Okisutch_Chloe_P2_data.csv,4.0,1
7033,,coho,,,STANDARD,27.67376518,27.4000988,0.239382908,10000.0,,,C2,20201116_Scott_Creek_Okisutch_Chloe_P2_data.csv,4.0,1
7034,,coho,,,STANDARD,27.22958755,27.4000988,0.239382908,10000.0,,,C3,20201116_Scott_Creek_Okisutch_Chloe_P2_data.csv,4.0,1
7044,,coho,,,STANDARD,31.20988274,31.09942627,0.238969669,1000.0,,,D1,20201116_Scott_Creek_Okisutch_Chloe_P2_data.csv,3.0,1
7045,,coho,,,STANDARD,31.2631855,31.09942627,0.238969669,1000.0,,,D2,20201116_Scott_Creek_Okisutch_Chloe_P2_data.csv,3.0,1
7046,,coho,,,STANDARD,30.82520866,31.09942627,0.238969669,1000.0,,,D3,20201116_Scott_Creek_Okisutch_Chloe_P2_data.csv,3.0,1
7056,,coho,,,STANDARD,35.36276627,35.16636276,0.7051380279999999,100.0,,,E1,20201116_Scott_Creek_Okisutch_Chloe_P2_data.csv,2.0,1
7057,,coho,,,STANDARD,35.75247955,35.16636276,0.7051380279999999,100.0,,,E2,20201116_Scott_Creek_Okisutch_Chloe_P2_data.csv,2.0,1
7058,,coho,,,STANDARD,34.38384628,35.16636276,0.7051380279999999,100.0,,,E3,20201116_Scott_Creek_Okisutch_Chloe_P2_data.csv,2.0,1
7068,,coho,,,STANDARD,Undetermined,39.05378342,0.7354132529999999,10.0,,,F1,20201116_Scott_Creek_Okisutch_Chloe_P2_data.csv,1.0,0
7069,,coho,,,STANDARD,38.5337677,39.05378342,0.7354132529999999,10.0,,,F2,20201116_Scott_Creek_Okisutch_Chloe_P2_data.csv,1.0,1
7070,,coho,,,STANDARD,39.57379913,39.05378342,0.7354132529999999,10.0,,,F3,20201116_Scott_Creek_Okisutch_Chloe_P2_data.csv,1.0,1
7080,,coho,,,STANDARD,38.54284286,38.99749756,0.6429788470000001,5.0,,,G1,20201116_Scott_Creek_Okisutch_Chloe_P2_data.csv,0.6989700043360189,1
7081,,coho,,,STANDARD,39.45215225,38.99749756,0.6429788470000001,5.0,,,G2,20201116_Scott_Creek_Okisutch_Chloe_P2_data.csv,0.6989700043360189,1
7082,,coho,,,STANDARD,Undetermined,38.99749756,0.6429788470000001,5.0,,,G3,20201116_Scott_Creek_Okisutch_Chloe_P2_data.csv,0.6989700043360189,0
7104,,trout,,,STANDARD,19.77446175,19.62713051,0.270332515,1000000.0,,,A1,20201116_Scott_Creek_Omykiss_Chloe_P1_data.csv,6.0,1
7105,,trout,,,STANDARD,19.79179573,19.62713051,0.270332515,1000000.0,,,A2,20201116_Scott_Creek_Omykiss_Chloe_P1_data.csv,6.0,1
7106,,trout,,,STANDARD,19.31513977,19.62713051,0.270332515,1000000.0,,,A3,20201116_Scott_Creek_Omykiss_Chloe_P1_data.csv,6.0,1
7116,,trout,,,STANDARD,23.31942368,23.31292725,0.251840472,100000.0,,,B1,20201116_Scott_Creek_Omykiss_Chloe_P1_data.csv,5.0,1
7117,,trout,,,STANDARD,23.56145859,23.31292725,0.251840472,100000.0,,,B2,20201116_Scott_Creek_Omykiss_Chloe_P1_data.csv,5.0,1
7118,,trout,,,STANDARD,23.05790329,23.31292725,0.251840472,100000.0,,,B3,20201116_Scott_Creek_Omykiss_Chloe_P1_data.csv,5.0,1
7128,,trout,,,STANDARD,27.18829155,27.27342415,0.382731795,10000.0,,,C1,20201116_Scott_Creek_Omykiss_Chloe_P1_data.csv,4.0,1
7129,,trout,,,STANDARD,27.69155312,27.27342415,0.382731795,10000.0,,,C2,20201116_Scott_Creek_Omykiss_Chloe_P1_data.csv,4.0,1
7130,,trout,,,STANDARD,26.94042587,27.27342415,0.382731795,10000.0,,,C3,20201116_Scott_Creek_Omykiss_Chloe_P1_data.csv,4.0,1
7140,,trout,,,STANDARD,30.86633682,30.63103294,0.365001708,1000.0,,,D1,20201116_Scott_Creek_Omykiss_Chloe_P1_data.csv,3.0,1
7141,,trout,,,STANDARD,30.81620026,30.63103294,0.365001708,1000.0,,,D2,20201116_Scott_Creek_Omykiss_Chloe_P1_data.csv,3.0,1
7142,,trout,,,STANDARD,30.21055984,30.63103294,0.365001708,1000.0,,,D3,20201116_Scott_Creek_Omykiss_Chloe_P1_data.csv,3.0,1
7152,,trout,,,STANDARD,32.63742065,32.17710495,0.7959008809999999,100.0,,,E1,20201116_Scott_Creek_Omykiss_Chloe_P1_data.csv,2.0,1
7153,,trout,,,STANDARD,32.63581467,32.17710495,0.7959008809999999,100.0,,,E2,20201116_Scott_Creek_Omykiss_Chloe_P1_data.csv,2.0,1
7154,,trout,,,STANDARD,31.25807762,32.17710495,0.7959008809999999,100.0,,,E3,20201116_Scott_Creek_Omykiss_Chloe_P1_data.csv,2.0,1
7164,,trout,,,STANDARD,Undetermined,37.62459183,,10.0,,,F1,20201116_Scott_Creek_Omykiss_Chloe_P1_data.csv,1.0,0
7165,,trout,,,STANDARD,37.62459183,37.62459183,,10.0,,,F2,20201116_Scott_Creek_Omykiss_Chloe_P1_data.csv,1.0,1
7166,,trout,,,STANDARD,Undetermined,37.62459183,,10.0,,,F3,20201116_Scott_Creek_Omykiss_Chloe_P1_data.csv,1.0,0
7176,,trout,,,STANDARD,Undetermined,,,5.0,,,G1,20201116_Scott_Creek_Omykiss_Chloe_P1_data.csv,0.6989700043360189,0
7177,,trout,,,STANDARD,Undetermined,,,5.0,,,G2,20201116_Scott_Creek_Omykiss_Chloe_P1_data.csv,0.6989700043360189,0
7178,,trout,,,STANDARD,Undetermined,,,5.0,,,G3,20201116_Scott_Creek_Omykiss_Chloe_P1_data.csv,0.6989700043360189,0
7200,,trout,,,STANDARD,19.30290031,18.94735146,0.307921112,1000000.0,,,A1,20201116_Scott_Creek_Omykiss_Chloe_P2_data.csv,6.0,1
7201,,trout,,,STANDARD,18.77170181,18.94735146,0.307921112,1000000.0,,,A2,20201116_Scott_Creek_Omykiss_Chloe_P2_data.csv,6.0,1
7202,,trout,,,STANDARD,18.76745415,18.94735146,0.307921112,1000000.0,,,A3,20201116_Scott_Creek_Omykiss_Chloe_P2_data.csv,6.0,1
7212,,trout,,,STANDARD,22.25169945,22.27803612,0.026658999,100000.0,,,B1,20201116_Scott_Creek_Omykiss_Chloe_P2_data.csv,5.0,1
7213,,trout,,,STANDARD,22.30500603,22.27803612,0.026658999,100000.0,,,B2,20201116_Scott_Creek_Omykiss_Chloe_P2_data.csv,5.0,1
7214,,trout,,,STANDARD,22.27739716,22.27803612,0.026658999,100000.0,,,B3,20201116_Scott_Creek_Omykiss_Chloe_P2_data.csv,5.0,1
7224,,trout,,,STANDARD,25.61625671,25.66968346,0.06466151,10000.0,,,C1,20201116_Scott_Creek_Omykiss_Chloe_P2_data.csv,4.0,1
7225,,trout,,,STANDARD,25.7415657,25.66968346,0.06466151,10000.0,,,C2,20201116_Scott_Creek_Omykiss_Chloe_P2_data.csv,4.0,1
7226,,trout,,,STANDARD,25.65122414,25.66968346,0.06466151,10000.0,,,C3,20201116_Scott_Creek_Omykiss_Chloe_P2_data.csv,4.0,1
7236,,trout,,,STANDARD,29.74604797,29.7946167,0.047016036,1000.0,,,D1,20201116_Scott_Creek_Omykiss_Chloe_P2_data.csv,3.0,1
7237,,trout,,,STANDARD,29.79789352,29.7946167,0.047016036,1000.0,,,D2,20201116_Scott_Creek_Omykiss_Chloe_P2_data.csv,3.0,1
7238,,trout,,,STANDARD,29.8399086,29.7946167,0.047016036,1000.0,,,D3,20201116_Scott_Creek_Omykiss_Chloe_P2_data.csv,3.0,1
7248,,trout,,,STANDARD,33.52603912,33.82645035,0.312140882,100.0,,,E1,20201116_Scott_Creek_Omykiss_Chloe_P2_data.csv,2.0,1
7249,,trout,,,STANDARD,34.14912796,33.82645035,0.312140882,100.0,,,E2,20201116_Scott_Creek_Omykiss_Chloe_P2_data.csv,2.0,1
7250,,trout,,,STANDARD,33.80417633,33.82645035,0.312140882,100.0,,,E3,20201116_Scott_Creek_Omykiss_Chloe_P2_data.csv,2.0,1
7260,,trout,,,STANDARD,Undetermined,36.89102554,0.166844875,10.0,,,F1,20201116_Scott_Creek_Omykiss_Chloe_P2_data.csv,1.0,0
7261,,trout,,,STANDARD,37.00900269,36.89102554,0.166844875,10.0,,,F2,20201116_Scott_Creek_Omykiss_Chloe_P2_data.csv,1.0,1
7262,,trout,,,STANDARD,36.7730484,36.89102554,0.166844875,10.0,,,F3,20201116_Scott_Creek_Omykiss_Chloe_P2_data.csv,1.0,1
7272,,trout,,,STANDARD,Undetermined,,,5.0,,,G1,20201116_Scott_Creek_Omykiss_Chloe_P2_data.csv,0.6989700043360189,0
7273,,trout,,,STANDARD,Undetermined,,,5.0,,,G2,20201116_Scott_Creek_Omykiss_Chloe_P2_data.csv,0.6989700043360189,0
7274,,trout,,,STANDARD,Undetermined,,,5.0,,,G3,20201116_Scott_Creek_Omykiss_Chloe_P2_data.csv,0.6989700043360189,0
7296,,coho,,,STANDARD,20.2697506,20.18908119,0.076670207,1000000.0,,,A1,20201117_Scott_Creek_Okisutch_Chloe_P1_data.csv,6.0,1
7297,,coho,,,STANDARD,20.18033218,20.18908119,0.076670207,1000000.0,,,A2,20201117_Scott_Creek_Okisutch_Chloe_P1_data.csv,6.0,1
7298,,coho,,,STANDARD,20.1171608,20.18908119,0.076670207,1000000.0,,,A3,20201117_Scott_Creek_Okisutch_Chloe_P1_data.csv,6.0,1
7308,,coho,,,STANDARD,23.66778755,23.61765862,0.045224149000000005,100000.0,,,B1,20201117_Scott_Creek_Okisutch_Chloe_P1_data.csv,5.0,1
7309,,coho,,,STANDARD,23.60525894,23.61765862,0.045224149000000005,100000.0,,,B2,20201117_Scott_Creek_Okisutch_Chloe_P1_data.csv,5.0,1
7310,,coho,,,STANDARD,23.57992554,23.61765862,0.045224149000000005,100000.0,,,B3,20201117_Scott_Creek_Okisutch_Chloe_P1_data.csv,5.0,1
7320,,coho,,,STANDARD,26.98390007,27.05725861,0.07776780400000001,10000.0,,,C1,20201117_Scott_Creek_Okisutch_Chloe_P1_data.csv,4.0,1
7321,,coho,,,STANDARD,27.13879013,27.05725861,0.07776780400000001,10000.0,,,C2,20201117_Scott_Creek_Okisutch_Chloe_P1_data.csv,4.0,1
7322,,coho,,,STANDARD,27.04908562,27.05725861,0.07776780400000001,10000.0,,,C3,20201117_Scott_Creek_Okisutch_Chloe_P1_data.csv,4.0,1
7332,,coho,,,STANDARD,30.68899536,30.49478149,0.168249875,1000.0,,,D1,20201117_Scott_Creek_Okisutch_Chloe_P1_data.csv,3.0,1
7333,,coho,,,STANDARD,30.3933239,30.49478149,0.168249875,1000.0,,,D2,20201117_Scott_Creek_Okisutch_Chloe_P1_data.csv,3.0,1
7334,,coho,,,STANDARD,30.40202713,30.49478149,0.168249875,1000.0,,,D3,20201117_Scott_Creek_Okisutch_Chloe_P1_data.csv,3.0,1
7344,,coho,,,STANDARD,34.20957947,34.34206772,0.132191703,100.0,,,E1,20201117_Scott_Creek_Okisutch_Chloe_P1_data.csv,2.0,1
7345,,coho,,,STANDARD,34.47396088,34.34206772,0.132191703,100.0,,,E2,20201117_Scott_Creek_Okisutch_Chloe_P1_data.csv,2.0,1
7346,,coho,,,STANDARD,34.342659,34.34206772,0.132191703,100.0,,,E3,20201117_Scott_Creek_Okisutch_Chloe_P1_data.csv,2.0,1
7356,,coho,,,STANDARD,37.69764709,37.36784744,0.78028059,10.0,,,F1,20201117_Scott_Creek_Okisutch_Chloe_P1_data.csv,1.0,1
7357,,coho,,,STANDARD,37.92907333,37.36784744,0.78028059,10.0,,,F2,20201117_Scott_Creek_Okisutch_Chloe_P1_data.csv,1.0,1
7358,,coho,,,STANDARD,36.47681808,37.36784744,0.78028059,10.0,,,F3,20201117_Scott_Creek_Okisutch_Chloe_P1_data.csv,1.0,1
7368,,coho,,,STANDARD,38.6225853,38.58317184,0.908200145,5.0,,,G1,20201117_Scott_Creek_Okisutch_Chloe_P1_data.csv,0.6989700043360189,1
7369,,coho,,,STANDARD,37.65590286,38.58317184,0.908200145,5.0,,,G2,20201117_Scott_Creek_Okisutch_Chloe_P1_data.csv,0.6989700043360189,1
7370,,coho,,,STANDARD,39.47101974,38.58317184,0.908200145,5.0,,,G3,20201117_Scott_Creek_Okisutch_Chloe_P1_data.csv,0.6989700043360189,1
7392,,coho,,,STANDARD,20.292959213256836,20.16404914855957,0.11206135898828506,1000000.0,,,A1,20201117_Scott_Creek_Okisutch_Kevan_P1.xls,6.0,1
7393,,coho,,,STANDARD,20.109302520751953,20.16404914855957,0.11206135898828506,1000000.0,,,A2,20201117_Scott_Creek_Okisutch_Kevan_P1.xls,6.0,1
7394,,coho,,,STANDARD,20.08988380432129,20.16404914855957,0.11206135898828506,1000000.0,,,A3,20201117_Scott_Creek_Okisutch_Kevan_P1.xls,6.0,1
7404,,coho,,,STANDARD,23.635379791259766,23.582658767700195,0.06159064173698425,100000.0,,,B1,20201117_Scott_Creek_Okisutch_Kevan_P1.xls,5.0,1
7405,,coho,,,STANDARD,23.51496124267578,23.582658767700195,0.06159064173698425,100000.0,,,B2,20201117_Scott_Creek_Okisutch_Kevan_P1.xls,5.0,1
7406,,coho,,,STANDARD,23.597637176513672,23.582658767700195,0.06159064173698425,100000.0,,,B3,20201117_Scott_Creek_Okisutch_Kevan_P1.xls,5.0,1
7416,,coho,,,STANDARD,27.020877838134766,27.03029441833496,0.03854716941714287,10000.0,,,C1,20201117_Scott_Creek_Okisutch_Kevan_P1.xls,4.0,1
7417,,coho,,,STANDARD,27.072675704956055,27.03029441833496,0.03854716941714287,10000.0,,,C2,20201117_Scott_Creek_Okisutch_Kevan_P1.xls,4.0,1
7418,,coho,,,STANDARD,26.997325897216797,27.03029441833496,0.03854716941714287,10000.0,,,C3,20201117_Scott_Creek_Okisutch_Kevan_P1.xls,4.0,1
7428,,coho,,,STANDARD,30.65801239013672,30.528772354125977,0.12251657992601395,1000.0,,,D1,20201117_Scott_Creek_Okisutch_Kevan_P1.xls,3.0,1
7429,,coho,,,STANDARD,30.414321899414062,30.528772354125977,0.12251657992601395,1000.0,,,D2,20201117_Scott_Creek_Okisutch_Kevan_P1.xls,3.0,1
7430,,coho,,,STANDARD,30.51398277282715,30.528772354125977,0.12251657992601395,1000.0,,,D3,20201117_Scott_Creek_Okisutch_Kevan_P1.xls,3.0,1
7440,,coho,,,STANDARD,33.64697265625,33.850208282470696,0.20231878757476807,100.0,,,E1,20201117_Scott_Creek_Okisutch_Kevan_P1.xls,2.0,1
7441,,coho,,,STANDARD,34.051597595214844,33.850208282470696,0.20231878757476807,100.0,,,E2,20201117_Scott_Creek_Okisutch_Kevan_P1.xls,2.0,1
7442,,coho,,,STANDARD,33.852054595947266,33.850208282470696,0.20231878757476807,100.0,,,E3,20201117_Scott_Creek_Okisutch_Kevan_P1.xls,2.0,1
7452,,coho,,,STANDARD,39.86643981933594,38.84337997436523,1.0339163541793823,10.0,,,F1,20201117_Scott_Creek_Okisutch_Kevan_P1.xls,1.0,1
7453,,coho,,,STANDARD,38.86476135253906,38.84337997436523,1.0339163541793823,10.0,,,F2,20201117_Scott_Creek_Okisutch_Kevan_P1.xls,1.0,1
7454,,coho,,,STANDARD,37.7989387512207,38.84337997436523,1.0339163541793823,10.0,,,F3,20201117_Scott_Creek_Okisutch_Kevan_P1.xls,1.0,1
7464,,coho,,,STANDARD,37.02843475341797,37.76835632324219,1.0464071035385132,5.0,,,G1,20201117_Scott_Creek_Okisutch_Kevan_P1.xls,0.6989700043360189,1
7465,,coho,,,STANDARD,38.508277893066406,37.76835632324219,1.0464071035385132,5.0,,,G2,20201117_Scott_Creek_Okisutch_Kevan_P1.xls,0.6989700043360189,1
7466,,coho,,,STANDARD,Undetermined,37.76835632324219,1.0464071035385132,5.0,,,G3,20201117_Scott_Creek_Okisutch_Kevan_P1.xls,0.6989700043360189,0
7488,,trout,,,STANDARD,19.2488327,18.9309864,0.282739967,1000000.0,,,A1,20201117_Scott_Creek_Omykiss_Chloe_P1_data.csv,6.0,1
7489,,trout,,,STANDARD,18.83666229,18.9309864,0.282739967,1000000.0,,,A2,20201117_Scott_Creek_Omykiss_Chloe_P1_data.csv,6.0,1
7490,,trout,,,STANDARD,18.70746803,18.9309864,0.282739967,1000000.0,,,A3,20201117_Scott_Creek_Omykiss_Chloe_P1_data.csv,6.0,1
7500,,trout,,,STANDARD,22.58083916,22.36547279,0.194240898,100000.0,,,B1,20201117_Scott_Creek_Omykiss_Chloe_P1_data.csv,5.0,1
7501,,trout,,,STANDARD,22.20354271,22.36547279,0.194240898,100000.0,,,B2,20201117_Scott_Creek_Omykiss_Chloe_P1_data.csv,5.0,1
7502,,trout,,,STANDARD,22.31204033,22.36547279,0.194240898,100000.0,,,B3,20201117_Scott_Creek_Omykiss_Chloe_P1_data.csv,5.0,1
7512,,trout,,,STANDARD,25.69959259,25.63245583,0.133701846,10000.0,,,C1,20201117_Scott_Creek_Omykiss_Chloe_P1_data.csv,4.0,1
7513,,trout,,,STANDARD,25.71928787,25.63245583,0.133701846,10000.0,,,C2,20201117_Scott_Creek_Omykiss_Chloe_P1_data.csv,4.0,1
7514,,trout,,,STANDARD,25.47849083,25.63245583,0.133701846,10000.0,,,C3,20201117_Scott_Creek_Omykiss_Chloe_P1_data.csv,4.0,1
7524,,trout,,,STANDARD,29.63225937,29.45363426,0.280998439,1000.0,,,D1,20201117_Scott_Creek_Omykiss_Chloe_P1_data.csv,3.0,1
7525,,trout,,,STANDARD,29.12973595,29.45363426,0.280998439,1000.0,,,D2,20201117_Scott_Creek_Omykiss_Chloe_P1_data.csv,3.0,1
7526,,trout,,,STANDARD,29.59890366,29.45363426,0.280998439,1000.0,,,D3,20201117_Scott_Creek_Omykiss_Chloe_P1_data.csv,3.0,1
7536,,trout,,,STANDARD,34.02119064,33.42898178,0.622832477,100.0,,,E1,20201117_Scott_Creek_Omykiss_Chloe_P1_data.csv,2.0,1
7537,,trout,,,STANDARD,32.7794838,33.42898178,0.622832477,100.0,,,E2,20201117_Scott_Creek_Omykiss_Chloe_P1_data.csv,2.0,1
7538,,trout,,,STANDARD,33.48626709,33.42898178,0.622832477,100.0,,,E3,20201117_Scott_Creek_Omykiss_Chloe_P1_data.csv,2.0,1
7548,,trout,,,STANDARD,37.80993652,37.2491951,0.793008149,10.0,,,F1,20201117_Scott_Creek_Omykiss_Chloe_P1_data.csv,1.0,1
7549,,trout,,,STANDARD,36.68845367,37.2491951,0.793008149,10.0,,,F2,20201117_Scott_Creek_Omykiss_Chloe_P1_data.csv,1.0,1
7550,,trout,,,STANDARD,Undetermined,37.2491951,0.793008149,10.0,,,F3,20201117_Scott_Creek_Omykiss_Chloe_P1_data.csv,1.0,0
7560,,trout,,,STANDARD,38.10071564,37.43519211,0.679757893,5.0,,,G1,20201117_Scott_Creek_Omykiss_Chloe_P1_data.csv,0.6989700043360189,1
7561,,trout,,,STANDARD,37.46282578,37.43519211,0.679757893,5.0,,,G2,20201117_Scott_Creek_Omykiss_Chloe_P1_data.csv,0.6989700043360189,1
7562,,trout,,,STANDARD,36.74204254,37.43519211,0.679757893,5.0,,,G3,20201117_Scott_Creek_Omykiss_Chloe_P1_data.csv,0.6989700043360189,1
7584,,trout,,,STANDARD,19.377689361572266,19.0885066986084,0.2533019781112671,1000000.0,,,A1,20201117_Scott_Creek_Omykiss_Kevan_P1.xls,6.0,1
7585,,trout,,,STANDARD,18.981897354125977,19.0885066986084,0.2533019781112671,1000000.0,,,A2,20201117_Scott_Creek_Omykiss_Kevan_P1.xls,6.0,1
7586,,trout,,,STANDARD,18.90593719482422,19.0885066986084,0.2533019781112671,1000000.0,,,A3,20201117_Scott_Creek_Omykiss_Kevan_P1.xls,6.0,1
7596,,trout,,,STANDARD,22.40917205810547,22.33666229248047,0.06780817359685898,100000.0,,,B1,20201117_Scott_Creek_Omykiss_Kevan_P1.xls,5.0,1
7597,,trout,,,STANDARD,22.27482032775879,22.33666229248047,0.06780817359685898,100000.0,,,B2,20201117_Scott_Creek_Omykiss_Kevan_P1.xls,5.0,1
7598,,trout,,,STANDARD,22.32599449157715,22.33666229248047,0.06780817359685898,100000.0,,,B3,20201117_Scott_Creek_Omykiss_Kevan_P1.xls,5.0,1
7608,,trout,,,STANDARD,25.819381713867188,25.73246192932129,0.09866859763860704,10000.0,,,C1,20201117_Scott_Creek_Omykiss_Kevan_P1.xls,4.0,1
7609,,trout,,,STANDARD,25.752792358398438,25.73246192932129,0.09866859763860704,10000.0,,,C2,20201117_Scott_Creek_Omykiss_Kevan_P1.xls,4.0,1
7610,,trout,,,STANDARD,25.625211715698242,25.73246192932129,0.09866859763860704,10000.0,,,C3,20201117_Scott_Creek_Omykiss_Kevan_P1.xls,4.0,1
7620,,trout,,,STANDARD,29.876821517944336,29.73897361755371,0.15521083772182465,1000.0,,,D1,20201117_Scott_Creek_Omykiss_Kevan_P1.xls,3.0,1
7621,,trout,,,STANDARD,29.570858001708984,29.73897361755371,0.15521083772182465,1000.0,,,D2,20201117_Scott_Creek_Omykiss_Kevan_P1.xls,3.0,1
7622,,trout,,,STANDARD,29.769237518310547,29.73897361755371,0.15521083772182465,1000.0,,,D3,20201117_Scott_Creek_Omykiss_Kevan_P1.xls,3.0,1
7632,,trout,,,STANDARD,Undetermined,,,100.0,,,E1,20201117_Scott_Creek_Omykiss_Kevan_P1.xls,2.0,0
7633,,trout,,,STANDARD,Undetermined,,,100.0,,,E2,20201117_Scott_Creek_Omykiss_Kevan_P1.xls,2.0,0
7634,,trout,,,STANDARD,Undetermined,,,100.0,,,E3,20201117_Scott_Creek_Omykiss_Kevan_P1.xls,2.0,0
7644,,trout,,,STANDARD,37.8155632019043,37.08306884765625,0.7065631151199341,10.0,,,F1,20201117_Scott_Creek_Omykiss_Kevan_P1.xls,1.0,1
7645,,trout,,,STANDARD,36.405662536621094,37.08306884765625,0.7065631151199341,10.0,,,F2,20201117_Scott_Creek_Omykiss_Kevan_P1.xls,1.0,1
7646,,trout,,,STANDARD,37.02797317504883,37.08306884765625,0.7065631151199341,10.0,,,F3,20201117_Scott_Creek_Omykiss_Kevan_P1.xls,1.0,1
7656,,trout,,,STANDARD,Undetermined,37.72758483886719,,5.0,,,G1,20201117_Scott_Creek_Omykiss_Kevan_P1.xls,0.6989700043360189,0
7657,,trout,,,STANDARD,37.72758483886719,37.72758483886719,,5.0,,,G2,20201117_Scott_Creek_Omykiss_Kevan_P1.xls,0.6989700043360189,1
7658,,trout,,,STANDARD,Undetermined,37.72758483886719,,5.0,,,G3,20201117_Scott_Creek_Omykiss_Kevan_P1.xls,0.6989700043360189,0
7680,,coho,,,STANDARD,19.85920334,19.83219719,0.103352934,1000000.0,,,A1,20201118_Scott_Creek_Okisutch_Chloe_P1_data.csv,6.0,1
7681,,coho,,,STANDARD,19.91936493,19.83219719,0.103352934,1000000.0,,,A2,20201118_Scott_Creek_Okisutch_Chloe_P1_data.csv,6.0,1
7682,,coho,,,STANDARD,19.71802139,19.83219719,0.103352934,1000000.0,,,A3,20201118_Scott_Creek_Okisutch_Chloe_P1_data.csv,6.0,1
7692,,coho,,,STANDARD,23.17025566,23.30207062,0.201763868,100000.0,,,B1,20201118_Scott_Creek_Okisutch_Chloe_P1_data.csv,5.0,1
7693,,coho,,,STANDARD,23.53434181,23.30207062,0.201763868,100000.0,,,B2,20201118_Scott_Creek_Okisutch_Chloe_P1_data.csv,5.0,1
7694,,coho,,,STANDARD,23.20161057,23.30207062,0.201763868,100000.0,,,B3,20201118_Scott_Creek_Okisutch_Chloe_P1_data.csv,5.0,1
7704,,coho,,,STANDARD,26.64313698,26.75179291,0.204014838,10000.0,,,C1,20201118_Scott_Creek_Okisutch_Chloe_P1_data.csv,4.0,1
