index,id,target,dilution,replicate,task,Ct,Ct_Mean,Ct_sd,quantity,quantity_mean,quantity_sd,well,source_file,logQ,detect
13190,,coho,,,STANDARD,30.72526932,30.77501678,0.045799274,1000.0,,,D3,20210302_Scott_Creek_Okitsuch_P2.csv,3.0,1
13200,,coho,,,STANDARD,34.94569397,34.81427002,0.114297509,100.0,,,E1,20210302_Scott_Creek_Okitsuch_P2.csv,2.0,1
13201,,coho,,,STANDARD,34.73808289,34.81427002,0.114297509,100.0,,,E2,20210302_Scott_Creek_Okitsuch_P2.csv,2.0,1
13202,,coho,,,STANDARD,34.7590332,34.81427002,0.114297509,100.0,,,E3,20210302_Scott_Creek_Okitsuch_P2.csv,2.0,1
13212,,coho,,,STANDARD,38.45287704,38.32554245,0.410739511,10.0,,,F1,20210302_Scott_Creek_Okitsuch_P2.csv,1.0,1
13213,,coho,,,STANDARD,37.86621094,38.32554245,0.410739511,10.0,,,F2,20210302_Scott_Creek_Okitsuch_P2.csv,1.0,1
13214,,coho,,,STANDARD,38.65752792,38.32554245,0.410739511,10.0,,,F3,20210302_Scott_Creek_Okitsuch_P2.csv,1.0,1
13224,,coho,,,STANDARD,Undetermined,38.00519562,0.6221764679999999,5.0,,,G1,20210302_Scott_Creek_Okitsuch_P2.csv,0.6989700043360189,0
13225,,coho,,,STANDARD,38.44514084,38.00519562,0.6221764679999999,5.0,,,G2,20210302_Scott_Creek_Okitsuch_P2.csv,0.6989700043360189,1
13226,,coho,,,STANDARD,37.5652504,38.00519562,0.6221764679999999,5.0,,,G3,20210302_Scott_Creek_Okitsuch_P2.csv,0.6989700043360189,1
13248,,trout,,,STANDARD,19.42580414,19.0369339,0.338475376,1000000.0,,,A1,20210302_Scott_Creek_Omykiss_P1.csv,6.0,1
13249,,trout,,,STANDARD,18.87642479,19.0369339,0.338475376,1000000.0,,,A2,20210302_Scott_Creek_Omykiss_P1.csv,6.0,1
13250,,trout,,,STANDARD,18.80857468,19.0369339,0.338475376,1000000.0,,,A3,20210302_Scott_Creek_Omykiss_P1.csv,6.0,1
13260,,trout,,,STANDARD,22.59036827,22.36019135,0.256503969,100000.0,,,B1,20210302_Scott_Creek_Omykiss_P1.csv,5.0,1
13261,,trout,,,STANDARD,22.08367729,22.36019135,0.256503969,100000.0,,,B2,20210302_Scott_Creek_Omykiss_P1.csv,5.0,1
13262,,trout,,,STANDARD,22.40652847,22.36019135,0.256503969,100000.0,,,B3,20210302_Scott_Creek_Omykiss_P1.csv,5.0,1
13272,,trout,,,STANDARD,26.0594101,25.98804283,0.06238409900000001,10000.0,,,C1,20210302_Scott_Creek_Omykiss_P1.csv,4.0,1
13273,,trout,,,STANDARD,25.96083832,25.98804283,0.06238409900000001,10000.0,,,C2,20210302_Scott_Creek_Omykiss_P1.csv,4.0,1
13274,,trout,,,STANDARD,25.94388199,25.98804283,0.06238409900000001,10000.0,,,C3,20210302_Scott_Creek_Omykiss_P1.csv,4.0,1
13284,,trout,,,STANDARD,29.61139679,29.59471703,0.044438459000000013,1000.0,,,D1,20210302_Scott_Creek_Omykiss_P1.csv,3.0,1
13285,,trout,,,STANDARD,29.54434967,29.59471703,0.044438459000000013,1000.0,,,D2,20210302_Scott_Creek_Omykiss_P1.csv,3.0,1
13286,,trout,,,STANDARD,29.6283989,29.59471703,0.044438459000000013,1000.0,,,D3,20210302_Scott_Creek_Omykiss_P1.csv,3.0,1
13296,,trout,,,STANDARD,33.78017807,33.7539711,0.21169427,100.0,,,E1,20210302_Scott_Creek_Omykiss_P1.csv,2.0,1
13297,,trout,,,STANDARD,33.95133972,33.7539711,0.21169427,100.0,,,E2,20210302_Scott_Creek_Omykiss_P1.csv,2.0,1
13298,,trout,,,STANDARD,33.53039169,33.7539711,0.21169427,100.0,,,E3,20210302_Scott_Creek_Omykiss_P1.csv,2.0,1
13308,,trout,,,STANDARD,37.96115494,37.96115494,,10.0,,,F1,20210302_Scott_Creek_Omykiss_P1.csv,1.0,1
13309,,trout,,,STANDARD,Undetermined,37.96115494,,10.0,,,F2,20210302_Scott_Creek_Omykiss_P1.csv,1.0,0
13310,,trout,,,STANDARD,Undetermined,37.96115494,,10.0,,,F3,20210302_Scott_Creek_Omykiss_P1.csv,1.0,0
13320,,trout,,,STANDARD,Undetermined,,,5.0,,,G1,20210302_Scott_Creek_Omykiss_P1.csv,0.6989700043360189,0
13321,,trout,,,STANDARD,Undetermined,,,5.0,,,G2,20210302_Scott_Creek_Omykiss_P1.csv,0.6989700043360189,0
13322,,trout,,,STANDARD,Undetermined,,,5.0,,,G3,20210302_Scott_Creek_Omykiss_P1.csv,0.6989700043360189,0
13344,,coho,1:1,,STANDARD,20.10514259338379,19.97482109069824,0.08427438884973526,1000000.0,,,A1,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,6.0,1
13345,,coho,1:1,,STANDARD,20.12474822998047,19.97482109069824,0.08427438884973526,1000000.0,,,A2,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,6.0,1
13346,,coho,1:1,,STANDARD,20.078332901000977,19.97482109069824,0.08427438884973526,1000000.0,,,A3,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,6.0,1
13347,,coho,1:1,,STANDARD,19.93720245361328,19.97482109069824,0.08427438884973526,1000000.0,,,A4,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,6.0,1
13348,,coho,1:1,,STANDARD,19.976285934448242,19.97482109069824,0.08427438884973526,1000000.0,,,A5,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,6.0,1
13349,,coho,1:1,,STANDARD,19.949888229370117,19.97482109069824,0.08427438884973526,1000000.0,,,A6,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,6.0,1
13350,,coho,1:1,,STANDARD,19.911163330078125,19.97482109069824,0.08427438884973526,1000000.0,,,A7,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,6.0,1
13351,,coho,1:1,,STANDARD,19.915393829345703,19.97482109069824,0.08427438884973526,1000000.0,,,A8,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,6.0,1
13352,,coho,1:1,,STANDARD,19.92359733581543,19.97482109069824,0.08427438884973526,1000000.0,,,A9,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,6.0,1
13353,,coho,1:1,,STANDARD,19.919301986694336,19.97482109069824,0.08427438884973526,1000000.0,,,A10,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,6.0,1
13354,,coho,1:1,,STANDARD,19.86394500732422,19.97482109069824,0.08427438884973526,1000000.0,,,A11,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,6.0,1
13355,,coho,1:1,,STANDARD,19.992841720581055,19.97482109069824,0.08427438884973526,1000000.0,,,A12,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,6.0,1
13356,,coho,1:1,,STANDARD,23.352590560913086,23.37573051452637,0.12347877770662308,100000.0,,,B1,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,5.0,1
13357,,coho,1:1,,STANDARD,23.410207748413086,23.37573051452637,0.12347877770662308,100000.0,,,B2,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,5.0,1
13358,,coho,1:1,,STANDARD,23.522682189941406,23.37573051452637,0.12347877770662308,100000.0,,,B3,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,5.0,1
13359,,coho,1:1,,STANDARD,23.2530460357666,23.37573051452637,0.12347877770662308,100000.0,,,B4,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,5.0,1
13360,,coho,1:1,,STANDARD,23.4628963470459,23.37573051452637,0.12347877770662308,100000.0,,,B5,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,5.0,1
13361,,coho,1:1,,STANDARD,23.08894920349121,23.37573051452637,0.12347877770662308,100000.0,,,B6,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,5.0,1
13362,,coho,1:1,,STANDARD,23.46312141418457,23.37573051452637,0.12347877770662308,100000.0,,,B7,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,5.0,1
13363,,coho,1:1,,STANDARD,23.447114944458008,23.37573051452637,0.12347877770662308,100000.0,,,B8,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,5.0,1
13364,,coho,1:1,,STANDARD,23.36487579345703,23.37573051452637,0.12347877770662308,100000.0,,,B9,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,5.0,1
13365,,coho,1:1,,STANDARD,23.260305404663086,23.37573051452637,0.12347877770662308,100000.0,,,B10,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,5.0,1
13366,,coho,1:1,,STANDARD,23.489885330200195,23.37573051452637,0.12347877770662308,100000.0,,,B11,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,5.0,1
13367,,coho,1:1,,STANDARD,23.39305877685547,23.37573051452637,0.12347877770662308,100000.0,,,B12,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,5.0,1
13368,,coho,1:1,,STANDARD,26.725086212158203,26.797422409057614,0.07720897346735,10000.0,,,C1,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,4.0,1
13369,,coho,1:1,,STANDARD,26.81332015991211,26.797422409057614,0.07720897346735,10000.0,,,C2,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,4.0,1
13370,,coho,1:1,,STANDARD,26.89948272705078,26.797422409057614,0.07720897346735,10000.0,,,C3,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,4.0,1
13371,,coho,1:1,,STANDARD,26.81782341003418,26.797422409057614,0.07720897346735,10000.0,,,C4,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,4.0,1
13372,,coho,1:1,,STANDARD,26.832765579223633,26.797422409057614,0.07720897346735,10000.0,,,C5,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,4.0,1
13373,,coho,1:1,,STANDARD,26.625211715698242,26.797422409057614,0.07720897346735,10000.0,,,C6,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,4.0,1
13374,,coho,1:1,,STANDARD,26.858327865600586,26.797422409057614,0.07720897346735,10000.0,,,C7,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,4.0,1
13375,,coho,1:1,,STANDARD,26.903059005737305,26.797422409057614,0.07720897346735,10000.0,,,C8,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,4.0,1
13376,,coho,1:1,,STANDARD,26.770782470703125,26.797422409057614,0.07720897346735,10000.0,,,C9,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,4.0,1
13377,,coho,1:1,,STANDARD,26.74846649169922,26.797422409057614,0.07720897346735,10000.0,,,C10,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,4.0,1
13378,,coho,1:1,,STANDARD,26.7780704498291,26.797422409057614,0.07720897346735,10000.0,,,C11,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,4.0,1
13379,,coho,1:1,,STANDARD,26.796642303466797,26.797422409057614,0.07720897346735,10000.0,,,C12,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,4.0,1
13380,,coho,1:1,,STANDARD,30.13477897644043,30.23455810546875,0.14763745665550232,1000.0,,,D1,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,3.0,1
13381,,coho,1:1,,STANDARD,30.385818481445312,30.23455810546875,0.14763745665550232,1000.0,,,D2,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,3.0,1
13382,,coho,1:1,,STANDARD,30.367549896240234,30.23455810546875,0.14763745665550232,1000.0,,,D3,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,3.0,1
13383,,coho,1:1,,STANDARD,30.313106536865234,30.23455810546875,0.14763745665550232,1000.0,,,D4,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,3.0,1
13384,,coho,1:1,,STANDARD,30.399887084960938,30.23455810546875,0.14763745665550232,1000.0,,,D5,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,3.0,1
13385,,coho,1:1,,STANDARD,29.941041946411133,30.23455810546875,0.14763745665550232,1000.0,,,D6,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,3.0,1
13386,,coho,1:1,,STANDARD,30.191083908081055,30.23455810546875,0.14763745665550232,1000.0,,,D7,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,3.0,1
13387,,coho,1:1,,STANDARD,30.419469833374023,30.23455810546875,0.14763745665550232,1000.0,,,D8,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,3.0,1
13388,,coho,1:1,,STANDARD,30.11414337158203,30.23455810546875,0.14763745665550232,1000.0,,,D9,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,3.0,1
13389,,coho,1:1,,STANDARD,30.26409912109375,30.23455810546875,0.14763745665550232,1000.0,,,D10,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,3.0,1
13390,,coho,1:1,,STANDARD,30.12005615234375,30.23455810546875,0.14763745665550232,1000.0,,,D11,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,3.0,1
13391,,coho,1:1,,STANDARD,30.163692474365234,30.23455810546875,0.14763745665550232,1000.0,,,D12,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,3.0,1
13392,,coho,1:1,,STANDARD,33.14348602294922,33.26753616333008,0.3248502016067505,100.0,,,E1,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,2.0,1
13393,,coho,1:1,,STANDARD,33.772735595703125,33.26753616333008,0.3248502016067505,100.0,,,E2,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,2.0,1
13394,,coho,1:1,,STANDARD,33.43228530883789,33.26753616333008,0.3248502016067505,100.0,,,E3,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,2.0,1
13395,,coho,1:1,,STANDARD,33.3029670715332,33.26753616333008,0.3248502016067505,100.0,,,E4,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,2.0,1
13396,,coho,1:1,,STANDARD,33.4544563293457,33.26753616333008,0.3248502016067505,100.0,,,E5,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,2.0,1
13397,,coho,1:1,,STANDARD,32.93074417114258,33.26753616333008,0.3248502016067505,100.0,,,E6,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,2.0,1
13398,,coho,1:1,,STANDARD,32.94062423706055,33.26753616333008,0.3248502016067505,100.0,,,E7,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,2.0,1
13399,,coho,1:1,,STANDARD,32.82955551147461,33.26753616333008,0.3248502016067505,100.0,,,E8,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,2.0,1
13400,,coho,1:1,,STANDARD,33.125850677490234,33.26753616333008,0.3248502016067505,100.0,,,E9,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,2.0,1
13401,,coho,1:1,,STANDARD,32.98318862915039,33.26753616333008,0.3248502016067505,100.0,,,E10,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,2.0,1
13402,,coho,1:1,,STANDARD,33.534515380859375,33.26753616333008,0.3248502016067505,100.0,,,E11,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,2.0,1
13403,,coho,1:1,,STANDARD,33.7599983215332,33.26753616333008,0.3248502016067505,100.0,,,E12,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,2.0,1
13404,,coho,1:1,,STANDARD,38.40183639526367,36.82931518554688,0.8555301427841187,10.0,,,F1,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,1.0,1
13405,,coho,1:1,,STANDARD,35.775665283203125,36.82931518554688,0.8555301427841187,10.0,,,F2,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,1.0,1
13406,,coho,1:1,,STANDARD,37.48674011230469,36.82931518554688,0.8555301427841187,10.0,,,F3,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,1.0,1
13407,,coho,1:1,,STANDARD,37.38389587402344,36.82931518554688,0.8555301427841187,10.0,,,F4,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,1.0,1
13408,,coho,1:1,,STANDARD,36.15983581542969,36.82931518554688,0.8555301427841187,10.0,,,F5,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,1.0,1
13409,,coho,1:1,,STANDARD,36.21946334838867,36.82931518554688,0.8555301427841187,10.0,,,F6,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,1.0,1
13410,,coho,1:1,,STANDARD,35.88113021850586,36.82931518554688,0.8555301427841187,10.0,,,F7,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,1.0,1
13411,,coho,1:1,,STANDARD,35.96963882446289,36.82931518554688,0.8555301427841187,10.0,,,F8,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,1.0,1
13412,,coho,1:1,,STANDARD,37.22724914550781,36.82931518554688,0.8555301427841187,10.0,,,F9,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,1.0,1
13413,,coho,1:1,,STANDARD,36.484901428222656,36.82931518554688,0.8555301427841187,10.0,,,F10,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,1.0,1
13414,,coho,1:1,,STANDARD,37.7496337890625,36.82931518554688,0.8555301427841187,10.0,,,F11,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,1.0,1
13415,,coho,1:1,,STANDARD,37.21181106567383,36.82931518554688,0.8555301427841187,10.0,,,F12,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,1.0,1
13416,,coho,1:1,,STANDARD,37.848419189453125,38.473228454589844,1.0805191993713381,5.0,,,G1,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,0.6989700043360189,1
13417,,coho,1:1,,STANDARD,38.12839889526367,38.473228454589844,1.0805191993713381,5.0,,,G2,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,0.6989700043360189,1
13418,,coho,1:1,,STANDARD,36.913352966308594,38.473228454589844,1.0805191993713381,5.0,,,G3,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,0.6989700043360189,1
13419,,coho,1:1,,STANDARD,39.54235076904297,38.473228454589844,1.0805191993713381,5.0,,,G4,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,0.6989700043360189,1
13420,,coho,1:1,,STANDARD,39.36907196044922,38.473228454589844,1.0805191993713381,5.0,,,G5,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,0.6989700043360189,1
13421,,coho,1:1,,STANDARD,39.903167724609375,38.473228454589844,1.0805191993713381,5.0,,,G6,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,0.6989700043360189,1
13422,,coho,1:1,,STANDARD,Undetermined,38.473228454589844,1.0805191993713381,5.0,,,G7,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,0.6989700043360189,0
13423,,coho,1:1,,STANDARD,37.248321533203125,38.473228454589844,1.0805191993713381,5.0,,,G8,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,0.6989700043360189,1
13424,,coho,1:1,,STANDARD,37.465614318847656,38.473228454589844,1.0805191993713381,5.0,,,G9,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,0.6989700043360189,1
13425,,coho,1:1,,STANDARD,39.40647888183594,38.473228454589844,1.0805191993713381,5.0,,,G10,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,0.6989700043360189,1
13426,,coho,1:1,,STANDARD,38.90712356567383,38.473228454589844,1.0805191993713381,5.0,,,G11,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,0.6989700043360189,1
13427,,coho,1:1,,STANDARD,Undetermined,38.473228454589844,1.0805191993713381,5.0,,,G12,20210304_Scott_Creek_Okisutch_Stds_Kevan_P1_data.xls,0.6989700043360189,0
13440,,trout,1:1,,STANDARD,19.004650115966797,18.76359748840332,0.1607261747121811,1000000.0,,,A1,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,6.0,1
13441,,trout,1:1,,STANDARD,18.70488929748535,18.76359748840332,0.1607261747121811,1000000.0,,,A2,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,6.0,1
13442,,trout,1:1,,STANDARD,18.741374969482422,18.76359748840332,0.1607261747121811,1000000.0,,,A3,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,6.0,1
13443,,trout,1:1,,STANDARD,18.7807674407959,18.76359748840332,0.1607261747121811,1000000.0,,,A4,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,6.0,1
13444,,trout,1:1,,STANDARD,18.781999588012695,18.76359748840332,0.1607261747121811,1000000.0,,,A5,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,6.0,1
13445,,trout,1:1,,STANDARD,18.72842025756836,18.76359748840332,0.1607261747121811,1000000.0,,,A6,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,6.0,1
13446,,trout,1:1,,STANDARD,18.4385986328125,18.76359748840332,0.1607261747121811,1000000.0,,,A7,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,6.0,1
13447,,trout,1:1,,STANDARD,18.630802154541016,18.76359748840332,0.1607261747121811,1000000.0,,,A8,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,6.0,1
13448,,trout,1:1,,STANDARD,18.638837814331055,18.76359748840332,0.1607261747121811,1000000.0,,,A9,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,6.0,1
13449,,trout,1:1,,STANDARD,18.898622512817383,18.76359748840332,0.1607261747121811,1000000.0,,,A10,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,6.0,1
13450,,trout,1:1,,STANDARD,18.802209854125977,18.76359748840332,0.1607261747121811,1000000.0,,,A11,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,6.0,1
13451,,trout,1:1,,STANDARD,19.011987686157227,18.76359748840332,0.1607261747121811,1000000.0,,,A12,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,6.0,1
13452,,trout,1:1,,STANDARD,22.199565887451172,22.09113121032715,0.14486129581928253,100000.0,,,B1,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,5.0,1
13453,,trout,1:1,,STANDARD,22.329652786254883,22.09113121032715,0.14486129581928253,100000.0,,,B2,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,5.0,1
13454,,trout,1:1,,STANDARD,22.179447174072266,22.09113121032715,0.14486129581928253,100000.0,,,B3,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,5.0,1
13455,,trout,1:1,,STANDARD,21.93621253967285,22.09113121032715,0.14486129581928253,100000.0,,,B4,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,5.0,1
13456,,trout,1:1,,STANDARD,22.136167526245117,22.09113121032715,0.14486129581928253,100000.0,,,B5,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,5.0,1
13457,,trout,1:1,,STANDARD,22.157028198242188,22.09113121032715,0.14486129581928253,100000.0,,,B6,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,5.0,1
13458,,trout,1:1,,STANDARD,21.85074234008789,22.09113121032715,0.14486129581928253,100000.0,,,B7,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,5.0,1
13459,,trout,1:1,,STANDARD,22.12338638305664,22.09113121032715,0.14486129581928253,100000.0,,,B8,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,5.0,1
13460,,trout,1:1,,STANDARD,22.00250244140625,22.09113121032715,0.14486129581928253,100000.0,,,B9,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,5.0,1
13461,,trout,1:1,,STANDARD,21.97385597229004,22.09113121032715,0.14486129581928253,100000.0,,,B10,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,5.0,1
13462,,trout,1:1,,STANDARD,21.95533561706543,22.09113121032715,0.14486129581928253,100000.0,,,B11,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,5.0,1
13463,,trout,1:1,,STANDARD,22.24967384338379,22.09113121032715,0.14486129581928253,100000.0,,,B12,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,5.0,1
13464,,trout,1:1,,STANDARD,25.241018295288086,25.428205490112305,0.1097123995423317,10000.0,,,C1,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,4.0,1
13465,,trout,1:1,,STANDARD,25.45491600036621,25.428205490112305,0.1097123995423317,10000.0,,,C2,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,4.0,1
13466,,trout,1:1,,STANDARD,25.456966400146484,25.428205490112305,0.1097123995423317,10000.0,,,C3,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,4.0,1
13467,,trout,1:1,,STANDARD,25.310373306274414,25.428205490112305,0.1097123995423317,10000.0,,,C4,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,4.0,1
13468,,trout,1:1,,STANDARD,25.37204933166504,25.428205490112305,0.1097123995423317,10000.0,,,C5,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,4.0,1
13469,,trout,1:1,,STANDARD,25.45015525817871,25.428205490112305,0.1097123995423317,10000.0,,,C6,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,4.0,1
13470,,trout,1:1,,STANDARD,25.315998077392578,25.428205490112305,0.1097123995423317,10000.0,,,C7,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,4.0,1
13471,,trout,1:1,,STANDARD,25.524995803833008,25.428205490112305,0.1097123995423317,10000.0,,,C8,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,4.0,1
13472,,trout,1:1,,STANDARD,25.56131362915039,25.428205490112305,0.1097123995423317,10000.0,,,C9,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,4.0,1
13473,,trout,1:1,,STANDARD,25.46999740600586,25.428205490112305,0.1097123995423317,10000.0,,,C10,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,4.0,1
13474,,trout,1:1,,STANDARD,25.369585037231445,25.428205490112305,0.1097123995423317,10000.0,,,C11,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,4.0,1
13475,,trout,1:1,,STANDARD,25.611087799072266,25.428205490112305,0.1097123995423317,10000.0,,,C12,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,4.0,1
13476,,trout,1:1,,STANDARD,28.894502639770508,29.01136779785156,0.15920087695121765,1000.0,,,D1,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,3.0,1
13477,,trout,1:1,,STANDARD,29.106647491455078,29.01136779785156,0.15920087695121765,1000.0,,,D2,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,3.0,1
13478,,trout,1:1,,STANDARD,29.23807144165039,29.01136779785156,0.15920087695121765,1000.0,,,D3,20210304_Scott_Creek_Omykiss_Stds_Kevan_P1_data.xls,3.0,1
