id,target,dilution,conc,conc_sd,detected,BLOD,BLOQ,n_replicates,n_amplified,n_BLOD,n_BLOQ,Ct_Mean,Ct_sd,delta_Ct,inhibition,source_file
SCr-31,coho,1:5,0.0,0.0,1,1,1,3,3,3,3,38.0088996887207,0.9204337000846864,,1.0,20210208_Scott_Creek_Okisutch_Kevan_P3.xls
SCr-31,trout,1:1,0.0,0.0,1,1,1,3,3,3,3,36.2614631652832,0.08640030771493913,3.074321746826172,1.0,20210208_Scott_Creek_Omykiss_Kevan_P3.xls
SCr-31,trout,1:5,395.1151189691077,38.945856573933355,1,0,0,3,3,0,0,33.18714141845703,0.1458486020565033,3.074321746826172,1.0,20210208_Scott_Creek_Omykiss_Kevan_P3.xls
SCr-310,coho,1:1,0.0,0.0,1,1,1,3,2,3,3,39.60244751,0.005537759000000001,1.7916984599999992,1.0,20201012_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-310,coho,1:5,0.0,0.0,1,1,1,3,3,3,3,37.81074905,0.256913245,1.7916984599999992,1.0,20201012_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-310,trout,1:1,526.60439801235,19.000497580580554,1,0,0,3,3,0,0,30.30578041,0.054754499000000005,-0.522850039999998,1.0,20201012_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-310,trout,1:5,1869.4689182650375,163.3330767589678,1,0,0,3,3,0,0,30.82863045,0.135557503,-0.522850039999998,1.0,20201012_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-311,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,1.0,20201012_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-311,coho,1:5,0.0,0.0,1,1,1,3,3,3,3,38.89939499,0.917555511,,1.0,20201012_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-311,trout,1:1,249.18549551338552,74.58631066042578,1,0,0,3,3,0,0,31.48658752,0.462184519,0.9623889900000009,1.0,20201012_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-311,trout,1:5,2356.382753573441,778.768909682102,1,0,0,3,3,0,0,30.52419853,0.468739748,0.9623889900000009,1.0,20201012_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-312,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201012_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-312,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201012_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-312,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201012_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-312,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201012_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-313,coho,1:1,0.0,8.005891854705082,1,1,1,3,3,2,2,37.8817482,1.003307939,0.38301467999999517,1.0,20201012_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-313,coho,1:5,23.563808628971014,40.813713765207716,1,0,0,3,3,2,2,37.49873352,1.009540319,0.38301467999999517,1.0,20201012_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-313,trout,1:1,581.7265510311722,74.04799808967965,1,0,0,3,3,0,0,30.16207695,0.189094245,-0.7559394800000021,1.0,20201012_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-313,trout,1:5,1764.082182024238,178.04925759583145,1,0,0,3,3,0,0,30.91801643,0.157374054,-0.7559394800000021,1.0,20201012_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-314,coho,1:1,0.0,0.0,1,1,1,3,3,3,3,38.65932083,0.789016783,1.1816940299999956,1.0,20201012_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-314,coho,1:5,24.783465395048367,42.926221251848844,1,0,0,3,3,2,2,37.4776268,0.954081535,1.1816940299999956,1.0,20201012_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-314,trout,1:1,564.6760621469854,49.54106767969479,1,0,0,3,3,0,0,30.20327187,0.136825725,-0.6818351700000029,1.0,20201012_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-314,trout,1:5,1796.604620726782,30.586729552858145,1,0,0,3,3,0,0,30.88510704,0.025702404,-0.6818351700000029,1.0,20201012_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-315,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,1.0,20201007_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-315,coho,1:5,0.0,0.0,1,1,1,3,3,3,3,38.4293212890625,0.5822546482086182,,1.0,20201007_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-315,trout,1:1,732.8507667990281,55.338181276652016,1,0,0,3,3,0,0,29.80657958984375,0.112259604036808,-1.2869815826416016,1.0,20201007_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-315,trout,1:5,1597.2480351741735,371.6092308095508,1,0,0,3,3,0,0,31.09356117248535,0.3793429434299469,-1.2869815826416016,1.0,20201007_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-316,coho,1:1,0.0,10.703573999467256,1,1,1,3,3,2,2,37.24708557,1.081113219,-0.19265365999999773,1.0,20201012_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-316,coho,1:5,21.28933644804778,36.8742123874467,1,0,0,3,3,2,2,37.43973923,0.602131426,-0.19265365999999773,1.0,20201012_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-316,trout,1:1,973.0910601593799,168.56264727784287,1,0,0,3,3,0,0,29.38955116,0.272036761,-1.4973411600000013,1.0,20201012_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-316,trout,1:5,1794.4706875257987,28.481244166957712,1,0,0,3,3,0,0,30.88689232,0.024169348,-1.4973411600000013,1.0,20201012_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-317,coho,1:1,15.779520505571275,15.257039884881914,1,0,0,3,3,1,1,36.38209152,0.8193213340000001,-2.2018966699999964,0.0,20201012_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-317,coho,1:5,0.0,0.0,1,1,1,3,3,3,3,38.58398819,0.352168262,-2.2018966699999964,0.0,20201012_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-317,trout,1:1,1047.0432040426228,73.33900278985408,1,0,0,3,3,0,0,29.26495934,0.104272611,-1.6283149699999981,1.0,20201012_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-317,trout,1:5,1794.926318746775,207.4004939921351,1,0,0,3,3,0,0,30.89327431,0.17809414899999998,-1.6283149699999981,1.0,20201012_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-318,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201007_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-318,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201007_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-318,trout,1:1,201.60059858357877,40.7355171259234,1,0,0,3,3,0,0,31.781211853027344,0.2939503788948059,0.5210952758789027,1.0,20201007_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-318,trout,1:5,1407.3509230516302,134.45376749308184,1,0,0,3,3,0,0,31.26011657714844,0.14747415482997894,0.5210952758789027,1.0,20201007_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-319,coho,1:1,36.97251379083007,12.428995850409544,1,0,0,3,3,0,0,35.30506516,0.497131079,-2.070198050000002,0.0,20201012_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-319,coho,1:5,28.63697992332655,49.600704202531475,1,0,0,3,3,2,2,37.37526321,1.1486516000000002,-2.070198050000002,0.0,20201012_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-319,trout,1:1,1863.8554451438579,366.3375308843268,1,0,0,3,3,0,0,28.40865517,0.31374523,-2.0290260300000007,0.0,20201012_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-319,trout,1:5,2467.3415113032515,662.4055278108848,1,0,0,3,3,0,0,30.4376812,0.385666579,-2.0290260300000007,0.0,20201012_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-32,coho,1:1,15.94466164900328,15.692666730516681,1,0,0,3,3,1,1,37.24119949,2.235928059,-1.370502479999999,1.0,20201119_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-32,coho,1:5,0.0,0.0,1,1,1,3,2,3,3,38.61170197,0.213348016,-1.370502479999999,1.0,20201119_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-32,trout,1:1,64.39983323873172,12.294778196768004,1,0,0,3,3,0,0,33.51168823,0.294943988,-2.6694679300000033,0.0,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-32,trout,1:5,35.86214794511584,62.11506230949244,1,0,0,3,3,2,2,36.18115616,1.256546736,-2.6694679300000033,0.0,20201119_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-320,coho,1:1,0.0,7.389065645069648,1,1,1,3,3,1,1,36.94331741,0.177135006,-0.12987900000000252,1.0,20201012_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-320,coho,1:5,64.34250006526109,65.58766220539216,1,0,0,3,3,1,1,37.07319641,1.405933142,-0.12987900000000252,1.0,20201012_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-320,trout,1:1,1243.1174747067028,163.74494007611085,1,0,0,3,3,0,0,29.01082611,0.198167846,-1.81931114,0.0,20201012_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-320,trout,1:5,1867.2169621936273,158.61093716131143,1,0,0,3,3,0,0,30.83013725,0.129038751,-1.81931114,0.0,20201012_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-321,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201007_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-321,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201007_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-321,trout,1:1,246.730266894786,12.338643831547353,1,0,0,3,3,0,0,31.45647430419922,0.07520201057195662,-0.6135597229003906,1.0,20201007_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-321,trout,1:5,823.5251789585005,48.62425727844176,1,0,0,3,3,0,0,32.07003402709961,0.08867328613996506,-0.6135597229003906,1.0,20201007_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-322,coho,1:1,24.570057708024194,14.198513102360165,1,0,0,3,3,0,0,36.01501846,0.798973382,-0.6709480299999981,1.0,20201012_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-322,coho,1:5,71.27154883316315,6.571252678663853,1,0,0,3,3,0,0,36.68596649,0.135269225,-0.6709480299999981,1.0,20201012_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-322,trout,1:1,1588.1733759380884,231.82462354617743,1,0,0,3,3,0,0,28.64193726,0.230763897,-1.7195129400000013,1.0,20201012_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-322,trout,1:5,2556.6210355156722,386.85637711463704,1,0,0,3,3,0,0,30.3614502,0.230762705,-1.7195129400000013,1.0,20201012_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-323,coho,1:1,0.0,0.0,1,1,1,3,3,3,3,37.63209534,0.6544987560000001,1.8006248499999984,1.0,20201012_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-323,coho,1:5,129.2560590576365,39.74191567052765,1,0,0,3,3,0,0,35.83147049,0.437731296,1.8006248499999984,1.0,20201012_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-323,trout,1:1,861.3557019128442,167.30215148522979,1,0,0,3,3,0,0,29.57786751,0.295908123,-1.3399772599999977,1.0,20201012_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-323,trout,1:5,1767.5029720250852,224.69253061989733,1,0,0,3,3,0,0,30.91784477,0.191721767,-1.3399772599999977,1.0,20201012_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-324,coho,1:1,0.0,0.0,1,1,1,3,1,3,3,39.32610702514648,,1.3078422546386648,1.0,20201007_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-324,coho,1:5,0.0,0.0,1,1,1,3,2,3,3,38.01826477050781,0.1795927733182907,1.3078422546386648,1.0,20201007_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-324,trout,1:1,808.2233726800023,65.41271220562359,1,0,0,3,3,0,0,29.658544540405273,0.12180380523204805,-1.8988533020019567,0.0,20201007_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-324,trout,1:5,1163.64495170111,186.2928468541405,1,0,0,3,3,0,0,31.55739784240723,0.25105637311935425,-1.8988533020019567,0.0,20201007_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-325,coho,1:1,13.110307408640418,13.583491510354051,1,0,0,3,3,1,1,36.53635406,0.7118906970000001,0.5185279800000018,1.0,20210302_Scott_Creek_Okisutch_P1.csv
SCr-325,coho,1:5,116.42540750244852,42.77340447455767,1,0,0,3,3,0,0,36.01782608,0.5873098370000001,0.5185279800000018,1.0,20210302_Scott_Creek_Okisutch_P1.csv
SCr-325,trout,1:1,1062.008009634316,89.54546243268612,1,0,0,3,3,0,0,29.24457359,0.126934618,-1.856658939999999,0.0,20210302_Scott_Creek_Omykiss_P1.csv
SCr-325,trout,1:5,1562.6722651489845,146.9343521662742,1,0,0,3,3,0,0,31.10123253,0.146882027,-1.856658939999999,0.0,20210302_Scott_Creek_Omykiss_P1.csv
SCr-326,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,1.0,20210302_Scott_Creek_Okisutch_P1.csv
SCr-326,coho,1:5,23.644762677324426,40.95393029003422,1,0,0,3,3,2,2,37.05882645,0.327395797,,1.0,20210302_Scott_Creek_Okisutch_P1.csv
SCr-326,trout,1:1,412.788339670122,31.939911044522074,1,0,0,3,3,0,0,30.67764282,0.119935773,-0.67723084,1.0,20210302_Scott_Creek_Omykiss_P1.csv
SCr-326,trout,1:5,1319.5602123955132,78.0700341089943,1,0,0,3,3,0,0,31.35487366,0.089893393,-0.67723084,1.0,20210302_Scott_Creek_Omykiss_P1.csv
SCr-327,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201007_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-327,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201007_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-327,trout,1:1,390.42677397263947,26.19311888709561,1,0,0,3,3,0,0,30.7613525390625,0.10385627299547197,-1.1709308624267543,1.0,20201007_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-327,trout,1:5,911.4469567021115,164.31333951153093,1,0,0,3,3,0,0,31.932283401489254,0.2909636199474335,-1.1709308624267543,1.0,20201007_Scott_Creek_Omykiss_Kevan_P1.xls
SCr-328,coho,1:1,13.336898960295796,1.4364848736269282,1,0,0,3,3,0,0,36.78782272,0.166041747,0.7634506200000004,1.0,20210302_Scott_Creek_Okisutch_P1.csv
SCr-328,coho,1:5,110.58074782944573,8.009535844678348,1,0,0,3,3,0,0,36.0243721,0.107442766,0.7634506200000004,1.0,20210302_Scott_Creek_Okisutch_P1.csv
SCr-328,trout,1:1,905.4980581662976,68.11212201147686,1,0,0,3,3,0,0,29.48581886,0.116772927,-1.9953689600000004,0.0,20210302_Scott_Creek_Omykiss_P1.csv
SCr-328,trout,1:5,1216.9849723558489,126.8453084338212,1,0,0,3,3,0,0,31.48118782,0.154563695,-1.9953689600000004,0.0,20210302_Scott_Creek_Omykiss_P1.csv
SCr-329,coho,1:1,17.75218152917205,2.748827011633162,1,0,0,3,3,0,0,36.36433029,0.236139581,-0.6548004200000008,1.0,20210302_Scott_Creek_Okisutch_P1.csv
SCr-329,coho,1:5,58.10806619035471,56.80192156463319,1,0,0,3,3,1,1,37.01913071,1.089428067,-0.6548004200000008,1.0,20210302_Scott_Creek_Okisutch_P1.csv
SCr-329,trout,1:1,812.3064168437008,10.717200923053557,1,0,0,3,3,0,0,29.6477108,0.020013267,-2.29743195,0.0,20210302_Scott_Creek_Omykiss_P1.csv
SCr-329,trout,1:5,895.2380398025156,75.29294644195005,1,0,0,3,3,0,0,31.94514275,0.125737309,-2.29743195,0.0,20210302_Scott_Creek_Omykiss_P1.csv
SCr-33,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201124_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-33,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201124_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-33,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,1.0,20201124_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-33,trout,1:5,0.0,0.0,1,1,1,3,3,3,3,36.28124619,0.5850738879999999,,1.0,20201124_Scott_Creek_Omykiss_Chloe_P1_data.csv
SCr-330,coho,1:1,0.0,11.15645528504652,1,1,1,3,3,1,1,36.95095825195313,0.9597232341766356,0.16872787475585938,1.0,20210222_Scott_Creek_ESP_Spatial_Okisutch_Kevan_P1.xls
SCr-330,coho,1:5,32.819368966910055,56.84481452303752,1,0,0,3,3,2,2,36.78223037719727,0.507482647895813,0.16872787475585938,1.0,20210222_Scott_Creek_ESP_Spatial_Okisutch_Kevan_P1.xls
SCr-330,trout,1:1,833.9801759338883,51.313584788597446,1,0,0,3,3,0,0,29.609560012817386,0.0921810194849968,-1.9494152069091726,0.0,20210222_Scott_Creek_ESP_Spatial_Omykiss_Kevan_P1.xls
SCr-330,trout,1:5,1167.1918026468516,237.69267066980225,1,0,0,3,3,0,0,31.55897521972656,0.2949523329734802,-1.9494152069091726,0.0,20210222_Scott_Creek_ESP_Spatial_Omykiss_Kevan_P1.xls
SCr-331,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-331,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-331,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-331,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-332,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-332,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-332,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-332,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-333,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,1.0,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-333,coho,1:5,0.0,0.0,1,1,1,3,1,3,3,39.18933868,,,1.0,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-333,trout,1:1,200.19037705990567,13.159167019681044,1,0,0,3,3,0,0,31.77453613,0.101050898,-0.14933204999999816,1.0,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-333,trout,1:5,910.4760850022803,112.15510208668776,1,0,0,3,3,0,0,31.92386818,0.18993161600000005,-0.14933204999999816,1.0,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-334,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,1.0,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-334,coho,1:5,0.0,0.0,1,1,1,3,2,3,3,37.27741241,0.033952154,,1.0,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-334,trout,1:1,157.3407837874977,31.90207768375229,1,0,0,3,3,0,0,32.15807724,0.303117305,-1.4053916900000019,1.0,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-334,trout,1:5,314.6664451472535,82.88325821885525,1,0,0,3,3,0,0,33.56346893,0.405018896,-1.4053916900000019,1.0,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-335,coho,1:1,0.0,0.0,1,1,1,3,3,3,3,38.95438004,0.7992567420000001,-0.3133201600000035,1.0,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-335,coho,1:5,0.0,0.0,1,1,1,3,1,3,3,39.2677002,,-0.3133201600000035,1.0,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-335,trout,1:1,412.14061749431517,70.72826683059778,1,0,0,3,3,0,0,30.69195747,0.262384295,-1.7203617099999988,1.0,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-335,trout,1:5,656.9927936433875,33.67772074161274,1,0,0,3,3,0,0,32.41231918,0.076800615,-1.7203617099999988,1.0,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-336,coho,1:1,0.0,8.27421405344606,1,1,1,3,3,2,2,37.69878006,1.051309586,-0.5442733799999999,1.0,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-336,coho,1:5,0.0,0.0,1,1,1,3,3,3,3,38.24305344,0.6742729540000001,-0.5442733799999999,1.0,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-336,trout,1:1,681.9528720675565,74.6668614161435,1,0,0,3,3,0,0,29.91893196,0.164106265,-1.7839622500000019,1.0,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-336,trout,1:5,1047.988315013594,22.870030893076574,1,0,0,3,3,0,0,31.70289421,0.033229385,-1.7839622500000019,1.0,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-337,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,1.0,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-337,coho,1:5,0.0,0.0,1,1,1,3,1,3,3,38.90389252,,,1.0,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-337,trout,1:1,234.1359413240507,29.062359595245148,1,0,0,3,3,0,0,31.54290009,0.195547134,-0.9655570900000008,1.0,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-337,trout,1:5,623.401196165557,112.84559644567179,1,0,0,3,3,0,0,32.50845718,0.289974838,-0.9655570900000008,1.0,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-338,coho,1:1,0.0,6.934250761966454,1,1,1,3,3,2,2,37.42870712,0.5170403720000001,-1.941631319999999,0.0,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-338,coho,1:5,0.0,0.0,1,1,1,3,3,3,3,39.37033844,0.548402131,-1.941631319999999,0.0,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-338,trout,1:1,399.51816257025797,73.75715294222638,1,0,0,3,3,0,0,30.74051857,0.269928157,-2.2844295499999987,0.0,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-338,trout,1:5,446.259718940553,103.26110934499197,1,0,0,3,3,0,0,33.02494812,0.352361262,-2.2844295499999987,0.0,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-339,coho,1:1,0.0,7.581585660190735,1,1,1,3,3,2,2,37.57842636,0.732732534,-1.8268852200000012,0.0,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-339,coho,1:5,0.0,0.0,1,1,1,3,2,3,3,39.40531158,0.719226182,-1.8268852200000012,0.0,20201027_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-339,trout,1:1,480.70550242114564,35.58357807016351,1,0,0,3,3,0,0,30.4461689,0.110307761,-2.3148746499999966,0.0,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-339,trout,1:5,533.1467066120362,134.32508760953857,1,0,0,3,3,0,0,32.76104355,0.39174962,-2.3148746499999966,0.0,20201027_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-34,coho,1:1,0.0,7.639642788486128,1,1,1,3,3,2,2,37.20901489,0.389050722,,,20201210_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-34,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201210_Scott_Creek_Okisutch_Chloe_P1_data.csv
SCr-34,trout,1:1,0.0,17.82735769231519,1,1,1,3,3,1,1,34.93031692504883,0.4699782133102417,-2.1912078857421875,0.0,20201210_Scott_Creek_Omykiss_Chloe_P1_results.xls
SCr-34,trout,1:5,0.0,0.0,1,1,1,3,3,3,3,37.121524810791016,0.5302215218544006,-2.1912078857421875,0.0,20201210_Scott_Creek_Omykiss_Chloe_P1_results.xls
SCr-340,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201028_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-340,coho,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201028_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-340,trout,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,,20201028_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-340,trout,1:5,0.0,0.0,0,1,1,3,0,3,3,,,,,20201028_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-341,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,1.0,20201028_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-341,coho,1:5,0.0,0.0,1,1,1,3,3,3,3,38.31859207,0.613081515,,1.0,20201028_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-341,trout,1:1,32.28854321705608,8.660331698365843,1,0,0,3,3,0,0,34.57815552,0.420686126,1.875,1.0,20201028_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-341,trout,1:5,543.0902237960751,44.557105928391174,1,0,0,3,3,0,0,32.70315552,0.122058533,1.875,1.0,20201028_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-342,coho,1:1,0.0,0.0,1,1,1,3,3,3,3,39.24148178,0.490846545,0.8883018499999977,1.0,20201028_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-342,coho,1:5,0.0,0.0,1,1,1,3,2,3,3,38.35317993,0.423658758,0.8883018499999977,1.0,20201028_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-342,trout,1:1,228.47452217224645,18.05154970417776,1,0,0,3,3,0,0,31.5750351,0.12108434,-1.5349616999999967,1.0,20201028_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-342,trout,1:5,417.9458969262744,66.79363242457748,1,0,0,3,3,0,0,33.1099968,0.241126612,-1.5349616999999967,1.0,20201028_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-343,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,1.0,20201028_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-343,coho,1:5,0.0,0.0,1,1,1,3,1,3,3,38.85686874,,,1.0,20201028_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-343,trout,1:1,104.12680543248992,17.87373884437326,1,0,0,3,3,0,0,32.77908325,0.264122456,-0.30966186999999934,1.0,20201028_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-343,trout,1:5,435.3664846871284,135.31235222459767,1,0,0,3,3,0,0,33.08874512,0.504677415,-0.30966186999999934,1.0,20201028_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-344,coho,1:1,0.0,0.0,0,1,1,3,0,3,3,,,,1.0,20201028_Scott_Creek_Okisutch_Chloe_P1_results.csv
SCr-344,coho,1:5,0.0,0.0,1,1,1,3,1,3,3,38.80650711,,,1.0,20201028_Scott_Creek_Okisutch_Chloe_P1_results.csv
