id,target,dilution,replicate,conc,amplified,BLOD,BLOQ,Ct,Ct_Mean,Ct_sd,well,source_file
SCr-359,trout,1:5,1.0,332.6179609817209,1,0,0,33.44358444,33.65374374,0.230735585,D7,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-359,trout,1:5,2.0,296.68697674563623,1,0,0,33.61700058,33.65374374,0.230735585,D8,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-359,trout,1:5,3.0,246.08986481262542,1,0,0,33.90064621,33.65374374,0.230735585,D9,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-365,trout,1:5,1.0,174.3739210492982,1,0,0,34.42323685,33.83618546,0.622311532,D10,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-365,trout,1:5,2.0,245.94386284866445,1,0,0,33.90154648,33.83618546,0.622311532,D11,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-365,trout,1:5,3.0,394.7543854297799,1,0,0,33.18377304,33.83618546,0.622311532,D12,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-360,trout,1:1,1.0,162.35609061798687,1,0,0,32.09008408,32.156353,0.058671597,E4,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-360,trout,1:1,2.0,153.28772312886997,1,0,0,32.1772728,32.156353,0.058671597,E5,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-360,trout,1:1,3.0,150.84009405062687,1,0,0,32.20169067,32.156353,0.058671597,E6,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-360,trout,1:5,1.0,528.2798125033185,1,0,0,32.74178314,33.06423187,0.401484013,E7,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-360,trout,1:5,2.0,464.49130536576774,1,0,0,32.93699265,33.06423187,0.401484013,E8,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-360,trout,1:5,3.0,317.5488224168474,1,0,0,33.51391602,33.06423187,0.401484013,E9,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-366,trout,1:1,1.0,50.38105059577283,1,0,0,33.865215299999996,33.46535873,0.46547547,E10,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-366,trout,1:1,2.0,91.83978360021894,1,0,0,32.95437622,33.46535873,0.46547547,E11,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-366,trout,1:1,3.0,60.944010372448055,1,0,0,33.57647324,33.46535873,0.46547547,E12,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-361,trout,1:1,1.0,271.40193175157515,1,0,0,31.31064796,31.45098686,0.34828645,F4,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-361,trout,1:1,2.0,190.5040637557165,1,0,0,31.84754753,31.45098686,0.34828645,F5,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-361,trout,1:1,3.0,292.9476847633817,1,0,0,31.19476128,31.45098686,0.34828645,F6,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-361,trout,1:5,1.0,380.71076232916823,1,0,0,33.23872375,33.48613358,0.45089215,F7,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-361,trout,1:5,2.0,229.49285809295105,1,0,0,34.00656891,33.48613358,0.45089215,F8,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-361,trout,1:5,3.0,387.1940333680998,1,0,0,33.21310806,33.48613358,0.45089215,F9,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-366,trout,1:5,1.0,193.65706471862953,1,0,0,34.26412582,34.26385498,0.32799539,F10,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-366,trout,1:5,2.0,156.04415557300746,1,0,0,34.59171677,34.26385498,0.32799539,F11,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-366,trout,1:5,3.0,240.4643530529882,1,0,0,33.93572617,34.26385498,0.32799539,F12,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-362,trout,1:1,1.0,30.816253279365466,1,0,0,34.61091995,34.68004227,0.104329295,G4,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-362,trout,1:1,2.0,27.20402331982589,1,0,0,34.80005264,34.68004227,0.104329295,G5,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-362,trout,1:1,3.0,30.44790226387613,1,0,0,34.62916183,34.68004227,0.104329295,G6,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-362,trout,1:5,1.0,0.0,0,1,1,,38.41052246,,G7,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-362,trout,1:5,2.0,0.0,1,1,1,38.41052246,38.41052246,,G8,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-362,trout,1:5,3.0,0.0,0,1,1,,38.41052246,,G9,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-367,trout,1:1,1.0,224.18312752423182,1,0,0,31.60059929,31.58106995,0.175827846,G10,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-367,trout,1:1,2.0,256.50360821127487,1,0,0,31.39629364,31.58106995,0.175827846,G11,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-367,trout,1:1,3.0,203.65025463643687,1,0,0,31.74631882,31.58106995,0.175827846,G12,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-363,trout,1:1,1.0,184.21807969189794,1,0,0,31.89844704,32.19492722,0.311415792,H4,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-363,trout,1:1,2.0,122.33839881534277,1,0,0,32.51939011,32.19492722,0.311415792,H5,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-363,trout,1:1,3.0,154.33474549208938,1,0,0,32.16694641,32.19492722,0.311415792,H6,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-363,trout,1:5,1.0,212.53657661404537,1,0,0,34.12300873,34.03749466,0.162306696,H7,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-363,trout,1:5,2.0,210.2851506799993,1,0,0,34.13916397,34.03749466,0.162306696,H8,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-363,trout,1:5,3.0,254.39237379082965,1,0,0,33.85031128,34.03749466,0.162306696,H9,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-367,trout,1:5,1.0,469.83523928048453,1,0,0,32.91963959,33.47946548,0.5055008529999999,H10,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-367,trout,1:5,2.0,296.83025641766676,1,0,0,33.61626816,33.47946548,0.5055008529999999,H11,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-367,trout,1:5,3.0,245.79238502921524,1,0,0,33.90248108,33.47946548,0.5055008529999999,H12,20201021_Scott_Creek_Omykiss_Chloe_P1_results.csv
SCr-516,trout,1:1,1.0,77.33119398572715,1,0,0,33.21521759,33.47802734,0.227982759,A4,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-516,trout,1:1,2.0,60.15560467188908,1,0,0,33.59622574,33.47802734,0.227982759,A5,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-516,trout,1:1,3.0,59.11726646556059,1,0,0,33.6226387,33.47802734,0.227982759,A6,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-516,trout,1:5,1.0,0.0,1,1,1,36.06890869,35.22678757,0.750531435,A7,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-516,trout,1:5,2.0,120.56864926102102,1,0,0,34.98297501,35.22678757,0.750531435,A8,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-516,trout,1:5,3.0,152.30881970753993,1,0,0,34.62847137,35.22678757,0.750531435,A9,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-524,trout,1:1,1.0,144.87843804428584,1,0,0,32.26286316,32.51281357,0.529220045,A10,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-524,trout,1:1,2.0,155.56876930897297,1,0,0,32.15486526,32.51281357,0.529220045,A11,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-524,trout,1:1,3.0,82.30183142736084,1,0,0,33.12071609,32.51281357,0.529220045,A12,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-517,trout,1:1,1.0,31.773439707023762,1,0,0,34.56451797,34.66389847,0.402159244,B4,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-517,trout,1:1,2.0,22.228974123957403,1,0,0,35.10643387,34.66389847,0.402159244,B5,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-517,trout,1:1,3.0,37.312306285246585,1,0,0,34.32075119,34.66389847,0.402159244,B6,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-517,trout,1:5,1.0,0.0,1,1,1,37.17694092,36.40529633,1.1620754,B7,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-517,trout,1:5,2.0,113.93912900116393,1,0,0,35.06876755,36.40529633,1.1620754,B8,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-517,trout,1:5,3.0,0.0,1,1,1,36.97018051,36.40529633,1.1620754,B9,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-524,trout,1:5,1.0,140.86003992266842,1,0,0,34.74701309,34.52064514,0.369143009,B10,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-524,trout,1:5,2.0,216.54330722210153,1,0,0,34.09467697,34.52064514,0.369143009,B11,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-524,trout,1:5,3.0,143.36727564978932,1,0,0,34.72024918,34.52064514,0.369143009,B12,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-518,trout,1:1,1.0,47.38555853320211,1,0,0,33.95820236,33.79960632,0.262706608,C4,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-518,trout,1:1,2.0,64.24884010958634,1,0,0,33.49636459,33.79960632,0.262706608,C5,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-518,trout,1:1,3.0,47.82345329732599,1,0,0,33.944248200000004,33.79960632,0.262706608,C6,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-518,trout,1:5,1.0,0.0,1,1,1,38.31597519,37.05691147,1.092905045,C7,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-518,trout,1:5,2.0,0.0,1,1,1,36.35317612,37.05691147,1.092905045,C8,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-518,trout,1:5,3.0,0.0,1,1,1,36.50157547,37.05691147,1.092905045,C9,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-549,trout,1:1,1.0,0.0,1,1,1,36.28274536,35.45805359,1.166290283,C10,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-549,trout,1:1,2.0,30.36371902712108,1,0,0,34.63336182,35.45805359,1.166290283,C11,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-549,trout,1:1,3.0,0.0,0,1,1,,35.45805359,1.166290283,C12,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-519,trout,1:1,1.0,55.47441819871791,1,0,0,33.71912003,34.89047241,1.246238351,D4,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-519,trout,1:1,2.0,28.075190230449966,1,0,0,34.75223541,34.89047241,1.246238351,D5,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-519,trout,1:1,3.0,0.0,1,1,1,36.20006943,34.89047241,1.246238351,D6,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-519,trout,1:5,1.0,0.0,1,1,1,37.74238586,37.42221832,1.016450524,D7,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-519,trout,1:5,2.0,0.0,1,1,1,38.24003601,37.42221832,1.016450524,D8,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-519,trout,1:5,3.0,0.0,1,1,1,36.28423309,37.42221832,1.016450524,D9,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-549,trout,1:5,1.0,0.0,1,1,1,38.3376503,38.25159836,0.121695824,D10,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-549,trout,1:5,2.0,0.0,1,1,1,38.16554642,38.25159836,0.121695824,D11,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-549,trout,1:5,3.0,0.0,0,1,1,,38.25159836,0.121695824,D12,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-520,trout,1:1,1.0,88.57653740907833,1,0,0,33.00925827,33.24728775,0.324859142,E4,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-520,trout,1:1,2.0,82.59998128734865,1,0,0,33.11523056,33.24728775,0.324859142,E5,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-520,trout,1:1,3.0,59.32247581307526,1,0,0,33.61738205,33.24728775,0.324859142,E6,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-520,trout,1:5,1.0,0.0,1,1,1,35.21086121,35.20169067,0.701367557,E7,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-520,trout,1:5,2.0,0.0,1,1,1,35.89842606,35.20169067,0.701367557,E8,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-520,trout,1:5,3.0,166.23134726480583,1,0,0,34.49578094,35.20169067,0.701367557,E9,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-558,trout,1:1,1.0,66.79867403134833,1,0,0,33.43732452,33.77789688,0.3660447,E10,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-558,trout,1:1,2.0,41.34761774830997,1,0,0,34.164970399999994,33.77789688,0.3660447,E11,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-558,trout,1:1,3.0,55.02718062144688,1,0,0,33.73139954,33.77789688,0.3660447,E12,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-521,trout,1:1,1.0,41.71869849866029,1,0,0,34.15141678,34.17869568,0.345763534,F4,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-521,trout,1:1,2.0,50.976829713100884,1,0,0,33.84738159,34.17869568,0.345763534,F5,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-521,trout,1:1,3.0,32.348831954636005,1,0,0,34.53729248,34.17869568,0.345763534,F6,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-521,trout,1:5,1.0,117.8934074288525,1,0,0,35.01701355,34.89626312,0.1539395,F7,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-521,trout,1:5,2.0,123.31111036088076,1,0,0,34.94885635,34.89626312,0.1539395,F8,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-521,trout,1:5,3.0,143.11513335012788,1,0,0,34.72291946,34.89626312,0.1539395,F9,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-558,trout,1:5,1.0,0.0,1,1,1,36.53443909,36.00025177,0.966761887,F10,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-558,trout,1:5,2.0,0.0,1,1,1,36.58204651,36.00025177,0.966761887,F11,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-558,trout,1:5,3.0,128.67455736002785,1,0,0,34.88426971,36.00025177,0.966761887,F12,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-522,trout,1:1,1.0,246.2852855651493,1,0,0,31.45796204,31.4597683,0.052036863,G4,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-522,trout,1:1,2.0,254.42190662127499,1,0,0,31.40865517,31.4597683,0.052036863,G5,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-522,trout,1:1,3.0,237.55967852585715,1,0,0,31.51268196,31.4597683,0.052036863,G6,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-522,trout,1:5,1.0,197.3937343275851,1,0,0,34.23513412,33.86297226,0.609068513,G7,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-522,trout,1:5,2.0,202.86023609512125,1,0,0,34.19369507,33.86297226,0.609068513,G8,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-522,trout,1:5,3.0,400.96628630377734,1,0,0,33.16008759,33.86297226,0.609068513,G9,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-567,trout,1:1,1.0,236.97824054964033,1,0,0,31.51639938,31.47766113,0.359240651,G10,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-567,trout,1:1,2.0,311.70308636554813,1,0,0,31.10062218,31.47766113,0.359240651,G11,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-567,trout,1:1,3.0,194.51197689096853,1,0,0,31.81596375,31.47766113,0.359240651,G12,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-523,trout,1:1,1.0,63.150011124467625,1,0,0,33.52253342,34.24713135,0.7907503840000001,H4,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-523,trout,1:1,2.0,42.3597407630184,1,0,0,34.12828445,34.24713135,0.7907503840000001,H5,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-523,trout,1:1,3.0,22.46250667161827,1,0,0,35.09057999,34.24713135,0.7907503840000001,H6,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-523,trout,1:5,1.0,0.0,1,1,1,35.60923767,35.41810226,0.198341772,H7,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-523,trout,1:5,2.0,0.0,1,1,1,35.43180084,35.41810226,0.198341772,H8,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-523,trout,1:5,3.0,0.0,1,1,1,35.21326447,35.41810226,0.198341772,H9,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-567,trout,1:5,1.0,590.1087291504513,1,0,0,32.57388306,33.16967392,0.535678506,H10,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-567,trout,1:5,2.0,359.9953168720534,1,0,0,33.32359695,33.16967392,0.535678506,H11,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-567,trout,1:5,3.0,297.7572756903786,1,0,0,33.61153793,33.16967392,0.535678506,H12,20201021_Scott_Creek_Omykiss_Kevan_P1_results.csv
SCr-576,coho,1:1,1.0,39.44170280915272,1,0,0,35.1524658203125,35.163158416748054,0.08604799211025238,A4,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-576,coho,1:1,2.0,36.863464494861596,1,0,0,35.254051208496094,35.163158416748054,0.08604799211025238,A5,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-576,coho,1:1,3.0,41.30906502424225,1,0,0,35.08295440673828,35.163158416748054,0.08604799211025238,A6,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-576,coho,1:5,1.0,0.0,1,1,1,37.36976623535156,38.386863708496094,1.4383903741836548,A7,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-576,coho,1:5,2.0,0.0,0,1,1,,38.386863708496094,1.4383903741836548,A8,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-576,coho,1:5,3.0,0.0,1,1,1,39.40395736694336,38.386863708496094,1.4383903741836548,A9,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-582,coho,1:1,1.0,96.35979192776733,1,0,0,33.81017303466797,33.741153717041016,0.10884013026952744,B4,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-582,coho,1:1,2.0,97.16943673011549,1,0,0,33.79759979248047,33.741153717041016,0.10884013026952744,B5,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-582,coho,1:1,3.0,109.6744802378455,1,0,0,33.615684509277344,33.741153717041016,0.10884013026952744,B6,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-582,coho,1:5,1.0,227.35478911648758,1,0,0,34.938709259033196,35.464508056640625,0.4686722159385681,B7,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-582,coho,1:5,2.0,144.81717544942342,1,0,0,35.616477966308594,35.464508056640625,0.4686722159385681,B8,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-582,coho,1:5,3.0,124.93954553749639,1,0,0,35.83833694458008,35.464508056640625,0.4686722159385681,B9,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-585,coho,1:1,1.0,63.1318387878611,1,0,0,34.445602416992195,34.178298950195305,0.2692135274410248,C4,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-585,coho,1:1,2.0,90.33362122194129,1,0,0,33.907215118408196,34.178298950195305,0.2692135274410248,C5,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-585,coho,1:1,3.0,75.23348320893923,1,0,0,34.18207550048828,34.178298950195305,0.2692135274410248,C6,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-585,coho,1:5,1.0,131.55157608712284,1,0,0,35.76084518432617,36.16469192504883,0.5011115074157715,C7,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-585,coho,1:5,2.0,111.6195362833343,1,0,0,36.00774002075195,36.16469192504883,0.5011115074157715,C8,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-585,coho,1:5,3.0,69.23087189892652,1,0,0,36.725494384765625,36.16469192504883,0.5011115074157715,C9,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-465,coho,1:1,1.0,80.07832261859005,1,0,0,34.08829498291016,34.830982208251946,0.6793386936187744,C10,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-465,coho,1:1,2.0,44.13107200881124,1,0,0,34.983654022216804,34.830982208251946,0.6793386936187744,C11,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-465,coho,1:1,3.0,32.98744309123011,1,0,0,35.42098999023437,34.830982208251946,0.6793386936187744,C12,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-465,coho,1:5,1.0,0.0,0,1,1,,39.394126892089844,0.012057370506227016,D10,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-465,coho,1:5,2.0,0.0,1,1,1,39.40265274047852,39.394126892089844,0.012057370506227016,D11,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-465,coho,1:5,3.0,0.0,1,1,1,39.38560104370117,39.394126892089844,0.012057370506227016,D12,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-597,coho,1:1,1.0,85.144326894807,1,0,0,33.996116638183594,34.233348846435554,0.4636453092098236,E4,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-597,coho,1:1,2.0,88.60074312562546,1,0,0,33.93632125854492,34.233348846435554,0.4636453092098236,E5,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-597,coho,1:1,3.0,50.95484963235053,1,0,0,34.76760482788086,34.233348846435554,0.4636453092098236,E6,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-597,coho,1:5,1.0,114.0852266968966,1,0,0,35.97490692138672,36.00912857055664,0.06964629143476486,E7,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-597,coho,1:5,2.0,105.72525477038468,1,0,0,36.089263916015625,36.00912857055664,0.06964629143476486,E8,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-597,coho,1:5,3.0,114.97665430021041,1,0,0,35.96321105957031,36.00912857055664,0.06964629143476486,E9,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-468,coho,1:1,1.0,66.36194851205728,1,0,0,34.370620727539055,34.58852005004883,0.360645592212677,E10,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-468,coho,1:1,2.0,43.51421254508955,1,0,0,35.004806518554695,34.58852005004883,0.360645592212677,E11,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-468,coho,1:1,3.0,65.5056487533053,1,0,0,34.39013671875,34.58852005004883,0.360645592212677,E12,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-Match-1B,coho,1:1,1.0,143.0560406012317,1,0,0,33.216392517089844,33.547134399414055,0.2889887094497681,F4,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-Match-1B,coho,1:1,2.0,100.23866622805095,1,0,0,33.750869750976555,33.547134399414055,0.2889887094497681,F5,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-Match-1B,coho,1:1,3.0,105.48990799889724,1,0,0,33.67414093017578,33.547134399414055,0.2889887094497681,F6,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-Match-1B,coho,1:5,1.0,229.29943566172193,1,0,0,34.92591094970703,36.20284652709961,1.1075948476791382,F7,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-Match-1B,coho,1:5,2.0,66.79290489632203,1,0,0,36.77936553955078,36.20284652709961,1.1075948476791382,F8,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-Match-1B,coho,1:5,3.0,61.50637209660949,1,0,0,36.90327072143555,36.20284652709961,1.1075948476791382,F9,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-468,coho,1:5,1.0,0.0,1,1,1,38.37544250488281,37.038082122802734,1.219873547554016,F10,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-468,coho,1:5,2.0,113.21622951729113,1,0,0,35.98639678955078,37.038082122802734,1.219873547554016,F11,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-468,coho,1:5,3.0,68.0018266817107,1,0,0,36.75241088867188,37.038082122802734,1.219873547554016,F12,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-Hand-1A,coho,1:1,1.0,1097.4005239154171,1,0,0,30.15473556518555,30.64044761657715,0.4216265380382538,G4,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-Hand-1A,coho,1:1,2.0,662.9307251374324,1,0,0,30.91213035583496,30.64044761657715,0.4216265380382538,G5,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-Hand-1A,coho,1:1,3.0,688.8578962951055,1,0,0,30.854480743408203,30.64044761657715,0.4216265380382538,G6,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-Hand-1A,coho,1:5,1.0,1145.252602318536,1,0,0,32.509071350097656,32.621543884277344,0.2417287975549698,G7,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-Hand-1A,coho,1:5,2.0,883.4903092270285,1,0,0,32.89901733398437,32.621543884277344,0.2417287975549698,G8,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-Hand-1A,coho,1:5,3.0,1185.9914961463387,1,0,0,32.456546783447266,32.621543884277344,0.2417287975549698,G9,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-471,coho,1:1,1.0,44.433692012618465,1,0,0,34.97338485717773,35.33798599243164,0.4939436316490173,G10,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-471,coho,1:1,2.0,39.7585675040441,1,0,0,35.14044189453125,35.33798599243164,0.4939436316490173,G11,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-471,coho,1:1,3.0,23.981241544697852,1,0,0,35.90012741088867,35.33798599243164,0.4939436316490173,G12,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
SCr-EB21,coho,1:1,1.0,0.0,0,1,1,,,,H4,20201022_Scott_Creek_Okisutch_Kevan_P1.xls
