Block Type,96well,,,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\kyamahara\Desktop\S1P_data\Scott_Creek_EDS\20201007_Scott_Creek_Okisutch_Kevan_P1.eds,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2020-10-07 16:54:21 PM PDT,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,Cт,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,OUTLIERRG,EXPFAIL
A1,,O.kisutch,STANDARD,FAM,NFQ-MGB,20.37164116,20.49591637,0.170329899,1000000,,,FALSE,0.1,TRUE,3,16,,N,N,N,N
A2,,O.kisutch,STANDARD,FAM,NFQ-MGB,20.69007301,20.49591637,0.170329899,1000000,,,FALSE,0.1,TRUE,3,17,,N,N,N,N
A3,,O.kisutch,STANDARD,FAM,NFQ-MGB,20.42603493,20.49591637,0.170329899,1000000,,,FALSE,0.1,TRUE,3,16,,N,N,N,N
A4,SCr-315,O.kisutch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,,N,Y,N,Y
A5,SCr-315,O.kisutch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,35,,N,N,N,N
A6,SCr-315,O.kisutch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,,N,Y,N,Y
A7,SCr-315-1:5,O.kisutch,UNKNOWN,FAM,NFQ-MGB,37.95762253,38.42932129,0.582254648,7.811804295,5.965326786,2.107553244,FALSE,0.1,TRUE,3,33,,Y,N,N,N
A8,SCr-315-1:5,O.kisutch,UNKNOWN,FAM,NFQ-MGB,39.08007431,38.42932129,0.582254648,3.66925478,5.965326786,2.107553244,FALSE,0.1,TRUE,3,35,,Y,N,N,N
A9,SCr-315-1:5,O.kisutch,UNKNOWN,FAM,NFQ-MGB,38.25026321,38.42932129,0.582254648,6.414922237,5.965326786,2.107553244,FALSE,0.1,TRUE,3,34,,Y,N,N,N
A10,SCr-533,O.kisutch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,,N,N,N,Y
A11,SCr-533,O.kisutch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,35,,N,N,N,N
A12,SCr-533,O.kisutch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,35,,N,N,N,N
B1,,O.kisutch,STANDARD,FAM,NFQ-MGB,23.7923851,23.8866024,0.092541292,100000,,,FALSE,0.1,TRUE,3,20,,N,N,N,N
B2,,O.kisutch,STANDARD,FAM,NFQ-MGB,23.8900528,23.8866024,0.092541292,100000,,,FALSE,0.1,TRUE,3,20,,N,N,N,N
