Block Type,96well,,,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\kyamahara\Desktop\S1P_data\Scott_Creek_EDS\20201001_Scott_Creek_Omykiss_Kevan_P1.eds,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,Not Started,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,Cт,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,OUTLIERRG,EXPFAIL
A1,,O.mykiss,STANDARD,FAM,NFQ-MGB,18.93210793,19.0450573,0.112245604,1000000,,,FALSE,0.1,TRUE,3,14,,N,N,N,N
A2,,O.mykiss,STANDARD,FAM,NFQ-MGB,19.15658569,19.0450573,0.112245604,1000000,,,FALSE,0.1,TRUE,3,15,,N,N,N,N
A3,,O.mykiss,STANDARD,FAM,NFQ-MGB,19.04647446,19.0450573,0.112245604,1000000,,,FALSE,0.1,TRUE,3,15,,N,N,N,N
A4,SCr-835,O.mykiss,UNKNOWN,FAM,NFQ-MGB,31.20511818,31.40510368,0.175656319,252.1009827,221.2727051,27.00822258,FALSE,0.1,TRUE,3,27,,N,N,N,N
A5,SCr-835,O.mykiss,UNKNOWN,FAM,NFQ-MGB,31.53441811,31.40510368,0.175656319,201.7773285,221.2727051,27.00822258,FALSE,0.1,TRUE,3,27,,N,N,N,N
A6,SCr-835,O.mykiss,UNKNOWN,FAM,NFQ-MGB,31.47577095,31.40510368,0.175656319,209.9397583,221.2727051,27.00822258,FALSE,0.1,TRUE,3,27,,N,N,N,N
A7,SCr-835-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,32.97649384,33.57304764,0.614631951,76.10138702,53.775177,21.51425743,FALSE,0.1,TRUE,3,29,,Y,N,N,N
A8,SCr-835-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,34.20428848,33.57304764,0.614631951,33.17710876,53.775177,21.51425743,FALSE,0.1,TRUE,3,29,,Y,N,N,N
A9,SCr-835-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,33.53835678,33.57304764,0.614631951,52.0470314,53.775177,21.51425743,FALSE,0.1,TRUE,3,30,,Y,N,N,N
A10,SCr-432,O.mykiss,UNKNOWN,FAM,NFQ-MGB,28.50989914,29.23450661,0.63090539,1559.740234,1019.028015,469.4302979,FALSE,0.1,TRUE,3,25,,Y,N,N,N
A11,SCr-432,O.mykiss,UNKNOWN,FAM,NFQ-MGB,29.53162766,29.23450661,0.63090539,781.6486816,1019.028015,469.4302979,FALSE,0.1,TRUE,3,26,,Y,N,N,N
A12,SCr-432,O.mykiss,UNKNOWN,FAM,NFQ-MGB,29.66199493,29.23450661,0.63090539,715.6949463,1019.028015,469.4302979,FALSE,0.1,TRUE,3,26,,Y,N,N,N
B1,,O.mykiss,STANDARD,FAM,NFQ-MGB,21.84819412,22.23900795,0.346773356,100000,,,FALSE,0.1,TRUE,3,18,,N,N,N,N
B2,,O.mykiss,STANDARD,FAM,NFQ-MGB,22.35891533,22.23900795,0.346773356,100000,,,FALSE,0.1,TRUE,3,18,,N,N,N,N
B3,,O.mykiss,STANDARD,FAM,NFQ-MGB,22.5099144,22.23900795,0.346773356,100000,,,FALSE,0.1,TRUE,3,19,,N,N,N,N
B4,SCr-838,O.mykiss,UNKNOWN,FAM,NFQ-MGB,30.77164078,31.02767372,0.229292795,337.9632568,286.5695801,45.68379211,FALSE,0.1,TRUE,3,26,,N,N,N,N
