INDEP	SHIFT	DEP	STOR
16N	16N	16N	1S
19.49	0.00	7338.65	
19.50	0.00	7345.15	
19.51	0.00	7351.65	
19.52	0.00	7358.15	
19.53	0.00	7364.65	
19.54	0.00	7371.16	
19.55	0.00	7377.67	
19.56	0.00	7384.19	
19.57	0.00	7390.70	
19.58	0.00	7397.23	
19.59	0.00	7403.75	
19.60	0.00	7410.28	
19.61	0.00	7416.81	
19.62	0.00	7423.34	
19.63	0.00	7429.88	
19.64	0.00	7436.42	
19.65	0.00	7442.97	
19.66	0.00	7449.52	
19.67	0.00	7456.07	
19.68	0.00	7462.62	
19.69	0.00	7469.18	
19.70	0.00	7475.74	
19.71	0.00	7482.31	
19.72	0.00	7488.88	
19.73	0.00	7495.45	
19.74	0.00	7502.02	
19.75	0.00	7508.60	
19.76	0.00	7515.18	
19.77	0.00	7521.77	
19.78	0.00	7528.36	
19.79	0.00	7534.95	
19.80	0.00	7541.54	
19.81	0.00	7548.14	
19.82	0.00	7554.74	
19.83	0.00	7561.35	
19.84	0.00	7567.96	
19.85	0.00	7574.57	
19.86	0.00	7581.18	
19.87	0.00	7587.80	
19.88	0.00	7594.42	
19.89	0.00	7601.05	
19.90	0.00	7607.68	
19.91	0.00	7614.31	
19.92	0.00	7620.94	
19.93	0.00	7627.58	
19.94	0.00	7634.23	
19.95	0.00	7640.87	
19.96	0.00	7647.52	
19.97	0.00	7654.17	
19.98	0.00	7660.83	
19.99	0.00	7667.49	
20.00	0.00	7674.15	
20.01	0.00	7680.81	
20.02	0.00	7687.48	
20.03	0.00	7694.15	
20.04	0.00	7700.83	
20.05	0.00	7707.51	
20.06	0.00	7714.19	
20.07	0.00	7720.88	
20.08	0.00	7727.57	
20.09	0.00	7734.26	
20.10	0.00	7740.95	
20.11	0.00	7747.65	
20.12	0.00	7754.36	
20.13	0.00	7761.06	
20.14	0.00	7767.77	
20.15	0.00	7774.48	
20.16	0.00	7781.20	
20.17	0.00	7787.92	
20.18	0.00	7794.64	
20.19	0.00	7801.37	
20.20	0.00	7808.10	
20.21	0.00	7814.83	
20.22	0.00	7821.57	
20.23	0.00	7828.31	
20.24	0.00	7835.05	
20.25	0.00	7841.80	
20.26	0.00	7848.55	
20.27	0.00	7855.30	
20.28	0.00	7862.06	
20.29	0.00	7868.82	
20.30	0.00	7875.58	
20.31	0.00	7882.35	
20.32	0.00	7889.12	
20.33	0.00	7895.89	
20.34	0.00	7902.67	
20.35	0.00	7909.45	
20.36	0.00	7916.23	
20.37	0.00	7923.02	
20.38	0.00	7929.81	
20.39	0.00	7936.60	
20.40	0.00	7943.40	
20.41	0.00	7950.20	
20.42	0.00	7957.00	
20.43	0.00	7963.81	
20.44	0.00	7970.62	
20.45	0.00	7977.43	
20.46	0.00	7984.25	
20.47	0.00	7991.07	
20.48	0.00	7997.90	
20.49	0.00	8004.72	
20.50	0.00	8011.56	
20.51	0.00	8018.39	
20.52	0.00	8025.23	
20.53	0.00	8032.07	
20.54	0.00	8038.91	
20.55	0.00	8045.76	
20.56	0.00	8052.61	
20.57	0.00	8059.47	
20.58	0.00	8066.33	
20.59	0.00	8073.19	
20.60	0.00	8080.05	
20.61	0.00	8086.92	
20.62	0.00	8093.79	
20.63	0.00	8100.67	
20.64	0.00	8107.54	
20.65	0.00	8114.43	
20.66	0.00	8121.31	
20.67	0.00	8128.20	
20.68	0.00	8135.09	
20.69	0.00	8141.99	
20.70	0.00	8148.89	
20.71	0.00	8155.79	
20.72	0.00	8162.69	
20.73	0.00	8169.60	
20.74	0.00	8176.52	
20.75	0.00	8183.43	
20.76	0.00	8190.35	
20.77	0.00	8197.27	
20.78	0.00	8204.20	
20.79	0.00	8211.13	
20.80	0.00	8218.06	
20.81	0.00	8225.00	
20.82	0.00	8231.94	
20.83	0.00	8238.88	
20.84	0.00	8245.83	
20.85	0.00	8252.78	
20.86	0.00	8259.73	
20.87	0.00	8266.69	
20.88	0.00	8273.65	
20.89	0.00	8280.61	
20.90	0.00	8287.58	
20.91	0.00	8294.55	
20.92	0.00	8301.52	
20.93	0.00	8308.50	
20.94	0.00	8315.48	
20.95	0.00	8322.46	
20.96	0.00	8329.45	
20.97	0.00	8336.44	
20.98	0.00	8343.43	
20.99	0.00	8350.43	
21.00	0.00	8357.43	
21.01	0.00	8364.44	
21.02	0.00	8371.44	
21.03	0.00	8378.45	
21.04	0.00	8385.47	
21.05	0.00	8392.49	
21.06	0.00	8399.51	
21.07	0.00	8406.53	
21.08	0.00	8413.56	
21.09	0.00	8420.59	
21.10	0.00	8427.63	
21.11	0.00	8434.67	
21.12	0.00	8441.71	
21.13	0.00	8448.75	
21.14	0.00	8455.80	
21.15	0.00	8462.85	
21.16	0.00	8469.91	
21.17	0.00	8476.97	
21.18	0.00	8484.03	
21.19	0.00	8491.10	
21.20	0.00	8498.16	
21.21	0.00	8505.24	
21.22	0.00	8512.31	
21.23	0.00	8519.39	
21.24	0.00	8526.48	
21.25	0.00	8533.56	
21.26	0.00	8540.65	
21.27	0.00	8547.74	
21.28	0.00	8554.84	
21.29	0.00	8561.94	
21.30	0.00	8569.04	
21.31	0.00	8576.15	
21.32	0.00	8583.26	
21.33	0.00	8590.38	
21.34	0.00	8597.49	
21.35	0.00	8604.61	
21.36	0.00	8611.74	
21.37	0.00	8618.86	
21.38	0.00	8625.99	
21.39	0.00	8633.13	
21.40	0.00	8640.27	
21.41	0.00	8647.41	
21.42	0.00	8654.55	
21.43	0.00	8661.70	
21.44	0.00	8668.85	
21.45	0.00	8676.01	
21.46	0.00	8683.16	
21.47	0.00	8690.33	
21.48	0.00	8697.49	
21.49	0.00	8704.66	
21.50	0.00	8711.83	
21.51	0.00	8719.01	
21.52	0.00	8726.19	
21.53	0.00	8733.37	
21.54	0.00	8740.55	
21.55	0.00	8747.74	
21.56	0.00	8754.94	
21.57	0.00	8762.13	
21.58	0.00	8769.33	
21.59	0.00	8776.53	
21.60	0.00	8783.74	
21.61	0.00	8790.95	
21.62	0.00	8798.16	
21.63	0.00	8805.38	
21.64	0.00	8812.60	
21.65	0.00	8819.82	
21.66	0.00	8827.05	
21.67	0.00	8834.28	
21.68	0.00	8841.51	
21.69	0.00	8848.75	
21.70	0.00	8855.99	
21.71	0.00	8863.24	
21.72	0.00	8870.48	
21.73	0.00	8877.73	
21.74	0.00	8884.99	
21.75	0.00	8892.25	
21.76	0.00	8899.51	
21.77	0.00	8906.77	
21.78	0.00	8914.04	
21.79	0.00	8921.31	
21.80	0.00	8928.59	
21.81	0.00	8935.87	
21.82	0.00	8943.15	
21.83	0.00	8950.43	
21.84	0.00	8957.72	
21.85	0.00	8965.02	
21.86	0.00	8972.31	
21.87	0.00	8979.61	
21.88	0.00	8986.91	
21.89	0.00	8994.22	
21.90	0.00	9001.53	
21.91	0.00	9008.84	
21.92	0.00	9016.16	
21.93	0.00	9023.48	
21.94	0.00	9030.80	
21.95	0.00	9038.13	
21.96	0.00	9045.46	
21.97	0.00	9052.79	
21.98	0.00	9060.13	
21.99	0.00	9067.47	
22.00	0.00	9074.82	
22.01	0.00	9082.16	
22.02	0.00	9089.51	
22.03	0.00	9096.87	
22.04	0.00	9104.23	
22.05	0.00	9111.59	
22.06	0.00	9118.95	
22.07	0.00	9126.32	
22.08	0.00	9133.69	
22.09	0.00	9141.07	
22.10	0.00	9148.45	
22.11	0.00	9155.83	
22.12	0.00	9163.22	
22.13	0.00	9170.60	
22.14	0.00	9178.00	
22.15	0.00	9185.39	
22.16	0.00	9192.79	
22.17	0.00	9200.20	
22.18	0.00	9207.60	
22.19	0.00	9215.01	
22.20	0.00	9222.43	
22.21	0.00	9229.84	
22.22	0.00	9237.26	
22.23	0.00	9244.69	
22.24	0.00	9252.11	
22.25	0.00	9259.54	
22.26	0.00	9266.98	
22.27	0.00	9274.42	
22.28	0.00	9281.86	
22.29	0.00	9289.30	
22.30	0.00	9296.75	
22.31	0.00	9304.20	
22.32	0.00	9311.66	
22.33	0.00	9319.12	
22.34	0.00	9326.58	
22.35	0.00	9334.04	
22.36	0.00	9341.51	
22.37	0.00	9348.98	
22.38	0.00	9356.46	
22.39	0.00	9363.94	
22.40	0.00	9371.42	
22.41	0.00	9378.91	
22.42	0.00	9386.40	
22.43	0.00	9393.89	
22.44	0.00	9401.39	
22.45	0.00	9408.89	
22.46	0.00	9416.39	
22.47	0.00	9423.90	
22.48	0.00	9431.41	
22.49	0.00	9438.92	
22.50	0.00	9446.44	
22.51	0.00	9453.96	
22.52	0.00	9461.49	
22.53	0.00	9469.01	
22.54	0.00	9476.55	
22.55	0.00	9484.08	
22.56	0.00	9491.62	
22.57	0.00	9499.16	
22.58	0.00	9506.71	
22.59	0.00	9514.26	
22.60	0.00	9521.81	
22.61	0.00	9529.36	
22.62	0.00	9536.92	
22.63	0.00	9544.49	
22.64	0.00	9552.05	
22.65	0.00	9559.62	
22.66	0.00	9567.19	
22.67	0.00	9574.77	
22.68	0.00	9582.35	
22.69	0.00	9589.94	
22.70	0.00	9597.52	
22.71	0.00	9605.11	
22.72	0.00	9612.71	
22.73	0.00	9620.31	
22.74	0.00	9627.91	
22.75	0.00	9635.51	
22.76	0.00	9643.12	
22.77	0.00	9650.73	
22.78	0.00	9658.35	
22.79	0.00	9665.96	
22.80	0.00	9673.59	
22.81	0.00	9681.21	
22.82	0.00	9688.84	
22.83	0.00	9696.47	
22.84	0.00	9704.11	
22.85	0.00	9711.75	
22.86	0.00	9719.39	
22.87	0.00	9727.04	
22.88	0.00	9734.69	
22.89	0.00	9742.34	
22.90	0.00	9750.00	*
