INDEP	SHIFT	DEP	STOR
16N	16N	16N	1S
9.52	0.00	2396.11	
9.53	0.00	2400.26	
9.54	0.00	2404.41	
9.55	0.00	2408.56	
9.56	0.00	2412.71	
9.57	0.00	2416.86	
9.58	0.00	2421.02	
9.59	0.00	2425.18	
9.60	0.00	2429.34	
9.61	0.00	2433.50	
9.62	0.00	2437.66	
9.63	0.00	2441.82	
9.64	0.00	2445.98	
9.65	0.00	2450.15	
9.66	0.00	2454.31	
9.67	0.00	2458.48	
9.68	0.00	2462.65	
9.69	0.00	2466.82	
9.70	0.00	2470.99	
9.71	0.00	2475.16	
9.72	0.00	2479.34	
9.73	0.00	2483.51	
9.74	0.00	2487.69	
9.75	0.00	2491.87	*
9.76	0.00	2495.87	
9.77	0.00	2499.87	
9.78	0.00	2503.87	
9.79	0.00	2507.87	
9.80	0.00	2511.87	
9.81	0.00	2515.88	
9.82	0.00	2519.88	
9.83	0.00	2523.89	
9.84	0.00	2527.90	
9.85	0.00	2531.90	
9.86	0.00	2535.91	
9.87	0.00	2539.92	
9.88	0.00	2543.93	
9.89	0.00	2547.94	
9.90	0.00	2551.96	
9.91	0.00	2555.97	
9.92	0.00	2559.98	
9.93	0.00	2564.00	
9.94	0.00	2568.02	
9.95	0.00	2572.03	
9.96	0.00	2576.05	
9.97	0.00	2580.07	
9.98	0.00	2584.09	
9.99	0.00	2588.11	
10.00	0.00	2592.13	
10.01	0.00	2596.16	
10.02	0.00	2600.18	
10.03	0.00	2604.21	
10.04	0.00	2608.23	
10.05	0.00	2612.26	
10.06	0.00	2616.29	
10.07	0.00	2620.32	
10.08	0.00	2624.35	
10.09	0.00	2628.38	
10.10	0.00	2632.41	
10.11	0.00	2636.44	*
10.12	0.00	2640.32	
10.13	0.00	2644.21	
10.14	0.00	2648.09	
10.15	0.00	2651.98	
10.16	0.00	2655.87	
10.17	0.00	2659.76	
10.18	0.00	2663.64	
10.19	0.00	2667.53	
10.20	0.00	2671.42	
10.21	0.00	2675.31	
10.22	0.00	2679.20	
10.23	0.00	2683.10	
10.24	0.00	2686.99	
10.25	0.00	2690.88	
10.26	0.00	2694.77	
10.27	0.00	2698.67	
10.28	0.00	2702.56	
10.29	0.00	2706.46	
10.30	0.00	2710.36	
10.31	0.00	2714.25	
10.32	0.00	2718.15	
10.33	0.00	2722.05	
10.34	0.00	2725.95	
10.35	0.00	2729.85	
10.36	0.00	2733.75	
10.37	0.00	2737.65	
10.38	0.00	2741.55	
10.39	0.00	2745.45	
10.40	0.00	2749.36	
10.41	0.00	2753.26	*
10.42	0.00	2757.05	
10.43	0.00	2760.85	
10.44	0.00	2764.64	
10.45	0.00	2768.44	
10.46	0.00	2772.23	
10.47	0.00	2776.03	
10.48	0.00	2779.82	
10.49	0.00	2783.62	
10.50	0.00	2787.42	
10.51	0.00	2791.22	
10.52	0.00	2795.01	
10.53	0.00	2798.81	
10.54	0.00	2802.61	
10.55	0.00	2806.41	
10.56	0.00	2810.21	
10.57	0.00	2814.01	
10.58	0.00	2817.81	
10.59	0.00	2821.62	
10.60	0.00	2825.42	
10.61	0.00	2829.22	
10.62	0.00	2833.02	
10.63	0.00	2836.83	
10.64	0.00	2840.63	
10.65	0.00	2844.44	
10.66	0.00	2848.24	
10.67	0.00	2852.05	
10.68	0.00	2855.85	
10.69	0.00	2859.66	
10.70	0.00	2863.47	
10.71	0.00	2867.27	
10.72	0.00	2871.08	
10.73	0.00	2874.89	
10.74	0.00	2878.70	
10.75	0.00	2882.51	
10.76	0.00	2886.32	
10.77	0.00	2890.13	
10.78	0.00	2893.94	
10.79	0.00	2897.75	
10.80	0.00	2901.56	
10.81	0.00	2905.37	
10.82	0.00	2909.19	
10.83	0.00	2913.00	*
10.84	0.00	2916.80	
10.85	0.00	2920.60	
10.86	0.00	2924.40	
10.87	0.00	2928.20	
10.88	0.00	2932.01	
10.89	0.00	2935.82	
10.90	0.00	2939.64	
10.91	0.00	2943.45	
10.92	0.00	2947.27	
10.93	0.00	2951.09	
10.94	0.00	2954.92	
10.95	0.00	2958.75	
10.96	0.00	2962.58	
10.97	0.00	2966.41	
10.98	0.00	2970.25	
10.99	0.00	2974.09	
11.00	0.00	2977.93	
11.01	0.00	2981.78	
11.02	0.00	2985.62	
11.03	0.00	2989.47	
11.04	0.00	2993.33	
11.05	0.00	2997.19	
11.06	0.00	3001.05	
11.07	0.00	3004.91	
11.08	0.00	3008.77	
11.09	0.00	3012.64	
11.10	0.00	3016.51	
11.11	0.00	3020.39	
11.12	0.00	3024.26	
11.13	0.00	3028.14	
11.14	0.00	3032.03	
11.15	0.00	3035.91	
11.16	0.00	3039.80	
11.17	0.00	3043.69	
11.18	0.00	3047.59	
11.19	0.00	3051.49	
11.20	0.00	3055.39	
11.21	0.00	3059.29	
11.22	0.00	3063.19	
11.23	0.00	3067.10	
11.24	0.00	3071.02	
11.25	0.00	3074.93	
11.26	0.00	3078.85	
11.27	0.00	3082.77	
11.28	0.00	3086.69	
11.29	0.00	3090.62	
11.30	0.00	3094.55	
11.31	0.00	3098.48	
11.32	0.00	3102.41	
11.33	0.00	3106.35	
11.34	0.00	3110.29	
11.35	0.00	3114.24	
11.36	0.00	3118.18	
11.37	0.00	3122.13	
11.38	0.00	3126.09	
11.39	0.00	3130.04	
11.40	0.00	3134.00	
11.41	0.00	3137.96	
11.42	0.00	3141.92	
11.43	0.00	3145.89	
11.44	0.00	3149.86	
11.45	0.00	3153.83	
11.46	0.00	3157.81	
11.47	0.00	3161.79	
11.48	0.00	3165.77	
11.49	0.00	3169.76	
11.50	0.00	3173.74	
11.51	0.00	3177.73	
11.52	0.00	3181.73	
11.53	0.00	3185.72	
11.54	0.00	3189.72	
11.55	0.00	3193.72	
11.56	0.00	3197.73	
11.57	0.00	3201.74	
11.58	0.00	3205.75	
11.59	0.00	3209.76	
11.60	0.00	3213.78	
11.61	0.00	3217.80	
11.62	0.00	3221.82	
11.63	0.00	3225.84	
11.64	0.00	3229.87	
11.65	0.00	3233.90	
11.66	0.00	3237.94	
11.67	0.00	3241.97	
11.68	0.00	3246.01	
11.69	0.00	3250.06	
11.70	0.00	3254.10	
11.71	0.00	3258.15	
11.72	0.00	3262.20	
11.73	0.00	3266.26	
11.74	0.00	3270.32	
11.75	0.00	3274.38	
11.76	0.00	3278.44	
11.77	0.00	3282.51	
11.78	0.00	3286.57	
11.79	0.00	3290.65	
11.80	0.00	3294.72	
11.81	0.00	3298.80	
11.82	0.00	3302.88	
11.83	0.00	3306.96	
11.84	0.00	3311.05	
11.85	0.00	3315.14	
11.86	0.00	3319.23	
11.87	0.00	3323.33	
11.88	0.00	3327.43	
11.89	0.00	3331.53	
11.90	0.00	3335.63	
11.91	0.00	3339.74	
11.92	0.00	3343.85	
11.93	0.00	3347.96	
11.94	0.00	3352.08	
11.95	0.00	3356.20	
11.96	0.00	3360.32	
11.97	0.00	3364.45	
11.98	0.00	3368.57	
11.99	0.00	3372.71	
12.00	0.00	3376.84	
12.01	0.00	3380.98	
12.02	0.00	3385.12	
12.03	0.00	3389.26	
12.04	0.00	3393.40	
12.05	0.00	3397.55	
12.06	0.00	3401.70	
12.07	0.00	3405.86	
12.08	0.00	3410.02	
12.09	0.00	3414.18	
12.10	0.00	3418.34	
12.11	0.00	3422.51	
12.12	0.00	3426.68	
12.13	0.00	3430.85	
12.14	0.00	3435.02	
12.15	0.00	3439.20	
12.16	0.00	3443.38	
12.17	0.00	3447.57	
12.18	0.00	3451.75	
12.19	0.00	3455.94	
12.20	0.00	3460.13	
12.21	0.00	3464.33	
12.22	0.00	3468.53	
12.23	0.00	3472.73	
12.24	0.00	3476.94	
12.25	0.00	3481.14	
12.26	0.00	3485.35	
12.27	0.00	3489.57	
12.28	0.00	3493.78	
12.29	0.00	3498.00	
12.30	0.00	3502.23	
12.31	0.00	3506.45	
12.32	0.00	3510.68	
12.33	0.00	3514.91	
12.34	0.00	3519.14	
12.35	0.00	3523.38	
12.36	0.00	3527.62	
12.37	0.00	3531.86	
12.38	0.00	3536.11	
12.39	0.00	3540.36	
12.40	0.00	3544.61	
12.41	0.00	3548.87	
12.42	0.00	3553.12	
12.43	0.00	3557.39	
12.44	0.00	3561.65	
12.45	0.00	3565.92	
12.46	0.00	3570.19	
12.47	0.00	3574.46	
12.48	0.00	3578.73	
12.49	0.00	3583.01	
12.50	0.00	3587.30	
12.51	0.00	3591.58	
12.52	0.00	3595.87	
12.53	0.00	3600.16	
12.54	0.00	3604.45	
12.55	0.00	3608.75	
12.56	0.00	3613.05	
12.57	0.00	3617.35	
12.58	0.00	3621.66	
12.59	0.00	3625.96	
12.60	0.00	3630.28	
12.61	0.00	3634.59	
12.62	0.00	3638.91	
12.63	0.00	3643.23	
12.64	0.00	3647.55	
12.65	0.00	3651.88	
12.66	0.00	3656.21	
12.67	0.00	3660.54	
12.68	0.00	3664.87	
12.69	0.00	3669.21	
12.70	0.00	3673.55	
12.71	0.00	3677.90	
12.72	0.00	3682.25	
12.73	0.00	3686.60	
12.74	0.00	3690.95	
12.75	0.00	3695.31	
12.76	0.00	3699.66	
12.77	0.00	3704.03	
12.78	0.00	3708.39	
12.79	0.00	3712.76	
12.80	0.00	3717.13	
12.81	0.00	3721.50	
12.82	0.00	3725.88	
12.83	0.00	3730.26	
12.84	0.00	3734.65	
12.85	0.00	3739.03	
12.86	0.00	3743.42	
12.87	0.00	3747.81	
12.88	0.00	3752.21	
12.89	0.00	3756.61	
12.90	0.00	3761.01	
12.91	0.00	3765.41	
12.92	0.00	3769.82	
12.93	0.00	3774.23	
12.94	0.00	3778.64	
12.95	0.00	3783.06	
12.96	0.00	3787.48	
12.97	0.00	3791.90	
12.98	0.00	3796.32	
12.99	0.00	3800.75	
13.00	0.00	3805.18	
13.01	0.00	3809.62	
13.02	0.00	3814.05	
13.03	0.00	3818.49	
13.04	0.00	3822.94	
13.05	0.00	3827.38	
13.06	0.00	3831.83	
13.07	0.00	3836.28	
13.08	0.00	3840.74	
13.09	0.00	3845.20	
13.10	0.00	3849.66	
13.11	0.00	3854.12	
13.12	0.00	3858.59	
13.13	0.00	3863.06	
13.14	0.00	3867.53	
13.15	0.00	3872.01	
13.16	0.00	3876.49	
13.17	0.00	3880.97	
13.18	0.00	3885.45	
13.19	0.00	3889.94	
13.20	0.00	3894.43	
13.21	0.00	3898.93	
13.22	0.00	3903.42	
13.23	0.00	3907.92	
13.24	0.00	3912.43	
13.25	0.00	3916.93	
13.26	0.00	3921.44	
13.27	0.00	3925.96	
13.28	0.00	3930.47	
13.29	0.00	3934.99	
13.30	0.00	3939.51	
13.31	0.00	3944.03	
13.32	0.00	3948.56	
13.33	0.00	3953.09	
13.34	0.00	3957.63	
13.35	0.00	3962.16	
13.36	0.00	3966.70	
13.37	0.00	3971.24	
13.38	0.00	3975.79	
13.39	0.00	3980.34	
13.40	0.00	3984.89	
13.41	0.00	3989.44	
13.42	0.00	3994.00	
13.43	0.00	3998.56	
13.44	0.00	4003.13	
13.45	0.00	4007.69	
13.46	0.00	4012.26	
13.47	0.00	4016.83	
13.48	0.00	4021.41	
13.49	0.00	4025.99	
13.50	0.00	4030.57	
13.51	0.00	4035.16	
13.52	0.00	4039.74	
13.53	0.00	4044.33	
13.54	0.00	4048.93	
13.55	0.00	4053.53	
13.56	0.00	4058.13	
13.57	0.00	4062.73	
13.58	0.00	4067.33	
13.59	0.00	4071.94	
13.60	0.00	4076.56	
13.61	0.00	4081.17	
13.62	0.00	4085.79	
13.63	0.00	4090.41	
13.64	0.00	4095.03	
13.65	0.00	4099.66	
13.66	0.00	4104.29	
13.67	0.00	4108.92	
13.68	0.00	4113.56	
13.69	0.00	4118.20	
13.70	0.00	4122.84	
13.71	0.00	4127.49	
13.72	0.00	4132.14	
13.73	0.00	4136.79	
13.74	0.00	4141.44	
13.75	0.00	4146.10	
13.76	0.00	4150.76	
13.77	0.00	4155.43	
13.78	0.00	4160.09	
13.79	0.00	4164.76	
13.80	0.00	4169.44	
13.81	0.00	4174.11	
13.82	0.00	4178.79	
13.83	0.00	4183.47	
13.84	0.00	4188.16	
13.85	0.00	4192.85	
13.86	0.00	4197.54	
13.87	0.00	4202.23	
13.88	0.00	4206.93	
13.89	0.00	4211.63	
13.90	0.00	4216.33	
13.91	0.00	4221.04	
13.92	0.00	4225.75	
13.93	0.00	4230.46	
13.94	0.00	4235.18	
13.95	0.00	4239.89	
13.96	0.00	4244.62	
13.97	0.00	4249.34	
13.98	0.00	4254.07	
13.99	0.00	4258.80	
14.00	0.00	4263.53	
14.01	0.00	4268.27	
14.02	0.00	4273.01	
14.03	0.00	4277.75	
14.04	0.00	4282.50	
14.05	0.00	4287.25	
14.06	0.00	4292.00	
14.07	0.00	4296.76	
14.08	0.00	4301.51	
14.09	0.00	4306.28	
14.10	0.00	4311.04	
14.11	0.00	4315.81	
14.12	0.00	4320.58	
14.13	0.00	4325.35	
14.14	0.00	4330.13	
14.15	0.00	4334.91	
14.16	0.00	4339.69	
14.17	0.00	4344.48	
14.18	0.00	4349.27	
14.19	0.00	4354.06	
14.20	0.00	4358.85	
14.21	0.00	4363.65	
14.22	0.00	4368.45	
14.23	0.00	4373.26	
14.24	0.00	4378.07	
14.25	0.00	4382.88	
14.26	0.00	4387.69	
14.27	0.00	4392.51	
14.28	0.00	4397.33	
14.29	0.00	4402.15	
14.30	0.00	4406.97	
14.31	0.00	4411.80	
14.32	0.00	4416.64	
14.33	0.00	4421.47	
14.34	0.00	4426.31	
14.35	0.00	4431.15	
14.36	0.00	4435.99	
14.37	0.00	4440.84	
14.38	0.00	4445.69	
14.39	0.00	4450.55	
14.40	0.00	4455.40	
14.41	0.00	4460.26	
14.42	0.00	4465.13	
14.43	0.00	4469.99	
14.44	0.00	4474.86	
14.45	0.00	4479.73	
14.46	0.00	4484.61	
14.47	0.00	4489.49	
14.48	0.00	4494.37	
14.49	0.00	4499.25	
14.50	0.00	4504.14	
14.51	0.00	4509.03	
14.52	0.00	4513.92	
14.53	0.00	4518.82	
14.54	0.00	4523.72	
14.55	0.00	4528.62	
14.56	0.00	4533.53	
14.57	0.00	4538.44	
14.58	0.00	4543.35	
14.59	0.00	4548.26	
14.60	0.00	4553.18	
14.61	0.00	4558.10	
14.62	0.00	4563.03	
14.63	0.00	4567.96	
14.64	0.00	4572.89	
14.65	0.00	4577.82	
14.66	0.00	4582.76	
14.67	0.00	4587.70	
14.68	0.00	4592.64	
14.69	0.00	4597.59	
14.70	0.00	4602.54	
14.71	0.00	4607.49	
14.72	0.00	4612.44	
14.73	0.00	4617.40	
14.74	0.00	4622.36	
14.75	0.00	4627.33	
14.76	0.00	4632.30	
14.77	0.00	4637.27	
14.78	0.00	4642.24	
14.79	0.00	4647.22	
14.80	0.00	4652.20	
14.81	0.00	4657.18	
14.82	0.00	4662.17	
14.83	0.00	4667.16	
14.84	0.00	4672.15	
14.85	0.00	4677.15	
14.86	0.00	4682.14	
14.87	0.00	4687.15	
14.88	0.00	4692.15	
14.89	0.00	4697.16	
14.90	0.00	4702.17	
14.91	0.00	4707.19	
14.92	0.00	4712.20	
14.93	0.00	4717.22	
14.94	0.00	4722.25	
14.95	0.00	4727.27	
14.96	0.00	4732.30	
14.97	0.00	4737.34	
14.98	0.00	4742.37	
14.99	0.00	4747.41	
15.00	0.00	4752.45	
15.01	0.00	4757.50	
15.02	0.00	4762.55	
15.03	0.00	4767.60	
15.04	0.00	4772.65	
15.05	0.00	4777.71	
15.06	0.00	4782.77	
15.07	0.00	4787.84	
15.08	0.00	4792.90	
15.09	0.00	4797.98	
15.10	0.00	4803.05	
15.11	0.00	4808.13	
15.12	0.00	4813.20	
15.13	0.00	4818.29	
15.14	0.00	4823.37	
15.15	0.00	4828.46	
15.16	0.00	4833.55	
15.17	0.00	4838.65	
15.18	0.00	4843.75	
15.19	0.00	4848.85	
15.20	0.00	4853.95	
15.21	0.00	4859.06	
15.22	0.00	4864.17	
15.23	0.00	4869.29	
15.24	0.00	4874.40	
15.25	0.00	4879.52	
15.26	0.00	4884.65	
15.27	0.00	4889.77	
15.28	0.00	4894.90	
15.29	0.00	4900.04	
15.30	0.00	4905.17	
15.31	0.00	4910.31	
15.32	0.00	4915.45	
15.33	0.00	4920.60	
15.34	0.00	4925.75	
15.35	0.00	4930.90	
15.36	0.00	4936.05	
15.37	0.00	4941.21	
15.38	0.00	4946.37	
15.39	0.00	4951.54	
15.40	0.00	4956.70	
15.41	0.00	4961.87	
15.42	0.00	4967.05	
15.43	0.00	4972.22	
15.44	0.00	4977.40	
15.45	0.00	4982.59	
15.46	0.00	4987.77	
15.47	0.00	4992.96	
15.48	0.00	4998.15	
15.49	0.00	5003.35	
15.50	0.00	5008.55	
15.51	0.00	5013.75	
15.52	0.00	5018.96	
15.53	0.00	5024.16	
15.54	0.00	5029.37	
15.55	0.00	5034.59	
15.56	0.00	5039.81	
15.57	0.00	5045.03	
15.58	0.00	5050.25	
15.59	0.00	5055.48	
15.60	0.00	5060.71	
15.61	0.00	5065.94	
15.62	0.00	5071.18	
15.63	0.00	5076.42	
15.64	0.00	5081.66	
15.65	0.00	5086.90	
15.66	0.00	5092.15	
15.67	0.00	5097.40	
15.68	0.00	5102.66	
15.69	0.00	5107.92	
15.70	0.00	5113.18	
15.71	0.00	5118.44	
15.72	0.00	5123.71	
15.73	0.00	5128.98	
15.74	0.00	5134.26	
15.75	0.00	5139.53	
15.76	0.00	5144.81	
15.77	0.00	5150.10	
15.78	0.00	5155.38	
15.79	0.00	5160.67	
15.80	0.00	5165.97	
15.81	0.00	5171.26	
15.82	0.00	5176.56	
15.83	0.00	5181.86	
15.84	0.00	5187.17	
15.85	0.00	5192.48	
15.86	0.00	5197.79	
15.87	0.00	5203.11	
15.88	0.00	5208.42	
15.89	0.00	5213.75	
15.90	0.00	5219.07	
15.91	0.00	5224.40	
15.92	0.00	5229.73	
15.93	0.00	5235.06	
15.94	0.00	5240.40	
15.95	0.00	5245.74	
15.96	0.00	5251.08	
15.97	0.00	5256.43	
15.98	0.00	5261.78	
15.99	0.00	5267.13	
16.00	0.00	5272.49	
16.01	0.00	5277.85	
16.02	0.00	5283.21	
16.03	0.00	5288.58	
16.04	0.00	5293.94	
16.05	0.00	5299.32	
16.06	0.00	5304.69	
16.07	0.00	5310.07	
16.08	0.00	5315.45	
16.09	0.00	5320.84	
16.10	0.00	5326.22	
16.11	0.00	5331.61	
16.12	0.00	5337.01	
16.13	0.00	5342.41	
16.14	0.00	5347.81	
16.15	0.00	5353.21	
16.16	0.00	5358.62	
16.17	0.00	5364.03	
16.18	0.00	5369.44	
16.19	0.00	5374.86	
16.20	0.00	5380.28	
16.21	0.00	5385.70	
16.22	0.00	5391.12	
16.23	0.00	5396.55	
16.24	0.00	5401.99	
16.25	0.00	5407.42	
16.26	0.00	5412.86	
16.27	0.00	5418.30	
16.28	0.00	5423.75	
16.29	0.00	5429.19	
16.30	0.00	5434.65	
16.31	0.00	5440.10	
16.32	0.00	5445.56	
16.33	0.00	5451.02	
16.34	0.00	5456.48	
16.35	0.00	5461.95	
16.36	0.00	5467.42	
16.37	0.00	5472.89	
16.38	0.00	5478.37	
16.39	0.00	5483.85	
16.40	0.00	5489.33	
16.41	0.00	5494.82	
16.42	0.00	5500.31	
16.43	0.00	5505.80	
16.44	0.00	5511.30	
16.45	0.00	5516.80	
16.46	0.00	5522.30	
16.47	0.00	5527.80	
16.48	0.00	5533.31	
16.49	0.00	5538.82	
16.50	0.00	5544.34	
16.51	0.00	5549.86	
16.52	0.00	5555.38	
16.53	0.00	5560.90	
16.54	0.00	5566.43	
16.55	0.00	5571.96	
16.56	0.00	5577.50	
16.57	0.00	5583.03	
16.58	0.00	5588.57	
16.59	0.00	5594.12	
16.60	0.00	5599.66	
16.61	0.00	5605.21	
16.62	0.00	5610.77	
16.63	0.00	5616.32	
16.64	0.00	5621.88	
16.65	0.00	5627.45	
16.66	0.00	5633.01	
16.67	0.00	5638.58	
16.68	0.00	5644.15	
16.69	0.00	5649.73	
16.70	0.00	5655.31	
16.71	0.00	5660.89	
16.72	0.00	5666.48	
16.73	0.00	5672.06	
16.74	0.00	5677.66	
16.75	0.00	5683.25	
16.76	0.00	5688.85	
16.77	0.00	5694.45	
16.78	0.00	5700.05	
16.79	0.00	5705.66	
16.80	0.00	5711.27	
16.81	0.00	5716.89	
16.82	0.00	5722.50	
16.83	0.00	5728.13	
16.84	0.00	5733.75	
16.85	0.00	5739.38	
16.86	0.00	5745.01	
16.87	0.00	5750.64	
16.88	0.00	5756.28	
16.89	0.00	5761.92	
16.90	0.00	5767.56	
16.91	0.00	5773.20	
16.92	0.00	5778.85	
16.93	0.00	5784.51	
16.94	0.00	5790.16	
16.95	0.00	5795.82	
16.96	0.00	5801.48	
16.97	0.00	5807.15	
16.98	0.00	5812.82	
16.99	0.00	5818.49	
17.00	0.00	5824.17	
17.01	0.00	5829.84	
17.02	0.00	5835.52	
17.03	0.00	5841.21	
17.04	0.00	5846.90	
17.05	0.00	5852.59	
17.06	0.00	5858.28	
17.07	0.00	5863.98	
17.08	0.00	5869.68	
17.09	0.00	5875.39	
17.10	0.00	5881.09	
17.11	0.00	5886.80	
17.12	0.00	5892.52	
17.13	0.00	5898.23	
17.14	0.00	5903.95	
17.15	0.00	5909.68	
17.16	0.00	5915.40	
17.17	0.00	5921.13	
17.18	0.00	5926.87	
17.19	0.00	5932.60	
17.20	0.00	5938.34	
17.21	0.00	5944.09	
17.22	0.00	5949.83	
17.23	0.00	5955.58	
17.24	0.00	5961.33	
17.25	0.00	5967.09	
17.26	0.00	5972.85	
17.27	0.00	5978.61	
17.28	0.00	5984.38	
17.29	0.00	5990.14	
17.30	0.00	5995.92	
17.31	0.00	6001.69	
17.32	0.00	6007.47	
17.33	0.00	6013.25	
17.34	0.00	6019.04	
17.35	0.00	6024.82	
17.36	0.00	6030.61	
17.37	0.00	6036.41	
17.38	0.00	6042.21	
17.39	0.00	6048.01	
17.40	0.00	6053.81	
17.41	0.00	6059.62	
17.42	0.00	6065.43	
17.43	0.00	6071.24	
17.44	0.00	6077.06	
17.45	0.00	6082.88	
17.46	0.00	6088.70	
17.47	0.00	6094.53	
17.48	0.00	6100.36	
17.49	0.00	6106.19	
17.50	0.00	6112.03	
17.51	0.00	6117.87	
17.52	0.00	6123.71	
17.53	0.00	6129.56	
17.54	0.00	6135.41	
17.55	0.00	6141.26	
17.56	0.00	6147.12	
17.57	0.00	6152.98	
17.58	0.00	6158.84	
17.59	0.00	6164.71	
17.60	0.00	6170.57	
17.61	0.00	6176.45	
17.62	0.00	6182.32	
17.63	0.00	6188.20	
17.64	0.00	6194.08	
17.65	0.00	6199.97	
17.66	0.00	6205.86	
17.67	0.00	6211.75	
17.68	0.00	6217.64	
17.69	0.00	6223.54	
17.70	0.00	6229.44	
17.71	0.00	6235.35	
17.72	0.00	6241.26	
17.73	0.00	6247.17	
17.74	0.00	6253.08	
17.75	0.00	6259.00	
17.76	0.00	6264.92	
17.77	0.00	6270.84	
17.78	0.00	6276.77	
17.79	0.00	6282.70	
17.80	0.00	6288.64	
17.81	0.00	6294.57	
17.82	0.00	6300.51	
17.83	0.00	6306.46	
17.84	0.00	6312.40	
17.85	0.00	6318.36	
17.86	0.00	6324.31	
17.87	0.00	6330.27	
17.88	0.00	6336.23	
17.89	0.00	6342.19	
17.90	0.00	6348.16	
17.91	0.00	6354.13	
17.92	0.00	6360.10	
17.93	0.00	6366.07	
17.94	0.00	6372.05	
17.95	0.00	6378.04	
17.96	0.00	6384.02	
17.97	0.00	6390.01	
17.98	0.00	6396.01	
17.99	0.00	6402.00	
18.00	0.00	6408.00	
18.01	0.00	6414.00	
18.02	0.00	6420.01	
18.03	0.00	6426.02	
18.04	0.00	6432.03	
18.05	0.00	6438.05	
18.06	0.00	6444.06	
18.07	0.00	6450.09	
18.08	0.00	6456.11	
18.09	0.00	6462.14	
18.10	0.00	6468.17	
18.11	0.00	6474.21	
18.12	0.00	6480.25	
18.13	0.00	6486.29	
18.14	0.00	6492.33	
18.15	0.00	6498.38	
18.16	0.00	6504.43	
18.17	0.00	6510.49	
18.18	0.00	6516.55	
18.19	0.00	6522.61	
18.20	0.00	6528.67	
18.21	0.00	6534.74	
18.22	0.00	6540.81	
18.23	0.00	6546.88	
18.24	0.00	6552.96	
18.25	0.00	6559.04	
18.26	0.00	6565.13	
18.27	0.00	6571.22	
18.28	0.00	6577.31	
18.29	0.00	6583.40	
18.30	0.00	6589.50	
18.31	0.00	6595.60	
18.32	0.00	6601.70	
18.33	0.00	6607.81	
18.34	0.00	6613.92	
18.35	0.00	6620.03	
18.36	0.00	6626.15	
18.37	0.00	6632.27	
18.38	0.00	6638.40	
18.39	0.00	6644.52	
18.40	0.00	6650.65	
18.41	0.00	6656.79	
18.42	0.00	6662.92	
18.43	0.00	6669.06	
18.44	0.00	6675.21	
18.45	0.00	6681.35	
18.46	0.00	6687.50	
18.47	0.00	6693.66	
18.48	0.00	6699.81	
18.49	0.00	6705.97	
18.50	0.00	6712.14	
18.51	0.00	6718.30	
18.52	0.00	6724.47	
18.53	0.00	6730.64	
18.54	0.00	6736.82	
18.55	0.00	6743.00	
18.56	0.00	6749.18	
18.57	0.00	6755.37	
18.58	0.00	6761.56	
18.59	0.00	6767.75	
18.60	0.00	6773.95	
18.61	0.00	6780.15	
18.62	0.00	6786.35	
18.63	0.00	6792.56	
18.64	0.00	6798.76	
18.65	0.00	6804.98	
18.66	0.00	6811.19	
18.67	0.00	6817.41	
18.68	0.00	6823.63	
18.69	0.00	6829.86	
18.70	0.00	6836.09	
18.71	0.00	6842.32	
18.72	0.00	6848.56	
18.73	0.00	6854.80	
18.74	0.00	6861.04	
18.75	0.00	6867.28	
18.76	0.00	6873.53	
18.77	0.00	6879.79	
18.78	0.00	6886.04	
18.79	0.00	6892.30	
18.80	0.00	6898.56	
18.81	0.00	6904.83	
18.82	0.00	6911.10	
18.83	0.00	6917.37	
18.84	0.00	6923.64	
18.85	0.00	6929.92	
18.86	0.00	6936.20	
18.87	0.00	6942.49	
18.88	0.00	6948.78	
18.89	0.00	6955.07	
18.90	0.00	6961.36	
18.91	0.00	6967.66	
18.92	0.00	6973.96	
18.93	0.00	6980.27	
18.94	0.00	6986.58	
18.95	0.00	6992.89	
18.96	0.00	6999.20	
18.97	0.00	7005.52	
18.98	0.00	7011.84	
18.99	0.00	7018.17	
19.00	0.00	7024.50	
19.01	0.00	7030.83	
19.02	0.00	7037.16	
19.03	0.00	7043.50	
19.04	0.00	7049.84	
19.05	0.00	7056.19	
19.06	0.00	7062.54	
19.07	0.00	7068.89	
19.08	0.00	7075.24	
19.09	0.00	7081.60	
19.10	0.00	7087.96	
19.11	0.00	7094.33	
19.12	0.00	7100.70	
19.13	0.00	7107.07	
19.14	0.00	7113.44	
19.15	0.00	7119.82	
19.16	0.00	7126.20	
19.17	0.00	7132.59	
19.18	0.00	7138.97	
19.19	0.00	7145.37	
19.20	0.00	7151.76	
19.21	0.00	7158.16	
19.22	0.00	7164.56	
19.23	0.00	7170.96	
19.24	0.00	7177.37	
19.25	0.00	7183.78	
19.26	0.00	7190.20	
19.27	0.00	7196.62	
19.28	0.00	7203.04	
19.29	0.00	7209.46	
19.30	0.00	7215.89	
19.31	0.00	7222.32	
19.32	0.00	7228.76	
19.33	0.00	7235.19	
19.34	0.00	7241.63	
19.35	0.00	7248.08	
19.36	0.00	7254.53	
19.37	0.00	7260.98	
19.38	0.00	7267.43	
19.39	0.00	7273.89	
19.40	0.00	7280.35	
19.41	0.00	7286.82	
19.42	0.00	7293.28	
19.43	0.00	7299.76	
19.44	0.00	7306.23	
19.45	0.00	7312.71	
19.46	0.00	7319.19	
19.47	0.00	7325.67	
19.48	0.00	7332.16	
