sample_mid,sample_wake,sample_start,sample_end,sample_duration,vol_target,vol_actual,vol_diff,lab_field,id,ESP,log_file,sample_rate,date,hour,morn_midday_eve,deployment
2019-04-13 05:25:24,2019-04-13 05:04:37,2019-04-13 05:10:13,2019-04-13 05:40:35,30.35,2000,275.0,1725.0,deployed,SCr-59,Waldo,Waldo_2019_Scott_Creek_20210223.csv,9.060955518945633,2019-04-13,5,0,1
2019-04-13 11:29:58,2019-04-13 11:04:42,2019-04-13 11:10:18,2019-04-13 11:49:38,39.33,2000,600.0,1400.0,deployed,SCr-60,Waldo,Waldo_2019_Scott_Creek_20210223.csv,15.255530129672007,2019-04-13,11,1,1
2019-04-13 17:31:32,2019-04-13 17:04:01,2019-04-13 17:09:37,2019-04-13 17:53:27,43.82,2000,573.9,1426.1,deployed,SCr-61,Waldo,Waldo_2019_Scott_Creek_20210223.csv,13.096759470561388,2019-04-13,18,2,1
2019-04-14 05:24:24,2019-04-14 05:04:39,2019-04-14 05:10:16,2019-04-14 05:38:32,28.27,2000,600.0,1400.0,deployed,SCr-62,Waldo,Waldo_2019_Scott_Creek_20210223.csv,21.223912274495934,2019-04-14,5,0,1
2019-04-14 11:30:58,2019-04-14 11:04:33,2019-04-14 11:10:19,2019-04-14 11:51:38,41.3,2000,600.0,1400.0,deployed,SCr-63,Waldo,Waldo_2019_Scott_Creek_20210223.csv,14.527845036319613,2019-04-14,12,1,1
2019-04-14 17:29:08,2019-04-14 17:04:33,2019-04-14 17:10:11,2019-04-14 17:48:06,37.9,2000,650.0,1350.0,deployed,SCr-64,Waldo,Waldo_2019_Scott_Creek_20210223.csv,17.150395778364118,2019-04-14,17,2,1
2019-04-15 05:27:42,2019-04-15 05:04:38,2019-04-15 05:10:15,2019-04-15 05:45:10,34.9,2000,325.0,1675.0,deployed,SCr-65,Waldo,Waldo_2019_Scott_Creek_20210223.csv,9.312320916905444,2019-04-15,5,0,1
2019-04-15 11:30:16,2019-04-15 11:04:33,2019-04-15 11:10:09,2019-04-15 11:50:22,40.22,2000,575.0,1425.0,deployed,SCr-66,Waldo,Waldo_2019_Scott_Creek_20210223.csv,14.296369965191447,2019-04-15,12,1,1
2019-04-15 17:27:43,2019-04-15 17:04:33,2019-04-15 17:10:09,2019-04-15 17:45:18,35.13,2000,575.0,1425.0,deployed,SCr-67,Waldo,Waldo_2019_Scott_Creek_20210223.csv,16.367776828921148,2019-04-15,17,2,1
2019-04-16 05:26:42,2019-04-16 05:04:38,2019-04-16 05:10:16,2019-04-16 05:43:09,32.87,2000,550.0,1450.0,deployed,SCr-68,Waldo,Waldo_2019_Scott_Creek_20210223.csv,16.732582902342564,2019-04-16,5,0,1
2019-04-16 11:18:45,2019-04-16 10:54:45,2019-04-16 11:00:22,2019-04-16 11:37:09,36.77,2000,525.1,1474.9,deployed,SCr-69,Waldo,Waldo_2019_Scott_Creek_20210223.csv,14.28066358444384,2019-04-16,11,1,1
2019-04-16 17:19:54,2019-04-16 16:54:34,2019-04-16 17:00:11,2019-04-16 17:39:38,39.43,2000,500.0,1500.0,deployed,SCr-70,Waldo,Waldo_2019_Scott_Creek_20210223.csv,12.6806999746386,2019-04-16,17,2,1
2019-04-17 05:25:02,2019-04-17 05:04:39,2019-04-17 05:05:49,2019-04-17 05:44:15,38.43,2000,375.0,1625.0,deployed,SCr-71,Waldo,Waldo_2019_Scott_Creek_20210223.csv,9.758001561280249,2019-04-17,5,0,1
2019-04-17 11:27:00,2019-04-17 11:00:07,2019-04-17 11:05:44,2019-04-17 11:48:16,42.53,2000,550.0,1450.0,deployed,SCr-72,Waldo,Waldo_2019_Scott_Creek_20210223.csv,12.932047966141546,2019-04-17,11,1,1
2019-04-17 17:26:13,2019-04-17 17:00:05,2019-04-17 17:05:42,2019-04-17 17:46:45,41.03,2000,725.0,1275.0,deployed,SCr-73,Waldo,Waldo_2019_Scott_Creek_20210223.csv,17.669997562758958,2019-04-17,17,2,1
2019-04-18 05:29:10,2019-04-18 05:04:39,2019-04-18 05:10:16,2019-04-18 05:48:04,37.8,2000,574.7,1425.3,deployed,SCr-74,Waldo,Waldo_2019_Scott_Creek_20210223.csv,15.203703703703706,2019-04-18,5,0,1
2019-04-18 11:33:30,2019-04-18 11:04:36,2019-04-18 11:10:17,2019-04-18 11:56:44,46.43,2000,675.0,1325.0,deployed,SCr-75,Waldo,Waldo_2019_Scott_Creek_20210223.csv,14.538014214947232,2019-04-18,12,1,1
2019-04-18 17:23:56,2019-04-18 17:04:35,2019-04-18 17:10:13,2019-04-18 17:37:39,27.43,2000,625.0,1375.0,deployed,SCr-76,Waldo,Waldo_2019_Scott_Creek_20210223.csv,22.78527160043748,2019-04-18,17,2,1
2019-04-19 05:29:41,2019-04-19 05:04:38,2019-04-19 05:10:16,2019-04-19 05:49:07,38.83,2000,350.0,1650.0,deployed,SCr-77,Waldo,Waldo_2019_Scott_Creek_20210223.csv,9.013649240278136,2019-04-19,5,0,1
