"Protocol","Start Date","Start Date (Julian)","Sample Start Date","Sample Start Date (Julian)","Sample End Date","Sample End Date (Julian)","Time To Sample (hh:mm:ss)","Target Volume (ml)","Actual Volume (ml)","Difference (ml)","WCR Sample Start Date","WCR Sample Start Date (Julian)","WCR Sample End Date","WCR Sample End Date (Julian)","WCR Time To Sample (hh:mm:ss)","WCR Target Volume (ml)","WCR Actual Volume (ml)","WCR Difference (ml)"
"bac wcr","2019-05-01 15:45:59 -07:00","121.66","2019-05-01 15:46:56 -07:00","121.66","2019-05-01 15:53:28 -07:00","121.66","0:6:32","250.0","250.0","0"
"bac wcr","2019-05-02 15:41:52 -07:00","122.65"
"bac wcr","2019-05-02 15:51:23 -07:00","122.66","2019-05-02 15:56:52 -07:00","122.66","2019-05-02 16:06:36 -07:00","122.67","0:9:43","500.0","500.0","0"
"bac wcr","2019-05-02 16:21:14 -07:00","122.68","2019-05-02 16:26:44 -07:00","122.69","2019-05-02 16:37:02 -07:00","122.69","0:10:18","500.0","500.0","0"
"bac wcr","2019-05-02 16:54:11 -07:00","122.70","2019-05-02 16:59:43 -07:00","122.71","2019-05-02 17:10:27 -07:00","122.72","0:10:43","500.0","500.0","0"
"bac wcr","2019-05-06 12:23:07 -07:00","126.52","2019-05-06 12:28:37 -07:00","126.52","2019-05-06 12:48:18 -07:00","126.53","0:19:40","2000.0","798.7","1201.3"
"bac wcr","2019-05-06 18:04:31 -07:00","126.75","2019-05-06 18:10:02 -07:00","126.76","2019-05-06 19:00:23 -07:00","126.79","0:50:21","2000.0","750.0","1250"
"bac wcr","2019-05-07 05:54:36 -07:00","127.25","2019-05-07 06:00:07 -07:00","127.25","2019-05-07 06:52:41 -07:00","127.29","0:52:34","2000.0","699.7","1300.3"
"bac wcr","2019-05-07 11:54:32 -07:00","127.50","2019-05-07 12:00:03 -07:00","127.50","2019-05-07 12:54:12 -07:00","127.54","0:54:9","2000.0","750.0","1250"
"bac wcr","2019-05-07 17:54:33 -07:00","127.75","2019-05-07 18:00:05 -07:00","127.75","2019-05-07 18:54:28 -07:00","127.79","0:54:23","2000.0","800.0","1200"
"bac wcr","2019-05-08 05:44:35 -07:00","128.24","2019-05-08 05:50:06 -07:00","128.24","2019-05-08 06:37:53 -07:00","128.28","0:47:46","2000.0","675.0","1325"
"bac wcr","2019-05-08 11:44:30 -07:00","128.49","2019-05-08 11:50:02 -07:00","128.49","2019-05-08 12:38:47 -07:00","128.53","0:48:45","2000.0","775.0","1225"
"bac wcr","2019-05-08 17:34:30 -07:00","128.73","2019-05-08 17:40:02 -07:00","128.74","2019-05-08 18:36:49 -07:00","128.78","0:56:46","2000.0","799.9","1200.1"
"bac wcr","2019-05-09 06:04:35 -07:00","129.25","2019-05-09 06:10:11 -07:00","129.26","2019-05-09 09:21:52 -07:00","129.39","3:11:40","2000.0","709.0","1291"
"bac wcr","2019-05-09 12:04:28 -07:00","129.50","2019-05-09 12:09:59 -07:00","129.51","2019-05-09 12:57:09 -07:00","129.54","0:47:9","2000.0","775.0","1225"
"bac wcr","2019-05-09 18:04:30 -07:00","129.75","2019-05-09 18:10:02 -07:00","129.76","2019-05-09 19:03:37 -07:00","129.79","0:53:35","2000.0","900.0","1100"
"bac wcr","2019-05-10 06:04:35 -07:00","130.25","2019-05-10 06:10:07 -07:00","130.26","2019-05-10 06:55:27 -07:00","130.29","0:45:19","2000.0","750.0","1250"
"bac wcr","2019-05-10 12:04:32 -07:00","130.50","2019-05-10 12:11:39 -07:00","130.51","2019-05-10 12:13:18 -07:00","130.51","0:1:38","2000.0","0.8","1999.2"
"bac wcr","2019-05-10 17:54:27 -07:00","130.75","2019-05-10 17:59:59 -07:00","130.75","2019-05-10 18:52:07 -07:00","130.79","0:52:8","2000.0","775.0","1225"
"bac wcr","2019-05-11 06:04:36 -07:00","131.25","2019-05-11 06:10:08 -07:00","131.26","2019-05-11 06:55:34 -07:00","131.29","0:45:25","2000.0","649.4","1350.6"
"bac wcr","2019-05-11 12:04:31 -07:00","131.50","2019-05-11 12:10:04 -07:00","131.51","2019-05-11 12:58:09 -07:00","131.54","0:48:5","2000.0","725.0","1275"
"bac wcr","2019-05-11 18:04:29 -07:00","131.75","2019-05-11 18:10:01 -07:00","131.76","2019-05-11 19:00:38 -07:00","131.79","0:50:36","2000.0","775.0","1225"
"bac wcr","2019-05-12 06:04:34 -07:00","132.25","2019-05-12 06:10:07 -07:00","132.26","2019-05-12 06:56:59 -07:00","132.29","0:46:51","2000.0","675.0","1325"
"bac wcr","2019-05-12 12:04:30 -07:00","132.50","2019-05-12 12:10:03 -07:00","132.51","2019-05-12 13:05:15 -07:00","132.55","0:55:11","2000.0","800.0","1200"
