target,Ct,quantity
coho,37.73837662,5
coho,37.39757538,5
coho,Undetermined,5
trout,19.19309235,1000000
trout,18.90928268,1000000
trout,18.90211487,1000000
trout,22.70512772,100000
trout,22.76815987,100000
trout,22.64368629,100000
trout,26.14232445,10000
trout,26.25835228,10000
trout,26.08500481,10000
trout,29.92964745,1000
trout,30.00456238,1000
trout,29.9607563,1000
trout,31.85313988,100
trout,32.88360596,100
trout,32.67486191,100
trout,37.15788269,10
trout,37.06315231,10
trout,36.38249969,10
trout,34.59170532,5
trout,33.42033005,5
trout,35.82196808,5
trout,19.39980888,1000000
trout,19.18488121,1000000
trout,19.06064987,1000000
trout,21.37987518,100000
trout,21.48812866,100000
trout,21.04824829,100000
trout,26.05747604,10000
trout,26.12908936,10000
trout,25.75668144,10000
trout,29.51121902,1000
trout,29.66197014,1000
trout,29.21233749,1000
trout,33.44854736,100
trout,33.56338882,100
trout,33.59119034,100
trout,Undetermined,10
trout,38.61101151,10
trout,38.153759,10
trout,Undetermined,5
trout,Undetermined,5
trout,Undetermined,5
coho,20.38200951,1000000
coho,20.0411396,1000000
coho,19.95392799,1000000
coho,23.86581421,100000
coho,23.74184418,100000
coho,23.81296539,100000
coho,28.33786774,10000
coho,28.22295189,10000
coho,28.12625504,10000
coho,32.7507782,1000
coho,32.76317215,1000
coho,32.53775787,1000
coho,Undetermined,100
coho,38.04648972,100
coho,37.46628952,100
coho,Undetermined,10
coho,Undetermined,10
coho,Undetermined,10
coho,Undetermined,5
coho,Undetermined,5
coho,Undetermined,5
trout,20.59182739,1000000
trout,20.08672523,1000000
trout,20.01998329,1000000
trout,24.28753281,100000
trout,24.07596016,100000
trout,23.96629143,100000
trout,27.87708092,10000
trout,27.6303978,10000
trout,27.60021973,10000
trout,33.57133865,1000
trout,32.491436,1000
trout,32.99067307,1000
trout,35.94196701,100
trout,36.65161896,100
trout,35.13559723,100
trout,Undetermined,10
trout,Undetermined,10
trout,Undetermined,10
trout,Undetermined,5
trout,Undetermined,5
trout,Undetermined,5
coho,20.15480614,1000000
coho,19.98083305,1000000
coho,19.94409943,1000000
coho,23.67170525,100000
coho,23.58245659,100000
coho,23.5529747,100000
coho,27.16290283,10000
coho,27.20478439,10000
coho,27.04427528,10000
coho,31.05128288,1000
coho,31.04838371,1000
coho,30.96539116,1000
coho,34.20796967,100
coho,34.45851898,100
coho,34.27706909,100
coho,38.28957367,10
coho,36.87125397,10
coho,38.00701904,10
coho,Undetermined,5
coho,39.02698898,5
coho,Undetermined,5
trout,18.97083855,1000000
trout,18.00105095,1000000
trout,17.7630291,1000000
trout,21.79269981,100000
trout,21.86395454,100000
trout,21.66172218,100000
trout,25.59223747,10000
trout,25.27624893,10000
trout,25.57712364,10000
trout,29.86360931,1000
trout,29.58020973,1000
trout,29.36962318,1000
trout,33.5109024,100
trout,34.11188507,100
trout,32.64413071,100
trout,37.96405029,10
trout,35.33021164,10
trout,34.98651505,10
trout,Undetermined,5
trout,35.93505096,5
trout,Undetermined,5
coho,19.76311493,1000000
coho,19.65138054,1000000
coho,19.51365852,1000000
coho,23.2851162,100000
coho,23.36077309,100000
coho,23.22875786,100000
coho,26.8434639,10000
coho,26.87167358,10000
coho,26.77786636,10000
coho,30.41430664,1000
coho,30.26663589,1000
coho,30.47570229,1000
coho,34.03673172,100
coho,33.57704163,100
coho,34.35200119,100
coho,39.47822952,10
coho,38.04232407,10
coho,39.23950195,10
coho,Undetermined,5
coho,37.52381134,5
coho,37.0281105,5
trout,19.82262611,1000000
trout,19.45273018,1000000
trout,19.10092735,1000000
trout,23.04903412,100000
trout,23.00832748,100000
trout,23.06540298,100000
trout,26.56580925,10000
trout,26.73191833,10000
trout,26.61561584,10000
trout,30.6618557,1000
trout,30.34405518,1000
trout,30.27392578,1000
trout,36.10259247,100
trout,35.77334595,100
trout,34.97798157,100
trout,36.80834579,10
trout,Undetermined,10
trout,Undetermined,10
trout,37.79891205,5
trout,37.81819534,5
trout,37.87334061,5
coho,20.20610809,1000000
coho,20.06314278,1000000
coho,19.95278931,1000000
coho,23.8241272,100000
coho,23.71920586,100000
coho,23.76678085,100000
coho,27.49500656,10000
coho,27.46648788,10000
coho,27.36574745,10000
coho,30.86132431,1000
coho,30.94837761,1000
coho,30.83270836,1000
coho,34.5874176,100
coho,34.96673203,100
coho,34.17231369,100
coho,38.48338318,10
coho,36.99540329,10
coho,36.27420425,10
coho,38.39960861,5
coho,Undetermined,5
coho,39.73126602,5
coho,20.00126648,1000000
coho,19.80004311,1000000
coho,20.04177666,1000000
coho,23.50322914,100000
coho,23.4192276,100000
coho,23.38689613,100000
coho,27.19055367,10000
coho,27.13248634,10000
coho,27.11091423,10000
coho,30.7650795,1000
coho,30.37309837,1000
coho,30.56215477,1000
coho,34.14453125,100
coho,33.69612122,100
coho,33.70165634,100
coho,37.19813919,10
coho,Undetermined,10
coho,38.31029129,10
coho,38.43974304,5
coho,Undetermined,5
coho,39.36515427,5
trout,18.06979942,1000000
trout,17.65748978,1000000
trout,17.56937599,1000000
trout,21.65122223,100000
trout,21.28189659,100000
trout,21.20367432,100000
trout,25.02626038,10000
trout,25.18220329,10000
trout,24.65858078,10000
trout,28.09710693,1000
trout,28.26091957,1000
trout,28.06871605,1000
trout,30.56861877,100
trout,31.7632103,100
trout,31.74117661,100
trout,37.84580612,10
trout,Undetermined,10
trout,35.0702858,10
trout,Undetermined,5
trout,35.1720314,5
trout,Undetermined,5
trout,19.1343235,1000000
trout,19.15205765,1000000
trout,18.96255684,1000000
trout,22.16821594,100000
trout,22.17944946,100000
trout,22.16462936,100000
trout,24.92923737,10000
trout,25.27288589,10000
trout,25.53976059,10000
trout,29.36064911,1000
trout,29.37941322,1000
trout,29.3053299,1000
trout,32.9810791,100
trout,32.87566757,100
trout,32.22187042,100
trout,35.35227966,10
trout,36.57208633,10
trout,37.66508484,10
trout,38.96255684,5
trout,37.86821594,5
trout,39.17944946,5
coho,19.94664192,1000000
coho,20.21888733,1000000
coho,19.85715485,1000000
coho,23.48214912,100000
coho,23.5267086,100000
coho,23.40759087,100000
coho,26.68878174,10000
coho,27.56676102,10000
coho,26.7034111,10000
coho,30.31622124,1000
coho,30.66050339,1000
coho,30.32579803,1000
coho,34.1529808,100
coho,34.50740051,100
coho,33.96085358,100
coho,36.98905182,10
coho,37.21186447,10
coho,38.7617836,10
coho,37.9095993,5
coho,Undetermined,5
coho,Undetermined,5
coho,20.12722588,1000000
coho,19.98596191,1000000
coho,19.96779633,1000000
coho,23.56299782,100000
coho,23.51545143,100000
coho,23.53193665,100000
coho,27.05149841,10000
coho,27.02726936,10000
coho,26.97505379,10000
coho,30.53505135,1000
coho,30.50868988,1000
coho,30.68271637,1000
coho,34.211586,100
coho,34.65705109,100
coho,34.34671783,100
coho,38.35306168,10
coho,37.95986176,10
coho,37.71385574,10
coho,38.21718216,5
coho,38.08180237,5
coho,Undetermined,5
trout,19.80366516,1000000
trout,19.64903831,1000000
trout,19.46295929,1000000
trout,22.97742844,100000
trout,23.03622437,100000
trout,23.02220535,100000
trout,25.50184059,10000
trout,26.06601906,10000
trout,25.73564911,10000
trout,30.34855843,1000
trout,30.11561203,1000
trout,30.46132088,1000
trout,33.76168823,100
trout,33.43015671,100
trout,33.1410141,100
trout,37.43357468,10
trout,39.70697021,10
trout,36.23696899,10
trout,37.6377449,5
trout,37.15684509,5
trout,Undetermined,5
trout,19.68642426,1000000
trout,19.2413578,1000000
trout,19.24295998,1000000
trout,23.0571003,100000
trout,22.96681023,100000
trout,22.98943329,100000
trout,26.65145874,10000
trout,26.43029022,10000
trout,26.54710197,10000
trout,30.86443138,1000
trout,30.13274574,1000
trout,30.60713196,1000
trout,33.26399231,100
trout,33.83209229,100
trout,32.61477661,100
trout,Undetermined,10
trout,Undetermined,10
trout,36.77809906,10
trout,38.62591934,5
trout,Undetermined,5
trout,37.04276276,5
coho,17.43959999,1000000
coho,17.76992035,1000000
coho,17.7039032,1000000
coho,20.92051888,100000
coho,20.98499298,100000
coho,21.09737396,100000
coho,24.40036392,10000
coho,24.53516006,10000
coho,24.47545052,10000
coho,27.85895157,1000
coho,27.95137978,1000
coho,27.83745003,1000
coho,31.38810539,100
coho,31.26605225,100
coho,31.19860649,100
coho,35.70819092,10
coho,37.04356384,10
coho,34.52192688,10
coho,36.4142189,5
coho,36.13109207,5
coho,37.33215714,5
coho,20.18373299,1000000
coho,20.13329124,1000000
coho,20.04523087,1000000
coho,23.4766922,100000
coho,23.39770317,100000
coho,23.42274475,100000
coho,26.72907066,10000
coho,26.87977982,10000
coho,26.73769569,10000
coho,30.37605286,1000
coho,30.34939003,1000
coho,30.46621704,1000
coho,33.66421509,100
coho,33.51283264,100
coho,33.75903702,100
coho,38.65977097,10
coho,39.4917984,10
coho,39.63165665,10
coho,Undetermined,5
coho,37.52206421,5
coho,37.93313599,5
coho,19.70365524,1000000
coho,19.61017799,1000000
coho,19.6007576,1000000
coho,23.11380005,100000
coho,22.98514557,100000
coho,23.03707886,100000
coho,26.43647957,10000
coho,26.39757156,10000
coho,26.33329391,10000
coho,29.96008873,1000
coho,29.90219688,1000
coho,29.85980797,1000
coho,33.73193741,100
coho,33.24303436,100
coho,33.43712616,100
coho,36.70829773,10
coho,37.36085892,10
coho,36.67076492,10
coho,37.64995575,5
coho,39.56115341,5
coho,39.22357941,5
trout,19.89751434,1000000
trout,19.41436958,1000000
trout,19.44560242,1000000
trout,22.86881447,100000
trout,22.78009415,100000
trout,22.79231644,100000
trout,25.81417084,10000
trout,26.03094673,10000
trout,25.8248539,10000
trout,31.17715836,1000
trout,30.75546646,1000
trout,30.64600945,1000
trout,33.30375671,100
trout,32.95318985,100
trout,33.48311234,100
trout,36.16068649,10
trout,37.68164444,10
trout,Undetermined,10
trout,Undetermined,5
trout,37.67695999,5
trout,Undetermined,5
trout,19.66492462,1000000
trout,19.47272301,1000000
trout,19.2729969,1000000
trout,22.79280663,100000
trout,22.69120407,100000
trout,22.66282463,100000
trout,25.79940605,10000
trout,25.71848106,10000
trout,25.6830349,10000
trout,30.6814518,1000
trout,30.44765663,1000
trout,30.12937164,1000
trout,34.23764801,100
trout,34.6757164,100
trout,33.46319199,100
trout,39.20385742,10
trout,Undetermined,10
trout,38.20501709,10
trout,36.67479324,5
trout,Undetermined,5
trout,37.86823654,5
trout,18.92416382,1000000
trout,18.64551353,1000000
trout,18.63793373,1000000
trout,22.16055183,100000
trout,22.13030968,100000
trout,22.11672325,100000
trout,25.19422913,10000
trout,25.20820656,10000
trout,25.0388279,10000
trout,29.32216263,1000
trout,29.86079025,1000
trout,30.17431259,1000
trout,32.29306412,100
trout,33.95634079,100
trout,33.34647751,100
trout,35.40231705,10
trout,36.88676453,10
trout,36.13873672,10
trout,38.11672325,5
trout,Undetermined,5
trout,37.50820656,5
coho,17.42045784,1000000
coho,17.41261292,1000000
coho,17.29056358,1000000
coho,21.16584015,100000
coho,21.13951874,100000
coho,21.177248,100000
coho,24.7657299,10000
coho,24.80958748,10000
coho,24.6137085,10000
coho,28.54637527,1000
coho,28.20010376,1000
coho,28.34824944,1000
coho,31.72258186,100
coho,32.38176346,100
coho,32.45941162,100
coho,34.38929749,10
coho,36.15878296,10
coho,36.17324066,10
coho,Undetermined,5
coho,Undetermined,5
coho,Undetermined,5
coho,20.04538536,1000000
coho,20.07837486,1000000
coho,19.96102715,1000000
coho,23.79156303,100000
coho,23.89524269,100000
coho,23.75914001,100000
coho,27.29694366,10000
coho,27.67376518,10000
coho,27.22958755,10000
coho,31.20988274,1000
coho,31.2631855,1000
coho,30.82520866,1000
coho,35.36276627,100
coho,35.75247955,100
coho,34.38384628,100
coho,Undetermined,10
coho,38.5337677,10
coho,39.57379913,10
coho,38.54284286,5
coho,39.45215225,5
coho,Undetermined,5
trout,19.77446175,1000000
trout,19.79179573,1000000
trout,19.31513977,1000000
trout,23.31942368,100000
trout,23.56145859,100000
trout,23.05790329,100000
trout,27.18829155,10000
trout,27.69155312,10000
trout,26.94042587,10000
trout,30.86633682,1000
trout,30.81620026,1000
trout,30.21055984,1000
trout,32.63742065,100
trout,32.63581467,100
trout,31.25807762,100
trout,Undetermined,10
trout,37.62459183,10
trout,Undetermined,10
trout,Undetermined,5
trout,Undetermined,5
trout,Undetermined,5
trout,19.30290031,1000000
trout,18.77170181,1000000
trout,18.76745415,1000000
trout,22.25169945,100000
trout,22.30500603,100000
trout,22.27739716,100000
trout,25.61625671,10000
trout,25.7415657,10000
trout,25.65122414,10000
trout,29.74604797,1000
trout,29.79789352,1000
trout,29.8399086,1000
trout,33.52603912,100
trout,34.14912796,100
trout,33.80417633,100
trout,Undetermined,10
trout,37.00900269,10
trout,36.7730484,10
trout,Undetermined,5
trout,Undetermined,5
trout,Undetermined,5
coho,20.2697506,1000000
coho,20.18033218,1000000
coho,20.1171608,1000000
coho,23.66778755,100000
coho,23.60525894,100000
coho,23.57992554,100000
coho,26.98390007,10000
coho,27.13879013,10000
coho,27.04908562,10000
coho,30.68899536,1000
coho,30.3933239,1000
coho,30.40202713,1000
coho,34.20957947,100
coho,34.47396088,100
coho,34.342659,100
coho,37.69764709,10
coho,37.92907333,10
coho,36.47681808,10
coho,38.6225853,5
coho,37.65590286,5
coho,39.47101974,5
coho,20.29295921,1000000
coho,20.10930252,1000000
coho,20.0898838,1000000
coho,23.63537979,100000
coho,23.51496124,100000
coho,23.59763718,100000
coho,27.02087784,10000
coho,27.0726757,10000
coho,26.9973259,10000
coho,30.65801239,1000
coho,30.4143219,1000
coho,30.51398277,1000
coho,33.64697266,100
coho,34.0515976,100
coho,33.8520546,100
coho,39.86643982,10
coho,38.86476135,10
coho,37.79893875,10
coho,37.02843475,5
coho,38.50827789,5
coho,Undetermined,5
trout,19.2488327,1000000
trout,18.83666229,1000000
trout,18.70746803,1000000
trout,22.58083916,100000
trout,22.20354271,100000
trout,22.31204033,100000
trout,25.69959259,10000
trout,25.71928787,10000
trout,25.47849083,10000
trout,29.63225937,1000
trout,29.12973595,1000
trout,29.59890366,1000
trout,34.02119064,100
trout,32.7794838,100
trout,33.48626709,100
trout,37.80993652,10
trout,36.68845367,10
trout,Undetermined,10
trout,38.10071564,5
trout,37.46282578,5
trout,36.74204254,5
trout,19.37768936,1000000
trout,18.98189735,1000000
trout,18.90593719,1000000
trout,22.40917206,100000
trout,22.27482033,100000
trout,22.32599449,100000
trout,25.81938171,10000
trout,25.75279236,10000
trout,25.62521172,10000
trout,29.87682152,1000
trout,29.570858,1000
trout,29.76923752,1000
trout,Undetermined,100
trout,Undetermined,100
trout,Undetermined,100
trout,37.8155632,10
trout,36.40566254,10
trout,37.02797318,10
trout,Undetermined,5
trout,37.72758484,5
trout,Undetermined,5
coho,19.85920334,1000000
coho,19.91936493,1000000
coho,19.71802139,1000000
coho,23.17025566,100000
coho,23.53434181,100000
coho,23.20161057,100000
coho,26.64313698,10000
coho,26.98713875,10000
coho,26.625103,10000
coho,30.14753151,1000
coho,30.18248558,1000
coho,30.2685318,1000
coho,33.47338104,100
coho,33.87400436,100
coho,33.4300499,100
coho,36.34398651,10
coho,37.48252869,10
coho,38.12273026,10
coho,38.4744606,5
coho,37.02624893,5
coho,38.0276947,5
coho,19.95683861,1000000
coho,19.92527962,1000000
coho,19.80071831,1000000
coho,23.32547379,100000
coho,23.32450294,100000
coho,23.35374069,100000
coho,26.76387787,10000
coho,26.79685402,10000
coho,26.69876099,10000
coho,30.33446121,1000
coho,30.29613686,1000
coho,30.44440842,1000
coho,33.72257614,100
coho,33.57741165,100
coho,33.49659348,100
coho,36.21805573,10
coho,37.82196808,10
coho,37.29782867,10
coho,39.24191666,5
coho,39.55604172,5
coho,37.05500031,5
trout,19.58967209,1000000
trout,19.28213692,1000000
trout,19.11649132,1000000
trout,22.68334198,100000
trout,22.90332413,100000
trout,22.95293427,100000
trout,25.7569809,10000
trout,26.35047722,10000
trout,25.96260262,10000
trout,30.62783623,1000
trout,30.40968323,1000
trout,30.51590919,1000
trout,33.72250366,100
trout,33.61021423,100
trout,32.83325195,100
trout,38.75124359,10
trout,36.80387497,10
trout,37.79550171,10
trout,36.71453094,5
trout,Undetermined,5
trout,Undetermined,5
coho,19.24957275,1000000
coho,19.28923798,1000000
coho,19.1556797,1000000
coho,22.40485191,100000
coho,22.49326515,100000
coho,22.45254135,100000
coho,25.57642555,10000
coho,25.6149025,10000
coho,25.45351028,10000
coho,28.98856735,1000
coho,28.78152466,1000
coho,28.80499268,1000
coho,32.24126053,100
coho,32.15814972,100
coho,31.89736176,100
coho,35.76698685,10
coho,34.81137466,10
coho,36.39885712,10
coho,35.69963455,5
coho,35.62527847,5
coho,36.46652222,5
coho,19.2763176,1000000
coho,19.25035477,1000000
coho,19.22761917,1000000
coho,22.51238441,100000
coho,22.49066734,100000
coho,22.50055504,100000
coho,25.67563057,10000
coho,25.70141792,10000
coho,25.56183243,10000
coho,28.91094589,1000
coho,28.81458855,1000
coho,28.81171608,1000
coho,31.97917938,100
coho,32.3619957,100
coho,32.33779144,100
coho,35.1616745,10
coho,35.19835281,10
coho,34.75288773,10
coho,36.42635727,5
coho,37.65533066,5
coho,37.5420723,5
trout,18.28447151,1000000
trout,18.22504425,1000000
trout,18.01595306,1000000
trout,21.21588326,100000
trout,21.23333549,100000
trout,21.17987823,100000
trout,24.32790947,10000
trout,24.4473896,10000
trout,24.39556885,10000
trout,27.72415352,1000
trout,27.61885262,1000
trout,27.70981407,1000
trout,30.8989563,100
trout,30.98064995,100
trout,31.05638123,100
trout,33.94420242,10
trout,33.56998825,10
trout,33.75722122,10
trout,36.04926682,5
trout,36.35295486,5
trout,36.96905899,5
trout,18.69829178,1000000
trout,18.15211105,1000000
trout,17.95223618,1000000
trout,21.48264313,100000
trout,21.3536911,100000
trout,21.42022896,100000
trout,24.79119492,10000
trout,24.62421417,10000
trout,24.65158081,10000
trout,27.68495941,1000
trout,27.63383102,1000
trout,27.87081528,1000
trout,31.2743454,100
trout,31.52126312,100
trout,31.25137138,100
trout,35.10971451,10
trout,35.11714172,10
trout,34.80234909,10
trout,36.35962296,5
trout,35.46548462,5
trout,36.27577591,5
coho,19.42686462,1000000
coho,19.42404747,1000000
coho,19.3553257,1000000
coho,22.79995728,100000
coho,22.8086338,100000
coho,22.83074379,100000
coho,25.94532204,10000
coho,26.34202003,10000
coho,26.26296425,10000
coho,29.63321114,1000
coho,29.60630226,1000
coho,29.63203621,1000
coho,33.08499908,100
coho,32.75333023,100
coho,33.28102493,100
coho,36.5811882,10
coho,37.65752792,10
coho,39.2837944,10
coho,37.25072861,5
coho,36.60107422,5
coho,37.36593246,5
coho,Undetermined,1000000
coho,Undetermined,1000000
coho,Undetermined,1000000
coho,Undetermined,100000
coho,Undetermined,100000
coho,Undetermined,100000
coho,Undetermined,10000
coho,Undetermined,10000
coho,Undetermined,10000
coho,Undetermined,1000
coho,Undetermined,1000
coho,Undetermined,1000
coho,Undetermined,100
coho,Undetermined,100
coho,Undetermined,100
coho,Undetermined,10
coho,Undetermined,10
coho,Undetermined,10
coho,Undetermined,5
coho,Undetermined,5
coho,Undetermined,5
trout,18.72626686,1000000
trout,18.43526268,1000000
trout,18.25276756,1000000
trout,21.72179985,100000
trout,21.53985786,100000
trout,21.49690819,100000
trout,25.21151924,10000
trout,25.11783791,10000
trout,25.19355011,10000
trout,27.66506577,1000
trout,27.68027878,1000
trout,27.61548424,1000
trout,32.47599411,100
trout,32.13479996,100
trout,32.55437469,100
trout,35.19506454,10
trout,38.64048386,10
trout,35.19249344,10
trout,36.87007904,5
trout,37.74205017,5
trout,Undetermined,5
trout,18.99522018,1000000
trout,18.5636692,1000000
trout,18.45010185,1000000
trout,21.90597153,100000
trout,21.98052979,100000
trout,21.81600571,100000
trout,25.30440521,10000
trout,25.29448318,10000
trout,25.22075462,10000
trout,29.32815895,1000
trout,29.39193573,1000
trout,29.33208427,1000
trout,32.35697556,100
trout,32.37910461,100
trout,32.44034576,100
trout,36.29448318,10
trout,35.22075462,10
trout,35.32815895,10
trout,36.86737442,5
trout,37.68557739,5
trout,37.990345,5
coho,19.92171288,1000000
coho,19.92118073,1000000
coho,19.79715347,1000000
coho,23.30834579,100000
coho,23.43515778,100000
coho,23.33067894,100000
coho,26.67362213,10000
coho,26.89858055,10000
coho,26.81415558,10000
coho,30.2964325,1000
coho,30.46447945,1000
coho,30.31981659,1000
coho,33.54444504,100
coho,33.97954941,100
coho,33.39999771,100
coho,37.60277557,10
coho,36.97993851,10
coho,37.22679138,10
coho,37.79984283,5
coho,37.76578522,5
coho,37.62387466,5
coho,19.31370354,1000000
coho,19.30034256,1000000
coho,19.21401596,1000000
coho,22.99169731,100000
coho,22.83560753,100000
coho,22.8120842,100000
coho,26.18471336,10000
coho,26.21582985,10000
coho,26.11912918,10000
coho,29.75069046,1000
coho,29.57801628,1000
coho,29.68005562,1000
coho,33.38343048,100
coho,32.8151741,100
coho,32.96480942,100
coho,36.07125854,10
coho,36.97554398,10
coho,37.14382172,10
coho,37.88683701,5
coho,39.2326622,5
coho,37.13858795,5
trout,18.73897362,1000000
trout,18.50701332,1000000
trout,18.31833267,1000000
trout,21.74304962,100000
trout,21.69846725,100000
trout,21.73348045,100000
trout,25.5001297,10000
trout,25.50098038,10000
trout,25.52257729,10000
trout,29.05784798,1000
trout,28.89785957,1000
trout,28.96397018,1000
trout,30.34042358,100
trout,31.11449432,100
trout,30.53059769,100
trout,35.45200729,10
trout,34.62237167,10
trout,34.37353134,10
trout,36.29264069,5
trout,36.52664566,5
trout,Undetermined,5
trout,18.80372047,1000000
trout,18.54644012,1000000
trout,18.40702629,1000000
trout,22.05656242,100000
trout,22.04995155,100000
trout,21.99407768,100000
trout,25.26796341,10000
trout,25.20871735,10000
trout,25.18703651,10000
trout,28.44158363,1000
trout,28.16759109,1000
trout,27.71345329,1000
trout,32.23393631,100
trout,31.79512024,100
trout,32.14318085,100
trout,36.09386444,10
trout,35.67726135,10
trout,38.78770828,10
trout,36.2155838,5
trout,37.84288025,5
trout,Undetermined,5
coho,20.06369019,1000000
coho,19.95982933,1000000
coho,19.94626617,1000000
coho,23.52477074,100000
coho,23.51958847,100000
coho,23.48511887,100000
coho,26.99888992,10000
coho,26.99007416,10000
coho,26.8447113,10000
coho,30.80152512,1000
coho,30.75601196,1000
coho,30.59012222,1000
coho,34.14735031,100
coho,34.20681763,100
coho,33.82636642,100
coho,37.0659523,10
coho,37.26453781,10
coho,37.54558945,10
coho,38.19030762,5
coho,38.05213547,5
coho,39.88067627,5
trout,18.69444466,1000000
trout,18.59262657,1000000
trout,17.87723732,1000000
trout,22.02022743,100000
trout,21.61450577,100000
trout,21.97231674,100000
trout,25.78404808,10000
trout,25.75779915,10000
trout,25.49768066,10000
trout,29.54104233,1000
trout,29.5242672,1000
trout,29.49654579,1000
trout,33.03801346,100
trout,32.90889359,100
trout,32.61511612,100
trout,Undetermined,10
trout,36.35790253,10
trout,37.77603531,10
trout,Undetermined,5
trout,37.10566711,5
trout,36.78985977,5
coho,19.81875038,1000000
coho,19.87886429,1000000
coho,19.61901474,1000000
coho,23.11097145,100000
coho,23.40022278,100000
coho,23.14458656,100000
coho,26.6059227,10000
coho,26.87787056,10000
coho,26.38045692,10000
coho,30.09575844,1000
coho,30.06578064,1000
coho,30.0108242,1000
coho,33.25593567,100
coho,33.82157516,100
coho,33.27783203,100
coho,36.96242142,10
coho,36.78940201,10
coho,36.4800148,10
coho,39.02590179,5
coho,39.54720688,5
coho,37.08330917,5
trout,18.64555931,1000000
trout,18.07251549,1000000
trout,18.11517334,1000000
trout,21.65354156,100000
trout,21.84986496,100000
trout,21.75658417,100000
trout,25.30334663,10000
trout,25.17017555,10000
trout,24.98304749,10000
trout,29.70131874,1000
trout,29.53395081,1000
trout,29.30305862,1000
trout,32.48449707,100
trout,32.95874786,100
trout,32.38100433,100
trout,36.02589035,10
trout,36.08148956,10
trout,34.72898102,10
trout,37.59398651,5
trout,36.94883347,5
trout,36.64198303,5
coho,20.20552826,1000000
coho,20.06498718,1000000
coho,19.99311447,1000000
coho,23.4807415,100000
coho,23.37902832,100000
coho,23.4229393,100000
coho,26.86719513,10000
coho,26.80577278,10000
coho,26.77896309,10000
coho,30.26006317,1000
coho,30.26826668,1000
coho,30.2272644,1000
coho,33.59725571,100
coho,33.86994171,100
coho,33.32126236,100
coho,37.17866135,10
coho,37.49389648,10
coho,36.71144867,10
coho,37.78830338,5
coho,Undetermined,5
coho,39.97544479,5
coho,20.01073074,1000000
coho,19.92853355,1000000
coho,19.85982323,1000000
coho,23.38350296,100000
coho,23.28297043,100000
coho,23.35352135,100000
coho,26.82239151,10000
coho,26.68885803,10000
coho,26.70834732,10000
coho,30.26659966,1000
coho,30.20355415,1000
coho,30.11497116,1000
coho,33.22978592,100
coho,33.64586639,100
coho,33.63227081,100
coho,36.91559982,10
coho,36.73036957,10
coho,37.06888962,10
coho,38.39570618,5
coho,39.30080032,5
coho,37.35614395,5
trout,20.21934509,1000000
trout,19.81168556,1000000
trout,19.77173233,1000000
trout,22.86348152,100000
trout,22.71145248,100000
trout,22.69758797,100000
trout,26.34620857,10000
trout,25.95620728,10000
trout,26.14390564,10000
trout,30.19050026,1000
trout,29.73199081,1000
trout,29.90024185,1000
trout,33.29974747,100
trout,33.75886154,100
trout,33.17545319,100
trout,38.15320969,10
trout,35.770401,10
trout,36.53530121,10
trout,37.04491806,5
trout,35.93282318,5
trout,Undetermined,5
trout,19.59071732,1000000
trout,19.70664978,1000000
trout,19.38282585,1000000
trout,22.4094677,100000
trout,22.90937996,100000
trout,22.79560471,100000
trout,25.5582943,10000
trout,25.59822655,10000
trout,25.36514282,10000
trout,29.32073784,1000
trout,29.84341812,1000
trout,29.7312851,1000
trout,33.20599365,100
trout,34.21717834,100
trout,33.01053619,100
trout,38.68918228,10
trout,35.53406906,10
trout,Undetermined,10
trout,38.3955307,5
trout,Undetermined,5
trout,Undetermined,5
coho,20.50491905,1000000
coho,20.35676384,1000000
coho,20.29285622,1000000
coho,23.90849495,100000
coho,23.82423401,100000
coho,23.87946892,100000
coho,27.33379364,10000
coho,27.25564003,10000
coho,27.06846237,10000
coho,30.75286484,1000
coho,30.6971283,1000
coho,30.69891739,1000
coho,34.31723404,100
coho,33.98109436,100
coho,33.98294067,100
coho,37.49784088,10
coho,37.43082428,10
coho,36.72091675,10
coho,36.79456711,5
coho,38.56517029,5
coho,37.96215439,5
coho,20.47692108,1000000
coho,20.28561783,1000000
coho,20.25859642,1000000
coho,23.87314987,100000
coho,23.8054657,100000
coho,23.8704052,100000
coho,27.30654716,10000
coho,27.15389252,10000
coho,27.14249611,10000
coho,30.7493248,1000
coho,30.49232483,1000
coho,30.61970139,1000
coho,33.9114418,100
coho,34.0830307,100
coho,33.92943954,100
coho,38.31283188,10
coho,38.15533066,10
coho,37.87010193,10
coho,39.86608887,5
coho,Undetermined,5
coho,37.88734818,5
trout,19.2530117,1000000
trout,18.74946785,1000000
trout,18.70273018,1000000
trout,22.32235336,100000
trout,21.97379494,100000
trout,22.13910866,100000
trout,25.64640808,10000
trout,25.55273628,10000
trout,25.55329323,10000
trout,29.32613564,1000
trout,29.15392494,1000
trout,29.31365204,1000
trout,32.94416428,100
trout,32.79161453,100
trout,32.60313797,100
trout,35.4707756,10
trout,36.12154007,10
trout,36.76122284,10
trout,36.59505463,5
trout,Undetermined,5
trout,36.72190475,5
trout,19.03511429,1000000
trout,18.8108902,1000000
trout,19.19368935,1000000
trout,21.51802826,100000
trout,21.70735168,100000
trout,21.86170197,100000
trout,25.63131523,10000
trout,25.62137032,10000
trout,25.67416573,10000
trout,29.11776543,1000
trout,29.03633308,1000
trout,29.12722588,1000
trout,32.86297607,100
trout,33.04443741,100
trout,32.11863708,100
