"Plot Title: Landing"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 20309223, SEN S/N: 20309223)","Event, units (LGR S/N: 20309223, SEN S/N: 20309223)","Coupler Attached (LGR S/N: 20309223)","Host Connected (LGR S/N: 20309223)","Stopped (LGR S/N: 20309223)","End Of File (LGR S/N: 20309223)"
1,02/16/19 01:00:00 PM,55.711,0.00,,,,
2,02/16/19 01:30:00 PM,53.274,,,,,
3,02/16/19 01:36:25 PM,,0.01,,,,
4,02/16/19 02:00:00 PM,51.523,,,,,
5,02/16/19 02:25:26 PM,,0.02,,,,
6,02/16/19 02:30:00 PM,50.819,,,,,
7,02/16/19 03:00:00 PM,51.172,,,,,
8,02/16/19 03:06:20 PM,,0.03,,,,
9,02/16/19 03:30:00 PM,52.050,,,,,
10,02/16/19 03:59:48 PM,,0.04,,,,
11,02/16/19 04:00:00 PM,51.874,,,,,
12,02/16/19 04:30:00 PM,49.759,,,,,
13,02/16/19 04:49:14 PM,,0.05,,,,
14,02/16/19 05:00:00 PM,48.517,,,,,
15,02/16/19 05:30:00 PM,46.008,,,,,
16,02/16/19 05:54:08 PM,,0.06,,,,
17,02/16/19 06:00:00 PM,44.742,,,,,
18,02/16/19 06:30:00 PM,44.379,,,,,
19,02/16/19 06:42:52 PM,,0.07,,,,
20,02/16/19 07:00:00 PM,43.282,,,,,
21,02/16/19 07:30:00 PM,41.810,,,,,
22,02/16/19 07:40:25 PM,,0.08,,,,
23,02/16/19 08:00:00 PM,41.254,,,,,
24,02/16/19 08:28:58 PM,,0.09,,,,
25,02/16/19 08:30:00 PM,41.625,,,,,
26,02/16/19 09:00:00 PM,40.696,,,,,
27,02/16/19 09:30:00 PM,40.696,,,,,
28,02/16/19 09:32:17 PM,,0.10,,,,
29,02/16/19 10:00:00 PM,41.254,,,,,
30,02/16/19 10:26:43 PM,,0.11,,,,
31,02/16/19 10:30:00 PM,40.696,,,,,
32,02/16/19 11:00:00 PM,40.134,,,,,
33,02/16/19 11:30:00 PM,40.134,,,,,
34,02/16/19 11:43:03 PM,,0.12,,,,
35,02/17/19 12:00:00 AM,40.134,,,,,
36,02/17/19 12:30:00 AM,40.134,,,,,
37,02/17/19 12:47:28 AM,,0.13,,,,
38,02/17/19 01:00:00 AM,39.760,,,,,
39,02/17/19 01:30:00 AM,40.321,,,,,
40,02/17/19 02:00:00 AM,40.509,,,,,
41,02/17/19 02:09:54 AM,,0.14,,,,
42,02/17/19 02:30:00 AM,40.696,,,,,
43,02/17/19 03:00:00 AM,41.254,,,,,
44,02/17/19 03:06:00 AM,,0.15,,,,
45,02/17/19 03:30:00 AM,42.179,,,,,
46,02/17/19 04:00:00 AM,42.179,,,,,
47,02/17/19 04:09:57 AM,,0.16,,,,
48,02/17/19 04:30:00 AM,42.179,,,,,
49,02/17/19 04:54:41 AM,,0.17,,,,
50,02/17/19 05:00:00 AM,41.994,,,,,
51,02/17/19 05:30:00 AM,41.994,,,,,
52,02/17/19 05:48:33 AM,,0.18,,,,
53,02/17/19 06:00:00 AM,41.810,,,,,
54,02/17/19 06:30:00 AM,41.254,,,,,
55,02/17/19 06:34:08 AM,,0.19,,,,
56,02/17/19 07:00:00 AM,41.439,,,,,
57,02/17/19 07:28:18 AM,,0.20,,,,
58,02/17/19 07:30:00 AM,40.881,,,,,
59,02/17/19 08:00:00 AM,40.881,,,,,
60,02/17/19 08:15:08 AM,,0.21,,,,
61,02/17/19 08:30:00 AM,41.810,,,,,
62,02/17/19 09:00:00 AM,50.995,,,,,
63,02/17/19 09:11:41 AM,,0.22,,,,
64,02/17/19 09:30:00 AM,48.160,,,,,
65,02/17/19 09:54:28 AM,,0.23,,,,
66,02/17/19 10:00:00 AM,47.624,,,,,
67,02/17/19 10:30:00 AM,48.339,,,,,
68,02/17/19 10:52:48 AM,,0.24,,,,
69,02/17/19 11:00:00 AM,49.582,,,,,
70,02/17/19 11:30:00 AM,51.699,,,,,
71,02/17/19 11:42:42 AM,,0.25,,,,
72,02/17/19 12:00:00 PM,50.819,,,,,
73,02/17/19 12:30:00 PM,54.147,,,,,
74,02/17/19 12:49:00 PM,,0.26,,,,
75,02/17/19 01:00:00 PM,50.113,,,,,
76,02/17/19 01:30:00 PM,50.466,,,,,
77,02/17/19 01:50:55 PM,,0.27,,,,
78,02/17/19 02:00:00 PM,51.172,,,,,
79,02/17/19 02:30:00 PM,50.819,,,,,
80,02/17/19 03:00:00 PM,49.404,,,,,
81,02/17/19 03:15:31 PM,,0.28,,,,
82,02/17/19 03:30:00 PM,49.582,,,,,
83,02/17/19 04:00:00 PM,48.871,,,,,
84,02/17/19 04:25:57 PM,,0.29,,,,
85,02/17/19 04:30:00 PM,48.695,,,,,
86,02/17/19 05:00:00 PM,46.369,,,,,
87,02/17/19 05:30:00 PM,44.560,,,,,
88,02/17/19 05:49:59 PM,,0.30,,,,
89,02/17/19 06:00:00 PM,43.466,,,,,
90,02/17/19 06:30:00 PM,42.915,,,,,
91,02/17/19 06:53:39 PM,,0.31,,,,
92,02/17/19 07:00:00 PM,42.548,,,,,
93,02/17/19 07:30:00 PM,41.067,,,,,
94,02/17/19 08:00:00 PM,40.509,,,,,
95,02/17/19 08:25:34 PM,,0.32,,,,
96,02/17/19 08:30:00 PM,40.134,,,,,
97,02/17/19 09:00:00 PM,40.134,,,,,
98,02/17/19 09:30:00 PM,39.573,,,,,
99,02/17/19 09:49:10 PM,,0.33,,,,
100,02/17/19 10:00:00 PM,39.007,,,,,
101,02/17/19 10:30:00 PM,38.440,,,,,
102,02/17/19 11:00:00 PM,37.870,,,,,
103,02/17/19 11:30:00 PM,37.870,,,,,
104,02/17/19 11:48:26 PM,,0.34,,,,
105,02/18/19 12:00:00 AM,37.870,,,,,
106,02/18/19 12:30:00 AM,37.488,,,,,
107,02/18/19 01:00:00 AM,38.629,,,,,
108,02/18/19 01:30:00 AM,39.760,,,,,
109,02/18/19 01:33:32 AM,,0.35,,,,
110,02/18/19 02:00:00 AM,38.818,,,,,
111,02/18/19 02:30:00 AM,38.818,,,,,
112,02/18/19 03:00:00 AM,38.440,,,,,
113,02/18/19 03:30:00 AM,38.440,,,,,
114,02/18/19 03:53:30 AM,,0.36,,,,
115,02/18/19 04:00:00 AM,37.297,,,,,
116,02/18/19 04:30:00 AM,36.338,,,,,
117,02/18/19 05:00:00 AM,36.145,,,,,
118,02/18/19 05:30:00 AM,36.914,,,,,
119,02/18/19 05:58:48 AM,,0.37,,,,
120,02/18/19 06:00:00 AM,37.107,,,,,
121,02/18/19 06:30:00 AM,37.297,,,,,
122,02/18/19 07:00:00 AM,36.338,,,,,
123,02/18/19 07:30:00 AM,35.175,,,,,
124,02/18/19 08:00:00 AM,35.564,,,,,
125,02/18/19 08:30:00 AM,39.384,,,,,
126,02/18/19 08:55:31 AM,,0.38,,,,
127,02/18/19 09:00:00 AM,55.189,,,,,
128,02/18/19 09:30:00 AM,54.322,,,,,
129,02/18/19 10:00:00 AM,49.050,,,,,
130,02/18/19 10:30:00 AM,48.695,,,,,
131,02/18/19 10:45:15 AM,,0.39,,,,
132,02/18/19 11:00:00 AM,50.113,,,,,
133,02/18/19 11:30:00 AM,54.842,,,,,
134,02/18/19 12:00:00 PM,60.195,,,,,
135,02/18/19 12:30:00 PM,63.797,,,,,
136,02/18/19 12:56:24 PM,,0.40,,,,
137,02/18/19 01:00:00 PM,65.680,,,,,
138,02/18/19 01:30:00 PM,65.851,,,,,
139,02/18/19 02:00:00 PM,63.282,,,,,
140,02/18/19 02:30:00 PM,61.912,,,,,
141,02/18/19 02:30:30 PM,,0.41,,,,
142,02/18/19 03:00:00 PM,60.368,,,,,
143,02/18/19 03:30:00 PM,56.230,,,,,
144,02/18/19 04:00:00 PM,54.495,,,,,
145,02/18/19 04:30:00 PM,52.750,,,,,
146,02/18/19 05:00:00 PM,51.172,,,,,
147,02/18/19 05:05:01 PM,,0.42,,,,
148,02/18/19 05:30:00 PM,49.050,,,,,
149,02/18/19 06:00:00 PM,45.466,,,,,
150,02/18/19 06:30:00 PM,42.732,,,,,
151,02/18/19 07:00:00 PM,41.067,,,,,
152,02/18/19 07:30:00 PM,40.321,,,,,
153,02/18/19 08:00:00 PM,39.573,,,,,
154,02/18/19 08:26:57 PM,,0.43,,,,
155,02/18/19 08:30:00 PM,38.818,,,,,
156,02/18/19 09:00:00 PM,38.818,,,,,
157,02/18/19 09:30:00 PM,38.818,,,,,
158,02/18/19 10:00:00 PM,38.061,,,,,
159,02/18/19 10:30:00 PM,37.679,,,,,
160,02/18/19 11:00:00 PM,38.061,,,,,
161,02/18/19 11:30:00 PM,37.679,,,,,
162,02/19/19 12:00:00 AM,37.488,,,,,
163,02/19/19 12:30:00 AM,37.870,,,,,
164,02/19/19 01:00:00 AM,38.061,,,,,
165,02/19/19 01:30:00 AM,38.440,,,,,
166,02/19/19 02:00:00 AM,39.007,,,,,
167,02/19/19 02:30:00 AM,38.250,,,,,
168,02/19/19 03:00:00 AM,37.488,,,,,
169,02/19/19 03:30:00 AM,36.723,,,,,
170,02/19/19 04:00:00 AM,36.338,,,,,
171,02/19/19 04:30:00 AM,36.723,,,,,
172,02/19/19 05:00:00 AM,36.723,,,,,
173,02/19/19 05:30:00 AM,36.723,,,,,
174,02/19/19 06:00:00 AM,35.951,,,,,
175,02/19/19 06:30:00 AM,35.758,,,,,
176,02/19/19 07:00:00 AM,35.951,,,,,
177,02/19/19 07:30:00 AM,36.338,,,,,
178,02/19/19 08:00:00 AM,36.914,,,,,
179,02/19/19 08:30:00 AM,37.870,,,,,
180,02/19/19 09:00:00 AM,53.449,,,,,
181,02/19/19 09:30:00 AM,55.364,,,,,
182,02/19/19 10:00:00 AM,50.643,,,,,
183,02/19/19 10:30:00 AM,51.172,,,,,
