"Plot Title: LQC"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 20309222, SEN S/N: 20309222)","Event, units (LGR S/N: 20309222, SEN S/N: 20309222)","Bad Battery (LGR S/N: 20309222)","Good Battery (LGR S/N: 20309222)","End Of File (LGR S/N: 20309222)"
558,01/05/20 04:15:00 AM,37.870,,,,
559,01/05/20 04:30:00 AM,37.488,,,,
560,01/05/20 04:45:00 AM,37.107,,,,
561,01/05/20 05:00:00 AM,36.914,,,,
562,01/05/20 05:15:00 AM,36.531,,,,
563,01/05/20 05:30:00 AM,36.145,,,,
564,01/05/20 05:45:00 AM,35.758,,,,
565,01/05/20 06:00:00 AM,35.370,,,,
566,01/05/20 06:15:00 AM,35.175,,,,
567,01/05/20 06:30:00 AM,34.981,,,,
568,01/05/20 06:45:00 AM,34.786,,,,
569,01/05/20 07:00:00 AM,34.786,,,,
570,01/05/20 07:05:18 AM,,0.03,,,
571,01/05/20 07:15:00 AM,34.981,,,,
572,01/05/20 07:30:00 AM,34.786,,,,
573,01/05/20 07:45:00 AM,34.981,,,,
574,01/05/20 08:00:00 AM,35.175,,,,
575,01/05/20 08:15:00 AM,35.370,,,,
576,01/05/20 08:30:00 AM,35.564,,,,
577,01/05/20 08:45:00 AM,36.531,,,,
578,01/05/20 09:00:00 AM,37.488,,,,
579,01/05/20 09:15:00 AM,38.440,,,,
580,01/05/20 09:30:00 AM,39.573,,,,
581,01/05/20 09:45:00 AM,41.254,,,,
582,01/05/20 10:00:00 AM,46.369,,,,
583,01/05/20 10:15:00 AM,52.225,0.03,,,Logged
