Block Type,96well,,,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,,,
Experiment File Name,Y:\old_structure\Scott_Creek\qpcr\S1P_data\eds_files\20201104_Scott_Creek_Okisutch_Chloe_P1.eds,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2020-11-04 13:35:53 PM PST,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,Cт,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,OUTLIERRG,EXPFAIL
A1,,O.kisutch,STANDARD,FAM,NFQ-MGB,20.38200951,20.12569237,0.226219639,1000000,,,FALSE,0.1,TRUE,3,16,,N,N,N,N
A2,,O.kisutch,STANDARD,FAM,NFQ-MGB,20.0411396,20.12569237,0.226219639,1000000,,,FALSE,0.1,TRUE,3,15,,N,N,N,N
A3,,O.kisutch,STANDARD,FAM,NFQ-MGB,19.95392799,20.12569237,0.226219639,1000000,,,FALSE,0.1,TRUE,3,16,,N,N,N,N
A4,SCr-547,O.kisutch,UNKNOWN,FAM,NFQ-MGB,33.34733582,33.2861557,0.06661132,776.5092163,802.2196655,28.19475746,FALSE,0.1,TRUE,3,30,,N,N,N,N
A5,SCr-547,O.kisutch,UNKNOWN,FAM,NFQ-MGB,33.2151947,33.2861557,0.06661132,832.371521,802.2196655,28.19475746,FALSE,0.1,TRUE,3,29,,N,N,N,N
A6,SCr-547,O.kisutch,UNKNOWN,FAM,NFQ-MGB,33.29593658,33.2861557,0.06661132,797.7781372,802.2196655,28.19475746,FALSE,0.1,TRUE,3,29,,N,N,N,N
A7,SCr-547-1:5,O.kisutch,UNKNOWN,FAM,NFQ-MGB,34.71952438,35.00851059,0.41170305,377.4394226,329.1267395,66.66695404,FALSE,0.1,TRUE,3,31,,N,N,N,N
A8,SCr-547-1:5,O.kisutch,UNKNOWN,FAM,NFQ-MGB,35.47990417,35.00851059,0.41170305,253.0676575,329.1267395,66.66695404,FALSE,0.1,TRUE,3,30,,N,N,N,N
A9,SCr-547-1:5,O.kisutch,UNKNOWN,FAM,NFQ-MGB,34.8260994,35.00851059,0.41170305,356.8731995,329.1267395,66.66695404,FALSE,0.1,TRUE,3,31,,N,N,N,N
A10,SCr-match1C,O.kisutch,UNKNOWN,FAM,NFQ-MGB,32.29525375,32.66689682,0.39661628,1350.078369,1126.425659,229.4530945,FALSE,0.1,TRUE,3,28,,N,N,N,N
