"Plot Title: UNF"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 9668993, SEN S/N: 9668993)","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993)","Host Connected (LGR S/N: 9668993)","End Of File (LGR S/N: 9668993)"
201,12/07/19 04:15:00 PM,56.057,,,,
202,12/07/19 04:30:00 PM,56.057,,,,
203,12/07/19 04:45:00 PM,56.057,,,,
204,12/07/19 04:51:34 PM,,1.00,,,
205,12/07/19 04:52:17 PM,,1.01,,,
206,12/07/19 04:53:50 PM,,1.02,,,
207,12/07/19 04:55:59 PM,,1.03,,,
208,12/07/19 05:00:00 PM,56.230,,,,
209,12/07/19 05:13:31 PM,,1.04,,,
210,12/07/19 05:14:19 PM,,1.05,,,
211,12/07/19 05:15:00 PM,56.057,,,,
212,12/07/19 05:15:50 PM,,1.06,,,
213,12/07/19 05:20:32 PM,,1.07,,,
214,12/07/19 05:29:05 PM,,1.08,,,
215,12/07/19 05:30:00 PM,56.057,,,,
216,12/07/19 05:36:45 PM,,1.09,,,
217,12/07/19 05:41:14 PM,,1.10,,,
218,12/07/19 05:44:20 PM,,1.11,,,
219,12/07/19 05:45:00 PM,56.057,,,,
220,12/07/19 05:55:24 PM,,1.12,,,
221,12/07/19 05:59:42 PM,,1.13,,,
222,12/07/19 06:00:00 PM,56.057,,,,
223,12/07/19 06:02:56 PM,,1.14,,,
224,12/07/19 06:10:10 PM,,1.15,,,
225,12/07/19 06:15:00 PM,56.230,,,,
226,12/07/19 06:22:17 PM,,1.16,,,
227,12/07/19 06:26:16 PM,,1.17,,,
228,12/07/19 06:30:00 PM,56.057,,,,
229,12/07/19 06:44:35 PM,,1.18,,,
230,12/07/19 06:45:00 PM,55.884,,,,
231,12/07/19 06:45:56 PM,,1.19,,,
232,12/07/19 07:00:00 PM,55.537,,,,
233,12/07/19 07:15:00 PM,55.711,,,,
234,12/07/19 07:28:28 PM,,1.20,,,
235,12/07/19 07:30:00 PM,55.884,,,,
236,12/07/19 07:45:00 PM,55.884,,,,
237,12/07/19 08:00:00 PM,56.057,,,,
238,12/07/19 08:15:00 PM,56.057,,,,
239,12/07/19 08:30:00 PM,56.057,,,,
240,12/07/19 08:45:00 PM,56.057,,,,
241,12/07/19 09:00:00 PM,56.057,,,,
242,12/07/19 09:15:00 PM,56.057,,,,
243,12/07/19 09:30:00 PM,55.884,,,,
244,12/07/19 09:45:00 PM,55.884,,,,
245,12/07/19 10:00:00 PM,55.711,,,,
246,12/07/19 10:15:00 PM,55.364,,,,
247,12/07/19 10:30:00 PM,55.364,,,,
248,12/07/19 10:45:00 PM,55.364,,,,
249,12/07/19 11:00:00 PM,55.364,,,,
250,12/07/19 11:15:00 PM,55.364,,,,
251,12/07/19 11:30:00 PM,55.364,,,,
252,12/07/19 11:45:00 PM,55.364,,,,
253,12/08/19 12:00:00 AM,55.364,,,,
254,12/08/19 12:15:00 AM,55.364,,,,
255,12/08/19 12:17:39 AM,,1.21,,,
256,12/08/19 12:30:00 AM,55.537,,,,
257,12/08/19 12:37:42 AM,,1.22,,,
258,12/08/19 12:38:12 AM,,1.23,,,
259,12/08/19 12:41:51 AM,,1.24,,,
260,12/08/19 12:45:00 AM,55.537,,,,
261,12/08/19 01:00:00 AM,55.189,,,,
262,12/08/19 01:14:56 AM,,1.25,,,
263,12/08/19 01:15:00 AM,54.842,,,,
264,12/08/19 01:30:00 AM,54.842,,,,
265,12/08/19 01:45:00 AM,54.842,,,,
266,12/08/19 02:00:00 AM,54.842,,,,
267,12/08/19 02:14:15 AM,,1.26,,,
268,12/08/19 02:15:00 AM,54.842,,,,
269,12/08/19 02:15:51 AM,,1.27,,,
270,12/08/19 02:20:49 AM,,1.28,,,
271,12/08/19 02:29:51 AM,,1.29,,,
272,12/08/19 02:30:00 AM,55.017,,,,
273,12/08/19 02:45:00 AM,55.017,,,,
274,12/08/19 02:53:20 AM,,1.30,,,
275,12/08/19 02:54:56 AM,,1.31,,,
276,12/08/19 03:00:00 AM,55.017,,,,
277,12/08/19 03:15:00 AM,54.842,,,,
278,12/08/19 03:30:00 AM,54.842,,,,
279,12/08/19 03:45:00 AM,54.669,,,,
280,12/08/19 03:55:08 AM,,1.32,,,
281,12/08/19 04:00:00 AM,54.669,,,,
282,12/08/19 04:15:00 AM,54.495,,,,
283,12/08/19 04:30:00 AM,54.495,,,,
284,12/08/19 04:45:00 AM,54.495,,,,
285,12/08/19 04:45:26 AM,,1.33,,,
286,12/08/19 05:00:00 AM,54.322,,,,
287,12/08/19 05:07:21 AM,,1.34,,,
288,12/08/19 05:15:00 AM,53.973,,,,
289,12/08/19 05:30:00 AM,53.798,,,,
290,12/08/19 05:45:00 AM,53.798,,,,
291,12/08/19 06:00:00 AM,53.798,,,,
292,12/08/19 06:15:00 AM,53.973,,,,
293,12/08/19 06:30:00 AM,53.798,,,,
294,12/08/19 06:45:00 AM,53.798,,,,
295,12/08/19 07:00:00 AM,53.623,,,,
296,12/08/19 07:12:42 AM,,1.35,,,
297,12/08/19 07:14:00 AM,,1.36,,,
298,12/08/19 07:14:30 AM,,1.37,,,
299,12/08/19 07:15:00 AM,53.623,,,,
300,12/08/19 07:19:06 AM,,1.38,,,
301,12/08/19 07:30:00 AM,53.623,,,,
302,12/08/19 07:45:00 AM,53.449,,,,
303,12/08/19 08:00:00 AM,53.274,,,,
304,12/08/19 08:11:33 AM,,1.39,,,
305,12/08/19 08:13:12 AM,,1.40,,,
306,12/08/19 08:14:24 AM,,1.41,,,
307,12/08/19 08:15:00 AM,53.100,,,,
308,12/08/19 08:16:49 AM,,1.42,,,
309,12/08/19 08:18:06 AM,,1.43,,,
310,12/08/19 08:24:06 AM,,1.44,,,
311,12/08/19 08:30:00 AM,53.100,,,,
312,12/08/19 08:45:00 AM,53.100,,,,
313,12/08/19 08:47:48 AM,,1.45,,,
314,12/08/19 09:00:00 AM,53.274,,,,
315,12/08/19 09:01:41 AM,,1.46,,,
316,12/08/19 09:15:00 AM,53.449,,,,
317,12/08/19 09:30:00 AM,53.973,,,,
318,12/08/19 09:45:00 AM,54.669,,,,
319,12/08/19 10:00:00 AM,55.189,,,,
320,12/08/19 10:15:00 AM,55.884,,,,
321,12/08/19 10:30:00 AM,55.884,,,,
322,12/08/19 10:45:00 AM,56.230,,,,
323,12/08/19 11:00:00 AM,56.404,,,,
324,12/08/19 11:15:00 AM,56.230,,,,
325,12/08/19 11:30:00 AM,56.230,,,,
326,12/08/19 11:45:00 AM,55.711,,,,
327,12/08/19 12:00:00 PM,55.884,,,,
328,12/08/19 12:15:00 PM,55.711,,,,
329,12/08/19 12:30:00 PM,55.884,,,,
330,12/08/19 12:45:00 PM,56.577,,,,
331,12/08/19 01:00:00 PM,57.785,,,,
332,12/08/19 01:15:00 PM,57.785,,,,
333,12/08/19 01:30:00 PM,57.958,,,,
334,12/08/19 01:38:23 PM,,1.47,,,
335,12/08/19 01:44:01 PM,,1.48,,,
336,12/08/19 01:45:00 PM,57.096,,,,
337,12/08/19 01:59:32 PM,,1.49,,,
338,12/08/19 02:00:00 PM,55.884,,,,
339,12/08/19 02:15:00 PM,55.189,,,,
340,12/08/19 02:30:00 PM,55.189,,,,
341,12/08/19 02:45:00 PM,55.189,,,,
342,12/08/19 03:00:00 PM,54.842,,,,
343,12/08/19 03:15:00 PM,54.842,,,,
344,12/08/19 03:30:00 PM,54.669,,,,
345,12/08/19 03:45:00 PM,54.495,,,,
346,12/08/19 04:00:00 PM,54.669,,,,
347,12/08/19 04:15:00 PM,54.495,,,,
348,12/08/19 04:30:00 PM,54.322,,,,
349,12/08/19 04:45:00 PM,54.322,,,,
350,12/08/19 05:00:00 PM,54.147,,,,
351,12/08/19 05:15:00 PM,53.798,,,,
352,12/08/19 05:30:00 PM,53.449,,,,
353,12/08/19 05:45:00 PM,52.925,,,,
354,12/08/19 06:00:00 PM,52.401,,,,
355,12/08/19 06:15:00 PM,51.874,,,,
356,12/08/19 06:30:00 PM,51.172,,,,
357,12/08/19 06:45:00 PM,50.643,,,,
358,12/08/19 07:00:00 PM,50.290,,,,
359,12/08/19 07:15:00 PM,49.937,,,,
360,12/08/19 07:30:00 PM,49.582,,,,
361,12/08/19 07:45:00 PM,49.404,,,,
362,12/08/19 08:00:00 PM,49.050,,,,
363,12/08/19 08:15:00 PM,48.871,,,,
364,12/08/19 08:30:00 PM,48.695,,,,
365,12/08/19 08:45:00 PM,48.517,,,,
366,12/08/19 09:00:00 PM,48.517,,,,
367,12/08/19 09:15:00 PM,48.339,,,,
368,12/08/19 09:30:00 PM,48.339,,,,
369,12/08/19 09:45:00 PM,48.160,,,,
370,12/08/19 10:00:00 PM,47.982,,,,
371,12/08/19 10:15:00 PM,47.982,,,,
372,12/08/19 10:30:00 PM,47.982,,,,
373,12/08/19 10:45:00 PM,47.802,,,,
374,12/08/19 11:00:00 PM,47.802,,,,
375,12/08/19 11:15:00 PM,47.802,,,,
376,12/08/19 11:30:00 PM,47.802,,,,
377,12/08/19 11:45:00 PM,47.802,,,,
378,12/09/19 12:00:00 AM,47.624,,,,
379,12/09/19 12:15:00 AM,47.446,,,,
380,12/09/19 12:30:00 AM,47.446,,,,
381,12/09/19 12:45:00 AM,47.088,,,,
382,12/09/19 01:00:00 AM,46.908,,,,
383,12/09/19 01:15:00 AM,46.908,,,,
384,12/09/19 01:30:00 AM,46.728,,,,
385,12/09/19 01:45:00 AM,46.728,,,,
386,12/09/19 02:00:00 AM,46.548,,,,
387,12/09/19 02:15:00 AM,46.369,,,,
388,12/09/19 02:30:00 AM,46.188,,,,
389,12/09/19 02:45:00 AM,46.369,,,,
390,12/09/19 03:00:00 AM,46.548,,,,
391,12/09/19 03:15:00 AM,46.728,,,,
392,12/09/19 03:30:00 AM,46.728,,,,
393,12/09/19 03:45:00 AM,46.548,,,,
394,12/09/19 04:00:00 AM,46.728,,,,
395,12/09/19 04:15:00 AM,46.728,,,,
396,12/09/19 04:30:00 AM,47.088,,,,
397,12/09/19 04:45:00 AM,47.266,,,,
398,12/09/19 05:00:00 AM,47.446,,,,
399,12/09/19 05:15:00 AM,47.802,,,,
400,12/09/19 05:30:00 AM,47.624,,,,
401,12/09/19 05:45:00 AM,47.624,,,,
402,12/09/19 06:00:00 AM,47.446,,,,
403,12/09/19 06:15:00 AM,47.266,,,,
404,12/09/19 06:30:00 AM,47.088,,,,
405,12/09/19 06:45:00 AM,46.548,,,,
406,12/09/19 07:00:00 AM,46.008,,,,
407,12/09/19 07:15:00 AM,45.466,,,,
408,12/09/19 07:30:00 AM,45.104,,,,
409,12/09/19 07:45:00 AM,44.922,,,,
410,12/09/19 08:00:00 AM,44.922,,,,
411,12/09/19 08:15:00 AM,44.922,,,,
412,12/09/19 08:30:00 AM,45.286,,,,
413,12/09/19 08:45:00 AM,45.466,,,,
414,12/09/19 09:00:00 AM,45.828,,,,
415,12/09/19 09:15:00 AM,46.369,,,,
416,12/09/19 09:30:00 AM,47.088,,,,
417,12/09/19 09:45:00 AM,47.982,,,,
418,12/09/19 10:00:00 AM,48.517,,,,
419,12/09/19 10:15:00 AM,49.228,,,,
420,12/09/19 10:30:00 AM,50.466,,,,
421,12/09/19 10:45:00 AM,51.699,,,,
422,12/09/19 11:00:00 AM,52.925,,,,
423,12/09/19 11:15:00 AM,53.973,,,,
424,12/09/19 11:30:00 AM,54.147,,,,
425,12/09/19 11:45:00 AM,53.973,,,,
426,12/09/19 12:00:00 PM,53.623,,,,
427,12/09/19 12:15:00 PM,53.449,,,,
428,12/09/19 12:30:00 PM,53.449,,,,
429,12/09/19 12:45:00 PM,53.623,,,,
430,12/09/19 01:00:00 PM,53.798,,,,
431,12/09/19 01:15:00 PM,54.147,,,,
432,12/09/19 01:30:00 PM,54.669,,,,
433,12/09/19 01:45:00 PM,55.017,,,,
434,12/09/19 02:00:00 PM,54.842,,,,
435,12/09/19 02:15:00 PM,54.495,,,,
436,12/09/19 02:30:00 PM,53.973,,,,
437,12/09/19 02:45:00 PM,53.623,,,,
438,12/09/19 03:00:00 PM,53.449,,,,
439,12/09/19 03:15:00 PM,53.274,,,,
440,12/09/19 03:30:00 PM,53.274,,,,
441,12/09/19 03:45:00 PM,53.100,,,,
442,12/09/19 04:00:00 PM,53.100,,,,
443,12/09/19 04:15:00 PM,52.925,,,,
444,12/09/19 04:30:00 PM,52.750,,,,
445,12/09/19 04:45:00 PM,52.576,,,,
446,12/09/19 05:00:00 PM,52.401,,,,
447,12/09/19 05:15:00 PM,52.401,,,,
448,12/09/19 05:30:00 PM,52.225,,,,
449,12/09/19 05:45:00 PM,52.050,,,,
450,12/09/19 06:00:00 PM,52.050,,,,
451,12/09/19 06:15:00 PM,51.874,,,,
452,12/09/19 06:30:00 PM,51.874,,,,
453,12/09/19 06:45:00 PM,51.699,,,,
454,12/09/19 07:00:00 PM,51.523,,,,
455,12/09/19 07:15:00 PM,51.346,,,,
456,12/09/19 07:30:00 PM,51.172,,,,
457,12/09/19 07:45:00 PM,50.643,,,,
458,12/09/19 08:00:00 PM,49.937,,,,
459,12/09/19 08:15:00 PM,49.228,,,,
460,12/09/19 08:30:00 PM,48.517,,,,
461,12/09/19 08:45:00 PM,47.802,,,,
462,12/09/19 09:00:00 PM,47.266,,,,
463,12/09/19 09:15:00 PM,46.908,,,,
464,12/09/19 09:30:00 PM,46.548,,,,
465,12/09/19 09:45:00 PM,46.369,,,,
466,12/09/19 10:00:00 PM,46.369,,,,
467,12/09/19 10:15:00 PM,46.188,,,,
468,12/09/19 10:30:00 PM,46.188,,,,
469,12/09/19 10:45:00 PM,46.188,,,,
470,12/09/19 11:00:00 PM,46.548,,,,
471,12/09/19 11:15:00 PM,46.728,,,,
472,12/09/19 11:30:00 PM,46.369,,,,
473,12/09/19 11:45:00 PM,46.008,,,,
474,12/10/19 12:00:00 AM,45.828,,,,
475,12/10/19 12:15:00 AM,45.828,,,,
476,12/10/19 12:30:00 AM,46.008,,,,
477,12/10/19 12:45:00 AM,46.188,,,,
478,12/10/19 01:00:00 AM,46.369,,,,
479,12/10/19 01:15:00 AM,46.548,,,,
480,12/10/19 01:30:00 AM,46.548,,,,
481,12/10/19 01:45:00 AM,46.548,,,,
482,12/10/19 02:00:00 AM,46.548,,,,
483,12/10/19 02:15:00 AM,46.548,,,,
484,12/10/19 02:30:00 AM,46.548,,,,
485,12/10/19 02:45:00 AM,46.728,,,,
486,12/10/19 03:00:00 AM,46.908,,,,
487,12/10/19 03:15:00 AM,46.908,,,,
488,12/10/19 03:30:00 AM,47.088,,,,
489,12/10/19 03:45:00 AM,47.088,,,,
490,12/10/19 04:00:00 AM,47.266,,,,
491,12/10/19 04:15:00 AM,47.266,,,,
492,12/10/19 04:30:00 AM,47.266,,,,
493,12/10/19 04:45:00 AM,47.446,,,,
494,12/10/19 05:00:00 AM,47.446,,,,
495,12/10/19 05:15:00 AM,47.266,,,,
496,12/10/19 05:30:00 AM,47.088,,,,
497,12/10/19 05:45:00 AM,46.908,,,,
498,12/10/19 06:00:00 AM,46.728,,,,
499,12/10/19 06:15:00 AM,46.548,,,,
500,12/10/19 06:30:00 AM,46.369,,,,
501,12/10/19 06:45:00 AM,46.369,,,,
502,12/10/19 07:00:00 AM,46.188,,,,
503,12/10/19 07:15:00 AM,46.188,,,,
504,12/10/19 07:30:00 AM,45.828,,,,
505,12/10/19 07:45:00 AM,45.828,,,,
506,12/10/19 08:00:00 AM,46.008,,,,
507,12/10/19 08:15:00 AM,46.369,,,,
508,12/10/19 08:30:00 AM,46.369,,,,
509,12/10/19 08:45:00 AM,46.369,,,,
510,12/10/19 09:00:00 AM,46.548,,,,
511,12/10/19 09:15:00 AM,46.908,,,,
512,12/10/19 09:30:00 AM,47.446,,,,
513,12/10/19 09:45:00 AM,47.982,,,,
514,12/10/19 10:00:00 AM,48.695,,,,
515,12/10/19 10:15:00 AM,49.582,,,,
516,12/10/19 10:30:00 AM,50.643,,,,
517,12/10/19 10:45:00 AM,50.819,,,,
518,12/10/19 11:00:00 AM,51.346,,,,
519,12/10/19 11:15:00 AM,52.225,,,,
520,12/10/19 11:30:00 AM,52.925,,,,
521,12/10/19 11:45:00 AM,52.750,,,,
522,12/10/19 12:00:00 PM,52.750,,,,
523,12/10/19 12:15:00 PM,52.576,,,,
524,12/10/19 12:30:00 PM,53.274,,,,
525,12/10/19 12:45:00 PM,54.495,,,,
526,12/10/19 01:00:00 PM,57.268,,,,
527,12/10/19 01:15:00 PM,56.230,,,,
528,12/10/19 01:30:00 PM,55.711,,,,
529,12/10/19 01:45:00 PM,55.537,,,,
530,12/10/19 02:00:00 PM,55.189,,,,
531,12/10/19 02:15:00 PM,55.189,,,,
532,12/10/19 02:30:00 PM,55.189,,,,
533,12/10/19 02:45:00 PM,54.842,,,,
534,12/10/19 03:00:00 PM,54.669,,,,
535,12/10/19 03:15:00 PM,54.322,,,,
536,12/10/19 03:30:00 PM,53.798,,,,
537,12/10/19 03:45:00 PM,53.449,,,,
538,12/10/19 04:00:00 PM,53.100,,,,
539,12/10/19 04:15:00 PM,52.925,,,,
540,12/10/19 04:30:00 PM,52.225,,,,
541,12/10/19 04:45:00 PM,51.699,,,,
542,12/10/19 05:00:00 PM,51.172,,,,
543,12/10/19 05:15:00 PM,50.819,,,,
544,12/10/19 05:30:00 PM,50.466,,,,
545,12/10/19 05:45:00 PM,50.290,,,,
546,12/10/19 06:00:00 PM,49.937,,,,
547,12/10/19 06:15:00 PM,49.937,,,,
