Block Type,96well,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,
Experiment File Name,Z:\Scott_Creek\qpcr\chloe temp\20201006_Scott_Creek_Omykiss_P1.eds,,,,,,,,,,,,,,,,
Experiment Run End Time,2020-10-06 11:46:54 AM PDT,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,Cт,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments
A1,,O.mykiss,STANDARD,FAM,NFQ-MGB,19.50581169,19.12254143,0.332084954,1000000,,,FALSE,0.1,TRUE,3,15,
A2,,O.mykiss,STANDARD,FAM,NFQ-MGB,18.94125938,19.12254143,0.332084954,1000000,,,FALSE,0.1,TRUE,3,15,
A3,,O.mykiss,STANDARD,FAM,NFQ-MGB,18.92054749,19.12254143,0.332084954,1000000,,,FALSE,0.1,TRUE,3,15,
A4,SCr-223,O.mykiss,UNKNOWN,FAM,NFQ-MGB,29.58061028,29.64865685,0.130931348,741.2730103,709.7752075,61.14620209,FALSE,0.1,TRUE,3,26,
A5,SCr-223,O.mykiss,UNKNOWN,FAM,NFQ-MGB,29.56575775,29.64865685,0.130931348,748.7509155,709.7752075,61.14620209,FALSE,0.1,TRUE,3,26,
A6,SCr-223,O.mykiss,UNKNOWN,FAM,NFQ-MGB,29.79959869,29.64865685,0.130931348,639.3018188,709.7752075,61.14620209,FALSE,0.1,TRUE,3,25,
A7,SCr-223-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,31.52142334,31.52301979,0.239334285,199.6903534,201.2174225,32.41334915,FALSE,0.1,TRUE,3,28,
A8,SCr-223-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,31.76314735,31.52301979,0.239334285,169.5946045,201.2174225,32.41334915,FALSE,0.1,TRUE,3,28,
A9,SCr-223-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,31.28448677,31.52301979,0.239334285,234.3673248,201.2174225,32.41334915,FALSE,0.1,TRUE,3,28,
A10,SCr-231,O.mykiss,UNKNOWN,FAM,NFQ-MGB,29.84858513,29.89096069,0.266832054,618.4841919,607.4651489,106.8144226,FALSE,0.1,TRUE,3,25,
A11,SCr-231,O.mykiss,UNKNOWN,FAM,NFQ-MGB,29.64785004,29.89096069,0.266832054,708.3429565,607.4651489,106.8144226,FALSE,0.1,TRUE,3,26,
A12,SCr-231,O.mykiss,UNKNOWN,FAM,NFQ-MGB,30.1764431,29.89096069,0.266832054,495.5683594,607.4651489,106.8144226,FALSE,0.1,TRUE,3,26,
B1,,O.mykiss,STANDARD,FAM,NFQ-MGB,21.56772995,21.86896515,0.265821308,100000,,,FALSE,0.1,TRUE,3,18,
B2,,O.mykiss,STANDARD,FAM,NFQ-MGB,21.96855354,21.86896515,0.265821308,100000,,,FALSE,0.1,TRUE,3,18,
B3,,O.mykiss,STANDARD,FAM,NFQ-MGB,22.07061195,21.86896515,0.265821308,100000,,,FALSE,0.1,TRUE,3,19,
B4,SCr-224,O.mykiss,UNKNOWN,FAM,NFQ-MGB,30.3479538,30.50718117,0.178139314,441.332428,398.2044678,47.07268143,FALSE,0.1,TRUE,3,27,
B5,SCr-224,O.mykiss,UNKNOWN,FAM,NFQ-MGB,30.69957161,30.50718117,0.178139314,347.990509,398.2044678,47.07268143,FALSE,0.1,TRUE,3,27,
B6,SCr-224,O.mykiss,UNKNOWN,FAM,NFQ-MGB,30.4740181,30.50718117,0.178139314,405.2905273,398.2044678,47.07268143,FALSE,0.1,TRUE,3,27,
B7,SCr-224-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,32.33197784,32.38626862,0.138537779,115.4682236,111.6290054,10.19435501,FALSE,0.1,TRUE,3,29,
B8,SCr-224-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,32.28309631,32.38626862,0.138537779,119.3463135,111.6290054,10.19435501,FALSE,0.1,TRUE,3,28,
B9,SCr-224-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,32.54372787,32.38626862,0.138537779,100.0724792,111.6290054,10.19435501,FALSE,0.1,TRUE,3,29,
B10,SCr-231-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,32.28718185,32.47653198,0.247589871,119.0172577,105.675354,16.91005135,FALSE,0.1,TRUE,3,29,
B11,SCr-231-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,32.38570023,32.47653198,0.247589871,111.351265,105.675354,16.91005135,FALSE,0.1,TRUE,3,29,
B12,SCr-231-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,32.75670624,32.47653198,0.247589871,86.65753937,105.675354,16.91005135,FALSE,0.1,TRUE,3,29,
C1,,O.mykiss,STANDARD,FAM,NFQ-MGB,25.92151833,25.82273102,0.087146953,10000,,,FALSE,0.1,TRUE,3,22,
C2,,O.mykiss,STANDARD,FAM,NFQ-MGB,25.75673866,25.82273102,0.087146953,10000,,,FALSE,0.1,TRUE,3,22,
C3,,O.mykiss,STANDARD,FAM,NFQ-MGB,25.78993988,25.82273102,0.087146953,10000,,,FALSE,0.1,TRUE,3,22,
C4,SCr-225,O.mykiss,UNKNOWN,FAM,NFQ-MGB,30.12592125,29.89280128,0.233316675,512.7805176,605.2620239,95.15838623,FALSE,0.1,TRUE,3,26,
C5,SCr-225,O.mykiss,UNKNOWN,FAM,NFQ-MGB,29.65928841,29.89280128,0.233316675,702.8885498,605.2620239,95.15838623,FALSE,0.1,TRUE,3,26,
C6,SCr-225,O.mykiss,UNKNOWN,FAM,NFQ-MGB,29.8931942,29.89280128,0.233316675,600.1171265,605.2620239,95.15838623,FALSE,0.1,TRUE,3,26,
C7,SCr-225-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,31.44470215,31.78490448,0.368118733,210.3170319,170.5265045,41.04647446,FALSE,0.1,TRUE,3,28,
C8,SCr-225-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,31.73430634,31.78490448,0.368118733,172.9325562,170.5265045,41.04647446,FALSE,0.1,TRUE,3,28,
C9,SCr-225-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,32.17570496,31.78490448,0.368118733,128.3299255,170.5265045,41.04647446,FALSE,0.1,TRUE,3,29,
C10,SCr-232,O.mykiss,UNKNOWN,FAM,NFQ-MGB,28.80882454,28.83122063,0.190835238,1248.804077,1236.822876,157.3955994,FALSE,0.1,TRUE,3,25,
C11,SCr-232,O.mykiss,UNKNOWN,FAM,NFQ-MGB,28.65257263,28.83122063,0.190835238,1387.885498,1236.822876,157.3955994,FALSE,0.1,TRUE,3,26,
C12,SCr-232,O.mykiss,UNKNOWN,FAM,NFQ-MGB,29.03226662,28.83122063,0.190835238,1073.779053,1236.822876,157.3955994,FALSE,0.1,TRUE,3,25,
D1,,O.mykiss,STANDARD,FAM,NFQ-MGB,29.54060364,29.38814354,0.133536369,1000,,,FALSE,0.1,TRUE,3,26,
D2,,O.mykiss,STANDARD,FAM,NFQ-MGB,29.29194641,29.38814354,0.133536369,1000,,,FALSE,0.1,TRUE,3,25,
D3,,O.mykiss,STANDARD,FAM,NFQ-MGB,29.33187675,29.38814354,0.133536369,1000,,,FALSE,0.1,TRUE,3,25,
D4,SCr-226,O.mykiss,UNKNOWN,FAM,NFQ-MGB,31.53958321,31.28399849,0.254979402,197.2546387,236.7696686,40.62356567,FALSE,0.1,TRUE,3,27,
