Block Type,96well,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,
Experiment File Name,Z:\S1P_data\eds_files\20201105_Scott_Creek_Omykiss_Chloe_P1.eds,,,,,,,,,,,,,,,,
Experiment Run End Time,2020-11-05 14:44:58 PM PST,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,Cт,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments
E6,SCr-102,O.mykiss,UNKNOWN,FAM,NFQ-MGB,28.58078957,28.56686211,0.153092384,1439.956909,1457.585815,143.9868469,FALSE,0.1,TRUE,3,26,
E7,SCr-102-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,30.54920387,30.53307915,0.024095941,407.0925598,411.3605957,6.388607979,FALSE,0.1,TRUE,3,29,
E8,SCr-102-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,30.50537872,30.53307915,0.024095941,418.7053833,411.3605957,6.388607979,FALSE,0.1,TRUE,3,29,
E9,SCr-102-1:5,O.mykiss,UNKNOWN,FAM,NFQ-MGB,30.54465103,30.53307915,0.024095941,408.2838135,411.3605957,6.388607979,FALSE,0.1,TRUE,3,28,
E10,SCr-124,O.mykiss,UNKNOWN,FAM,NFQ-MGB,32.43917847,32.85488129,0.377652496,121.0320358,94.56517792,23.67923737,FALSE,0.1,TRUE,3,30,
E11,SCr-124,O.mykiss,UNKNOWN,FAM,NFQ-MGB,32.94865036,32.85488129,0.377652496,87.27606964,94.56517792,23.67923737,FALSE,0.1,TRUE,3,30,
E12,SCr-124,O.mykiss,UNKNOWN,FAM,NFQ-MGB,33.17681503,32.85488129,0.377652496,75.3874054,94.56517792,23.67923737,FALSE,0.1,TRUE,3,30,
F1,,O.mykiss,STANDARD,FAM,NFQ-MGB,37.96405029,36.0935936,1.628954172,10,,,FALSE,0.1,TRUE,3,34,
F2,,O.mykiss,STANDARD,FAM,NFQ-MGB,35.33021164,36.0935936,1.628954172,10,,,FALSE,0.1,TRUE,3,32,
F3,,O.mykiss,STANDARD,FAM,NFQ-MGB,34.98651505,36.0935936,1.628954172,10,,,FALSE,0.1,TRUE,3,33,
F4,SCr-106,O.mykiss,UNKNOWN,FAM,NFQ-MGB,27.97608948,28.2074337,0.202363357,2122.743896,1840.385132,246.4928284,FALSE,0.1,TRUE,3,25,
F5,SCr-106,O.mykiss,UNKNOWN,FAM,NFQ-MGB,28.29463577,28.2074337,0.202363357,1730.251221,1840.385132,246.4928284,FALSE,0.1,TRUE,3,26,
