Block Type,96well,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,
Experiment File Name,Z:\Scott_Creek\qpcr\chloe temp\20210301_Scott_Creek_Okitsuch_P3.eds,,,,,,,,,,,,,,,,
Experiment Run End Time,2020-03-01 15:20:15 PM PDT,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,Cт,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments
C11,SCr-294,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,
C12,SCr-294,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,
D1,,O.kitsuch,STANDARD,FAM,NFQ-MGB,30.87927246,30.70363808,0.176598683,1000,,,FALSE,0.1,TRUE,3,27,
D2,,O.kitsuch,STANDARD,FAM,NFQ-MGB,30.52609062,30.70363808,0.176598683,1000,,,FALSE,0.1,TRUE,3,26,
D3,,O.kitsuch,STANDARD,FAM,NFQ-MGB,30.70554924,30.70363808,0.176598683,1000,,,FALSE,0.1,TRUE,3,26,
D4,SCr-238,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,35.27677917,35.05724716,0.192492828,34.86978531,40.85772705,5.266356945,FALSE,0.1,TRUE,3,32,
D5,SCr-238,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,34.91736221,35.05724716,0.192492828,44.76981354,40.85772705,5.266356945,FALSE,0.1,TRUE,3,31,
D6,SCr-238,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,34.97759247,35.05724716,0.192492828,42.93357849,40.85772705,5.266356945,FALSE,0.1,TRUE,3,31,
D7,SCr-238-1:5,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,38.11053467,37.73570251,1.901213884,4.860910416,11.08350849,13.37499905,FALSE,0.1,TRUE,3,34,
D8,SCr-238-1:5,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,35.67499161,37.73570251,1.901213884,26.43613243,11.08350849,13.37499905,FALSE,0.1,TRUE,3,31,
D9,SCr-238-1:5,O.kitsuch,UNKNOWN,FAM,NFQ-MGB,39.42158508,37.73570251,1.901213884,1.953481436,11.08350849,13.37499905,FALSE,0.1,TRUE,3,35,
