Block Type,96well,,,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,,,
Experiment File Name,\\atlas.shore.mbari.org\ESP\Scott_Creek\qpcr\S1P_data\eds_files\20201119_Scott_Creek_Okisutch_Chloe_P1.eds,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2020-11-19 13:33:43 PM PST,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,Cт,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,OUTLIERRG,EXPFAIL
A1,,O.kisutch,STANDARD,FAM,NFQ-MGB,19.24957275,19.23149681,0.068589412,1000000,,,FALSE,0.1,TRUE,3,15,,N,N,N,N
A2,,O.kisutch,STANDARD,FAM,NFQ-MGB,19.28923798,19.23149681,0.068589412,1000000,,,FALSE,0.1,TRUE,3,15,,N,N,N,N
A3,,O.kisutch,STANDARD,FAM,NFQ-MGB,19.1556797,19.23149681,0.068589412,1000000,,,FALSE,0.1,TRUE,3,15,,N,N,N,N
A4,SCr-014,O.kisutch,UNKNOWN,FAM,NFQ-MGB,38.14237595,37.17562485,1.135347486,1.298909307,3.257080317,2.712846518,FALSE,0.1,TRUE,3,33,,Y,N,N,N
A5,SCr-014,O.kisutch,UNKNOWN,FAM,NFQ-MGB,37.45909882,37.17562485,1.135347486,2.118688107,3.257080317,2.712846518,FALSE,0.1,TRUE,3,33,,Y,N,N,N
A6,SCr-014,O.kisutch,UNKNOWN,FAM,NFQ-MGB,35.92539978,37.17562485,1.135347486,6.353643417,3.257080317,2.712846518,FALSE,0.1,TRUE,3,32,,Y,N,N,N
A7,SCr-014-1:5,O.kisutch,UNKNOWN,FAM,NFQ-MGB,37.95419312,38.04120636,0.123052612,1.486280084,1.399213433,0.123130836,FALSE,0.1,TRUE,3,34,,N,N,N,N
A8,SCr-014-1:5,O.kisutch,UNKNOWN,FAM,NFQ-MGB,38.12821579,38.04120636,0.123052612,1.312146783,1.399213433,0.123130836,FALSE,0.1,TRUE,3,34,,N,N,N,N
A9,SCr-014-1:5,O.kisutch,UNKNOWN,FAM,NFQ-MGB,Undetermined,38.04120636,0.123052612,,,,FALSE,0.1,TRUE,1,3,,N,N,N,N
A10,SCr-032,O.kisutch,UNKNOWN,FAM,NFQ-MGB,35.49641418,37.24119949,2.235928059,8.638343811,4.453823566,4.117217064,FALSE,0.1,TRUE,3,31,,Y,N,N,N
A11,SCr-032,O.kisutch,UNKNOWN,FAM,NFQ-MGB,36.46551514,37.24119949,2.235928059,4.315743446,4.453823566,4.117217064,FALSE,0.1,TRUE,3,32,,Y,N,N,N
A12,SCr-032,O.kisutch,UNKNOWN,FAM,NFQ-MGB,39.76167297,37.24119949,2.235928059,0.407383502,4.453823566,4.117217064,FALSE,0.1,TRUE,3,35,,Y,N,N,N
B1,,O.kisutch,STANDARD,FAM,NFQ-MGB,22.40485191,22.45022011,0.044252329,100000,,,FALSE,0.1,TRUE,3,18,,N,N,N,N
B2,,O.kisutch,STANDARD,FAM,NFQ-MGB,22.49326515,22.45022011,0.044252329,100000,,,FALSE,0.1,TRUE,3,18,,N,N,N,N
B3,,O.kisutch,STANDARD,FAM,NFQ-MGB,22.45254135,22.45022011,0.044252329,100000,,,FALSE,0.1,TRUE,3,18,,N,N,N,N
B4,SCr-017,O.kisutch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,,N,Y,N,Y
B5,SCr-017,O.kisutch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,,N,Y,N,Y
B6,SCr-017,O.kisutch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,,N,Y,N,Y
B7,SCr-017-1:5,O.kisutch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,,N,Y,N,Y
B8,SCr-017-1:5,O.kisutch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,,N,Y,N,Y
B9,SCr-017-1:5,O.kisutch,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,,N,Y,N,Y
B10,SCr-032-1:5,O.kisutch,UNKNOWN,FAM,NFQ-MGB,Undetermined,38.61170197,0.213348016,,,,FALSE,0.1,TRUE,3,39,,N,Y,N,Y
B11,SCr-032-1:5,O.kisutch,UNKNOWN,FAM,NFQ-MGB,38.46084213,38.61170197,0.213348016,1.034048557,0.933587551,0.142073318,FALSE,0.1,TRUE,3,34,,N,N,N,N
B12,SCr-032-1:5,O.kisutch,UNKNOWN,FAM,NFQ-MGB,38.7625618,38.61170197,0.213348016,0.833126545,0.933587551,0.142073318,FALSE,0.1,TRUE,3,34,,N,N,N,N
C1,,O.kisutch,STANDARD,FAM,NFQ-MGB,25.57642555,25.54827881,0.08429718,10000,,,FALSE,0.1,TRUE,3,21,,N,N,N,N
C2,,O.kisutch,STANDARD,FAM,NFQ-MGB,25.6149025,25.54827881,0.08429718,10000,,,FALSE,0.1,TRUE,3,21,,N,N,N,N
C3,,O.kisutch,STANDARD,FAM,NFQ-MGB,25.45351028,25.54827881,0.08429718,10000,,,FALSE,0.1,TRUE,3,21,,N,N,N,N
C4,SCr-020,O.kisutch,UNKNOWN,FAM,NFQ-MGB,35.95293808,36.21725845,0.531512558,6.229581356,5.389368534,1.796736717,FALSE,0.1,TRUE,3,32,,Y,N,N,N
C5,SCr-020,O.kisutch,UNKNOWN,FAM,NFQ-MGB,36.82911301,36.21725845,0.531512558,3.326461554,5.389368534,1.796736717,FALSE,0.1,TRUE,3,33,,Y,N,N,N
